frame,number of people
224,"[[0.0, 626.0, 143.0, 945.0, 0.8975223302841187, 0.0], [248.0, 603.0, 480.0, 834.0, 0.8915911912918091, 0.0], [1221.0, 694.0, 1509.0, 982.0, 0.8891772031784058, 0.0], [1646.0, 636.0, 1872.0, 852.0, 0.8847822546958923, 0.0], [953.0, 677.0, 1178.0, 957.0, 0.8821676969528198, 0.0], [1548.0, 633.0, 1691.0, 770.0, 0.8756619095802307, 0.0], [1192.0, 658.0, 1323.0, 848.0, 0.8396146297454834, 0.0], [197.0, 491.0, 316.0, 619.0, 0.7786877751350403, 0.0], [1405.0, 573.0, 1577.0, 720.0, 0.7737558484077454, 0.0], [1186.0, 571.0, 1277.0, 712.0, 0.671388566493988, 0.0], [78.0, 565.0, 209.0, 725.0, 0.6548969149589539, 0.0], [66.0, 474.0, 162.0, 615.0, 0.6377283334732056, 0.0], [1290.0, 572.0, 1394.0, 702.0, 0.627531111240387, 0.0], [404.0, 591.0, 574.0, 840.0, 0.6059675812721252, 0.0], [411.0, 544.0, 556.0, 695.0, 0.5855047702789307, 0.0], [1865.0, 699.0, 1920.0, 928.0, 0.5686020255088806, 0.0], [1.0, 405.0, 73.0, 517.0, 0.5440117120742798, 0.0], [1095.0, 597.0, 1228.0, 724.0, 0.5254893898963928, 0.0], [843.0, 649.0, 1044.0, 1032.0, 0.5243445038795471, 0.0], [202.0, 604.0, 295.0, 722.0, 0.5111253261566162, 0.0], [1682.0, 589.0, 1905.0, 734.0, 0.48617976903915405, 0.0], [860.0, 604.0, 971.0, 809.0, 0.4584926962852478, 0.0], [966.0, 520.0, 1130.0, 641.0, 0.4383915960788727, 0.0], [588.0, 403.0, 649.0, 521.0, 0.4380537271499634, 0.0], [541.0, 441.0, 617.0, 545.0, 0.4173975884914398, 0.0], [489.0, 472.0, 584.0, 582.0, 0.41269761323928833, 0.0], [1139.0, 506.0, 1247.0, 630.0, 0.3833484947681427, 0.0], [387.0, 403.0, 468.0, 491.0, 0.37986400723457336, 0.0], [330.0, 515.0, 424.0, 618.0, 0.3710167706012726, 0.0], [489.0, 543.0, 568.0, 631.0, 0.3323592245578766, 0.0], [140.0, 413.0, 223.0, 499.0, 0.32670560479164124, 0.0], [0.0, 472.0, 60.0, 614.0, 0.28177520632743835, 0.0], [905.0, 555.0, 997.0, 676.0, 0.26111453771591187, 0.0], [288.0, 487.0, 361.0, 584.0, 0.2581115663051605, 0.0], [493.0, 403.0, 558.0, 506.0, 0.25577276945114136, 0.0], [333.0, 434.0, 429.0, 555.0, 0.2555088698863983, 0.0]]"
225,"[[0.0, 627.0, 143.0, 945.0, 0.9033249020576477, 0.0], [248.0, 603.0, 480.0, 834.0, 0.8922001719474792, 0.0], [1223.0, 695.0, 1509.0, 981.0, 0.8907687067985535, 0.0], [1646.0, 635.0, 1872.0, 852.0, 0.8863147497177124, 0.0], [953.0, 678.0, 1178.0, 956.0, 0.882189154624939, 0.0], [1549.0, 633.0, 1691.0, 770.0, 0.8708404898643494, 0.0], [1192.0, 658.0, 1324.0, 849.0, 0.8396791815757751, 0.0], [1405.0, 572.0, 1574.0, 719.0, 0.7987002730369568, 0.0], [197.0, 491.0, 316.0, 619.0, 0.7760409116744995, 0.0], [1186.0, 571.0, 1278.0, 712.0, 0.6782245635986328, 0.0], [78.0, 565.0, 209.0, 724.0, 0.661749541759491, 0.0], [66.0, 468.0, 162.0, 613.0, 0.6067025065422058, 0.0], [404.0, 592.0, 575.0, 837.0, 0.6034719347953796, 0.0], [1290.0, 572.0, 1394.0, 703.0, 0.6004711985588074, 0.0], [1.0, 406.0, 72.0, 517.0, 0.5945806503295898, 0.0], [1865.0, 699.0, 1920.0, 930.0, 0.5847225189208984, 0.0], [413.0, 546.0, 557.0, 695.0, 0.5360187292098999, 0.0], [1096.0, 597.0, 1228.0, 725.0, 0.5236116051673889, 0.0], [201.0, 604.0, 295.0, 722.0, 0.5215307474136353, 0.0], [843.0, 650.0, 1044.0, 1032.0, 0.5193933844566345, 0.0], [860.0, 604.0, 971.0, 810.0, 0.497540146112442, 0.0], [966.0, 520.0, 1128.0, 640.0, 0.45329004526138306, 0.0], [587.0, 403.0, 649.0, 520.0, 0.43547120690345764, 0.0], [541.0, 441.0, 617.0, 545.0, 0.4305926263332367, 0.0], [1139.0, 506.0, 1246.0, 629.0, 0.4010111093521118, 0.0], [489.0, 473.0, 582.0, 565.0, 0.3952392041683197, 0.0], [1683.0, 592.0, 1901.0, 727.0, 0.39206254482269287, 0.0], [387.0, 404.0, 467.0, 491.0, 0.3792153596878052, 0.0], [140.0, 413.0, 224.0, 499.0, 0.3488210439682007, 0.0], [0.0, 470.0, 60.0, 614.0, 0.3462969660758972, 0.0], [330.0, 515.0, 423.0, 619.0, 0.3344871699810028, 0.0], [488.0, 543.0, 568.0, 630.0, 0.33259472250938416, 0.0], [1804.0, 585.0, 1915.0, 762.0, 0.3009214997291565, 0.0], [905.0, 555.0, 997.0, 676.0, 0.2651604413986206, 0.0], [492.0, 403.0, 559.0, 505.0, 0.255670428276062, 0.0], [333.0, 434.0, 429.0, 557.0, 0.25428926944732666, 0.0]]"
226,"[[0.0, 627.0, 143.0, 945.0, 0.9069831371307373, 0.0], [248.0, 603.0, 481.0, 834.0, 0.8919821977615356, 0.0], [1646.0, 631.0, 1872.0, 852.0, 0.8869504928588867, 0.0], [1225.0, 695.0, 1508.0, 979.0, 0.8831551671028137, 0.0], [953.0, 677.0, 1178.0, 956.0, 0.8827642798423767, 0.0], [1549.0, 633.0, 1691.0, 770.0, 0.8787149786949158, 0.0], [1192.0, 658.0, 1324.0, 848.0, 0.8404412269592285, 0.0], [1405.0, 572.0, 1574.0, 719.0, 0.7879660129547119, 0.0], [197.0, 491.0, 316.0, 619.0, 0.7700563073158264, 0.0], [1186.0, 570.0, 1278.0, 712.0, 0.6739614009857178, 0.0], [78.0, 565.0, 210.0, 719.0, 0.6520311832427979, 0.0], [1.0, 406.0, 72.0, 517.0, 0.5929386615753174, 0.0], [404.0, 592.0, 573.0, 839.0, 0.5856948494911194, 0.0], [66.0, 467.0, 161.0, 613.0, 0.5852752923965454, 0.0], [1291.0, 572.0, 1394.0, 703.0, 0.5611136555671692, 0.0], [1866.0, 700.0, 1920.0, 928.0, 0.5566868782043457, 0.0], [1096.0, 597.0, 1228.0, 723.0, 0.5331078171730042, 0.0], [843.0, 649.0, 1044.0, 1037.0, 0.5240055322647095, 0.0], [201.0, 604.0, 295.0, 721.0, 0.5057373642921448, 0.0], [860.0, 605.0, 971.0, 809.0, 0.49860715866088867, 0.0], [966.0, 520.0, 1128.0, 640.0, 0.47718504071235657, 0.0], [414.0, 547.0, 558.0, 695.0, 0.4645495116710663, 0.0], [1806.0, 587.0, 1914.0, 763.0, 0.46133244037628174, 0.0], [588.0, 403.0, 649.0, 517.0, 0.42653608322143555, 0.0], [541.0, 441.0, 617.0, 545.0, 0.417081743478775, 0.0], [489.0, 472.0, 581.0, 558.0, 0.40387898683547974, 0.0], [387.0, 404.0, 466.0, 490.0, 0.39711952209472656, 0.0], [1140.0, 506.0, 1246.0, 629.0, 0.38269513845443726, 0.0], [140.0, 412.0, 224.0, 499.0, 0.3547126352787018, 0.0], [0.0, 472.0, 60.0, 614.0, 0.33167335391044617, 0.0], [330.0, 515.0, 423.0, 619.0, 0.3302702307701111, 0.0], [487.0, 544.0, 568.0, 691.0, 0.27869725227355957, 0.0], [905.0, 555.0, 997.0, 676.0, 0.272220253944397, 0.0], [423.0, 458.0, 521.0, 522.0, 0.26902326941490173, 0.0], [493.0, 403.0, 558.0, 501.0, 0.2569495737552643, 0.0], [334.0, 433.0, 429.0, 556.0, 0.2554301917552948, 0.0], [288.0, 488.0, 361.0, 584.0, 0.25111302733421326, 0.0]]"
227,"[[0.0, 628.0, 143.0, 945.0, 0.908444344997406, 0.0], [248.0, 603.0, 481.0, 834.0, 0.8938246369361877, 0.0], [1646.0, 630.0, 1873.0, 853.0, 0.8892343640327454, 0.0], [953.0, 677.0, 1178.0, 957.0, 0.8810155391693115, 0.0], [1225.0, 694.0, 1508.0, 979.0, 0.880876898765564, 0.0], [1549.0, 633.0, 1690.0, 770.0, 0.8776023983955383, 0.0], [1192.0, 658.0, 1324.0, 848.0, 0.8346371650695801, 0.0], [1405.0, 572.0, 1574.0, 720.0, 0.7825425863265991, 0.0], [197.0, 491.0, 316.0, 619.0, 0.7788968682289124, 0.0], [1186.0, 570.0, 1278.0, 712.0, 0.6784543991088867, 0.0], [79.0, 565.0, 210.0, 721.0, 0.6677992343902588, 0.0], [404.0, 591.0, 573.0, 840.0, 0.6095883250236511, 0.0], [1288.0, 572.0, 1393.0, 701.0, 0.591112494468689, 0.0], [1.0, 405.0, 73.0, 516.0, 0.5908110737800598, 0.0], [66.0, 467.0, 161.0, 613.0, 0.5876704454421997, 0.0], [1097.0, 597.0, 1227.0, 723.0, 0.5380810499191284, 0.0], [1866.0, 700.0, 1920.0, 928.0, 0.5346497297286987, 0.0], [843.0, 649.0, 1044.0, 1036.0, 0.5219656229019165, 0.0], [1806.0, 588.0, 1916.0, 763.0, 0.518546462059021, 0.0], [201.0, 604.0, 294.0, 721.0, 0.5129681825637817, 0.0], [412.0, 548.0, 557.0, 695.0, 0.5075373649597168, 0.0], [860.0, 605.0, 971.0, 809.0, 0.5002617239952087, 0.0], [965.0, 520.0, 1130.0, 640.0, 0.46981561183929443, 0.0], [541.0, 441.0, 617.0, 545.0, 0.4203055500984192, 0.0], [588.0, 403.0, 649.0, 520.0, 0.41243433952331543, 0.0], [489.0, 472.0, 580.0, 553.0, 0.40970683097839355, 0.0], [1139.0, 506.0, 1246.0, 629.0, 0.3982018232345581, 0.0], [387.0, 405.0, 466.0, 491.0, 0.37566646933555603, 0.0], [140.0, 412.0, 224.0, 499.0, 0.3643290102481842, 0.0], [0.0, 470.0, 61.0, 615.0, 0.35679325461387634, 0.0], [331.0, 515.0, 423.0, 619.0, 0.3170696794986725, 0.0], [488.0, 543.0, 568.0, 631.0, 0.29076069593429565, 0.0], [904.0, 555.0, 997.0, 677.0, 0.2708262801170349, 0.0], [493.0, 403.0, 559.0, 501.0, 0.2542155086994171, 0.0]]"
228,"[[0.0, 629.0, 143.0, 944.0, 0.910836935043335, 0.0], [248.0, 603.0, 481.0, 834.0, 0.8927849531173706, 0.0], [1646.0, 630.0, 1874.0, 852.0, 0.8859996199607849, 0.0], [1224.0, 694.0, 1509.0, 980.0, 0.8823879361152649, 0.0], [953.0, 677.0, 1178.0, 956.0, 0.8806295990943909, 0.0], [1549.0, 633.0, 1690.0, 770.0, 0.8738706111907959, 0.0], [1192.0, 659.0, 1330.0, 848.0, 0.8204026222229004, 0.0], [1405.0, 572.0, 1574.0, 720.0, 0.7707746624946594, 0.0], [197.0, 491.0, 316.0, 619.0, 0.7683731913566589, 0.0], [1186.0, 570.0, 1279.0, 712.0, 0.6802066564559937, 0.0], [78.0, 565.0, 210.0, 722.0, 0.6450182199478149, 0.0], [67.0, 467.0, 160.0, 613.0, 0.6113870143890381, 0.0], [404.0, 589.0, 574.0, 846.0, 0.6105123162269592, 0.0], [2.0, 404.0, 72.0, 517.0, 0.6030072569847107, 0.0], [1276.0, 572.0, 1394.0, 703.0, 0.5935271978378296, 0.0], [844.0, 649.0, 1044.0, 1036.0, 0.5179740190505981, 0.0], [201.0, 604.0, 294.0, 720.0, 0.5179086327552795, 0.0], [1095.0, 597.0, 1228.0, 722.0, 0.5106177926063538, 0.0], [859.0, 605.0, 971.0, 810.0, 0.49848830699920654, 0.0], [966.0, 520.0, 1126.0, 640.0, 0.4663607180118561, 0.0], [1867.0, 701.0, 1920.0, 927.0, 0.4410690367221832, 0.0], [542.0, 441.0, 616.0, 545.0, 0.42561858892440796, 0.0], [588.0, 403.0, 649.0, 518.0, 0.42551612854003906, 0.0], [489.0, 472.0, 581.0, 552.0, 0.42001819610595703, 0.0], [411.0, 549.0, 558.0, 694.0, 0.39853566884994507, 0.0], [0.0, 469.0, 61.0, 616.0, 0.3936665654182434, 0.0], [386.0, 405.0, 466.0, 491.0, 0.3929668962955475, 0.0], [1808.0, 589.0, 1894.0, 754.0, 0.38449010252952576, 0.0], [1139.0, 506.0, 1246.0, 629.0, 0.37840643525123596, 0.0], [140.0, 412.0, 224.0, 499.0, 0.36686503887176514, 0.0], [331.0, 515.0, 422.0, 618.0, 0.3209999203681946, 0.0], [487.0, 543.0, 568.0, 630.0, 0.30497515201568604, 0.0], [904.0, 555.0, 997.0, 676.0, 0.28612303733825684, 0.0], [335.0, 433.0, 429.0, 556.0, 0.27044010162353516, 0.0], [494.0, 403.0, 558.0, 500.0, 0.2701960504055023, 0.0], [0.0, 611.0, 17.0, 650.0, 0.2657584547996521, 0.0], [288.0, 486.0, 362.0, 584.0, 0.263611763715744, 0.0], [1683.0, 598.0, 1891.0, 719.0, 0.2625753581523895, 0.0], [829.0, 498.0, 939.0, 696.0, 0.25315502285957336, 0.0]]"
229,"[[0.0, 629.0, 143.0, 944.0, 0.9111005067825317, 0.0], [248.0, 603.0, 481.0, 834.0, 0.8934956789016724, 0.0], [953.0, 677.0, 1178.0, 956.0, 0.8852914571762085, 0.0], [1224.0, 693.0, 1508.0, 978.0, 0.8826462030410767, 0.0], [1646.0, 631.0, 1872.0, 852.0, 0.8811165690422058, 0.0], [1549.0, 633.0, 1690.0, 770.0, 0.8720573782920837, 0.0], [1193.0, 660.0, 1330.0, 848.0, 0.8162692189216614, 0.0], [1405.0, 572.0, 1572.0, 719.0, 0.773475706577301, 0.0], [198.0, 491.0, 316.0, 619.0, 0.7725517749786377, 0.0], [1185.0, 571.0, 1279.0, 712.0, 0.6705772280693054, 0.0], [79.0, 565.0, 210.0, 723.0, 0.6660358905792236, 0.0], [1.0, 405.0, 72.0, 516.0, 0.6184037923812866, 0.0], [65.0, 467.0, 161.0, 613.0, 0.5829391479492188, 0.0], [406.0, 592.0, 572.0, 852.0, 0.5778931975364685, 0.0], [1866.0, 700.0, 1920.0, 928.0, 0.5618663430213928, 0.0], [1251.0, 572.0, 1393.0, 708.0, 0.5554751753807068, 0.0], [201.0, 604.0, 294.0, 721.0, 0.5258830785751343, 0.0], [1095.0, 597.0, 1227.0, 723.0, 0.5154048204421997, 0.0], [843.0, 649.0, 1044.0, 1035.0, 0.5106915235519409, 0.0], [859.0, 605.0, 971.0, 810.0, 0.49786603450775146, 0.0], [410.0, 550.0, 557.0, 695.0, 0.47355321049690247, 0.0], [966.0, 520.0, 1127.0, 640.0, 0.4575338363647461, 0.0], [588.0, 403.0, 649.0, 518.0, 0.43063101172447205, 0.0], [542.0, 441.0, 617.0, 545.0, 0.4178745150566101, 0.0], [491.0, 475.0, 581.0, 548.0, 0.407340943813324, 0.0], [330.0, 514.0, 424.0, 619.0, 0.40314748883247375, 0.0], [0.0, 468.0, 62.0, 616.0, 0.40021225810050964, 0.0], [386.0, 406.0, 466.0, 492.0, 0.38947317004203796, 0.0], [140.0, 411.0, 224.0, 500.0, 0.3720528781414032, 0.0], [1806.0, 589.0, 1895.0, 757.0, 0.3441092073917389, 0.0], [1139.0, 506.0, 1246.0, 629.0, 0.34345269203186035, 0.0], [1683.0, 595.0, 1895.0, 722.0, 0.3205908536911011, 0.0], [488.0, 544.0, 569.0, 629.0, 0.3142038583755493, 0.0], [335.0, 433.0, 428.0, 555.0, 0.2850291430950165, 0.0], [492.0, 403.0, 559.0, 501.0, 0.28095343708992004, 0.0], [904.0, 555.0, 997.0, 677.0, 0.27727600932121277, 0.0], [288.0, 486.0, 362.0, 584.0, 0.2743161618709564, 0.0], [422.0, 457.0, 520.0, 523.0, 0.2648780047893524, 0.0], [939.0, 401.0, 1009.0, 462.0, 0.251740962266922, 0.0]]"
230,"[[0.0, 630.0, 143.0, 944.0, 0.9121411442756653, 0.0], [248.0, 603.0, 481.0, 834.0, 0.8920773267745972, 0.0], [1224.0, 694.0, 1509.0, 979.0, 0.8859325647354126, 0.0], [952.0, 678.0, 1178.0, 956.0, 0.884273111820221, 0.0], [1646.0, 631.0, 1873.0, 852.0, 0.8803297281265259, 0.0], [1549.0, 633.0, 1690.0, 770.0, 0.8722445964813232, 0.0], [1193.0, 662.0, 1330.0, 849.0, 0.8062452077865601, 0.0], [1405.0, 572.0, 1571.0, 719.0, 0.7696145176887512, 0.0], [197.0, 491.0, 316.0, 619.0, 0.7679876685142517, 0.0], [1184.0, 572.0, 1278.0, 711.0, 0.6825914978981018, 0.0], [79.0, 565.0, 210.0, 721.0, 0.6390590071678162, 0.0], [1.0, 405.0, 72.0, 516.0, 0.6111758351325989, 0.0], [66.0, 466.0, 161.0, 613.0, 0.609645426273346, 0.0], [407.0, 592.0, 573.0, 847.0, 0.5787365436553955, 0.0], [1241.0, 571.0, 1392.0, 715.0, 0.5490383505821228, 0.0], [1867.0, 699.0, 1920.0, 927.0, 0.535788357257843, 0.0], [843.0, 648.0, 1044.0, 1036.0, 0.5153679251670837, 0.0], [1095.0, 597.0, 1227.0, 727.0, 0.5145117044448853, 0.0], [201.0, 604.0, 298.0, 723.0, 0.512975811958313, 0.0], [410.0, 550.0, 556.0, 696.0, 0.5092474222183228, 0.0], [858.0, 604.0, 971.0, 812.0, 0.4712445139884949, 0.0], [966.0, 520.0, 1126.0, 640.0, 0.4508531987667084, 0.0], [588.0, 403.0, 649.0, 517.0, 0.43344035744667053, 0.0], [542.0, 441.0, 618.0, 546.0, 0.4179913103580475, 0.0], [331.0, 514.0, 424.0, 618.0, 0.41636186838150024, 0.0], [491.0, 475.0, 581.0, 547.0, 0.4014747142791748, 0.0], [387.0, 406.0, 465.0, 491.0, 0.3900452256202698, 0.0], [0.0, 468.0, 61.0, 616.0, 0.37899118661880493, 0.0], [1683.0, 594.0, 1894.0, 722.0, 0.3639756739139557, 0.0], [140.0, 410.0, 224.0, 500.0, 0.3574429154396057, 0.0], [488.0, 544.0, 568.0, 627.0, 0.3353402614593506, 0.0], [1138.0, 506.0, 1246.0, 630.0, 0.3225160539150238, 0.0], [492.0, 403.0, 558.0, 501.0, 0.3031122386455536, 0.0], [423.0, 456.0, 520.0, 522.0, 0.29966577887535095, 0.0], [335.0, 433.0, 428.0, 555.0, 0.2959209084510803, 0.0], [287.0, 486.0, 362.0, 584.0, 0.27637729048728943, 0.0], [904.0, 555.0, 997.0, 677.0, 0.26516371965408325, 0.0], [1804.0, 589.0, 1894.0, 755.0, 0.26180317997932434, 0.0], [939.0, 401.0, 1008.0, 462.0, 0.251194566488266, 0.0]]"
231,"[[0.0, 630.0, 143.0, 944.0, 0.9080984592437744, 0.0], [248.0, 603.0, 481.0, 834.0, 0.8934813737869263, 0.0], [1225.0, 693.0, 1508.0, 978.0, 0.888995349407196, 0.0], [952.0, 678.0, 1178.0, 957.0, 0.8829638361930847, 0.0], [1646.0, 632.0, 1873.0, 851.0, 0.8762542009353638, 0.0], [1549.0, 633.0, 1689.0, 770.0, 0.8761188387870789, 0.0], [1405.0, 572.0, 1571.0, 719.0, 0.7904524207115173, 0.0], [1193.0, 664.0, 1332.0, 849.0, 0.77385014295578, 0.0], [197.0, 491.0, 316.0, 619.0, 0.7629243731498718, 0.0], [1185.0, 573.0, 1277.0, 712.0, 0.6523814797401428, 0.0], [79.0, 565.0, 211.0, 721.0, 0.6341740489006042, 0.0], [1.0, 405.0, 72.0, 516.0, 0.6074261665344238, 0.0], [65.0, 467.0, 162.0, 614.0, 0.5828743577003479, 0.0], [1234.0, 571.0, 1392.0, 720.0, 0.5738773345947266, 0.0], [1866.0, 699.0, 1920.0, 929.0, 0.5684226155281067, 0.0], [406.0, 591.0, 572.0, 843.0, 0.5531948208808899, 0.0], [843.0, 650.0, 1044.0, 1034.0, 0.526599645614624, 0.0], [202.0, 604.0, 296.0, 723.0, 0.5220553874969482, 0.0], [410.0, 550.0, 556.0, 696.0, 0.5147255063056946, 0.0], [860.0, 605.0, 971.0, 809.0, 0.48832592368125916, 0.0], [1097.0, 597.0, 1227.0, 724.0, 0.47392576932907104, 0.0], [965.0, 519.0, 1127.0, 640.0, 0.4575726389884949, 0.0], [588.0, 403.0, 649.0, 516.0, 0.44401222467422485, 0.0], [491.0, 474.0, 582.0, 549.0, 0.41642922163009644, 0.0], [331.0, 514.0, 424.0, 618.0, 0.40685269236564636, 0.0], [543.0, 441.0, 624.0, 546.0, 0.3891918361186981, 0.0], [387.0, 406.0, 465.0, 490.0, 0.38357171416282654, 0.0], [140.0, 411.0, 223.0, 500.0, 0.3488340973854065, 0.0], [1804.0, 589.0, 1898.0, 756.0, 0.3400570750236511, 0.0], [1685.0, 595.0, 1894.0, 720.0, 0.3278801441192627, 0.0], [489.0, 544.0, 569.0, 628.0, 0.3240949809551239, 0.0], [1140.0, 507.0, 1252.0, 630.0, 0.3031521737575531, 0.0], [0.0, 472.0, 65.0, 615.0, 0.3011924922466278, 0.0], [492.0, 403.0, 558.0, 503.0, 0.30020591616630554, 0.0], [939.0, 401.0, 1007.0, 465.0, 0.2945585250854492, 0.0], [335.0, 433.0, 428.0, 556.0, 0.286141574382782, 0.0], [287.0, 486.0, 361.0, 584.0, 0.27747809886932373, 0.0], [905.0, 555.0, 997.0, 677.0, 0.2734583020210266, 0.0], [423.0, 457.0, 520.0, 523.0, 0.2707503139972687, 0.0]]"
232,"[[0.0, 630.0, 143.0, 945.0, 0.9092671871185303, 0.0], [248.0, 603.0, 481.0, 834.0, 0.8921754360198975, 0.0], [1226.0, 692.0, 1508.0, 978.0, 0.8897879123687744, 0.0], [953.0, 678.0, 1178.0, 956.0, 0.8784587979316711, 0.0], [1549.0, 633.0, 1690.0, 770.0, 0.872743546962738, 0.0], [1646.0, 630.0, 1873.0, 851.0, 0.872241735458374, 0.0], [1405.0, 572.0, 1571.0, 719.0, 0.7919763922691345, 0.0], [1193.0, 664.0, 1331.0, 849.0, 0.7869930267333984, 0.0], [197.0, 491.0, 316.0, 620.0, 0.7632166147232056, 0.0], [1183.0, 572.0, 1278.0, 715.0, 0.664863646030426, 0.0], [79.0, 565.0, 210.0, 717.0, 0.622016966342926, 0.0], [66.0, 467.0, 162.0, 614.0, 0.6055359244346619, 0.0], [1.0, 406.0, 72.0, 516.0, 0.5953866839408875, 0.0], [1250.0, 571.0, 1393.0, 712.0, 0.5689349174499512, 0.0], [407.0, 591.0, 573.0, 841.0, 0.5449268221855164, 0.0], [202.0, 604.0, 295.0, 723.0, 0.5401912927627563, 0.0], [843.0, 651.0, 1044.0, 1041.0, 0.536922037601471, 0.0], [1866.0, 698.0, 1920.0, 930.0, 0.5149244666099548, 0.0], [411.0, 549.0, 557.0, 696.0, 0.4994993805885315, 0.0], [860.0, 605.0, 971.0, 809.0, 0.4761219322681427, 0.0], [965.0, 519.0, 1130.0, 639.0, 0.4744423031806946, 0.0], [1097.0, 597.0, 1228.0, 721.0, 0.4693302810192108, 0.0], [494.0, 474.0, 580.0, 539.0, 0.461671382188797, 0.0], [588.0, 403.0, 649.0, 516.0, 0.4307084381580353, 0.0], [331.0, 514.0, 424.0, 618.0, 0.40848612785339355, 0.0], [544.0, 440.0, 622.0, 546.0, 0.40447673201560974, 0.0], [387.0, 406.0, 466.0, 489.0, 0.3626546263694763, 0.0], [1805.0, 590.0, 1917.0, 764.0, 0.34658730030059814, 0.0], [141.0, 411.0, 224.0, 500.0, 0.3280527889728546, 0.0], [423.0, 456.0, 520.0, 523.0, 0.32753390073776245, 0.0], [493.0, 403.0, 557.0, 503.0, 0.3251524865627289, 0.0], [1140.0, 506.0, 1261.0, 633.0, 0.2969249486923218, 0.0], [1687.0, 595.0, 1893.0, 722.0, 0.28938329219818115, 0.0], [0.0, 472.0, 65.0, 615.0, 0.2847665846347809, 0.0], [939.0, 400.0, 1007.0, 465.0, 0.28169694542884827, 0.0], [904.0, 555.0, 996.0, 677.0, 0.279825359582901, 0.0], [334.0, 432.0, 428.0, 556.0, 0.2717195153236389, 0.0], [489.0, 544.0, 569.0, 629.0, 0.27162760496139526, 0.0], [288.0, 487.0, 361.0, 584.0, 0.26713335514068604, 0.0]]"
233,"[[0.0, 630.0, 143.0, 945.0, 0.9088231325149536, 0.0], [248.0, 603.0, 480.0, 834.0, 0.8936211466789246, 0.0], [1226.0, 692.0, 1507.0, 977.0, 0.8876522183418274, 0.0], [952.0, 678.0, 1179.0, 955.0, 0.878215491771698, 0.0], [1549.0, 633.0, 1689.0, 770.0, 0.8755712509155273, 0.0], [1646.0, 631.0, 1873.0, 853.0, 0.8653443455696106, 0.0], [1405.0, 573.0, 1572.0, 719.0, 0.7900471091270447, 0.0], [1194.0, 667.0, 1332.0, 848.0, 0.7781694531440735, 0.0], [197.0, 491.0, 316.0, 620.0, 0.770906925201416, 0.0], [1181.0, 572.0, 1278.0, 717.0, 0.6880635619163513, 0.0], [79.0, 565.0, 210.0, 719.0, 0.6416932344436646, 0.0], [66.0, 467.0, 162.0, 614.0, 0.6079944372177124, 0.0], [1.0, 405.0, 72.0, 516.0, 0.5878334641456604, 0.0], [202.0, 604.0, 296.0, 723.0, 0.5498728156089783, 0.0], [843.0, 651.0, 1044.0, 1041.0, 0.548000156879425, 0.0], [1236.0, 571.0, 1392.0, 720.0, 0.542324423789978, 0.0], [406.0, 594.0, 576.0, 841.0, 0.5343999862670898, 0.0], [1865.0, 697.0, 1920.0, 930.0, 0.531489908695221, 0.0], [411.0, 549.0, 557.0, 697.0, 0.5069635510444641, 0.0], [1097.0, 598.0, 1228.0, 720.0, 0.4780372679233551, 0.0], [495.0, 474.0, 580.0, 539.0, 0.46882423758506775, 0.0], [860.0, 605.0, 971.0, 809.0, 0.4670475423336029, 0.0], [964.0, 519.0, 1129.0, 640.0, 0.4440324604511261, 0.0], [588.0, 403.0, 649.0, 518.0, 0.4326377213001251, 0.0], [331.0, 514.0, 425.0, 619.0, 0.4141586720943451, 0.0], [545.0, 441.0, 621.0, 546.0, 0.4134715497493744, 0.0], [387.0, 406.0, 466.0, 489.0, 0.37712153792381287, 0.0], [423.0, 456.0, 520.0, 523.0, 0.3570406138896942, 0.0], [1804.0, 589.0, 1891.0, 753.0, 0.3475412130355835, 0.0], [493.0, 403.0, 557.0, 504.0, 0.32870760560035706, 0.0], [141.0, 412.0, 224.0, 500.0, 0.32736754417419434, 0.0], [1140.0, 506.0, 1268.0, 632.0, 0.3190527558326721, 0.0], [1687.0, 594.0, 1891.0, 722.0, 0.31782275438308716, 0.0], [0.0, 471.0, 64.0, 614.0, 0.2901358902454376, 0.0], [334.0, 432.0, 428.0, 556.0, 0.27993279695510864, 0.0], [289.0, 487.0, 361.0, 584.0, 0.2727296054363251, 0.0], [489.0, 544.0, 569.0, 629.0, 0.2658470571041107, 0.0], [905.0, 555.0, 996.0, 677.0, 0.26391124725341797, 0.0], [939.0, 399.0, 1007.0, 464.0, 0.25860095024108887, 0.0]]"
