frame,number of people
49,"[[0.0, 633.0, 149.0, 941.0, 0.9070624709129333, 0.0], [1229.0, 694.0, 1499.0, 980.0, 0.8734066486358643, 0.0], [957.0, 671.0, 1178.0, 956.0, 0.814738929271698, 0.0], [1543.0, 624.0, 1700.0, 775.0, 0.813406229019165, 0.0], [1417.0, 580.0, 1609.0, 722.0, 0.8106898069381714, 0.0], [1645.0, 629.0, 1870.0, 857.0, 0.7915762662887573, 0.0], [1679.0, 566.0, 1764.0, 713.0, 0.7631177306175232, 0.0], [1212.0, 654.0, 1341.0, 834.0, 0.7343175411224365, 0.0], [1182.0, 563.0, 1279.0, 712.0, 0.6832723021507263, 0.0], [1857.0, 690.0, 1920.0, 940.0, 0.6788904070854187, 0.0], [145.0, 441.0, 600.0, 1073.0, 0.64096999168396, 0.0], [1.0, 409.0, 72.0, 553.0, 0.5997557044029236, 0.0], [85.0, 541.0, 190.0, 752.0, 0.5884338617324829, 0.0], [387.0, 411.0, 470.0, 494.0, 0.569361686706543, 0.0], [1296.0, 573.0, 1386.0, 706.0, 0.5673112273216248, 0.0], [280.0, 404.0, 334.0, 464.0, 0.5572806000709534, 0.0], [485.0, 477.0, 578.0, 616.0, 0.5309020280838013, 0.0], [147.0, 408.0, 232.0, 496.0, 0.5301393866539001, 0.0], [846.0, 645.0, 1041.0, 1044.0, 0.5073705911636353, 0.0], [458.0, 539.0, 547.0, 694.0, 0.4720996618270874, 0.0], [431.0, 592.0, 572.0, 829.0, 0.4686855375766754, 0.0], [1085.0, 591.0, 1229.0, 719.0, 0.4553648829460144, 0.0], [110.0, 410.0, 155.0, 475.0, 0.39005038142204285, 0.0], [44.0, 407.0, 105.0, 504.0, 0.3786185681819916, 0.0], [64.0, 440.0, 173.0, 620.0, 0.3565494120121002, 0.0], [187.0, 399.0, 239.0, 468.0, 0.3100166916847229, 0.0], [349.0, 385.0, 410.0, 445.0, 0.2892460823059082, 0.0], [334.0, 428.0, 386.0, 461.0, 0.2708589732646942, 0.0], [863.0, 604.0, 961.0, 801.0, 0.26929906010627747, 0.0], [228.0, 439.0, 284.0, 482.0, 0.26430124044418335, 0.0], [588.0, 402.0, 649.0, 503.0, 0.2539944350719452, 0.0]]"
50,"[[0.0, 633.0, 149.0, 941.0, 0.9017077088356018, 0.0], [1233.0, 696.0, 1498.0, 981.0, 0.8846688270568848, 0.0], [1212.0, 655.0, 1337.0, 839.0, 0.8416841626167297, 0.0], [957.0, 671.0, 1178.0, 956.0, 0.8140525221824646, 0.0], [1542.0, 624.0, 1700.0, 773.0, 0.8085713386535645, 0.0], [1416.0, 580.0, 1603.0, 721.0, 0.8009646534919739, 0.0], [1645.0, 629.0, 1871.0, 858.0, 0.779679000377655, 0.0], [1680.0, 566.0, 1765.0, 713.0, 0.7689456939697266, 0.0], [1857.0, 690.0, 1920.0, 940.0, 0.7158896923065186, 0.0], [438.0, 535.0, 553.0, 696.0, 0.678301990032196, 0.0], [1183.0, 565.0, 1278.0, 713.0, 0.6519763469696045, 0.0], [87.0, 545.0, 180.0, 752.0, 0.6044278740882874, 0.0], [1.0, 409.0, 72.0, 554.0, 0.5818209052085876, 0.0], [1297.0, 573.0, 1385.0, 707.0, 0.5512983202934265, 0.0], [146.0, 406.0, 229.0, 495.0, 0.5381727814674377, 0.0], [386.0, 411.0, 470.0, 507.0, 0.5188594460487366, 0.0], [281.0, 404.0, 336.0, 462.0, 0.5149003863334656, 0.0], [846.0, 646.0, 1041.0, 1043.0, 0.513771653175354, 0.0], [98.0, 435.0, 585.0, 1080.0, 0.46995648741722107, 0.0], [488.0, 476.0, 579.0, 620.0, 0.46725013852119446, 0.0], [411.0, 592.0, 572.0, 826.0, 0.46061721444129944, 0.0], [1085.0, 591.0, 1229.0, 719.0, 0.459307461977005, 0.0], [335.0, 428.0, 382.0, 469.0, 0.3931233584880829, 0.0], [111.0, 411.0, 156.0, 478.0, 0.3746779263019562, 0.0], [44.0, 407.0, 105.0, 504.0, 0.36338281631469727, 0.0], [62.0, 439.0, 172.0, 619.0, 0.3497329652309418, 0.0], [191.0, 399.0, 239.0, 469.0, 0.2934994697570801, 0.0], [863.0, 604.0, 961.0, 801.0, 0.2736104130744934, 0.0], [230.0, 439.0, 281.0, 474.0, 0.2711508572101593, 0.0], [354.0, 385.0, 410.0, 445.0, 0.2633316218852997, 0.0]]"
51,"[[1645.0, 629.0, 1871.0, 854.0, 0.9003614783287048, 0.0], [1235.0, 697.0, 1498.0, 974.0, 0.8941112756729126, 0.0], [0.0, 636.0, 149.0, 945.0, 0.8726691603660583, 0.0], [1419.0, 580.0, 1583.0, 720.0, 0.8223142623901367, 0.0], [1213.0, 654.0, 1335.0, 840.0, 0.8192014694213867, 0.0], [1539.0, 622.0, 1703.0, 772.0, 0.8002439141273499, 0.0], [957.0, 676.0, 1181.0, 951.0, 0.7883485555648804, 0.0], [1670.0, 565.0, 1769.0, 713.0, 0.7107223272323608, 0.0], [432.0, 535.0, 555.0, 695.0, 0.6820617914199829, 0.0], [1182.0, 565.0, 1278.0, 714.0, 0.6445116996765137, 0.0], [844.0, 647.0, 1045.0, 1054.0, 0.6344700455665588, 0.0], [1297.0, 573.0, 1391.0, 713.0, 0.5846544504165649, 0.0], [389.0, 416.0, 466.0, 484.0, 0.5745871067047119, 0.0], [412.0, 594.0, 569.0, 791.0, 0.5648141503334045, 0.0], [0.0, 409.0, 72.0, 564.0, 0.5630146265029907, 0.0], [425.0, 452.0, 520.0, 524.0, 0.5105190873146057, 0.0], [1856.0, 693.0, 1920.0, 842.0, 0.5094549059867859, 0.0], [1070.0, 590.0, 1227.0, 720.0, 0.45979809761047363, 0.0], [143.0, 410.0, 224.0, 498.0, 0.4567587077617645, 0.0], [493.0, 543.0, 568.0, 630.0, 0.44350507855415344, 0.0], [491.0, 476.0, 578.0, 548.0, 0.4312330484390259, 0.0], [121.0, 423.0, 554.0, 1080.0, 0.4125899076461792, 0.0], [1872.0, 836.0, 1919.0, 937.0, 0.3896334767341614, 0.0], [286.0, 404.0, 335.0, 464.0, 0.36603236198425293, 0.0], [193.0, 404.0, 235.0, 471.0, 0.3634882867336273, 0.0], [334.0, 428.0, 391.0, 482.0, 0.3619880974292755, 0.0], [60.0, 439.0, 170.0, 620.0, 0.3387981653213501, 0.0], [499.0, 401.0, 575.0, 516.0, 0.3124610483646393, 0.0], [355.0, 385.0, 409.0, 439.0, 0.28268030285835266, 0.0], [44.0, 407.0, 103.0, 500.0, 0.27778810262680054, 0.0], [580.0, 403.0, 647.0, 539.0, 0.2679952383041382, 0.0]]"
52,"[[1644.0, 629.0, 1871.0, 854.0, 0.8994556069374084, 0.0], [1235.0, 697.0, 1498.0, 974.0, 0.8824710845947266, 0.0], [0.0, 636.0, 150.0, 945.0, 0.8660399317741394, 0.0], [1419.0, 580.0, 1582.0, 720.0, 0.8341537714004517, 0.0], [1539.0, 622.0, 1702.0, 775.0, 0.8103967308998108, 0.0], [957.0, 675.0, 1180.0, 952.0, 0.784801185131073, 0.0], [1212.0, 654.0, 1334.0, 840.0, 0.7672327160835266, 0.0], [1663.0, 565.0, 1768.0, 713.0, 0.6940705180168152, 0.0], [430.0, 535.0, 555.0, 692.0, 0.6928175687789917, 0.0], [1182.0, 564.0, 1278.0, 712.0, 0.6433316469192505, 0.0], [845.0, 645.0, 1045.0, 1056.0, 0.6357806324958801, 0.0], [1296.0, 573.0, 1391.0, 711.0, 0.6030494570732117, 0.0], [413.0, 595.0, 569.0, 792.0, 0.5903403759002686, 0.0], [0.0, 409.0, 72.0, 566.0, 0.5766739249229431, 0.0], [389.0, 416.0, 466.0, 484.0, 0.5642457604408264, 0.0], [425.0, 452.0, 519.0, 523.0, 0.519441545009613, 0.0], [1855.0, 691.0, 1920.0, 842.0, 0.5065158009529114, 0.0], [124.0, 476.0, 542.0, 1073.0, 0.4853689670562744, 0.0], [144.0, 411.0, 224.0, 491.0, 0.46676820516586304, 0.0], [491.0, 476.0, 577.0, 546.0, 0.46148738265037537, 0.0], [1070.0, 591.0, 1227.0, 721.0, 0.46088847517967224, 0.0], [492.0, 542.0, 568.0, 632.0, 0.42008256912231445, 0.0], [60.0, 438.0, 167.0, 619.0, 0.3787487745285034, 0.0], [192.0, 404.0, 235.0, 471.0, 0.37135717272758484, 0.0], [286.0, 404.0, 334.0, 465.0, 0.3615332245826721, 0.0], [1874.0, 837.0, 1920.0, 937.0, 0.33485478162765503, 0.0], [333.0, 428.0, 391.0, 484.0, 0.32993683218955994, 0.0], [499.0, 401.0, 576.0, 517.0, 0.32704228162765503, 0.0], [355.0, 385.0, 409.0, 438.0, 0.2998632490634918, 0.0], [581.0, 403.0, 647.0, 538.0, 0.2759755551815033, 0.0], [45.0, 407.0, 103.0, 500.0, 0.2756190598011017, 0.0], [111.0, 411.0, 156.0, 479.0, 0.2568461298942566, 0.0]]"
53,"[[1644.0, 629.0, 1871.0, 854.0, 0.9045489430427551, 0.0], [1234.0, 696.0, 1499.0, 976.0, 0.8850058317184448, 0.0], [1419.0, 580.0, 1581.0, 719.0, 0.8541409969329834, 0.0], [1542.0, 620.0, 1703.0, 768.0, 0.8486059904098511, 0.0], [957.0, 675.0, 1180.0, 954.0, 0.7931621670722961, 0.0], [0.0, 634.0, 149.0, 955.0, 0.791606068611145, 0.0], [1663.0, 565.0, 1767.0, 713.0, 0.7520433664321899, 0.0], [430.0, 535.0, 556.0, 695.0, 0.6930334568023682, 0.0], [1182.0, 564.0, 1280.0, 712.0, 0.6458193063735962, 0.0], [845.0, 641.0, 1045.0, 1057.0, 0.6097009181976318, 0.0], [373.0, 640.0, 487.0, 826.0, 0.5918082594871521, 0.0], [0.0, 409.0, 72.0, 567.0, 0.5853375196456909, 0.0], [389.0, 415.0, 466.0, 484.0, 0.5392066836357117, 0.0], [427.0, 452.0, 519.0, 524.0, 0.5353057980537415, 0.0], [1854.0, 691.0, 1920.0, 842.0, 0.5199867486953735, 0.0], [106.0, 485.0, 523.0, 1071.0, 0.49993661046028137, 0.0], [415.0, 591.0, 572.0, 860.0, 0.49488118290901184, 0.0], [286.0, 404.0, 335.0, 468.0, 0.4652363955974579, 0.0], [192.0, 407.0, 235.0, 471.0, 0.4631893038749695, 0.0], [61.0, 438.0, 144.0, 617.0, 0.45262712240219116, 0.0], [491.0, 477.0, 577.0, 548.0, 0.4395902454853058, 0.0], [1069.0, 591.0, 1227.0, 723.0, 0.41763949394226074, 0.0], [495.0, 543.0, 567.0, 633.0, 0.4118477702140808, 0.0], [1212.0, 657.0, 1338.0, 839.0, 0.4039972126483917, 0.0], [1250.0, 572.0, 1391.0, 715.0, 0.37452322244644165, 0.0], [1874.0, 836.0, 1920.0, 937.0, 0.3605005145072937, 0.0], [499.0, 401.0, 566.0, 513.0, 0.32985761761665344, 0.0], [45.0, 407.0, 103.0, 503.0, 0.3168444037437439, 0.0], [144.0, 411.0, 218.0, 492.0, 0.30277928709983826, 0.0], [112.0, 412.0, 153.0, 480.0, 0.28476062417030334, 0.0], [584.0, 403.0, 648.0, 526.0, 0.28471821546554565, 0.0], [356.0, 385.0, 409.0, 440.0, 0.2835562229156494, 0.0]]"
54,"[[1644.0, 629.0, 1871.0, 855.0, 0.9038295745849609, 0.0], [1233.0, 694.0, 1500.0, 975.0, 0.8876193165779114, 0.0], [1419.0, 580.0, 1582.0, 719.0, 0.8461934328079224, 0.0], [1545.0, 619.0, 1702.0, 767.0, 0.8249067068099976, 0.0], [957.0, 676.0, 1180.0, 953.0, 0.795802891254425, 0.0], [1662.0, 565.0, 1766.0, 713.0, 0.7846124768257141, 0.0], [0.0, 633.0, 149.0, 957.0, 0.7303411364555359, 0.0], [431.0, 535.0, 555.0, 695.0, 0.679863452911377, 0.0], [362.0, 634.0, 486.0, 828.0, 0.6791355609893799, 0.0], [81.0, 482.0, 533.0, 1070.0, 0.6227286458015442, 0.0], [845.0, 640.0, 1046.0, 1057.0, 0.618338942527771, 0.0], [0.0, 409.0, 72.0, 568.0, 0.5915183424949646, 0.0], [1183.0, 564.0, 1282.0, 713.0, 0.5756598114967346, 0.0], [388.0, 415.0, 465.0, 485.0, 0.5480349063873291, 0.0], [424.0, 451.0, 519.0, 524.0, 0.5332181453704834, 0.0], [414.0, 593.0, 569.0, 793.0, 0.5262682437896729, 0.0], [282.0, 404.0, 336.0, 474.0, 0.5137159824371338, 0.0], [1854.0, 691.0, 1920.0, 842.0, 0.506892740726471, 0.0], [62.0, 438.0, 143.0, 617.0, 0.46372902393341064, 0.0], [335.0, 428.0, 429.0, 612.0, 0.44939130544662476, 0.0], [1062.0, 593.0, 1227.0, 734.0, 0.4172314703464508, 0.0], [191.0, 411.0, 235.0, 472.0, 0.411491721868515, 0.0], [491.0, 477.0, 577.0, 549.0, 0.41055920720100403, 0.0], [1218.0, 573.0, 1390.0, 756.0, 0.3781546950340271, 0.0], [493.0, 542.0, 567.0, 634.0, 0.37026262283325195, 0.0], [45.0, 407.0, 104.0, 504.0, 0.36872199177742004, 0.0], [498.0, 402.0, 562.0, 508.0, 0.34408289194107056, 0.0], [348.0, 385.0, 410.0, 441.0, 0.33005762100219727, 0.0], [1874.0, 836.0, 1920.0, 937.0, 0.322226881980896, 0.0], [144.0, 410.0, 210.0, 484.0, 0.31983450055122375, 0.0], [112.0, 412.0, 154.0, 480.0, 0.3018803000450134, 0.0], [585.0, 402.0, 648.0, 520.0, 0.2812553346157074, 0.0]]"
55,"[[1644.0, 629.0, 1871.0, 854.0, 0.9095049500465393, 0.0], [1231.0, 695.0, 1500.0, 974.0, 0.8847832679748535, 0.0], [1419.0, 580.0, 1582.0, 719.0, 0.8507527112960815, 0.0], [1547.0, 618.0, 1702.0, 767.0, 0.8210274577140808, 0.0], [958.0, 678.0, 1180.0, 954.0, 0.7999948263168335, 0.0], [1663.0, 565.0, 1764.0, 713.0, 0.7724342942237854, 0.0], [355.0, 609.0, 486.0, 829.0, 0.7531023025512695, 0.0], [431.0, 535.0, 556.0, 695.0, 0.6923729777336121, 0.0], [0.0, 632.0, 151.0, 951.0, 0.6780060529708862, 0.0], [845.0, 643.0, 1046.0, 1057.0, 0.6384173035621643, 0.0], [1183.0, 564.0, 1283.0, 713.0, 0.6113945245742798, 0.0], [87.0, 488.0, 511.0, 1072.0, 0.6076806783676147, 0.0], [0.0, 409.0, 72.0, 569.0, 0.5939472913742065, 0.0], [388.0, 415.0, 466.0, 484.0, 0.5415383577346802, 0.0], [424.0, 451.0, 518.0, 524.0, 0.5348777174949646, 0.0], [1854.0, 691.0, 1920.0, 842.0, 0.5251505374908447, 0.0], [1212.0, 575.0, 1393.0, 787.0, 0.5068754553794861, 0.0], [281.0, 403.0, 336.0, 477.0, 0.5059860944747925, 0.0], [414.0, 591.0, 574.0, 907.0, 0.49085533618927, 0.0], [335.0, 428.0, 426.0, 612.0, 0.4571908116340637, 0.0], [1057.0, 592.0, 1227.0, 732.0, 0.4545745551586151, 0.0], [65.0, 438.0, 142.0, 617.0, 0.4542221128940582, 0.0], [192.0, 409.0, 235.0, 469.0, 0.41770705580711365, 0.0], [1874.0, 837.0, 1920.0, 937.0, 0.3922416567802429, 0.0], [493.0, 543.0, 567.0, 633.0, 0.3791584074497223, 0.0], [504.0, 478.0, 575.0, 544.0, 0.37860116362571716, 0.0], [498.0, 401.0, 562.0, 506.0, 0.33789393305778503, 0.0], [144.0, 410.0, 205.0, 485.0, 0.33276891708374023, 0.0], [44.0, 407.0, 103.0, 503.0, 0.32755371928215027, 0.0], [350.0, 385.0, 410.0, 444.0, 0.3218025863170624, 0.0], [112.0, 411.0, 154.0, 481.0, 0.2821296453475952, 0.0], [586.0, 402.0, 648.0, 519.0, 0.2710384130477905, 0.0]]"
56,"[[1644.0, 629.0, 1871.0, 854.0, 0.9083601236343384, 0.0], [1230.0, 696.0, 1500.0, 975.0, 0.8756917715072632, 0.0], [1419.0, 580.0, 1580.0, 719.0, 0.8618353009223938, 0.0], [1552.0, 618.0, 1697.0, 771.0, 0.8394434452056885, 0.0], [1673.0, 566.0, 1763.0, 713.0, 0.812039315700531, 0.0], [960.0, 675.0, 1180.0, 953.0, 0.800494909286499, 0.0], [432.0, 536.0, 556.0, 694.0, 0.6480019092559814, 0.0], [1183.0, 565.0, 1282.0, 712.0, 0.6432322263717651, 0.0], [845.0, 644.0, 1045.0, 1056.0, 0.6383705139160156, 0.0], [37.0, 451.0, 511.0, 1056.0, 0.6158673763275146, 0.0], [0.0, 409.0, 72.0, 569.0, 0.5963649153709412, 0.0], [1854.0, 685.0, 1920.0, 843.0, 0.5331765413284302, 0.0], [387.0, 415.0, 466.0, 485.0, 0.49660584330558777, 0.0], [0.0, 623.0, 146.0, 1077.0, 0.490319162607193, 0.0], [425.0, 451.0, 518.0, 523.0, 0.47743842005729675, 0.0], [336.0, 599.0, 487.0, 827.0, 0.47656044363975525, 0.0], [1212.0, 574.0, 1394.0, 776.0, 0.47437071800231934, 0.0], [415.0, 593.0, 568.0, 793.0, 0.4592245817184448, 0.0], [277.0, 403.0, 336.0, 485.0, 0.4545234739780426, 0.0], [1061.0, 592.0, 1227.0, 729.0, 0.42717403173446655, 0.0], [191.0, 411.0, 234.0, 467.0, 0.4232092499732971, 0.0], [327.0, 429.0, 425.0, 606.0, 0.40377163887023926, 0.0], [1872.0, 836.0, 1919.0, 936.0, 0.38881033658981323, 0.0], [495.0, 478.0, 576.0, 545.0, 0.363792359828949, 0.0], [492.0, 542.0, 567.0, 634.0, 0.3597097396850586, 0.0], [79.0, 438.0, 139.0, 614.0, 0.3153330981731415, 0.0], [142.0, 410.0, 206.0, 493.0, 0.3102193772792816, 0.0], [498.0, 402.0, 562.0, 507.0, 0.30526071786880493, 0.0], [113.0, 410.0, 155.0, 482.0, 0.30199378728866577, 0.0], [46.0, 407.0, 103.0, 502.0, 0.27481889724731445, 0.0], [587.0, 403.0, 648.0, 514.0, 0.2686135768890381, 0.0], [66.0, 408.0, 104.0, 445.0, 0.2541615962982178, 0.0], [355.0, 386.0, 410.0, 445.0, 0.252802312374115, 0.0]]"
57,"[[1644.0, 629.0, 1871.0, 854.0, 0.9061020016670227, 0.0], [1231.0, 696.0, 1501.0, 975.0, 0.8825594782829285, 0.0], [1419.0, 580.0, 1580.0, 719.0, 0.8581584692001343, 0.0], [1556.0, 617.0, 1692.0, 772.0, 0.8262819647789001, 0.0], [1672.0, 566.0, 1764.0, 713.0, 0.7964770793914795, 0.0], [961.0, 676.0, 1180.0, 953.0, 0.7902585864067078, 0.0], [322.0, 597.0, 488.0, 827.0, 0.6778420805931091, 0.0], [39.0, 447.0, 502.0, 1059.0, 0.6504595279693604, 0.0], [845.0, 648.0, 1044.0, 1057.0, 0.6386808156967163, 0.0], [431.0, 536.0, 556.0, 693.0, 0.6082831025123596, 0.0], [1183.0, 565.0, 1281.0, 713.0, 0.5796096324920654, 0.0], [0.0, 409.0, 72.0, 567.0, 0.5659818053245544, 0.0], [1854.0, 691.0, 1920.0, 842.0, 0.5295448303222656, 0.0], [386.0, 415.0, 466.0, 484.0, 0.5226770639419556, 0.0], [1210.0, 575.0, 1393.0, 780.0, 0.5139077305793762, 0.0], [415.0, 592.0, 568.0, 791.0, 0.4998159110546112, 0.0], [424.0, 451.0, 518.0, 523.0, 0.4944497048854828, 0.0], [324.0, 428.0, 431.0, 606.0, 0.48448753356933594, 0.0], [1.0, 633.0, 133.0, 885.0, 0.48370248079299927, 0.0], [191.0, 412.0, 235.0, 462.0, 0.47527876496315, 0.0], [275.0, 404.0, 337.0, 486.0, 0.4436662197113037, 0.0], [1065.0, 592.0, 1228.0, 721.0, 0.43454524874687195, 0.0], [1873.0, 835.0, 1919.0, 937.0, 0.42369627952575684, 0.0], [147.0, 408.0, 204.0, 476.0, 0.38687723875045776, 0.0], [113.0, 408.0, 156.0, 477.0, 0.38364243507385254, 0.0], [490.0, 542.0, 566.0, 632.0, 0.3676796555519104, 0.0], [492.0, 479.0, 577.0, 546.0, 0.36273494362831116, 0.0], [66.0, 408.0, 104.0, 446.0, 0.3112412989139557, 0.0], [499.0, 402.0, 562.0, 507.0, 0.30692553520202637, 0.0], [588.0, 403.0, 648.0, 508.0, 0.28151020407676697, 0.0], [1085.0, 502.0, 1172.0, 596.0, 0.2772335410118103, 0.0], [46.0, 407.0, 103.0, 500.0, 0.27370792627334595, 0.0]]"
58,"[[1645.0, 629.0, 1870.0, 854.0, 0.8970415592193604, 0.0], [1231.0, 696.0, 1501.0, 975.0, 0.881876528263092, 0.0], [1419.0, 580.0, 1581.0, 719.0, 0.8686954975128174, 0.0], [1670.0, 565.0, 1764.0, 713.0, 0.8129528760910034, 0.0], [1560.0, 618.0, 1701.0, 769.0, 0.8072366118431091, 0.0], [961.0, 676.0, 1180.0, 954.0, 0.7895899415016174, 0.0], [311.0, 596.0, 488.0, 828.0, 0.7749323844909668, 0.0], [845.0, 649.0, 1044.0, 1056.0, 0.6507108211517334, 0.0], [430.0, 536.0, 555.0, 693.0, 0.6221731901168823, 0.0], [1183.0, 566.0, 1280.0, 713.0, 0.5948213338851929, 0.0], [0.0, 409.0, 72.0, 564.0, 0.557089626789093, 0.0], [387.0, 416.0, 466.0, 484.0, 0.5489106774330139, 0.0], [313.0, 428.0, 428.0, 599.0, 0.5172576308250427, 0.0], [424.0, 451.0, 518.0, 523.0, 0.5163004398345947, 0.0], [8.0, 448.0, 490.0, 1057.0, 0.5074709057807922, 0.0], [1854.0, 691.0, 1920.0, 842.0, 0.5031518936157227, 0.0], [416.0, 593.0, 569.0, 792.0, 0.49708953499794006, 0.0], [1213.0, 575.0, 1393.0, 776.0, 0.4848923683166504, 0.0], [1067.0, 591.0, 1228.0, 719.0, 0.43292805552482605, 0.0], [191.0, 412.0, 234.0, 464.0, 0.42375239729881287, 0.0], [274.0, 403.0, 337.0, 485.0, 0.4066140353679657, 0.0], [495.0, 543.0, 567.0, 631.0, 0.3887794315814972, 0.0], [113.0, 407.0, 155.0, 474.0, 0.3427453339099884, 0.0], [493.0, 480.0, 577.0, 547.0, 0.33832991123199463, 0.0], [1873.0, 834.0, 1919.0, 938.0, 0.31789758801460266, 0.0], [148.0, 408.0, 201.0, 472.0, 0.3176726996898651, 0.0], [66.0, 408.0, 104.0, 446.0, 0.3046700358390808, 0.0], [498.0, 402.0, 562.0, 506.0, 0.2941880226135254, 0.0], [1084.0, 502.0, 1171.0, 596.0, 0.29225921630859375, 0.0], [588.0, 403.0, 648.0, 508.0, 0.2811647653579712, 0.0], [2.0, 625.0, 134.0, 1065.0, 0.27570784091949463, 0.0]]"
59,"[[1644.0, 629.0, 1871.0, 853.0, 0.9006689190864563, 0.0], [1231.0, 696.0, 1501.0, 975.0, 0.8839766383171082, 0.0], [1419.0, 580.0, 1578.0, 719.0, 0.8733996152877808, 0.0], [286.0, 596.0, 489.0, 832.0, 0.8401976823806763, 0.0], [1668.0, 565.0, 1763.0, 713.0, 0.8250284790992737, 0.0], [1561.0, 619.0, 1700.0, 770.0, 0.8134303689002991, 0.0], [962.0, 676.0, 1180.0, 953.0, 0.8010281324386597, 0.0], [433.0, 535.0, 554.0, 694.0, 0.647311806678772, 0.0], [846.0, 646.0, 1044.0, 1057.0, 0.6360586285591125, 0.0], [1183.0, 566.0, 1280.0, 713.0, 0.6205931305885315, 0.0], [4.0, 424.0, 466.0, 1069.0, 0.6189218163490295, 0.0], [0.0, 409.0, 72.0, 566.0, 0.5962733030319214, 0.0], [1854.0, 691.0, 1920.0, 842.0, 0.5147316455841064, 0.0], [424.0, 451.0, 519.0, 523.0, 0.505670428276062, 0.0], [415.0, 593.0, 569.0, 791.0, 0.4966380000114441, 0.0], [1213.0, 574.0, 1393.0, 768.0, 0.49647489190101624, 0.0], [386.0, 416.0, 467.0, 483.0, 0.49597984552383423, 0.0], [1066.0, 592.0, 1227.0, 731.0, 0.44091495871543884, 0.0], [320.0, 429.0, 429.0, 595.0, 0.4238066077232361, 0.0], [497.0, 543.0, 567.0, 629.0, 0.4031675159931183, 0.0], [1.0, 632.0, 100.0, 857.0, 0.35550376772880554, 0.0], [193.0, 406.0, 234.0, 467.0, 0.3330265283584595, 0.0], [1874.0, 835.0, 1919.0, 937.0, 0.32714253664016724, 0.0], [112.0, 405.0, 156.0, 471.0, 0.31581735610961914, 0.0], [496.0, 480.0, 577.0, 546.0, 0.31490612030029297, 0.0], [152.0, 407.0, 201.0, 470.0, 0.30706173181533813, 0.0], [589.0, 403.0, 648.0, 503.0, 0.29563993215560913, 0.0], [43.0, 407.0, 104.0, 505.0, 0.2615925371646881, 0.0], [434.0, 536.0, 500.0, 601.0, 0.25903475284576416, 0.0], [277.0, 403.0, 338.0, 487.0, 0.25497114658355713, 0.0], [499.0, 402.0, 563.0, 506.0, 0.25279879570007324, 0.0], [1092.0, 502.0, 1169.0, 598.0, 0.2525331676006317, 0.0]]"
60,"[[1644.0, 629.0, 1871.0, 854.0, 0.8937433362007141, 0.0], [1231.0, 695.0, 1501.0, 977.0, 0.8822530508041382, 0.0], [1419.0, 580.0, 1578.0, 719.0, 0.8724794983863831, 0.0], [271.0, 596.0, 489.0, 832.0, 0.8575459122657776, 0.0], [1669.0, 565.0, 1763.0, 713.0, 0.8220237493515015, 0.0], [963.0, 675.0, 1180.0, 956.0, 0.8028035163879395, 0.0], [1560.0, 621.0, 1700.0, 771.0, 0.7930317521095276, 0.0], [847.0, 646.0, 1043.0, 1059.0, 0.6731162071228027, 0.0], [1183.0, 567.0, 1281.0, 713.0, 0.6439345479011536, 0.0], [433.0, 535.0, 555.0, 694.0, 0.6434616446495056, 0.0], [0.0, 409.0, 73.0, 567.0, 0.5723190307617188, 0.0], [417.0, 588.0, 573.0, 844.0, 0.522184431552887, 0.0], [423.0, 451.0, 518.0, 523.0, 0.5187305212020874, 0.0], [0.0, 425.0, 471.0, 1080.0, 0.4973764717578888, 0.0], [1854.0, 692.0, 1920.0, 841.0, 0.47929808497428894, 0.0], [1212.0, 575.0, 1393.0, 774.0, 0.4770675003528595, 0.0], [1076.0, 592.0, 1226.0, 718.0, 0.45471423864364624, 0.0], [384.0, 416.0, 467.0, 484.0, 0.43975263833999634, 0.0], [496.0, 543.0, 567.0, 629.0, 0.4110628366470337, 0.0], [323.0, 427.0, 427.0, 589.0, 0.3700817823410034, 0.0], [66.0, 408.0, 103.0, 446.0, 0.36324629187583923, 0.0], [93.0, 403.0, 157.0, 471.0, 0.353687584400177, 0.0], [494.0, 480.0, 577.0, 546.0, 0.3208823502063751, 0.0], [185.0, 405.0, 235.0, 477.0, 0.3133668303489685, 0.0], [0.0, 628.0, 68.0, 814.0, 0.3116733729839325, 0.0], [589.0, 403.0, 648.0, 502.0, 0.29671022295951843, 0.0], [1875.0, 837.0, 1920.0, 939.0, 0.28494811058044434, 0.0], [282.0, 484.0, 368.0, 600.0, 0.2769933044910431, 0.0], [276.0, 404.0, 339.0, 489.0, 0.26259511709213257, 0.0], [1033.0, 570.0, 1130.0, 679.0, 0.25853708386421204, 0.0]]"
