frame,number of people
11,"[[1098.0, 418.0, 1247.0, 570.0, 0.8958526253700256, 0.0], [0.0, 420.0, 101.0, 630.0, 0.8897228240966797, 0.0], [1029.0, 418.0, 1125.0, 516.0, 0.8672922253608704, 0.0], [165.0, 402.0, 323.0, 555.0, 0.8487193584442139, 0.0], [853.0, 462.0, 999.0, 651.0, 0.8123446106910706, 0.0], [1119.0, 378.0, 1178.0, 476.0, 0.792118489742279, 0.0], [937.0, 383.0, 1043.0, 476.0, 0.7731307744979858, 0.0], [626.0, 330.0, 926.0, 719.0, 0.6888896822929382, 0.0], [271.0, 392.0, 380.0, 528.0, 0.6763150691986084, 0.0], [1239.0, 456.0, 1280.0, 560.0, 0.5709102749824524, 0.0], [127.0, 335.0, 210.0, 418.0, 0.5187206268310547, 0.0], [564.0, 427.0, 677.0, 710.0, 0.5158284902572632, 0.0], [0.0, 272.0, 48.0, 365.0, 0.3629758059978485, 0.0], [571.0, 401.0, 643.0, 524.0, 0.3344504237174988, 0.0], [835.0, 386.0, 923.0, 533.0, 0.3270318806171417, 0.0], [1249.0, 558.0, 1280.0, 625.0, 0.30917981266975403, 0.0], [326.0, 310.0, 389.0, 363.0, 0.30866262316703796, 0.0], [127.0, 404.0, 210.0, 489.0, 0.28388944268226624, 0.0], [208.0, 289.0, 284.0, 405.0, 0.2662832736968994, 0.0]]"
12,"[[1099.0, 417.0, 1247.0, 570.0, 0.8963263034820557, 0.0], [0.0, 420.0, 101.0, 630.0, 0.8870247006416321, 0.0], [1029.0, 419.0, 1125.0, 517.0, 0.8656677007675171, 0.0], [165.0, 401.0, 324.0, 554.0, 0.8499031662940979, 0.0], [834.0, 462.0, 999.0, 650.0, 0.8027603030204773, 0.0], [938.0, 383.0, 1042.0, 475.0, 0.7993546724319458, 0.0], [1119.0, 377.0, 1178.0, 477.0, 0.791991114616394, 0.0], [598.0, 315.0, 906.0, 717.0, 0.7169781923294067, 0.0], [272.0, 392.0, 380.0, 528.0, 0.6418233513832092, 0.0], [1239.0, 456.0, 1280.0, 560.0, 0.5487440824508667, 0.0], [126.0, 333.0, 210.0, 418.0, 0.539635181427002, 0.0], [806.0, 436.0, 891.0, 564.0, 0.4509798288345337, 0.0], [562.0, 394.0, 681.0, 715.0, 0.4145648181438446, 0.0], [0.0, 272.0, 48.0, 363.0, 0.3690706789493561, 0.0], [573.0, 401.0, 642.0, 521.0, 0.3601406514644623, 0.0], [1249.0, 558.0, 1280.0, 625.0, 0.343922883272171, 0.0], [126.0, 404.0, 209.0, 490.0, 0.3215522766113281, 0.0], [322.0, 308.0, 390.0, 415.0, 0.29332131147384644, 0.0]]"
13,"[[1098.0, 417.0, 1247.0, 570.0, 0.8976655006408691, 0.0], [0.0, 420.0, 101.0, 630.0, 0.8880023956298828, 0.0], [1029.0, 419.0, 1125.0, 516.0, 0.8663458228111267, 0.0], [165.0, 401.0, 325.0, 556.0, 0.8514431118965149, 0.0], [820.0, 462.0, 999.0, 651.0, 0.8386857509613037, 0.0], [939.0, 383.0, 1042.0, 473.0, 0.8024538159370422, 0.0], [1119.0, 377.0, 1178.0, 477.0, 0.7975444197654724, 0.0], [566.0, 319.0, 890.0, 716.0, 0.7573931813240051, 0.0], [800.0, 437.0, 891.0, 550.0, 0.6165217757225037, 0.0], [272.0, 392.0, 380.0, 528.0, 0.6088323593139648, 0.0], [1239.0, 457.0, 1280.0, 560.0, 0.5440637469291687, 0.0], [126.0, 339.0, 210.0, 417.0, 0.5213661789894104, 0.0], [573.0, 402.0, 637.0, 528.0, 0.3734900653362274, 0.0], [0.0, 272.0, 48.0, 364.0, 0.37052398920059204, 0.0], [1249.0, 558.0, 1280.0, 625.0, 0.3299623131752014, 0.0], [322.0, 308.0, 390.0, 416.0, 0.3240146338939667, 0.0], [126.0, 404.0, 208.0, 491.0, 0.31333988904953003, 0.0]]"
14,"[[0.0, 419.0, 100.0, 630.0, 0.8925548195838928, 0.0], [1098.0, 417.0, 1247.0, 570.0, 0.8892716765403748, 0.0], [824.0, 462.0, 998.0, 651.0, 0.8640174269676208, 0.0], [567.0, 321.0, 879.0, 715.0, 0.8619994521141052, 0.0], [1029.0, 419.0, 1125.0, 517.0, 0.858001172542572, 0.0], [168.0, 400.0, 324.0, 556.0, 0.8414321541786194, 0.0], [1119.0, 377.0, 1176.0, 477.0, 0.8009091019630432, 0.0], [939.0, 382.0, 1042.0, 474.0, 0.7868468165397644, 0.0], [794.0, 438.0, 892.0, 554.0, 0.7557675242424011, 0.0], [272.0, 391.0, 380.0, 528.0, 0.6283290982246399, 0.0], [1239.0, 457.0, 1280.0, 560.0, 0.5157339572906494, 0.0], [126.0, 336.0, 210.0, 418.0, 0.5055605173110962, 0.0], [791.0, 379.0, 854.0, 482.0, 0.38815605640411377, 0.0], [0.0, 272.0, 48.0, 363.0, 0.3568721413612366, 0.0], [1249.0, 558.0, 1280.0, 626.0, 0.320407509803772, 0.0], [322.0, 311.0, 390.0, 414.0, 0.3193528950214386, 0.0], [126.0, 403.0, 206.0, 490.0, 0.3161024749279022, 0.0]]"
15,"[[0.0, 419.0, 101.0, 629.0, 0.8977983593940735, 0.0], [1098.0, 417.0, 1247.0, 570.0, 0.8938636183738708, 0.0], [567.0, 323.0, 865.0, 713.0, 0.8660333156585693, 0.0], [1029.0, 419.0, 1126.0, 517.0, 0.857200026512146, 0.0], [822.0, 462.0, 998.0, 650.0, 0.8496974110603333, 0.0], [168.0, 399.0, 323.0, 554.0, 0.8381232023239136, 0.0], [1119.0, 378.0, 1176.0, 476.0, 0.8030700087547302, 0.0], [939.0, 382.0, 1043.0, 475.0, 0.7896011471748352, 0.0], [790.0, 437.0, 892.0, 564.0, 0.7833635210990906, 0.0], [273.0, 392.0, 380.0, 527.0, 0.6073538064956665, 0.0], [777.0, 379.0, 854.0, 481.0, 0.579162061214447, 0.0], [126.0, 337.0, 210.0, 418.0, 0.5438074469566345, 0.0], [1239.0, 458.0, 1280.0, 560.0, 0.5020686388015747, 0.0], [126.0, 404.0, 206.0, 491.0, 0.3883591890335083, 0.0], [0.0, 272.0, 48.0, 363.0, 0.35391318798065186, 0.0], [774.0, 287.0, 817.0, 341.0, 0.34884169697761536, 0.0], [1249.0, 558.0, 1280.0, 625.0, 0.32345956563949585, 0.0], [726.0, 284.0, 756.0, 334.0, 0.2850691080093384, 0.0], [862.0, 385.0, 925.0, 470.0, 0.2844560146331787, 0.0], [322.0, 312.0, 389.0, 413.0, 0.28119951486587524, 0.0]]"
16,"[[0.0, 419.0, 101.0, 630.0, 0.8999791145324707, 0.0], [1098.0, 417.0, 1248.0, 570.0, 0.8921776413917542, 0.0], [1029.0, 419.0, 1126.0, 517.0, 0.8568792343139648, 0.0], [568.0, 320.0, 859.0, 714.0, 0.8489083051681519, 0.0], [165.0, 398.0, 325.0, 554.0, 0.8430437445640564, 0.0], [1120.0, 378.0, 1176.0, 476.0, 0.8055356740951538, 0.0], [821.0, 461.0, 998.0, 649.0, 0.7959709763526917, 0.0], [789.0, 438.0, 892.0, 568.0, 0.7785637974739075, 0.0], [938.0, 382.0, 1043.0, 476.0, 0.7757846713066101, 0.0], [273.0, 391.0, 379.0, 528.0, 0.6122567057609558, 0.0], [126.0, 337.0, 210.0, 418.0, 0.5695453882217407, 0.0], [1239.0, 458.0, 1280.0, 560.0, 0.5077162384986877, 0.0], [784.0, 378.0, 856.0, 478.0, 0.4996107518672943, 0.0], [126.0, 404.0, 209.0, 491.0, 0.45571279525756836, 0.0], [0.0, 272.0, 48.0, 362.0, 0.36240702867507935, 0.0], [774.0, 287.0, 818.0, 341.0, 0.34668248891830444, 0.0], [1249.0, 558.0, 1280.0, 625.0, 0.3101213276386261, 0.0], [590.0, 273.0, 647.0, 350.0, 0.29600945115089417, 0.0], [764.0, 392.0, 819.0, 478.0, 0.29287686944007874, 0.0], [322.0, 313.0, 389.0, 389.0, 0.29155904054641724, 0.0], [859.0, 386.0, 923.0, 470.0, 0.27491235733032227, 0.0], [58.0, 364.0, 134.0, 487.0, 0.25285717844963074, 0.0]]"
17,"[[0.0, 419.0, 100.0, 630.0, 0.8995036482810974, 0.0], [1098.0, 417.0, 1248.0, 570.0, 0.8865334391593933, 0.0], [1030.0, 419.0, 1126.0, 517.0, 0.8562326431274414, 0.0], [166.0, 397.0, 325.0, 554.0, 0.8457460999488831, 0.0], [561.0, 321.0, 845.0, 716.0, 0.832676887512207, 0.0], [1120.0, 378.0, 1175.0, 476.0, 0.8071237206459045, 0.0], [938.0, 381.0, 1045.0, 475.0, 0.7818476557731628, 0.0], [819.0, 461.0, 998.0, 652.0, 0.7703344821929932, 0.0], [788.0, 438.0, 891.0, 567.0, 0.7519935965538025, 0.0], [274.0, 391.0, 380.0, 529.0, 0.6046748161315918, 0.0], [127.0, 337.0, 210.0, 418.0, 0.5526580810546875, 0.0], [753.0, 393.0, 819.0, 478.0, 0.487337589263916, 0.0], [126.0, 404.0, 210.0, 490.0, 0.47262683510780334, 0.0], [1239.0, 458.0, 1280.0, 560.0, 0.4298509359359741, 0.0], [0.0, 272.0, 48.0, 363.0, 0.3580775558948517, 0.0], [790.0, 378.0, 855.0, 479.0, 0.3517151474952698, 0.0], [57.0, 363.0, 135.0, 491.0, 0.3252386748790741, 0.0], [321.0, 313.0, 388.0, 384.0, 0.2932502329349518, 0.0], [590.0, 272.0, 647.0, 347.0, 0.2711154818534851, 0.0]]"
18,"[[0.0, 419.0, 100.0, 630.0, 0.8987318277359009, 0.0], [1098.0, 417.0, 1247.0, 570.0, 0.8951836824417114, 0.0], [557.0, 320.0, 831.0, 714.0, 0.8661229014396667, 0.0], [1029.0, 419.0, 1126.0, 517.0, 0.8580985069274902, 0.0], [169.0, 397.0, 327.0, 555.0, 0.8520144820213318, 0.0], [820.0, 461.0, 998.0, 651.0, 0.8397445678710938, 0.0], [1120.0, 377.0, 1175.0, 476.0, 0.8099020719528198, 0.0], [938.0, 381.0, 1044.0, 475.0, 0.7986900210380554, 0.0], [787.0, 438.0, 891.0, 563.0, 0.7762933969497681, 0.0], [274.0, 391.0, 380.0, 530.0, 0.5876502394676208, 0.0], [127.0, 335.0, 210.0, 418.0, 0.5606978535652161, 0.0], [742.0, 394.0, 819.0, 481.0, 0.5293303728103638, 0.0], [1239.0, 457.0, 1280.0, 560.0, 0.4846225678920746, 0.0], [126.0, 404.0, 210.0, 491.0, 0.45859771966934204, 0.0], [789.0, 378.0, 855.0, 477.0, 0.4268193244934082, 0.0], [58.0, 363.0, 135.0, 495.0, 0.3714812397956848, 0.0], [0.0, 272.0, 48.0, 362.0, 0.3634738326072693, 0.0], [773.0, 286.0, 819.0, 342.0, 0.3254646062850952, 0.0], [1249.0, 558.0, 1280.0, 625.0, 0.28771451115608215, 0.0], [326.0, 315.0, 385.0, 363.0, 0.2819218933582306, 0.0], [591.0, 272.0, 652.0, 346.0, 0.27591726183891296, 0.0]]"
19,"[[0.0, 419.0, 100.0, 630.0, 0.8959444761276245, 0.0], [1098.0, 417.0, 1247.0, 570.0, 0.8903732299804688, 0.0], [553.0, 321.0, 822.0, 714.0, 0.8674474358558655, 0.0], [820.0, 461.0, 998.0, 650.0, 0.8610639572143555, 0.0], [1029.0, 419.0, 1126.0, 517.0, 0.859581470489502, 0.0], [170.0, 396.0, 327.0, 555.0, 0.8547077178955078, 0.0], [1120.0, 377.0, 1175.0, 476.0, 0.8078729510307312, 0.0], [939.0, 381.0, 1045.0, 475.0, 0.8035749197006226, 0.0], [784.0, 438.0, 892.0, 562.0, 0.797752320766449, 0.0], [737.0, 394.0, 820.0, 478.0, 0.6534698605537415, 0.0], [274.0, 391.0, 380.0, 530.0, 0.5876740217208862, 0.0], [127.0, 335.0, 210.0, 418.0, 0.5843836069107056, 0.0], [1239.0, 457.0, 1280.0, 560.0, 0.4739024341106415, 0.0], [126.0, 404.0, 208.0, 491.0, 0.46890923380851746, 0.0], [788.0, 379.0, 855.0, 477.0, 0.4521366059780121, 0.0], [58.0, 363.0, 135.0, 495.0, 0.3597429692745209, 0.0], [0.0, 272.0, 48.0, 363.0, 0.3582480251789093, 0.0], [590.0, 273.0, 650.0, 343.0, 0.3072659373283386, 0.0], [772.0, 286.0, 819.0, 342.0, 0.2807523310184479, 0.0], [327.0, 315.0, 385.0, 362.0, 0.2805243134498596, 0.0], [1249.0, 558.0, 1280.0, 625.0, 0.27208223938941956, 0.0], [859.0, 385.0, 926.0, 470.0, 0.2714513838291168, 0.0], [0.0, 323.0, 38.0, 407.0, 0.25545641779899597, 0.0]]"
20,"[[0.0, 419.0, 100.0, 630.0, 0.8931105732917786, 0.0], [1098.0, 417.0, 1247.0, 570.0, 0.8875408172607422, 0.0], [544.0, 321.0, 812.0, 716.0, 0.8749922513961792, 0.0], [818.0, 461.0, 998.0, 650.0, 0.8655537962913513, 0.0], [1029.0, 419.0, 1126.0, 517.0, 0.8622862100601196, 0.0], [174.0, 396.0, 327.0, 555.0, 0.85230952501297, 0.0], [1120.0, 377.0, 1175.0, 476.0, 0.8042611479759216, 0.0], [939.0, 381.0, 1046.0, 475.0, 0.7948142290115356, 0.0], [785.0, 437.0, 891.0, 562.0, 0.7864121198654175, 0.0], [730.0, 393.0, 820.0, 479.0, 0.6027448773384094, 0.0], [127.0, 334.0, 210.0, 418.0, 0.5988942384719849, 0.0], [276.0, 391.0, 380.0, 531.0, 0.5746048092842102, 0.0], [127.0, 404.0, 207.0, 491.0, 0.48404058814048767, 0.0], [1239.0, 458.0, 1280.0, 561.0, 0.4353542625904083, 0.0], [789.0, 379.0, 854.0, 478.0, 0.3683008551597595, 0.0], [0.0, 272.0, 48.0, 363.0, 0.35319072008132935, 0.0], [59.0, 363.0, 135.0, 496.0, 0.35135766863822937, 0.0], [591.0, 273.0, 651.0, 330.0, 0.2763291299343109, 0.0], [328.0, 316.0, 385.0, 362.0, 0.27500104904174805, 0.0], [0.0, 323.0, 38.0, 407.0, 0.25652995705604553, 0.0], [859.0, 385.0, 927.0, 471.0, 0.254989355802536, 0.0]]"
21,"[[0.0, 419.0, 100.0, 630.0, 0.893669068813324, 0.0], [1098.0, 417.0, 1247.0, 570.0, 0.889808177947998, 0.0], [818.0, 461.0, 998.0, 650.0, 0.8686360716819763, 0.0], [532.0, 320.0, 800.0, 715.0, 0.8615129590034485, 0.0], [1029.0, 419.0, 1127.0, 517.0, 0.8613197207450867, 0.0], [174.0, 396.0, 327.0, 554.0, 0.8472241163253784, 0.0], [1120.0, 377.0, 1175.0, 476.0, 0.8070862293243408, 0.0], [938.0, 381.0, 1047.0, 474.0, 0.7861209511756897, 0.0], [785.0, 438.0, 891.0, 563.0, 0.7787248492240906, 0.0], [275.0, 391.0, 381.0, 533.0, 0.5759474635124207, 0.0], [127.0, 334.0, 210.0, 418.0, 0.5738327503204346, 0.0], [126.0, 404.0, 210.0, 493.0, 0.5282776951789856, 0.0], [1239.0, 457.0, 1280.0, 560.0, 0.4824841618537903, 0.0], [733.0, 392.0, 818.0, 477.0, 0.4681312143802643, 0.0], [706.0, 467.0, 787.0, 586.0, 0.45933806896209717, 0.0], [789.0, 379.0, 854.0, 477.0, 0.3547777533531189, 0.0], [0.0, 272.0, 48.0, 363.0, 0.3311355412006378, 0.0], [59.0, 363.0, 135.0, 496.0, 0.33008670806884766, 0.0], [591.0, 273.0, 648.0, 327.0, 0.2790321111679077, 0.0]]"
