frame,number of people
151,"[[819.0, 459.0, 1006.0, 653.0, 0.9089479446411133, 0.0], [0.0, 416.0, 102.0, 630.0, 0.9072656631469727, 0.0], [1099.0, 418.0, 1247.0, 572.0, 0.8914426565170288, 0.0], [1034.0, 422.0, 1129.0, 514.0, 0.868982195854187, 0.0], [163.0, 403.0, 320.0, 555.0, 0.8647403120994568, 0.0], [638.0, 451.0, 784.0, 638.0, 0.8574874401092529, 0.0], [1119.0, 379.0, 1175.0, 476.0, 0.8224928975105286, 0.0], [796.0, 443.0, 879.0, 564.0, 0.8049523234367371, 0.0], [948.0, 385.0, 1049.0, 478.0, 0.8026896715164185, 0.0], [125.0, 329.0, 211.0, 415.0, 0.6511909365653992, 0.0], [268.0, 396.0, 382.0, 531.0, 0.6095743775367737, 0.0], [135.0, 402.0, 206.0, 488.0, 0.5712832808494568, 0.0], [738.0, 397.0, 819.0, 478.0, 0.45605021715164185, 0.0], [564.0, 427.0, 697.0, 708.0, 0.45194804668426514, 0.0], [57.0, 367.0, 142.0, 476.0, 0.4482434093952179, 0.0], [1239.0, 460.0, 1280.0, 559.0, 0.4397526681423187, 0.0], [0.0, 272.0, 49.0, 357.0, 0.39943385124206543, 0.0], [0.0, 322.0, 38.0, 407.0, 0.3672388792037964, 0.0], [218.0, 353.0, 289.0, 411.0, 0.3582172393798828, 0.0], [1251.0, 557.0, 1280.0, 626.0, 0.3318098485469818, 0.0], [852.0, 383.0, 930.0, 473.0, 0.301713228225708, 0.0], [218.0, 281.0, 287.0, 387.0, 0.30087822675704956, 0.0], [792.0, 380.0, 850.0, 474.0, 0.2938225567340851, 0.0], [328.0, 315.0, 384.0, 363.0, 0.2914753258228302, 0.0], [278.0, 359.0, 374.0, 468.0, 0.2885971963405609, 0.0], [571.0, 399.0, 647.0, 522.0, 0.2879717946052551, 0.0], [283.0, 293.0, 339.0, 348.0, 0.2600208818912506, 0.0]]"
152,"[[819.0, 459.0, 1007.0, 653.0, 0.9112648963928223, 0.0], [0.0, 416.0, 102.0, 630.0, 0.9065357446670532, 0.0], [1099.0, 418.0, 1247.0, 572.0, 0.8904174566268921, 0.0], [1034.0, 422.0, 1129.0, 514.0, 0.8684424757957458, 0.0], [163.0, 403.0, 320.0, 555.0, 0.866244912147522, 0.0], [638.0, 451.0, 784.0, 638.0, 0.8596982955932617, 0.0], [1119.0, 379.0, 1175.0, 476.0, 0.8204405307769775, 0.0], [948.0, 385.0, 1049.0, 478.0, 0.8074632287025452, 0.0], [796.0, 443.0, 879.0, 564.0, 0.8063268065452576, 0.0], [125.0, 329.0, 211.0, 415.0, 0.6483601927757263, 0.0], [268.0, 396.0, 382.0, 532.0, 0.6112372875213623, 0.0], [134.0, 402.0, 206.0, 488.0, 0.5701248645782471, 0.0], [737.0, 397.0, 819.0, 478.0, 0.4742482602596283, 0.0], [564.0, 426.0, 697.0, 708.0, 0.45464757084846497, 0.0], [1239.0, 460.0, 1280.0, 559.0, 0.4381449520587921, 0.0], [57.0, 367.0, 142.0, 477.0, 0.4052051603794098, 0.0], [0.0, 273.0, 49.0, 357.0, 0.3985985517501831, 0.0], [0.0, 321.0, 38.0, 408.0, 0.3725206255912781, 0.0], [220.0, 349.0, 293.0, 415.0, 0.36116552352905273, 0.0], [1251.0, 557.0, 1280.0, 626.0, 0.33496978878974915, 0.0], [852.0, 383.0, 930.0, 473.0, 0.3237799406051636, 0.0], [43.0, 317.0, 133.0, 446.0, 0.30173593759536743, 0.0], [571.0, 399.0, 647.0, 521.0, 0.29955631494522095, 0.0], [792.0, 380.0, 851.0, 474.0, 0.2978091537952423, 0.0], [218.0, 282.0, 287.0, 387.0, 0.2899187505245209, 0.0], [279.0, 360.0, 374.0, 468.0, 0.28579285740852356, 0.0], [327.0, 315.0, 384.0, 364.0, 0.2771620750427246, 0.0], [283.0, 292.0, 339.0, 349.0, 0.26027947664260864, 0.0]]"
153,"[[819.0, 459.0, 1007.0, 653.0, 0.9110236763954163, 0.0], [0.0, 416.0, 102.0, 630.0, 0.9063665866851807, 0.0], [1099.0, 418.0, 1247.0, 572.0, 0.8877336382865906, 0.0], [1034.0, 422.0, 1129.0, 514.0, 0.8678857088088989, 0.0], [163.0, 403.0, 320.0, 555.0, 0.8673130869865417, 0.0], [638.0, 451.0, 784.0, 638.0, 0.8600707054138184, 0.0], [1119.0, 379.0, 1175.0, 476.0, 0.8205010294914246, 0.0], [948.0, 385.0, 1048.0, 478.0, 0.8121479153633118, 0.0], [796.0, 443.0, 879.0, 566.0, 0.8079444766044617, 0.0], [125.0, 329.0, 211.0, 415.0, 0.6705869436264038, 0.0], [268.0, 396.0, 382.0, 531.0, 0.6072900891304016, 0.0], [134.0, 402.0, 205.0, 487.0, 0.5833284258842468, 0.0], [564.0, 427.0, 697.0, 707.0, 0.4549681842327118, 0.0], [740.0, 397.0, 818.0, 478.0, 0.43719035387039185, 0.0], [59.0, 367.0, 143.0, 473.0, 0.43478208780288696, 0.0], [1239.0, 460.0, 1280.0, 559.0, 0.4287244379520416, 0.0], [0.0, 272.0, 49.0, 357.0, 0.40373191237449646, 0.0], [220.0, 349.0, 293.0, 415.0, 0.3965741693973541, 0.0], [0.0, 319.0, 38.0, 408.0, 0.3919101059436798, 0.0], [1251.0, 557.0, 1280.0, 626.0, 0.3341035544872284, 0.0], [852.0, 383.0, 930.0, 473.0, 0.32365691661834717, 0.0], [571.0, 399.0, 647.0, 522.0, 0.3067324757575989, 0.0], [283.0, 293.0, 340.0, 349.0, 0.30638062953948975, 0.0], [217.0, 283.0, 287.0, 385.0, 0.30225449800491333, 0.0], [42.0, 314.0, 127.0, 441.0, 0.2979966402053833, 0.0], [792.0, 380.0, 851.0, 473.0, 0.29343879222869873, 0.0], [279.0, 360.0, 375.0, 468.0, 0.2933584451675415, 0.0], [327.0, 316.0, 384.0, 364.0, 0.2760790288448334, 0.0]]"
154,"[[819.0, 459.0, 1007.0, 654.0, 0.9110915064811707, 0.0], [0.0, 416.0, 102.0, 630.0, 0.90633225440979, 0.0], [1099.0, 418.0, 1247.0, 572.0, 0.8889067769050598, 0.0], [1034.0, 422.0, 1129.0, 514.0, 0.8684329986572266, 0.0], [163.0, 403.0, 320.0, 555.0, 0.8661897778511047, 0.0], [638.0, 452.0, 784.0, 637.0, 0.8618741035461426, 0.0], [1119.0, 379.0, 1175.0, 476.0, 0.8185963034629822, 0.0], [948.0, 385.0, 1048.0, 478.0, 0.8139548897743225, 0.0], [796.0, 443.0, 878.0, 566.0, 0.8042775392532349, 0.0], [125.0, 329.0, 211.0, 415.0, 0.6781932711601257, 0.0], [269.0, 396.0, 382.0, 530.0, 0.5941686034202576, 0.0], [134.0, 402.0, 205.0, 487.0, 0.5830101370811462, 0.0], [564.0, 427.0, 697.0, 706.0, 0.4482688903808594, 0.0], [1239.0, 460.0, 1280.0, 559.0, 0.42506375908851624, 0.0], [737.0, 396.0, 818.0, 478.0, 0.4206087589263916, 0.0], [0.0, 272.0, 49.0, 357.0, 0.4084417521953583, 0.0], [0.0, 317.0, 39.0, 408.0, 0.40369927883148193, 0.0], [42.0, 314.0, 139.0, 452.0, 0.40045297145843506, 0.0], [220.0, 350.0, 291.0, 415.0, 0.3749629259109497, 0.0], [59.0, 367.0, 143.0, 472.0, 0.32966938614845276, 0.0], [852.0, 383.0, 930.0, 473.0, 0.3246252238750458, 0.0], [1251.0, 557.0, 1280.0, 626.0, 0.3246149718761444, 0.0], [278.0, 359.0, 374.0, 468.0, 0.322465181350708, 0.0], [571.0, 399.0, 647.0, 523.0, 0.30951425433158875, 0.0], [217.0, 284.0, 287.0, 385.0, 0.30126291513442993, 0.0], [282.0, 292.0, 341.0, 349.0, 0.29686376452445984, 0.0], [792.0, 379.0, 851.0, 473.0, 0.29229283332824707, 0.0], [327.0, 316.0, 384.0, 363.0, 0.29177266359329224, 0.0]]"
155,"[[819.0, 459.0, 1006.0, 654.0, 0.9107271432876587, 0.0], [0.0, 416.0, 102.0, 630.0, 0.9058524370193481, 0.0], [1099.0, 418.0, 1247.0, 571.0, 0.8857105374336243, 0.0], [1034.0, 422.0, 1129.0, 514.0, 0.8674187064170837, 0.0], [163.0, 403.0, 320.0, 555.0, 0.8656764030456543, 0.0], [638.0, 451.0, 784.0, 637.0, 0.8611440062522888, 0.0], [1119.0, 379.0, 1175.0, 476.0, 0.817983090877533, 0.0], [947.0, 385.0, 1048.0, 478.0, 0.813141942024231, 0.0], [796.0, 443.0, 879.0, 566.0, 0.7990099191665649, 0.0], [124.0, 330.0, 211.0, 415.0, 0.668529748916626, 0.0], [269.0, 396.0, 382.0, 530.0, 0.5881261825561523, 0.0], [134.0, 402.0, 205.0, 487.0, 0.5848077535629272, 0.0], [564.0, 427.0, 697.0, 707.0, 0.45742326974868774, 0.0], [1239.0, 460.0, 1280.0, 560.0, 0.44625911116600037, 0.0], [0.0, 318.0, 39.0, 408.0, 0.4217458963394165, 0.0], [0.0, 272.0, 49.0, 358.0, 0.4134139120578766, 0.0], [737.0, 396.0, 819.0, 478.0, 0.41019147634506226, 0.0], [42.0, 313.0, 139.0, 452.0, 0.3984562158584595, 0.0], [220.0, 349.0, 292.0, 415.0, 0.391756534576416, 0.0], [59.0, 366.0, 143.0, 473.0, 0.327335000038147, 0.0], [852.0, 383.0, 930.0, 473.0, 0.3131560683250427, 0.0], [279.0, 359.0, 374.0, 468.0, 0.313078910112381, 0.0], [571.0, 399.0, 647.0, 523.0, 0.301749587059021, 0.0], [282.0, 292.0, 341.0, 350.0, 0.29653725028038025, 0.0], [1251.0, 557.0, 1280.0, 626.0, 0.28749987483024597, 0.0], [327.0, 316.0, 384.0, 363.0, 0.2851717472076416, 0.0], [217.0, 284.0, 287.0, 382.0, 0.28251123428344727, 0.0], [792.0, 380.0, 851.0, 473.0, 0.28016945719718933, 0.0]]"
156,"[[819.0, 459.0, 1006.0, 654.0, 0.9093590974807739, 0.0], [0.0, 415.0, 101.0, 630.0, 0.9020529389381409, 0.0], [1099.0, 418.0, 1247.0, 572.0, 0.8830720782279968, 0.0], [163.0, 403.0, 320.0, 555.0, 0.867024838924408, 0.0], [1034.0, 422.0, 1129.0, 514.0, 0.8669955730438232, 0.0], [638.0, 451.0, 784.0, 637.0, 0.8570799827575684, 0.0], [1119.0, 379.0, 1175.0, 476.0, 0.8176419734954834, 0.0], [948.0, 385.0, 1049.0, 477.0, 0.8081455230712891, 0.0], [796.0, 443.0, 879.0, 566.0, 0.8064348697662354, 0.0], [124.0, 329.0, 211.0, 415.0, 0.6521547436714172, 0.0], [268.0, 396.0, 382.0, 531.0, 0.5954720973968506, 0.0], [134.0, 402.0, 205.0, 487.0, 0.5734289884567261, 0.0], [564.0, 427.0, 697.0, 706.0, 0.4504527151584625, 0.0], [1239.0, 460.0, 1280.0, 560.0, 0.4429936110973358, 0.0], [0.0, 272.0, 49.0, 357.0, 0.4207601249217987, 0.0], [0.0, 318.0, 39.0, 408.0, 0.41332849860191345, 0.0], [733.0, 395.0, 819.0, 478.0, 0.41176557540893555, 0.0], [220.0, 349.0, 292.0, 415.0, 0.3744736611843109, 0.0], [42.0, 311.0, 135.0, 447.0, 0.3662199079990387, 0.0], [59.0, 365.0, 143.0, 470.0, 0.3642783463001251, 0.0], [852.0, 383.0, 930.0, 473.0, 0.31934916973114014, 0.0], [571.0, 399.0, 647.0, 523.0, 0.302053838968277, 0.0], [279.0, 359.0, 374.0, 468.0, 0.30009451508522034, 0.0], [792.0, 380.0, 851.0, 474.0, 0.2996602952480316, 0.0], [1251.0, 557.0, 1280.0, 626.0, 0.2818717360496521, 0.0], [282.0, 293.0, 340.0, 349.0, 0.2682420611381531, 0.0], [217.0, 284.0, 287.0, 382.0, 0.2651918828487396, 0.0], [326.0, 316.0, 384.0, 363.0, 0.2603839933872223, 0.0]]"
157,"[[819.0, 459.0, 1005.0, 655.0, 0.9084461331367493, 0.0], [0.0, 413.0, 101.0, 630.0, 0.9025622010231018, 0.0], [1099.0, 418.0, 1247.0, 570.0, 0.8920581936836243, 0.0], [163.0, 403.0, 320.0, 555.0, 0.8667106628417969, 0.0], [1034.0, 422.0, 1129.0, 514.0, 0.8658658266067505, 0.0], [638.0, 451.0, 784.0, 638.0, 0.8573004007339478, 0.0], [1119.0, 379.0, 1175.0, 476.0, 0.8151184916496277, 0.0], [796.0, 443.0, 878.0, 566.0, 0.8095872402191162, 0.0], [948.0, 385.0, 1048.0, 478.0, 0.8054006695747375, 0.0], [124.0, 330.0, 211.0, 415.0, 0.6395796537399292, 0.0], [268.0, 396.0, 382.0, 531.0, 0.5898680090904236, 0.0], [134.0, 402.0, 205.0, 487.0, 0.5727953910827637, 0.0], [1239.0, 460.0, 1280.0, 560.0, 0.4815826416015625, 0.0], [564.0, 427.0, 698.0, 705.0, 0.4280942976474762, 0.0], [61.0, 370.0, 143.0, 468.0, 0.42805764079093933, 0.0], [732.0, 396.0, 819.0, 478.0, 0.41734036803245544, 0.0], [0.0, 272.0, 49.0, 358.0, 0.40534332394599915, 0.0], [0.0, 318.0, 39.0, 408.0, 0.40510591864585876, 0.0], [220.0, 350.0, 292.0, 415.0, 0.37881824374198914, 0.0], [42.0, 315.0, 120.0, 437.0, 0.3776887059211731, 0.0], [853.0, 383.0, 931.0, 473.0, 0.32098403573036194, 0.0], [1251.0, 557.0, 1280.0, 626.0, 0.3123709261417389, 0.0], [571.0, 399.0, 647.0, 523.0, 0.304559588432312, 0.0], [278.0, 359.0, 374.0, 468.0, 0.2938727140426636, 0.0], [792.0, 380.0, 851.0, 475.0, 0.2935234606266022, 0.0], [327.0, 316.0, 384.0, 363.0, 0.2684573233127594, 0.0], [217.0, 284.0, 287.0, 382.0, 0.262784481048584, 0.0]]"
158,"[[819.0, 459.0, 1005.0, 655.0, 0.9073684811592102, 0.0], [0.0, 413.0, 101.0, 630.0, 0.9071277379989624, 0.0], [1099.0, 418.0, 1247.0, 570.0, 0.8909901976585388, 0.0], [163.0, 402.0, 320.0, 555.0, 0.8668330907821655, 0.0], [1034.0, 422.0, 1128.0, 514.0, 0.8662790656089783, 0.0], [638.0, 451.0, 784.0, 637.0, 0.8583348393440247, 0.0], [796.0, 443.0, 878.0, 566.0, 0.8148871064186096, 0.0], [1119.0, 379.0, 1175.0, 476.0, 0.8140588998794556, 0.0], [948.0, 385.0, 1048.0, 477.0, 0.8044752478599548, 0.0], [125.0, 330.0, 211.0, 415.0, 0.6366680264472961, 0.0], [268.0, 396.0, 382.0, 531.0, 0.5886847972869873, 0.0], [134.0, 402.0, 205.0, 487.0, 0.5704034566879272, 0.0], [1239.0, 460.0, 1280.0, 559.0, 0.48470860719680786, 0.0], [61.0, 370.0, 143.0, 467.0, 0.4485735297203064, 0.0], [564.0, 427.0, 697.0, 704.0, 0.4180718958377838, 0.0], [732.0, 396.0, 819.0, 478.0, 0.4109242260456085, 0.0], [0.0, 316.0, 39.0, 408.0, 0.4057823717594147, 0.0], [0.0, 272.0, 49.0, 358.0, 0.39619192481040955, 0.0], [41.0, 314.0, 114.0, 432.0, 0.37584877014160156, 0.0], [220.0, 349.0, 292.0, 415.0, 0.3650470972061157, 0.0], [852.0, 383.0, 931.0, 473.0, 0.326918363571167, 0.0], [571.0, 399.0, 647.0, 523.0, 0.3198131322860718, 0.0], [1251.0, 557.0, 1280.0, 626.0, 0.3142326772212982, 0.0], [279.0, 359.0, 374.0, 468.0, 0.2974573075771332, 0.0], [792.0, 379.0, 851.0, 474.0, 0.2940102219581604, 0.0], [217.0, 285.0, 287.0, 384.0, 0.27428823709487915, 0.0], [327.0, 315.0, 384.0, 363.0, 0.26509514451026917, 0.0]]"
159,"[[819.0, 458.0, 1005.0, 656.0, 0.9079453349113464, 0.0], [0.0, 414.0, 102.0, 630.0, 0.907763659954071, 0.0], [1099.0, 418.0, 1247.0, 571.0, 0.8878180980682373, 0.0], [1034.0, 422.0, 1129.0, 514.0, 0.8659886121749878, 0.0], [163.0, 402.0, 320.0, 555.0, 0.8652183413505554, 0.0], [637.0, 451.0, 784.0, 638.0, 0.8592715263366699, 0.0], [796.0, 443.0, 879.0, 566.0, 0.817386269569397, 0.0], [1119.0, 379.0, 1175.0, 476.0, 0.8159852623939514, 0.0], [948.0, 385.0, 1049.0, 477.0, 0.806140124797821, 0.0], [125.0, 330.0, 211.0, 415.0, 0.6495499014854431, 0.0], [268.0, 396.0, 382.0, 530.0, 0.5930275917053223, 0.0], [134.0, 402.0, 205.0, 487.0, 0.5757921934127808, 0.0], [1239.0, 460.0, 1280.0, 560.0, 0.4959162175655365, 0.0], [730.0, 395.0, 819.0, 478.0, 0.4359520375728607, 0.0], [60.0, 368.0, 143.0, 470.0, 0.42973774671554565, 0.0], [564.0, 428.0, 697.0, 702.0, 0.42019718885421753, 0.0], [0.0, 273.0, 49.0, 358.0, 0.38792702555656433, 0.0], [0.0, 318.0, 39.0, 408.0, 0.3798178434371948, 0.0], [220.0, 350.0, 292.0, 415.0, 0.3724581301212311, 0.0], [39.0, 316.0, 109.0, 425.0, 0.36665835976600647, 0.0], [571.0, 399.0, 647.0, 524.0, 0.32750993967056274, 0.0], [853.0, 383.0, 931.0, 473.0, 0.32618123292922974, 0.0], [326.0, 315.0, 386.0, 364.0, 0.31703779101371765, 0.0], [279.0, 359.0, 374.0, 468.0, 0.31068170070648193, 0.0], [1251.0, 557.0, 1280.0, 626.0, 0.30499011278152466, 0.0], [218.0, 285.0, 288.0, 386.0, 0.30248576402664185, 0.0], [792.0, 379.0, 851.0, 475.0, 0.291527658700943, 0.0], [283.0, 294.0, 340.0, 348.0, 0.252434104681015, 0.0]]"
160,"[[819.0, 458.0, 1006.0, 655.0, 0.9085513949394226, 0.0], [0.0, 413.0, 101.0, 630.0, 0.9064003825187683, 0.0], [1099.0, 418.0, 1247.0, 571.0, 0.8899914026260376, 0.0], [1034.0, 422.0, 1128.0, 514.0, 0.8653252720832825, 0.0], [163.0, 402.0, 320.0, 555.0, 0.8647856116294861, 0.0], [637.0, 452.0, 784.0, 637.0, 0.8608654737472534, 0.0], [947.0, 385.0, 1048.0, 477.0, 0.8172174692153931, 0.0], [1119.0, 379.0, 1175.0, 476.0, 0.8120590448379517, 0.0], [796.0, 444.0, 878.0, 566.0, 0.809381365776062, 0.0], [125.0, 330.0, 211.0, 414.0, 0.6263176202774048, 0.0], [269.0, 397.0, 382.0, 530.0, 0.5832518339157104, 0.0], [134.0, 402.0, 205.0, 487.0, 0.5606785416603088, 0.0], [728.0, 396.0, 817.0, 477.0, 0.5078078508377075, 0.0], [1239.0, 460.0, 1280.0, 560.0, 0.49867138266563416, 0.0], [61.0, 364.0, 144.0, 468.0, 0.4354036748409271, 0.0], [564.0, 427.0, 698.0, 703.0, 0.42704737186431885, 0.0], [40.0, 314.0, 107.0, 423.0, 0.3802903890609741, 0.0], [0.0, 319.0, 39.0, 408.0, 0.3601195514202118, 0.0], [0.0, 272.0, 49.0, 357.0, 0.35898828506469727, 0.0], [849.0, 383.0, 931.0, 473.0, 0.34517189860343933, 0.0], [221.0, 351.0, 291.0, 414.0, 0.33360952138900757, 0.0], [571.0, 399.0, 647.0, 523.0, 0.3274381756782532, 0.0], [1251.0, 557.0, 1280.0, 626.0, 0.30789318680763245, 0.0], [327.0, 315.0, 386.0, 364.0, 0.29966145753860474, 0.0], [793.0, 379.0, 851.0, 475.0, 0.2969275712966919, 0.0], [279.0, 359.0, 375.0, 468.0, 0.29605409502983093, 0.0], [218.0, 285.0, 288.0, 387.0, 0.28417277336120605, 0.0]]"
161,"[[819.0, 459.0, 1005.0, 654.0, 0.9087697863578796, 0.0], [0.0, 414.0, 101.0, 630.0, 0.9054787158966064, 0.0], [1099.0, 418.0, 1247.0, 571.0, 0.8884590268135071, 0.0], [1034.0, 422.0, 1128.0, 514.0, 0.8670135140419006, 0.0], [163.0, 403.0, 320.0, 555.0, 0.8655652403831482, 0.0], [637.0, 452.0, 784.0, 637.0, 0.8621863722801208, 0.0], [946.0, 385.0, 1049.0, 477.0, 0.8218830227851868, 0.0], [1119.0, 379.0, 1175.0, 476.0, 0.8131455183029175, 0.0], [796.0, 443.0, 878.0, 566.0, 0.8077161908149719, 0.0], [125.0, 330.0, 211.0, 415.0, 0.6324453949928284, 0.0], [269.0, 397.0, 382.0, 530.0, 0.5768905878067017, 0.0], [134.0, 402.0, 204.0, 487.0, 0.5585444569587708, 0.0], [728.0, 396.0, 818.0, 477.0, 0.5239204168319702, 0.0], [1239.0, 460.0, 1280.0, 560.0, 0.49789857864379883, 0.0], [62.0, 363.0, 143.0, 469.0, 0.4421848952770233, 0.0], [564.0, 427.0, 698.0, 703.0, 0.42088714241981506, 0.0], [39.0, 317.0, 106.0, 424.0, 0.38851532340049744, 0.0], [0.0, 319.0, 39.0, 408.0, 0.36956825852394104, 0.0], [0.0, 272.0, 49.0, 357.0, 0.36040884256362915, 0.0], [571.0, 399.0, 647.0, 523.0, 0.32573413848876953, 0.0], [221.0, 352.0, 291.0, 415.0, 0.3246060311794281, 0.0], [850.0, 384.0, 930.0, 474.0, 0.31181588768959045, 0.0], [794.0, 379.0, 851.0, 474.0, 0.3086683452129364, 0.0], [1251.0, 557.0, 1280.0, 626.0, 0.3018334209918976, 0.0], [278.0, 360.0, 375.0, 468.0, 0.2927502989768982, 0.0], [218.0, 284.0, 287.0, 388.0, 0.28688251972198486, 0.0], [327.0, 315.0, 386.0, 364.0, 0.2853498160839081, 0.0]]"
162,"[[819.0, 458.0, 1006.0, 655.0, 0.9073328375816345, 0.0], [0.0, 414.0, 101.0, 630.0, 0.9045703411102295, 0.0], [1099.0, 418.0, 1247.0, 571.0, 0.8869758248329163, 0.0], [1034.0, 422.0, 1128.0, 514.0, 0.8693851232528687, 0.0], [163.0, 403.0, 320.0, 555.0, 0.8649986982345581, 0.0], [637.0, 452.0, 784.0, 637.0, 0.8642884492874146, 0.0], [1119.0, 379.0, 1175.0, 476.0, 0.811514675617218, 0.0], [945.0, 385.0, 1050.0, 476.0, 0.8082857728004456, 0.0], [796.0, 443.0, 879.0, 566.0, 0.8044317364692688, 0.0], [125.0, 330.0, 210.0, 414.0, 0.6167157888412476, 0.0], [269.0, 397.0, 382.0, 530.0, 0.5809900164604187, 0.0], [134.0, 402.0, 204.0, 487.0, 0.5594842433929443, 0.0], [729.0, 397.0, 818.0, 477.0, 0.5258632302284241, 0.0], [63.0, 369.0, 142.0, 473.0, 0.5179330110549927, 0.0], [1239.0, 459.0, 1280.0, 560.0, 0.4891483187675476, 0.0], [564.0, 427.0, 698.0, 701.0, 0.40925997495651245, 0.0], [39.0, 317.0, 107.0, 417.0, 0.39421311020851135, 0.0], [0.0, 272.0, 49.0, 357.0, 0.36487075686454773, 0.0], [853.0, 383.0, 931.0, 474.0, 0.33500945568084717, 0.0], [571.0, 399.0, 647.0, 523.0, 0.3299812972545624, 0.0], [0.0, 322.0, 39.0, 407.0, 0.3160158097743988, 0.0], [221.0, 352.0, 291.0, 414.0, 0.31180524826049805, 0.0], [793.0, 379.0, 851.0, 474.0, 0.31116804480552673, 0.0], [1251.0, 557.0, 1280.0, 626.0, 0.29966166615486145, 0.0], [278.0, 360.0, 375.0, 468.0, 0.28964635729789734, 0.0], [326.0, 315.0, 386.0, 364.0, 0.28201836347579956, 0.0], [218.0, 283.0, 287.0, 389.0, 0.27627572417259216, 0.0]]"
163,"[[819.0, 459.0, 1006.0, 656.0, 0.9089312553405762, 0.0], [0.0, 414.0, 101.0, 630.0, 0.9011767506599426, 0.0], [1099.0, 418.0, 1247.0, 570.0, 0.8895693421363831, 0.0], [1034.0, 422.0, 1128.0, 515.0, 0.8739525675773621, 0.0], [163.0, 402.0, 320.0, 555.0, 0.8669360280036926, 0.0], [637.0, 452.0, 784.0, 638.0, 0.8625733852386475, 0.0], [1119.0, 379.0, 1175.0, 476.0, 0.8195664882659912, 0.0], [796.0, 444.0, 878.0, 566.0, 0.8186968564987183, 0.0], [942.0, 385.0, 1050.0, 477.0, 0.7898577451705933, 0.0], [126.0, 330.0, 211.0, 415.0, 0.6048248410224915, 0.0], [269.0, 396.0, 382.0, 531.0, 0.5995274186134338, 0.0], [730.0, 396.0, 818.0, 477.0, 0.5556777715682983, 0.0], [134.0, 402.0, 203.0, 486.0, 0.5542851686477661, 0.0], [61.0, 358.0, 143.0, 484.0, 0.5144972205162048, 0.0], [1239.0, 459.0, 1280.0, 560.0, 0.4893803894519806, 0.0], [563.0, 427.0, 698.0, 703.0, 0.4225791096687317, 0.0], [850.0, 384.0, 931.0, 473.0, 0.3979455232620239, 0.0], [0.0, 272.0, 49.0, 357.0, 0.36685749888420105, 0.0], [40.0, 308.0, 106.0, 421.0, 0.3589131832122803, 0.0], [793.0, 379.0, 851.0, 474.0, 0.3401939570903778, 0.0], [571.0, 399.0, 647.0, 523.0, 0.32346731424331665, 0.0], [0.0, 321.0, 39.0, 408.0, 0.32106736302375793, 0.0], [1251.0, 558.0, 1280.0, 626.0, 0.31697866320610046, 0.0], [326.0, 315.0, 386.0, 363.0, 0.3043299615383148, 0.0], [221.0, 353.0, 290.0, 414.0, 0.3012472987174988, 0.0], [278.0, 360.0, 374.0, 468.0, 0.2987862229347229, 0.0], [218.0, 283.0, 288.0, 390.0, 0.28535303473472595, 0.0], [280.0, 295.0, 343.0, 348.0, 0.2817174792289734, 0.0]]"
164,"[[819.0, 459.0, 1006.0, 656.0, 0.9092469811439514, 0.0], [0.0, 415.0, 101.0, 630.0, 0.8994319438934326, 0.0], [1099.0, 418.0, 1247.0, 570.0, 0.8879593014717102, 0.0], [1034.0, 422.0, 1128.0, 514.0, 0.8736873269081116, 0.0], [163.0, 402.0, 320.0, 555.0, 0.8684931397438049, 0.0], [637.0, 452.0, 784.0, 639.0, 0.8665630221366882, 0.0], [1119.0, 379.0, 1175.0, 476.0, 0.8210747838020325, 0.0], [796.0, 444.0, 878.0, 567.0, 0.8173730969429016, 0.0], [940.0, 385.0, 1050.0, 477.0, 0.7895217537879944, 0.0], [269.0, 396.0, 382.0, 530.0, 0.6035075783729553, 0.0], [126.0, 330.0, 210.0, 415.0, 0.5917189121246338, 0.0], [730.0, 396.0, 817.0, 477.0, 0.5437480211257935, 0.0], [134.0, 402.0, 203.0, 486.0, 0.5398692488670349, 0.0], [62.0, 356.0, 144.0, 481.0, 0.5116180181503296, 0.0], [1239.0, 459.0, 1280.0, 560.0, 0.49642008543014526, 0.0], [563.0, 427.0, 698.0, 704.0, 0.42677682638168335, 0.0], [852.0, 384.0, 931.0, 473.0, 0.3751521408557892, 0.0], [0.0, 272.0, 49.0, 357.0, 0.3593549132347107, 0.0], [40.0, 311.0, 106.0, 421.0, 0.35924452543258667, 0.0], [327.0, 315.0, 385.0, 363.0, 0.3415517210960388, 0.0], [1251.0, 558.0, 1280.0, 626.0, 0.33401060104370117, 0.0], [0.0, 323.0, 39.0, 407.0, 0.32751747965812683, 0.0], [792.0, 379.0, 851.0, 474.0, 0.31964507699012756, 0.0], [572.0, 399.0, 647.0, 523.0, 0.3186855912208557, 0.0], [277.0, 359.0, 374.0, 468.0, 0.31776851415634155, 0.0], [219.0, 355.0, 286.0, 410.0, 0.3093476891517639, 0.0], [217.0, 282.0, 287.0, 388.0, 0.2887239456176758, 0.0], [280.0, 296.0, 343.0, 347.0, 0.2524941563606262, 0.0]]"
