frame,number of people
96,"[[1028.0, 584.0, 1250.0, 808.0, 0.9102730751037598, 0.0], [796.0, 564.0, 984.0, 793.0, 0.8988136053085327, 0.0], [1372.0, 525.0, 1561.0, 710.0, 0.8950997591018677, 0.0], [206.0, 499.0, 404.0, 697.0, 0.8774290084838867, 0.0], [1290.0, 526.0, 1415.0, 641.0, 0.871799886226654, 0.0], [1396.0, 473.0, 1468.0, 595.0, 0.8340375423431396, 0.0], [993.0, 552.0, 1105.0, 708.0, 0.8338203430175781, 0.0], [1185.0, 481.0, 1318.0, 598.0, 0.8233391642570496, 0.0], [1.0, 621.0, 96.0, 896.0, 0.7899969816207886, 0.0], [159.0, 412.0, 265.0, 517.0, 0.750353991985321, 0.0], [335.0, 495.0, 476.0, 663.0, 0.6860780119895935, 0.0], [170.0, 500.0, 266.0, 612.0, 0.6786927580833435, 0.0], [908.0, 494.0, 1024.0, 596.0, 0.66858971118927, 0.0], [1070.0, 478.0, 1163.0, 596.0, 0.6621941328048706, 0.0], [358.0, 447.0, 466.0, 577.0, 0.6210184693336487, 0.0], [1.0, 519.0, 128.0, 783.0, 0.6091741323471069, 0.0], [1549.0, 575.0, 1600.0, 701.0, 0.6090437769889832, 0.0], [0.0, 340.0, 61.0, 448.0, 0.5604079961776733, 0.0], [74.0, 456.0, 178.0, 586.0, 0.491687536239624, 0.0], [988.0, 474.0, 1065.0, 592.0, 0.47850608825683594, 0.0], [1560.0, 694.0, 1600.0, 780.0, 0.41154199838638306, 0.0], [709.0, 538.0, 876.0, 750.0, 0.40812376141548157, 0.0], [868.0, 469.0, 951.0, 566.0, 0.39739230275154114, 0.0], [279.0, 440.0, 354.0, 513.0, 0.35146352648735046, 0.0], [408.0, 395.0, 478.0, 452.0, 0.34029608964920044, 0.0], [233.0, 409.0, 303.0, 488.0, 0.3077000379562378, 0.0], [120.0, 341.0, 194.0, 437.0, 0.28320372104644775, 0.0], [1556.0, 602.0, 1600.0, 786.0, 0.26447632908821106, 0.0], [717.0, 502.0, 805.0, 640.0, 0.26051005721092224, 0.0]]"
97,"[[1028.0, 584.0, 1250.0, 808.0, 0.9102684855461121, 0.0], [797.0, 564.0, 984.0, 793.0, 0.9009885787963867, 0.0], [1372.0, 525.0, 1561.0, 711.0, 0.8930864930152893, 0.0], [206.0, 499.0, 404.0, 697.0, 0.8760063052177429, 0.0], [1290.0, 526.0, 1415.0, 641.0, 0.8684711456298828, 0.0], [1396.0, 474.0, 1467.0, 595.0, 0.8348861932754517, 0.0], [993.0, 552.0, 1105.0, 708.0, 0.8342994451522827, 0.0], [1185.0, 481.0, 1319.0, 599.0, 0.8202030658721924, 0.0], [1.0, 623.0, 90.0, 895.0, 0.7495734691619873, 0.0], [159.0, 412.0, 265.0, 518.0, 0.7488812804222107, 0.0], [334.0, 495.0, 476.0, 663.0, 0.6790288090705872, 0.0], [909.0, 494.0, 1023.0, 597.0, 0.6772156357765198, 0.0], [1071.0, 478.0, 1163.0, 596.0, 0.6695008873939514, 0.0], [170.0, 500.0, 266.0, 611.0, 0.6640225052833557, 0.0], [358.0, 447.0, 466.0, 577.0, 0.6203417778015137, 0.0], [1.0, 526.0, 128.0, 790.0, 0.6143826246261597, 0.0], [1549.0, 575.0, 1600.0, 701.0, 0.5992063879966736, 0.0], [0.0, 340.0, 61.0, 448.0, 0.5577269196510315, 0.0], [987.0, 475.0, 1065.0, 593.0, 0.4907718896865845, 0.0], [74.0, 456.0, 178.0, 589.0, 0.4859154522418976, 0.0], [868.0, 468.0, 951.0, 566.0, 0.4073476791381836, 0.0], [709.0, 537.0, 876.0, 751.0, 0.4034096300601959, 0.0], [1560.0, 694.0, 1600.0, 780.0, 0.38244274258613586, 0.0], [408.0, 395.0, 478.0, 452.0, 0.3469167649745941, 0.0], [279.0, 441.0, 353.0, 513.0, 0.3430997431278229, 0.0], [233.0, 409.0, 302.0, 488.0, 0.2934422791004181, 0.0], [120.0, 341.0, 194.0, 436.0, 0.28038257360458374, 0.0], [718.0, 502.0, 805.0, 640.0, 0.26202547550201416, 0.0], [0.0, 388.0, 48.0, 507.0, 0.25084784626960754, 0.0]]"
98,"[[1028.0, 583.0, 1251.0, 808.0, 0.9144357442855835, 0.0], [797.0, 564.0, 984.0, 794.0, 0.9007006287574768, 0.0], [1372.0, 525.0, 1561.0, 712.0, 0.8910301923751831, 0.0], [206.0, 499.0, 404.0, 697.0, 0.877825140953064, 0.0], [1290.0, 526.0, 1415.0, 641.0, 0.8709930181503296, 0.0], [1.0, 522.0, 126.0, 898.0, 0.8548623919487, 0.0], [994.0, 554.0, 1105.0, 708.0, 0.8462525606155396, 0.0], [1397.0, 474.0, 1468.0, 595.0, 0.836692750453949, 0.0], [1184.0, 481.0, 1322.0, 599.0, 0.8072876334190369, 0.0], [159.0, 413.0, 265.0, 518.0, 0.7391068935394287, 0.0], [1069.0, 478.0, 1163.0, 596.0, 0.6671414375305176, 0.0], [910.0, 494.0, 1022.0, 597.0, 0.6671367883682251, 0.0], [335.0, 495.0, 476.0, 664.0, 0.6660213470458984, 0.0], [170.0, 500.0, 266.0, 610.0, 0.6488204598426819, 0.0], [357.0, 447.0, 466.0, 577.0, 0.6185088157653809, 0.0], [1548.0, 574.0, 1600.0, 701.0, 0.6026889681816101, 0.0], [0.0, 340.0, 61.0, 448.0, 0.5570357441902161, 0.0], [989.0, 473.0, 1066.0, 588.0, 0.46690768003463745, 0.0], [74.0, 456.0, 178.0, 590.0, 0.46584928035736084, 0.0], [868.0, 468.0, 950.0, 567.0, 0.4212353229522705, 0.0], [709.0, 537.0, 876.0, 751.0, 0.40531328320503235, 0.0], [1560.0, 693.0, 1600.0, 780.0, 0.40457016229629517, 0.0], [408.0, 395.0, 477.0, 452.0, 0.3491554260253906, 0.0], [279.0, 444.0, 351.0, 512.0, 0.3380005657672882, 0.0], [233.0, 409.0, 303.0, 488.0, 0.3000836670398712, 0.0], [120.0, 342.0, 194.0, 440.0, 0.2711391746997833, 0.0], [718.0, 502.0, 805.0, 640.0, 0.26786765456199646, 0.0], [0.0, 387.0, 48.0, 508.0, 0.2600329518318176, 0.0]]"
99,"[[1028.0, 584.0, 1251.0, 809.0, 0.915506899356842, 0.0], [796.0, 564.0, 984.0, 793.0, 0.9010289311408997, 0.0], [1372.0, 525.0, 1561.0, 711.0, 0.8850577473640442, 0.0], [206.0, 499.0, 404.0, 697.0, 0.8791822791099548, 0.0], [1290.0, 526.0, 1415.0, 641.0, 0.8691668510437012, 0.0], [1.0, 524.0, 125.0, 900.0, 0.8641201257705688, 0.0], [994.0, 553.0, 1106.0, 708.0, 0.8436523079872131, 0.0], [1396.0, 474.0, 1468.0, 595.0, 0.8356665968894958, 0.0], [1184.0, 482.0, 1320.0, 599.0, 0.806842029094696, 0.0], [159.0, 414.0, 265.0, 518.0, 0.7421733736991882, 0.0], [909.0, 493.0, 1023.0, 597.0, 0.6691674590110779, 0.0], [334.0, 495.0, 476.0, 663.0, 0.6691586375236511, 0.0], [170.0, 500.0, 266.0, 610.0, 0.6458345651626587, 0.0], [1068.0, 478.0, 1162.0, 595.0, 0.6341679096221924, 0.0], [356.0, 447.0, 466.0, 577.0, 0.6117734313011169, 0.0], [1548.0, 572.0, 1600.0, 701.0, 0.5898342728614807, 0.0], [0.0, 340.0, 61.0, 448.0, 0.5358173847198486, 0.0], [75.0, 456.0, 178.0, 592.0, 0.4666236639022827, 0.0], [991.0, 472.0, 1066.0, 589.0, 0.44455578923225403, 0.0], [709.0, 537.0, 875.0, 750.0, 0.41411831974983215, 0.0], [868.0, 467.0, 950.0, 566.0, 0.3761090934276581, 0.0], [1561.0, 694.0, 1599.0, 780.0, 0.36891990900039673, 0.0], [408.0, 394.0, 477.0, 452.0, 0.3448457419872284, 0.0], [279.0, 446.0, 347.0, 512.0, 0.3396052122116089, 0.0], [233.0, 408.0, 303.0, 488.0, 0.2988888621330261, 0.0], [718.0, 502.0, 805.0, 640.0, 0.27328723669052124, 0.0]]"
100,"[[1028.0, 584.0, 1250.0, 809.0, 0.9151811599731445, 0.0], [797.0, 563.0, 984.0, 794.0, 0.9024792909622192, 0.0], [1372.0, 525.0, 1561.0, 712.0, 0.8871849179267883, 0.0], [206.0, 499.0, 404.0, 697.0, 0.8783056735992432, 0.0], [1290.0, 526.0, 1415.0, 641.0, 0.8704088926315308, 0.0], [0.0, 524.0, 126.0, 900.0, 0.8560514450073242, 0.0], [994.0, 553.0, 1106.0, 708.0, 0.8445367217063904, 0.0], [1396.0, 474.0, 1468.0, 595.0, 0.8340534567832947, 0.0], [1184.0, 482.0, 1317.0, 599.0, 0.8265305757522583, 0.0], [159.0, 414.0, 265.0, 518.0, 0.7451930046081543, 0.0], [334.0, 495.0, 476.0, 663.0, 0.6767778992652893, 0.0], [909.0, 493.0, 1023.0, 598.0, 0.6584553718566895, 0.0], [170.0, 500.0, 266.0, 610.0, 0.6376720070838928, 0.0], [1067.0, 478.0, 1163.0, 596.0, 0.62331622838974, 0.0], [1548.0, 573.0, 1600.0, 700.0, 0.6153210401535034, 0.0], [356.0, 447.0, 466.0, 577.0, 0.6024375557899475, 0.0], [0.0, 340.0, 61.0, 448.0, 0.5287745594978333, 0.0], [75.0, 456.0, 178.0, 592.0, 0.4686206877231598, 0.0], [1561.0, 694.0, 1600.0, 780.0, 0.45186686515808105, 0.0], [709.0, 537.0, 876.0, 751.0, 0.41609451174736023, 0.0], [992.0, 471.0, 1065.0, 591.0, 0.40547969937324524, 0.0], [868.0, 467.0, 951.0, 565.0, 0.35811784863471985, 0.0], [279.0, 446.0, 347.0, 512.0, 0.3391399681568146, 0.0], [408.0, 394.0, 478.0, 453.0, 0.334318608045578, 0.0], [233.0, 408.0, 303.0, 488.0, 0.30048197507858276, 0.0], [718.0, 502.0, 805.0, 640.0, 0.28699731826782227, 0.0]]"
101,"[[1028.0, 584.0, 1250.0, 809.0, 0.9174381494522095, 0.0], [797.0, 564.0, 984.0, 794.0, 0.8978083729743958, 0.0], [1372.0, 525.0, 1560.0, 715.0, 0.8863109946250916, 0.0], [206.0, 500.0, 405.0, 698.0, 0.8762698173522949, 0.0], [1290.0, 527.0, 1418.0, 643.0, 0.8742953538894653, 0.0], [994.0, 553.0, 1108.0, 710.0, 0.8501882553100586, 0.0], [1398.0, 474.0, 1468.0, 594.0, 0.833669126033783, 0.0], [1184.0, 482.0, 1317.0, 599.0, 0.8191108703613281, 0.0], [0.0, 522.0, 126.0, 790.0, 0.7657223343849182, 0.0], [160.0, 410.0, 265.0, 517.0, 0.740589439868927, 0.0], [171.0, 500.0, 265.0, 609.0, 0.6509422063827515, 0.0], [334.0, 495.0, 475.0, 658.0, 0.6311058402061462, 0.0], [1549.0, 576.0, 1600.0, 700.0, 0.6305351853370667, 0.0], [910.0, 492.0, 1023.0, 598.0, 0.6286005973815918, 0.0], [1066.0, 479.0, 1163.0, 595.0, 0.6014739274978638, 0.0], [75.0, 456.0, 178.0, 619.0, 0.5685330629348755, 0.0], [357.0, 447.0, 465.0, 577.0, 0.5481012463569641, 0.0], [1560.0, 696.0, 1600.0, 782.0, 0.5000355243682861, 0.0], [710.0, 537.0, 874.0, 735.0, 0.4663815498352051, 0.0], [0.0, 340.0, 60.0, 436.0, 0.4184286892414093, 0.0], [867.0, 471.0, 949.0, 566.0, 0.40789327025413513, 0.0], [992.0, 470.0, 1063.0, 589.0, 0.3702371418476105, 0.0], [717.0, 502.0, 805.0, 641.0, 0.3262407183647156, 0.0], [407.0, 395.0, 476.0, 451.0, 0.2929289937019348, 0.0], [118.0, 344.0, 194.0, 447.0, 0.2847101390361786, 0.0], [448.0, 367.0, 510.0, 453.0, 0.26095694303512573, 0.0], [277.0, 434.0, 354.0, 514.0, 0.255382776260376, 0.0]]"
102,"[[1028.0, 584.0, 1250.0, 809.0, 0.9190813899040222, 0.0], [797.0, 564.0, 984.0, 794.0, 0.8982896208763123, 0.0], [206.0, 500.0, 405.0, 699.0, 0.8761178851127625, 0.0], [1290.0, 527.0, 1418.0, 643.0, 0.8730337023735046, 0.0], [1372.0, 525.0, 1560.0, 718.0, 0.8718949556350708, 0.0], [994.0, 553.0, 1108.0, 710.0, 0.8577321171760559, 0.0], [0.0, 521.0, 126.0, 787.0, 0.851464033126831, 0.0], [1398.0, 474.0, 1468.0, 594.0, 0.8290507793426514, 0.0], [1184.0, 482.0, 1317.0, 599.0, 0.8160033226013184, 0.0], [160.0, 410.0, 265.0, 517.0, 0.745150625705719, 0.0], [171.0, 500.0, 264.0, 609.0, 0.6495513916015625, 0.0], [910.0, 492.0, 1022.0, 599.0, 0.6321229338645935, 0.0], [1066.0, 479.0, 1162.0, 595.0, 0.6134699583053589, 0.0], [1549.0, 576.0, 1600.0, 701.0, 0.612223744392395, 0.0], [333.0, 495.0, 475.0, 658.0, 0.6068620085716248, 0.0], [75.0, 456.0, 178.0, 618.0, 0.5609259009361267, 0.0], [354.0, 448.0, 466.0, 577.0, 0.5283066630363464, 0.0], [710.0, 537.0, 873.0, 734.0, 0.4548768103122711, 0.0], [1561.0, 695.0, 1600.0, 780.0, 0.41525599360466003, 0.0], [867.0, 470.0, 949.0, 566.0, 0.4149619936943054, 0.0], [0.0, 340.0, 60.0, 436.0, 0.41158348321914673, 0.0], [991.0, 470.0, 1062.0, 592.0, 0.39796313643455505, 0.0], [717.0, 500.0, 805.0, 646.0, 0.3284074068069458, 0.0], [407.0, 395.0, 476.0, 451.0, 0.2958812117576599, 0.0], [448.0, 368.0, 509.0, 452.0, 0.28443920612335205, 0.0], [118.0, 344.0, 194.0, 447.0, 0.2812439501285553, 0.0], [1542.0, 566.0, 1600.0, 634.0, 0.2739757001399994, 0.0], [277.0, 433.0, 355.0, 515.0, 0.26420503854751587, 0.0]]"
103,"[[1028.0, 584.0, 1250.0, 809.0, 0.9211339950561523, 0.0], [797.0, 563.0, 984.0, 794.0, 0.8983960747718811, 0.0], [206.0, 500.0, 405.0, 699.0, 0.8766122460365295, 0.0], [1290.0, 527.0, 1417.0, 643.0, 0.8718534111976624, 0.0], [1372.0, 525.0, 1561.0, 717.0, 0.8715211749076843, 0.0], [0.0, 521.0, 126.0, 786.0, 0.8587834239006042, 0.0], [994.0, 553.0, 1108.0, 710.0, 0.8502524495124817, 0.0], [1398.0, 474.0, 1468.0, 594.0, 0.8201830387115479, 0.0], [1184.0, 482.0, 1318.0, 599.0, 0.8090457320213318, 0.0], [160.0, 410.0, 265.0, 516.0, 0.7412892580032349, 0.0], [171.0, 500.0, 264.0, 609.0, 0.6554269194602966, 0.0], [910.0, 492.0, 1022.0, 599.0, 0.6204676628112793, 0.0], [1066.0, 479.0, 1162.0, 595.0, 0.610560953617096, 0.0], [333.0, 496.0, 475.0, 656.0, 0.5918179750442505, 0.0], [1549.0, 576.0, 1600.0, 701.0, 0.5862938165664673, 0.0], [76.0, 456.0, 178.0, 618.0, 0.5584326386451721, 0.0], [350.0, 448.0, 466.0, 577.0, 0.45969414710998535, 0.0], [710.0, 536.0, 873.0, 735.0, 0.45331963896751404, 0.0], [1561.0, 695.0, 1600.0, 780.0, 0.4339044392108917, 0.0], [0.0, 340.0, 60.0, 436.0, 0.4239291548728943, 0.0], [867.0, 470.0, 948.0, 565.0, 0.3948207497596741, 0.0], [991.0, 469.0, 1062.0, 592.0, 0.3847172260284424, 0.0], [717.0, 500.0, 805.0, 646.0, 0.3203406035900116, 0.0], [407.0, 395.0, 477.0, 451.0, 0.2982451319694519, 0.0], [50.0, 416.0, 143.0, 525.0, 0.2825547456741333, 0.0], [118.0, 344.0, 194.0, 446.0, 0.270596981048584, 0.0], [277.0, 433.0, 356.0, 515.0, 0.26129886507987976, 0.0]]"
104,"[[1029.0, 584.0, 1250.0, 809.0, 0.9198720455169678, 0.0], [798.0, 563.0, 984.0, 795.0, 0.8952069878578186, 0.0], [206.0, 500.0, 405.0, 699.0, 0.8756982684135437, 0.0], [1372.0, 525.0, 1561.0, 717.0, 0.8735654354095459, 0.0], [1290.0, 527.0, 1417.0, 643.0, 0.8708636164665222, 0.0], [0.0, 521.0, 125.0, 786.0, 0.8586325645446777, 0.0], [994.0, 553.0, 1108.0, 710.0, 0.8557536005973816, 0.0], [1398.0, 474.0, 1468.0, 594.0, 0.82369464635849, 0.0], [1184.0, 482.0, 1318.0, 599.0, 0.8122145533561707, 0.0], [160.0, 410.0, 265.0, 515.0, 0.7397620677947998, 0.0], [171.0, 500.0, 264.0, 608.0, 0.6428115963935852, 0.0], [911.0, 492.0, 1022.0, 600.0, 0.6075827479362488, 0.0], [1066.0, 479.0, 1163.0, 595.0, 0.606054425239563, 0.0], [334.0, 495.0, 475.0, 656.0, 0.5975402593612671, 0.0], [1549.0, 577.0, 1600.0, 700.0, 0.5714206695556641, 0.0], [76.0, 456.0, 178.0, 620.0, 0.562086284160614, 0.0], [710.0, 536.0, 873.0, 735.0, 0.4471619725227356, 0.0], [346.0, 448.0, 466.0, 578.0, 0.4338564872741699, 0.0], [0.0, 340.0, 60.0, 436.0, 0.43238604068756104, 0.0], [1561.0, 696.0, 1600.0, 781.0, 0.41720062494277954, 0.0], [867.0, 470.0, 948.0, 565.0, 0.41015973687171936, 0.0], [990.0, 471.0, 1062.0, 593.0, 0.3631773591041565, 0.0], [717.0, 501.0, 804.0, 641.0, 0.31232210993766785, 0.0], [406.0, 394.0, 477.0, 452.0, 0.28555864095687866, 0.0], [118.0, 344.0, 194.0, 447.0, 0.2814614772796631, 0.0], [278.0, 433.0, 354.0, 513.0, 0.26238471269607544, 0.0], [50.0, 415.0, 143.0, 526.0, 0.2546719014644623, 0.0]]"
105,"[[1028.0, 584.0, 1250.0, 808.0, 0.9199061393737793, 0.0], [799.0, 563.0, 984.0, 795.0, 0.8955911993980408, 0.0], [206.0, 500.0, 405.0, 698.0, 0.876171350479126, 0.0], [1290.0, 527.0, 1417.0, 643.0, 0.8721794486045837, 0.0], [1372.0, 525.0, 1561.0, 716.0, 0.8705675601959229, 0.0], [0.0, 520.0, 125.0, 787.0, 0.8684144020080566, 0.0], [994.0, 553.0, 1107.0, 710.0, 0.8552205562591553, 0.0], [1398.0, 475.0, 1469.0, 594.0, 0.823043704032898, 0.0], [1184.0, 482.0, 1316.0, 598.0, 0.8150450587272644, 0.0], [160.0, 411.0, 265.0, 515.0, 0.7425553202629089, 0.0], [171.0, 500.0, 264.0, 608.0, 0.6460497975349426, 0.0], [1064.0, 479.0, 1163.0, 596.0, 0.6121099591255188, 0.0], [334.0, 496.0, 475.0, 656.0, 0.5992946028709412, 0.0], [913.0, 492.0, 1022.0, 600.0, 0.5823040008544922, 0.0], [75.0, 456.0, 178.0, 619.0, 0.5793185234069824, 0.0], [1549.0, 577.0, 1600.0, 700.0, 0.5649439692497253, 0.0], [0.0, 340.0, 60.0, 435.0, 0.4524325430393219, 0.0], [709.0, 536.0, 872.0, 737.0, 0.4457871913909912, 0.0], [1561.0, 696.0, 1600.0, 781.0, 0.4282629191875458, 0.0], [867.0, 470.0, 948.0, 565.0, 0.41709014773368835, 0.0], [989.0, 472.0, 1063.0, 593.0, 0.39955028891563416, 0.0], [340.0, 447.0, 465.0, 578.0, 0.3812323212623596, 0.0], [717.0, 501.0, 805.0, 641.0, 0.3301815092563629, 0.0], [118.0, 344.0, 194.0, 447.0, 0.2835763692855835, 0.0], [278.0, 432.0, 351.0, 512.0, 0.265895813703537, 0.0], [51.0, 415.0, 143.0, 526.0, 0.2605087161064148, 0.0], [407.0, 394.0, 477.0, 452.0, 0.25606539845466614, 0.0]]"
106,"[[1029.0, 584.0, 1250.0, 808.0, 0.9195678234100342, 0.0], [799.0, 563.0, 984.0, 795.0, 0.8971447944641113, 0.0], [206.0, 500.0, 405.0, 698.0, 0.8759381175041199, 0.0], [1371.0, 525.0, 1561.0, 716.0, 0.8727793097496033, 0.0], [0.0, 520.0, 125.0, 786.0, 0.8708557486534119, 0.0], [1290.0, 527.0, 1418.0, 643.0, 0.8696340918540955, 0.0], [994.0, 553.0, 1107.0, 710.0, 0.8619825839996338, 0.0], [1398.0, 474.0, 1469.0, 594.0, 0.8277111649513245, 0.0], [1184.0, 482.0, 1318.0, 599.0, 0.8077309131622314, 0.0], [160.0, 411.0, 265.0, 515.0, 0.7420505285263062, 0.0], [171.0, 500.0, 264.0, 608.0, 0.6548079252243042, 0.0], [334.0, 496.0, 476.0, 656.0, 0.6037997007369995, 0.0], [912.0, 492.0, 1021.0, 600.0, 0.5956361889839172, 0.0], [1064.0, 479.0, 1163.0, 596.0, 0.5939977765083313, 0.0], [1549.0, 576.0, 1600.0, 700.0, 0.5825235247612, 0.0], [75.0, 456.0, 178.0, 619.0, 0.5778689980506897, 0.0], [709.0, 536.0, 872.0, 736.0, 0.45763346552848816, 0.0], [0.0, 340.0, 60.0, 436.0, 0.43529462814331055, 0.0], [1561.0, 697.0, 1600.0, 780.0, 0.42222633957862854, 0.0], [867.0, 469.0, 948.0, 565.0, 0.3986263573169708, 0.0], [344.0, 448.0, 465.0, 578.0, 0.39561814069747925, 0.0], [990.0, 473.0, 1063.0, 593.0, 0.37700724601745605, 0.0], [717.0, 502.0, 804.0, 641.0, 0.3335292637348175, 0.0], [278.0, 431.0, 355.0, 513.0, 0.28030818700790405, 0.0], [406.0, 394.0, 479.0, 452.0, 0.2729541063308716, 0.0], [118.0, 343.0, 194.0, 447.0, 0.270192414522171, 0.0]]"
107,"[[1028.0, 583.0, 1250.0, 808.0, 0.9180536866188049, 0.0], [799.0, 563.0, 984.0, 795.0, 0.8963760137557983, 0.0], [206.0, 499.0, 405.0, 698.0, 0.8769925832748413, 0.0], [0.0, 520.0, 125.0, 786.0, 0.8730546832084656, 0.0], [1290.0, 527.0, 1417.0, 643.0, 0.8650383949279785, 0.0], [994.0, 553.0, 1108.0, 709.0, 0.8612893223762512, 0.0], [1372.0, 524.0, 1560.0, 717.0, 0.859220564365387, 0.0], [1398.0, 474.0, 1469.0, 595.0, 0.8232194781303406, 0.0], [1184.0, 482.0, 1317.0, 599.0, 0.8170924782752991, 0.0], [160.0, 411.0, 265.0, 515.0, 0.7374150156974792, 0.0], [171.0, 500.0, 264.0, 608.0, 0.6472041010856628, 0.0], [334.0, 495.0, 476.0, 656.0, 0.6145272850990295, 0.0], [912.0, 492.0, 1021.0, 600.0, 0.607081413269043, 0.0], [1065.0, 479.0, 1162.0, 596.0, 0.6019728779792786, 0.0], [1549.0, 575.0, 1600.0, 699.0, 0.5909470915794373, 0.0], [74.0, 456.0, 177.0, 618.0, 0.5778040289878845, 0.0], [1559.0, 697.0, 1600.0, 783.0, 0.4684516191482544, 0.0], [709.0, 537.0, 873.0, 737.0, 0.45346885919570923, 0.0], [0.0, 340.0, 60.0, 437.0, 0.4488440454006195, 0.0], [867.0, 469.0, 947.0, 566.0, 0.4021722376346588, 0.0], [348.0, 448.0, 466.0, 578.0, 0.3948661983013153, 0.0], [989.0, 473.0, 1063.0, 592.0, 0.38839608430862427, 0.0], [717.0, 502.0, 804.0, 641.0, 0.34379225969314575, 0.0], [278.0, 431.0, 357.0, 513.0, 0.2980199456214905, 0.0], [405.0, 395.0, 480.0, 470.0, 0.27429962158203125, 0.0], [118.0, 343.0, 195.0, 447.0, 0.27407535910606384, 0.0]]"
108,"[[1028.0, 584.0, 1250.0, 808.0, 0.9193374514579773, 0.0], [800.0, 562.0, 984.0, 794.0, 0.8985959887504578, 0.0], [205.0, 500.0, 405.0, 698.0, 0.8768842220306396, 0.0], [0.0, 520.0, 125.0, 786.0, 0.8730220198631287, 0.0], [1372.0, 525.0, 1560.0, 715.0, 0.870059072971344, 0.0], [1290.0, 526.0, 1417.0, 643.0, 0.8666280508041382, 0.0], [994.0, 552.0, 1108.0, 710.0, 0.8576160669326782, 0.0], [1398.0, 474.0, 1469.0, 594.0, 0.8221266865730286, 0.0], [1183.0, 482.0, 1317.0, 599.0, 0.8093558549880981, 0.0], [160.0, 411.0, 265.0, 515.0, 0.7372671365737915, 0.0], [171.0, 500.0, 264.0, 608.0, 0.6569364070892334, 0.0], [913.0, 493.0, 1022.0, 599.0, 0.6093562245368958, 0.0], [1067.0, 479.0, 1162.0, 595.0, 0.5972151756286621, 0.0], [334.0, 496.0, 475.0, 655.0, 0.5958528518676758, 0.0], [1549.0, 575.0, 1600.0, 699.0, 0.5903835892677307, 0.0], [74.0, 456.0, 177.0, 618.0, 0.5827943682670593, 0.0], [0.0, 340.0, 60.0, 437.0, 0.45672592520713806, 0.0], [1560.0, 697.0, 1600.0, 783.0, 0.45334964990615845, 0.0], [710.0, 537.0, 872.0, 736.0, 0.4464195966720581, 0.0], [867.0, 469.0, 947.0, 565.0, 0.39710140228271484, 0.0], [988.0, 475.0, 1062.0, 593.0, 0.3836093842983246, 0.0], [717.0, 502.0, 804.0, 641.0, 0.36812570691108704, 0.0], [346.0, 448.0, 465.0, 578.0, 0.36237284541130066, 0.0], [118.0, 343.0, 195.0, 448.0, 0.33142685890197754, 0.0], [278.0, 437.0, 360.0, 514.0, 0.29996633529663086, 0.0], [405.0, 394.0, 481.0, 470.0, 0.2556977868080139, 0.0]]"
109,"[[1028.0, 584.0, 1250.0, 807.0, 0.917389452457428, 0.0], [800.0, 563.0, 984.0, 794.0, 0.8972048759460449, 0.0], [1372.0, 525.0, 1560.0, 714.0, 0.8794984221458435, 0.0], [205.0, 500.0, 405.0, 698.0, 0.878278911113739, 0.0], [0.0, 520.0, 125.0, 786.0, 0.8748220801353455, 0.0], [1290.0, 526.0, 1417.0, 643.0, 0.8673283457756042, 0.0], [994.0, 551.0, 1108.0, 710.0, 0.8398655652999878, 0.0], [1398.0, 474.0, 1469.0, 594.0, 0.8261333703994751, 0.0], [1183.0, 482.0, 1318.0, 599.0, 0.7979804277420044, 0.0], [160.0, 411.0, 265.0, 515.0, 0.7400659322738647, 0.0], [171.0, 500.0, 264.0, 608.0, 0.6447108387947083, 0.0], [1550.0, 576.0, 1600.0, 700.0, 0.6011456251144409, 0.0], [1068.0, 479.0, 1162.0, 595.0, 0.5977681875228882, 0.0], [334.0, 496.0, 475.0, 655.0, 0.5975358486175537, 0.0], [913.0, 492.0, 1021.0, 601.0, 0.5945621132850647, 0.0], [74.0, 456.0, 177.0, 618.0, 0.5861654877662659, 0.0], [0.0, 340.0, 60.0, 437.0, 0.45745372772216797, 0.0], [710.0, 537.0, 873.0, 737.0, 0.4430558681488037, 0.0], [1560.0, 698.0, 1600.0, 783.0, 0.4146239459514618, 0.0], [988.0, 475.0, 1062.0, 594.0, 0.3867059051990509, 0.0], [867.0, 469.0, 946.0, 565.0, 0.3866581320762634, 0.0], [717.0, 502.0, 804.0, 641.0, 0.35041168332099915, 0.0], [344.0, 448.0, 465.0, 578.0, 0.32502758502960205, 0.0], [118.0, 342.0, 194.0, 448.0, 0.3054637312889099, 0.0], [278.0, 446.0, 361.0, 514.0, 0.2903532087802887, 0.0]]"
