frame,number of people
70,"[[617.0, 349.0, 750.0, 490.0, 0.8793898224830627, 0.0], [123.0, 297.0, 241.0, 417.0, 0.8728587627410889, 0.0], [824.0, 311.0, 937.0, 427.0, 0.8616548180580139, 0.0], [480.0, 336.0, 590.0, 483.0, 0.765596330165863, 0.0], [779.0, 315.0, 843.0, 386.0, 0.7454309463500977, 0.0], [0.0, 373.0, 134.0, 537.0, 0.7055438756942749, 0.0], [707.0, 289.0, 801.0, 360.0, 0.6700077652931213, 0.0], [838.0, 282.0, 881.0, 356.0, 0.6633844971656799, 0.0], [0.0, 318.0, 77.0, 414.0, 0.5814914703369141, 0.0], [605.0, 327.0, 668.0, 426.0, 0.5722386240959167, 0.0], [206.0, 299.0, 286.0, 394.0, 0.5698876976966858, 0.0], [547.0, 295.0, 613.0, 358.0, 0.4915231764316559, 0.0], [422.0, 321.0, 523.0, 456.0, 0.47124895453453064, 0.0], [939.0, 418.0, 960.0, 470.0, 0.4231610894203186, 0.0], [928.0, 342.0, 960.0, 419.0, 0.3823806345462799, 0.0], [428.0, 300.0, 484.0, 395.0, 0.3370007872581482, 0.0], [207.0, 269.0, 279.0, 347.0, 0.3291091322898865, 0.0], [99.0, 300.0, 158.0, 367.0, 0.318897545337677, 0.0], [92.0, 254.0, 156.0, 318.0, 0.2742163836956024, 0.0]]"
71,"[[617.0, 348.0, 750.0, 490.0, 0.8833224177360535, 0.0], [123.0, 297.0, 241.0, 417.0, 0.8699462413787842, 0.0], [824.0, 311.0, 937.0, 428.0, 0.8655321002006531, 0.0], [2.0, 379.0, 127.0, 537.0, 0.7958499193191528, 0.0], [480.0, 338.0, 590.0, 483.0, 0.7688021063804626, 0.0], [779.0, 315.0, 844.0, 386.0, 0.7461629509925842, 0.0], [0.0, 317.0, 77.0, 418.0, 0.7094465494155884, 0.0], [838.0, 282.0, 881.0, 356.0, 0.6826279759407043, 0.0], [710.0, 289.0, 802.0, 359.0, 0.6623343825340271, 0.0], [604.0, 328.0, 666.0, 425.0, 0.5992171764373779, 0.0], [206.0, 299.0, 286.0, 393.0, 0.5597041249275208, 0.0], [422.0, 320.0, 521.0, 458.0, 0.49107128381729126, 0.0], [547.0, 295.0, 613.0, 359.0, 0.4864747226238251, 0.0], [939.0, 418.0, 960.0, 470.0, 0.43186700344085693, 0.0], [928.0, 341.0, 960.0, 419.0, 0.39561927318573, 0.0], [100.0, 300.0, 158.0, 367.0, 0.3319372236728668, 0.0], [428.0, 301.0, 484.0, 395.0, 0.3222278356552124, 0.0], [207.0, 268.0, 279.0, 347.0, 0.3195571303367615, 0.0], [92.0, 254.0, 156.0, 318.0, 0.25730112195014954, 0.0]]"
72,"[[617.0, 348.0, 750.0, 489.0, 0.8830505609512329, 0.0], [123.0, 297.0, 241.0, 417.0, 0.8723134994506836, 0.0], [824.0, 312.0, 937.0, 427.0, 0.8595426678657532, 0.0], [0.0, 380.0, 119.0, 536.0, 0.8389297127723694, 0.0], [479.0, 338.0, 590.0, 483.0, 0.7836090326309204, 0.0], [0.0, 317.0, 76.0, 421.0, 0.7362655997276306, 0.0], [778.0, 315.0, 844.0, 385.0, 0.7359669208526611, 0.0], [711.0, 289.0, 802.0, 367.0, 0.6756949424743652, 0.0], [838.0, 282.0, 881.0, 356.0, 0.6706965565681458, 0.0], [604.0, 328.0, 666.0, 423.0, 0.6325397491455078, 0.0], [205.0, 299.0, 286.0, 393.0, 0.5603219270706177, 0.0], [423.0, 321.0, 522.0, 450.0, 0.5054064393043518, 0.0], [543.0, 295.0, 612.0, 358.0, 0.47258448600769043, 0.0], [940.0, 418.0, 960.0, 469.0, 0.44192150235176086, 0.0], [928.0, 341.0, 960.0, 419.0, 0.36867406964302063, 0.0], [101.0, 300.0, 158.0, 367.0, 0.33438459038734436, 0.0], [207.0, 268.0, 279.0, 347.0, 0.32529279589653015, 0.0], [428.0, 301.0, 484.0, 395.0, 0.3076916038990021, 0.0], [589.0, 288.0, 640.0, 359.0, 0.2658792734146118, 0.0], [92.0, 254.0, 156.0, 317.0, 0.256826788187027, 0.0]]"
73,"[[617.0, 348.0, 750.0, 489.0, 0.8830770254135132, 0.0], [123.0, 298.0, 241.0, 417.0, 0.8722781538963318, 0.0], [824.0, 312.0, 937.0, 428.0, 0.861092746257782, 0.0], [0.0, 380.0, 117.0, 537.0, 0.8295983672142029, 0.0], [478.0, 338.0, 591.0, 482.0, 0.785760223865509, 0.0], [0.0, 317.0, 76.0, 423.0, 0.7458115816116333, 0.0], [778.0, 315.0, 844.0, 385.0, 0.7356842160224915, 0.0], [838.0, 282.0, 881.0, 356.0, 0.6808567643165588, 0.0], [712.0, 289.0, 800.0, 363.0, 0.658840000629425, 0.0], [603.0, 329.0, 667.0, 419.0, 0.6567106246948242, 0.0], [206.0, 299.0, 286.0, 393.0, 0.5561601519584656, 0.0], [544.0, 295.0, 612.0, 359.0, 0.49869486689567566, 0.0], [423.0, 320.0, 524.0, 451.0, 0.49537307024002075, 0.0], [940.0, 418.0, 960.0, 469.0, 0.4385896325111389, 0.0], [928.0, 341.0, 960.0, 420.0, 0.3639271557331085, 0.0], [101.0, 300.0, 158.0, 367.0, 0.3515993654727936, 0.0], [207.0, 268.0, 279.0, 347.0, 0.3270427882671356, 0.0], [428.0, 301.0, 484.0, 395.0, 0.32396620512008667, 0.0], [589.0, 287.0, 640.0, 359.0, 0.2877231240272522, 0.0], [92.0, 254.0, 156.0, 317.0, 0.26714155077934265, 0.0]]"
74,"[[617.0, 348.0, 750.0, 489.0, 0.8792700171470642, 0.0], [123.0, 298.0, 241.0, 417.0, 0.8740789890289307, 0.0], [824.0, 313.0, 936.0, 426.0, 0.8627563118934631, 0.0], [0.0, 379.0, 114.0, 538.0, 0.8482436537742615, 0.0], [0.0, 317.0, 76.0, 430.0, 0.8002333641052246, 0.0], [479.0, 337.0, 590.0, 482.0, 0.7834922075271606, 0.0], [778.0, 315.0, 844.0, 385.0, 0.7366645336151123, 0.0], [838.0, 282.0, 881.0, 356.0, 0.6713356375694275, 0.0], [604.0, 329.0, 666.0, 419.0, 0.6689680218696594, 0.0], [711.0, 289.0, 801.0, 365.0, 0.6560618281364441, 0.0], [206.0, 299.0, 287.0, 393.0, 0.5558213591575623, 0.0], [546.0, 295.0, 612.0, 359.0, 0.4855820834636688, 0.0], [422.0, 319.0, 525.0, 463.0, 0.46887850761413574, 0.0], [940.0, 418.0, 960.0, 469.0, 0.4364549517631531, 0.0], [101.0, 300.0, 158.0, 368.0, 0.38142576813697815, 0.0], [928.0, 341.0, 960.0, 420.0, 0.36647385358810425, 0.0], [428.0, 300.0, 484.0, 395.0, 0.33701375126838684, 0.0], [207.0, 268.0, 279.0, 347.0, 0.33445337414741516, 0.0], [589.0, 288.0, 640.0, 359.0, 0.28392741084098816, 0.0], [92.0, 254.0, 156.0, 317.0, 0.271196186542511, 0.0]]"
75,"[[617.0, 348.0, 750.0, 489.0, 0.881784975528717, 0.0], [123.0, 298.0, 241.0, 417.0, 0.8732203245162964, 0.0], [824.0, 313.0, 936.0, 427.0, 0.8606639504432678, 0.0], [0.0, 382.0, 111.0, 537.0, 0.8289870619773865, 0.0], [478.0, 339.0, 591.0, 483.0, 0.7806947231292725, 0.0], [778.0, 316.0, 844.0, 385.0, 0.7442581057548523, 0.0], [0.0, 317.0, 76.0, 440.0, 0.7398288249969482, 0.0], [838.0, 282.0, 881.0, 356.0, 0.6711888909339905, 0.0], [710.0, 289.0, 801.0, 365.0, 0.6676601767539978, 0.0], [605.0, 328.0, 665.0, 421.0, 0.6245433688163757, 0.0], [207.0, 298.0, 287.0, 395.0, 0.5557334423065186, 0.0], [422.0, 320.0, 525.0, 457.0, 0.45567435026168823, 0.0], [542.0, 295.0, 612.0, 359.0, 0.44531068205833435, 0.0], [940.0, 418.0, 960.0, 470.0, 0.4391399919986725, 0.0], [101.0, 300.0, 157.0, 368.0, 0.39061805605888367, 0.0], [928.0, 341.0, 960.0, 420.0, 0.3719237148761749, 0.0], [207.0, 268.0, 279.0, 347.0, 0.33679306507110596, 0.0], [429.0, 301.0, 482.0, 389.0, 0.3247436285018921, 0.0], [93.0, 253.0, 158.0, 316.0, 0.27609744668006897, 0.0], [589.0, 287.0, 640.0, 359.0, 0.26592710614204407, 0.0]]"
76,"[[617.0, 348.0, 750.0, 489.0, 0.8822625279426575, 0.0], [123.0, 298.0, 241.0, 417.0, 0.8689905405044556, 0.0], [824.0, 313.0, 936.0, 426.0, 0.8622159957885742, 0.0], [0.0, 382.0, 110.0, 536.0, 0.8277466297149658, 0.0], [478.0, 339.0, 591.0, 483.0, 0.7868797183036804, 0.0], [778.0, 316.0, 844.0, 385.0, 0.7526859045028687, 0.0], [0.0, 316.0, 78.0, 447.0, 0.687129557132721, 0.0], [710.0, 289.0, 802.0, 364.0, 0.6834232211112976, 0.0], [838.0, 283.0, 880.0, 356.0, 0.6778807044029236, 0.0], [603.0, 325.0, 665.0, 417.0, 0.6207969188690186, 0.0], [207.0, 298.0, 287.0, 396.0, 0.5513318181037903, 0.0], [543.0, 295.0, 613.0, 359.0, 0.49387431144714355, 0.0], [422.0, 320.0, 526.0, 457.0, 0.4665583670139313, 0.0], [940.0, 418.0, 960.0, 469.0, 0.4023967385292053, 0.0], [101.0, 301.0, 157.0, 368.0, 0.3941170275211334, 0.0], [928.0, 341.0, 960.0, 420.0, 0.3695680797100067, 0.0], [207.0, 268.0, 279.0, 347.0, 0.3440764546394348, 0.0], [429.0, 301.0, 482.0, 389.0, 0.3374779522418976, 0.0], [589.0, 286.0, 640.0, 359.0, 0.29492828249931335, 0.0], [93.0, 253.0, 158.0, 316.0, 0.2784653604030609, 0.0]]"
77,"[[617.0, 348.0, 750.0, 489.0, 0.8864850997924805, 0.0], [123.0, 298.0, 241.0, 417.0, 0.8649843335151672, 0.0], [824.0, 313.0, 936.0, 427.0, 0.8602204322814941, 0.0], [0.0, 381.0, 103.0, 536.0, 0.8187188506126404, 0.0], [476.0, 339.0, 591.0, 481.0, 0.7819667458534241, 0.0], [778.0, 316.0, 844.0, 385.0, 0.7420230507850647, 0.0], [0.0, 316.0, 77.0, 458.0, 0.7013812065124512, 0.0], [710.0, 289.0, 802.0, 364.0, 0.6723102927207947, 0.0], [601.0, 327.0, 665.0, 423.0, 0.6588842272758484, 0.0], [838.0, 283.0, 880.0, 357.0, 0.6580141186714172, 0.0], [207.0, 298.0, 287.0, 396.0, 0.5493335723876953, 0.0], [535.0, 295.0, 612.0, 358.0, 0.49414896965026855, 0.0], [422.0, 320.0, 527.0, 454.0, 0.4489244818687439, 0.0], [940.0, 418.0, 960.0, 470.0, 0.429851770401001, 0.0], [928.0, 341.0, 960.0, 420.0, 0.39480307698249817, 0.0], [102.0, 301.0, 158.0, 367.0, 0.378320574760437, 0.0], [207.0, 268.0, 279.0, 347.0, 0.34965869784355164, 0.0], [429.0, 301.0, 482.0, 389.0, 0.3412669003009796, 0.0], [588.0, 286.0, 640.0, 358.0, 0.3119836151599884, 0.0], [93.0, 252.0, 158.0, 316.0, 0.2877274751663208, 0.0]]"
78,"[[618.0, 348.0, 750.0, 489.0, 0.8887181282043457, 0.0], [123.0, 298.0, 241.0, 417.0, 0.8624486923217773, 0.0], [823.0, 312.0, 937.0, 428.0, 0.8555232286453247, 0.0], [0.0, 380.0, 97.0, 536.0, 0.7907852530479431, 0.0], [476.0, 339.0, 591.0, 481.0, 0.7836048603057861, 0.0], [778.0, 316.0, 844.0, 385.0, 0.7416270971298218, 0.0], [838.0, 283.0, 880.0, 357.0, 0.6791588068008423, 0.0], [0.0, 315.0, 77.0, 462.0, 0.6774829030036926, 0.0], [710.0, 289.0, 802.0, 365.0, 0.6644253134727478, 0.0], [597.0, 327.0, 667.0, 425.0, 0.6548028588294983, 0.0], [207.0, 298.0, 287.0, 397.0, 0.554591178894043, 0.0], [536.0, 294.0, 613.0, 358.0, 0.5003741979598999, 0.0], [422.0, 320.0, 527.0, 451.0, 0.45046404004096985, 0.0], [928.0, 340.0, 960.0, 420.0, 0.40570932626724243, 0.0], [102.0, 301.0, 158.0, 367.0, 0.35821712017059326, 0.0], [940.0, 418.0, 960.0, 469.0, 0.352076917886734, 0.0], [207.0, 268.0, 279.0, 347.0, 0.34500277042388916, 0.0], [429.0, 301.0, 484.0, 394.0, 0.325339674949646, 0.0], [588.0, 286.0, 641.0, 358.0, 0.30531835556030273, 0.0], [93.0, 251.0, 158.0, 316.0, 0.29873064160346985, 0.0]]"
79,"[[618.0, 347.0, 750.0, 489.0, 0.8882483839988708, 0.0], [123.0, 298.0, 241.0, 417.0, 0.8703329563140869, 0.0], [823.0, 312.0, 937.0, 428.0, 0.855983555316925, 0.0], [0.0, 380.0, 96.0, 536.0, 0.8101900219917297, 0.0], [476.0, 336.0, 590.0, 479.0, 0.782602846622467, 0.0], [0.0, 315.0, 76.0, 457.0, 0.7739494442939758, 0.0], [778.0, 316.0, 844.0, 385.0, 0.7446346282958984, 0.0], [838.0, 283.0, 880.0, 357.0, 0.6884573101997375, 0.0], [710.0, 289.0, 803.0, 365.0, 0.6696335673332214, 0.0], [596.0, 327.0, 667.0, 425.0, 0.6527484655380249, 0.0], [207.0, 298.0, 287.0, 396.0, 0.5619141459465027, 0.0], [537.0, 295.0, 613.0, 357.0, 0.49470385909080505, 0.0], [422.0, 320.0, 527.0, 451.0, 0.4417165517807007, 0.0], [928.0, 340.0, 960.0, 420.0, 0.40620630979537964, 0.0], [940.0, 417.0, 960.0, 469.0, 0.34834176301956177, 0.0], [102.0, 300.0, 157.0, 367.0, 0.3454025089740753, 0.0], [207.0, 268.0, 279.0, 347.0, 0.33759403228759766, 0.0], [429.0, 301.0, 484.0, 394.0, 0.3259912133216858, 0.0], [93.0, 251.0, 158.0, 316.0, 0.3066824674606323, 0.0], [588.0, 286.0, 640.0, 358.0, 0.3003576397895813, 0.0]]"
80,"[[618.0, 347.0, 750.0, 489.0, 0.8862085342407227, 0.0], [123.0, 298.0, 241.0, 417.0, 0.8729823231697083, 0.0], [823.0, 312.0, 937.0, 428.0, 0.8551291227340698, 0.0], [0.0, 380.0, 91.0, 536.0, 0.8168010115623474, 0.0], [475.0, 336.0, 590.0, 479.0, 0.7962556481361389, 0.0], [0.0, 314.0, 76.0, 460.0, 0.7880270481109619, 0.0], [778.0, 316.0, 844.0, 384.0, 0.7373744249343872, 0.0], [838.0, 283.0, 879.0, 357.0, 0.6882280707359314, 0.0], [596.0, 328.0, 665.0, 424.0, 0.6770222187042236, 0.0], [710.0, 290.0, 804.0, 362.0, 0.6682940125465393, 0.0], [206.0, 299.0, 286.0, 393.0, 0.5630403161048889, 0.0], [537.0, 295.0, 614.0, 358.0, 0.5426603555679321, 0.0], [422.0, 320.0, 527.0, 450.0, 0.4463019073009491, 0.0], [928.0, 340.0, 960.0, 420.0, 0.3992476463317871, 0.0], [939.0, 418.0, 960.0, 470.0, 0.3553762137889862, 0.0], [429.0, 301.0, 484.0, 394.0, 0.3471796214580536, 0.0], [207.0, 269.0, 279.0, 347.0, 0.3456929922103882, 0.0], [102.0, 300.0, 157.0, 367.0, 0.34269532561302185, 0.0], [93.0, 251.0, 158.0, 316.0, 0.30802425742149353, 0.0], [589.0, 287.0, 640.0, 358.0, 0.2743750512599945, 0.0]]"
81,"[[617.0, 348.0, 750.0, 489.0, 0.8851437568664551, 0.0], [123.0, 298.0, 241.0, 417.0, 0.8743193745613098, 0.0], [824.0, 312.0, 937.0, 427.0, 0.8525633215904236, 0.0], [475.0, 337.0, 590.0, 479.0, 0.7968113422393799, 0.0], [0.0, 379.0, 86.0, 536.0, 0.7905822396278381, 0.0], [0.0, 313.0, 76.0, 460.0, 0.7661429643630981, 0.0], [778.0, 316.0, 844.0, 385.0, 0.7403830885887146, 0.0], [838.0, 283.0, 880.0, 356.0, 0.6894650459289551, 0.0], [710.0, 289.0, 803.0, 369.0, 0.6704735159873962, 0.0], [596.0, 328.0, 664.0, 424.0, 0.6501542925834656, 0.0], [207.0, 299.0, 287.0, 396.0, 0.5540566444396973, 0.0], [538.0, 295.0, 614.0, 358.0, 0.5427520275115967, 0.0], [422.0, 320.0, 528.0, 449.0, 0.4454227089881897, 0.0], [928.0, 340.0, 960.0, 420.0, 0.38925087451934814, 0.0], [102.0, 300.0, 157.0, 367.0, 0.3501589298248291, 0.0], [207.0, 269.0, 279.0, 347.0, 0.344286173582077, 0.0], [429.0, 301.0, 484.0, 394.0, 0.32395657896995544, 0.0], [93.0, 251.0, 158.0, 316.0, 0.31747061014175415, 0.0], [938.0, 418.0, 960.0, 470.0, 0.3141382932662964, 0.0]]"
82,"[[617.0, 348.0, 750.0, 489.0, 0.8860805630683899, 0.0], [123.0, 298.0, 241.0, 417.0, 0.8729236721992493, 0.0], [823.0, 312.0, 937.0, 428.0, 0.8538709282875061, 0.0], [475.0, 336.0, 590.0, 479.0, 0.7972084283828735, 0.0], [0.0, 378.0, 85.0, 536.0, 0.7699247598648071, 0.0], [1.0, 314.0, 76.0, 461.0, 0.7454336285591125, 0.0], [778.0, 316.0, 844.0, 385.0, 0.7383009195327759, 0.0], [838.0, 283.0, 880.0, 357.0, 0.6854272484779358, 0.0], [710.0, 289.0, 803.0, 369.0, 0.6646128296852112, 0.0], [596.0, 327.0, 664.0, 424.0, 0.6445253491401672, 0.0], [208.0, 299.0, 287.0, 396.0, 0.5565549731254578, 0.0], [540.0, 295.0, 614.0, 358.0, 0.5189043879508972, 0.0], [422.0, 320.0, 528.0, 449.0, 0.44933363795280457, 0.0], [928.0, 340.0, 960.0, 420.0, 0.3938087224960327, 0.0], [207.0, 269.0, 279.0, 347.0, 0.3405980169773102, 0.0], [102.0, 300.0, 157.0, 367.0, 0.34022217988967896, 0.0], [93.0, 249.0, 158.0, 316.0, 0.33112069964408875, 0.0], [938.0, 418.0, 960.0, 470.0, 0.3288411498069763, 0.0], [429.0, 301.0, 484.0, 394.0, 0.3278982639312744, 0.0], [590.0, 285.0, 640.0, 358.0, 0.25605857372283936, 0.0]]"
83,"[[617.0, 348.0, 750.0, 489.0, 0.8826725482940674, 0.0], [123.0, 298.0, 241.0, 417.0, 0.8725087642669678, 0.0], [824.0, 312.0, 937.0, 428.0, 0.855143666267395, 0.0], [475.0, 337.0, 590.0, 478.0, 0.7974053025245667, 0.0], [0.0, 377.0, 82.0, 537.0, 0.7433974742889404, 0.0], [778.0, 316.0, 844.0, 385.0, 0.739113450050354, 0.0], [1.0, 313.0, 77.0, 463.0, 0.707645833492279, 0.0], [838.0, 283.0, 879.0, 357.0, 0.683131992816925, 0.0], [710.0, 289.0, 802.0, 367.0, 0.6609126925468445, 0.0], [596.0, 327.0, 666.0, 424.0, 0.6545016169548035, 0.0], [207.0, 299.0, 287.0, 395.0, 0.5643975734710693, 0.0], [540.0, 295.0, 615.0, 358.0, 0.5429990291595459, 0.0], [423.0, 320.0, 527.0, 448.0, 0.47406259179115295, 0.0], [928.0, 340.0, 960.0, 420.0, 0.39044326543807983, 0.0], [938.0, 418.0, 960.0, 470.0, 0.3619038462638855, 0.0], [207.0, 269.0, 279.0, 347.0, 0.34071409702301025, 0.0], [102.0, 300.0, 157.0, 367.0, 0.3316561281681061, 0.0], [93.0, 249.0, 158.0, 316.0, 0.3266574442386627, 0.0], [428.0, 301.0, 484.0, 395.0, 0.3260659873485565, 0.0], [592.0, 286.0, 640.0, 357.0, 0.2571510076522827, 0.0], [518.0, 278.0, 568.0, 343.0, 0.25070425868034363, 0.0]]"
84,"[[618.0, 348.0, 750.0, 489.0, 0.8868851661682129, 0.0], [123.0, 298.0, 241.0, 417.0, 0.8705592751502991, 0.0], [824.0, 312.0, 937.0, 428.0, 0.8533059358596802, 0.0], [475.0, 337.0, 590.0, 479.0, 0.8002024292945862, 0.0], [778.0, 316.0, 844.0, 385.0, 0.7355448603630066, 0.0], [0.0, 376.0, 81.0, 536.0, 0.7335596084594727, 0.0], [1.0, 314.0, 77.0, 462.0, 0.7047175168991089, 0.0], [837.0, 283.0, 880.0, 356.0, 0.6827306151390076, 0.0], [710.0, 289.0, 803.0, 369.0, 0.6631115674972534, 0.0], [596.0, 328.0, 666.0, 424.0, 0.644736647605896, 0.0], [206.0, 299.0, 286.0, 393.0, 0.5720880627632141, 0.0], [542.0, 297.0, 614.0, 358.0, 0.5251712203025818, 0.0], [423.0, 320.0, 527.0, 447.0, 0.4859827756881714, 0.0], [928.0, 340.0, 960.0, 420.0, 0.4017515778541565, 0.0], [937.0, 419.0, 960.0, 470.0, 0.35472121834754944, 0.0], [208.0, 268.0, 279.0, 347.0, 0.338545560836792, 0.0], [93.0, 248.0, 158.0, 316.0, 0.3338139057159424, 0.0], [428.0, 301.0, 484.0, 395.0, 0.3274347186088562, 0.0], [102.0, 300.0, 157.0, 366.0, 0.3074895143508911, 0.0], [591.0, 286.0, 640.0, 356.0, 0.26372769474983215, 0.0], [519.0, 278.0, 568.0, 343.0, 0.2544279098510742, 0.0]]"
85,"[[618.0, 348.0, 750.0, 488.0, 0.8864179253578186, 0.0], [123.0, 298.0, 242.0, 417.0, 0.8636259436607361, 0.0], [823.0, 312.0, 937.0, 428.0, 0.8530884981155396, 0.0], [475.0, 337.0, 590.0, 479.0, 0.7892985939979553, 0.0], [778.0, 316.0, 844.0, 385.0, 0.7291339039802551, 0.0], [0.0, 314.0, 77.0, 461.0, 0.7257685661315918, 0.0], [0.0, 375.0, 81.0, 537.0, 0.7206123471260071, 0.0], [837.0, 283.0, 880.0, 356.0, 0.6798408627510071, 0.0], [710.0, 289.0, 803.0, 370.0, 0.6783324480056763, 0.0], [596.0, 328.0, 665.0, 423.0, 0.6370741128921509, 0.0], [206.0, 298.0, 286.0, 393.0, 0.5535367727279663, 0.0], [542.0, 297.0, 613.0, 358.0, 0.5133733153343201, 0.0], [423.0, 320.0, 527.0, 448.0, 0.4626176953315735, 0.0], [928.0, 341.0, 960.0, 421.0, 0.4108262360095978, 0.0], [938.0, 418.0, 960.0, 469.0, 0.34576359391212463, 0.0], [208.0, 268.0, 279.0, 348.0, 0.3348615765571594, 0.0], [95.0, 248.0, 157.0, 317.0, 0.3305296003818512, 0.0], [428.0, 301.0, 484.0, 394.0, 0.31618982553482056, 0.0], [102.0, 300.0, 157.0, 367.0, 0.31428155303001404, 0.0], [169.0, 269.0, 213.0, 312.0, 0.25307971239089966, 0.0]]"
86,"[[618.0, 348.0, 750.0, 488.0, 0.8863722681999207, 0.0], [123.0, 298.0, 242.0, 417.0, 0.866657555103302, 0.0], [823.0, 312.0, 937.0, 429.0, 0.8549226522445679, 0.0], [476.0, 340.0, 591.0, 480.0, 0.7895346879959106, 0.0], [0.0, 314.0, 77.0, 461.0, 0.7194185853004456, 0.0], [0.0, 371.0, 80.0, 537.0, 0.717857301235199, 0.0], [778.0, 316.0, 844.0, 385.0, 0.7171363234519958, 0.0], [711.0, 289.0, 803.0, 368.0, 0.6767524480819702, 0.0], [837.0, 283.0, 880.0, 356.0, 0.6668815612792969, 0.0], [596.0, 328.0, 664.0, 423.0, 0.6185824275016785, 0.0], [207.0, 299.0, 287.0, 397.0, 0.5295158624649048, 0.0], [542.0, 296.0, 615.0, 359.0, 0.4864991307258606, 0.0], [423.0, 320.0, 528.0, 448.0, 0.46250641345977783, 0.0], [928.0, 341.0, 960.0, 421.0, 0.40760743618011475, 0.0], [938.0, 418.0, 960.0, 469.0, 0.35941579937934875, 0.0], [208.0, 268.0, 279.0, 348.0, 0.3159739375114441, 0.0], [93.0, 248.0, 158.0, 316.0, 0.31548240780830383, 0.0], [428.0, 301.0, 484.0, 394.0, 0.31312182545661926, 0.0], [102.0, 300.0, 157.0, 367.0, 0.30225080251693726, 0.0], [592.0, 287.0, 639.0, 357.0, 0.2692030966281891, 0.0], [169.0, 269.0, 213.0, 312.0, 0.25566351413726807, 0.0]]"
87,"[[618.0, 348.0, 750.0, 488.0, 0.8851900696754456, 0.0], [123.0, 298.0, 242.0, 417.0, 0.8682236671447754, 0.0], [823.0, 312.0, 937.0, 429.0, 0.8544341921806335, 0.0], [476.0, 338.0, 590.0, 479.0, 0.7914596199989319, 0.0], [775.0, 316.0, 844.0, 386.0, 0.7113528251647949, 0.0], [0.0, 314.0, 77.0, 462.0, 0.7083765268325806, 0.0], [0.0, 364.0, 79.0, 533.0, 0.7067521810531616, 0.0], [711.0, 289.0, 802.0, 368.0, 0.6788807511329651, 0.0], [837.0, 283.0, 880.0, 357.0, 0.6529280543327332, 0.0], [596.0, 328.0, 664.0, 423.0, 0.6094827651977539, 0.0], [206.0, 298.0, 287.0, 394.0, 0.5321436524391174, 0.0], [544.0, 297.0, 615.0, 360.0, 0.47965508699417114, 0.0], [427.0, 322.0, 526.0, 431.0, 0.4623013138771057, 0.0], [928.0, 341.0, 960.0, 420.0, 0.4164700508117676, 0.0], [937.0, 418.0, 960.0, 470.0, 0.3818122148513794, 0.0], [208.0, 268.0, 279.0, 348.0, 0.32463815808296204, 0.0], [93.0, 247.0, 158.0, 316.0, 0.31645312905311584, 0.0], [428.0, 301.0, 484.0, 394.0, 0.3141545355319977, 0.0], [102.0, 300.0, 157.0, 367.0, 0.2936639189720154, 0.0], [592.0, 288.0, 639.0, 357.0, 0.2730855643749237, 0.0], [169.0, 269.0, 212.0, 312.0, 0.2663417160511017, 0.0]]"
88,"[[618.0, 349.0, 750.0, 488.0, 0.8862113356590271, 0.0], [123.0, 298.0, 242.0, 418.0, 0.8653045892715454, 0.0], [823.0, 312.0, 937.0, 428.0, 0.8573966026306152, 0.0], [476.0, 338.0, 590.0, 480.0, 0.7935665249824524, 0.0], [775.0, 316.0, 845.0, 386.0, 0.7148706316947937, 0.0], [0.0, 362.0, 79.0, 534.0, 0.7093946933746338, 0.0], [0.0, 313.0, 77.0, 462.0, 0.6965767741203308, 0.0], [711.0, 289.0, 803.0, 369.0, 0.6830222606658936, 0.0], [838.0, 283.0, 880.0, 357.0, 0.6512863636016846, 0.0], [596.0, 328.0, 664.0, 423.0, 0.6256962418556213, 0.0], [206.0, 298.0, 287.0, 394.0, 0.5273163318634033, 0.0], [544.0, 297.0, 615.0, 359.0, 0.49204084277153015, 0.0], [427.0, 322.0, 526.0, 431.0, 0.46002671122550964, 0.0], [928.0, 340.0, 960.0, 419.0, 0.44532254338264465, 0.0], [937.0, 418.0, 960.0, 470.0, 0.36589357256889343, 0.0], [208.0, 268.0, 279.0, 348.0, 0.32542741298675537, 0.0], [93.0, 248.0, 158.0, 317.0, 0.3121606409549713, 0.0], [429.0, 301.0, 483.0, 389.0, 0.30554327368736267, 0.0], [102.0, 300.0, 157.0, 367.0, 0.2888141870498657, 0.0], [592.0, 289.0, 639.0, 357.0, 0.28037595748901367, 0.0], [169.0, 269.0, 212.0, 312.0, 0.2621294856071472, 0.0]]"
