frame,number of people
28,"[[99.0, 81.0, 175.0, 180.0, 0.8587468266487122, 0.0], [161.0, 117.0, 197.0, 149.0, 0.6600362658500671, 0.0], [204.0, 115.0, 248.0, 164.0, 0.6403986215591431, 0.0], [0.0, 106.0, 25.0, 158.0, 0.5381694436073303, 0.0], [43.0, 99.0, 79.0, 143.0, 0.520197868347168, 0.0], [277.0, 106.0, 313.0, 140.0, 0.31961944699287415, 0.0]]"
29,"[[91.0, 79.0, 168.0, 180.0, 0.8552554249763489, 0.0], [203.0, 115.0, 248.0, 164.0, 0.6434949636459351, 0.0], [159.0, 116.0, 198.0, 152.0, 0.598578691482544, 0.0], [0.0, 106.0, 25.0, 158.0, 0.5429447889328003, 0.0], [43.0, 99.0, 78.0, 142.0, 0.5069910287857056, 0.0], [277.0, 107.0, 313.0, 140.0, 0.3238702118396759, 0.0]]"
30,"[[79.0, 78.0, 162.0, 180.0, 0.8402315974235535, 0.0], [203.0, 115.0, 248.0, 164.0, 0.6498914957046509, 0.0], [158.0, 116.0, 199.0, 153.0, 0.6145555377006531, 0.0], [0.0, 106.0, 26.0, 158.0, 0.5595873594284058, 0.0], [43.0, 99.0, 79.0, 139.0, 0.3958659768104553, 0.0], [277.0, 107.0, 313.0, 140.0, 0.3146092891693115, 0.0], [197.0, 111.0, 223.0, 143.0, 0.26120319962501526, 0.0]]"
31,"[[76.0, 76.0, 157.0, 180.0, 0.8600019812583923, 0.0], [203.0, 115.0, 248.0, 164.0, 0.6489534974098206, 0.0], [158.0, 116.0, 199.0, 153.0, 0.6387488842010498, 0.0], [0.0, 106.0, 26.0, 158.0, 0.5727409720420837, 0.0], [43.0, 99.0, 78.0, 138.0, 0.4027400612831116, 0.0], [277.0, 107.0, 312.0, 140.0, 0.3247857689857483, 0.0], [198.0, 111.0, 224.0, 142.0, 0.28702312707901, 0.0]]"
32,"[[68.0, 77.0, 153.0, 180.0, 0.8366205096244812, 0.0], [203.0, 115.0, 248.0, 164.0, 0.6798863410949707, 0.0], [159.0, 116.0, 199.0, 153.0, 0.6336128115653992, 0.0], [0.0, 106.0, 26.0, 158.0, 0.5819339752197266, 0.0], [43.0, 100.0, 77.0, 139.0, 0.4247395396232605, 0.0], [278.0, 107.0, 313.0, 140.0, 0.3061571419239044, 0.0]]"
33,"[[63.0, 77.0, 146.0, 180.0, 0.8379979133605957, 0.0], [203.0, 115.0, 248.0, 164.0, 0.6729363799095154, 0.0], [158.0, 116.0, 199.0, 153.0, 0.6410883069038391, 0.0], [0.0, 105.0, 26.0, 158.0, 0.5971552729606628, 0.0], [41.0, 100.0, 76.0, 139.0, 0.4791753590106964, 0.0], [278.0, 107.0, 313.0, 140.0, 0.2875016927719116, 0.0]]"
34,"[[61.0, 76.0, 144.0, 180.0, 0.8562375903129578, 0.0], [203.0, 115.0, 248.0, 164.0, 0.6740568280220032, 0.0], [158.0, 116.0, 199.0, 153.0, 0.6276542544364929, 0.0], [0.0, 106.0, 26.0, 158.0, 0.6011272668838501, 0.0], [42.0, 100.0, 74.0, 140.0, 0.4403437376022339, 0.0], [278.0, 107.0, 313.0, 140.0, 0.29703834652900696, 0.0]]"
35,"[[56.0, 79.0, 142.0, 179.0, 0.8239437341690063, 0.0], [204.0, 115.0, 248.0, 164.0, 0.6753815412521362, 0.0], [0.0, 106.0, 26.0, 158.0, 0.620232105255127, 0.0], [159.0, 115.0, 199.0, 153.0, 0.6109263896942139, 0.0], [278.0, 107.0, 313.0, 140.0, 0.2981400787830353, 0.0]]"
36,"[[53.0, 78.0, 139.0, 179.0, 0.8307963013648987, 0.0], [204.0, 115.0, 248.0, 164.0, 0.6567501425743103, 0.0], [0.0, 106.0, 26.0, 158.0, 0.6263303160667419, 0.0], [159.0, 115.0, 199.0, 153.0, 0.6033845543861389, 0.0], [278.0, 107.0, 313.0, 140.0, 0.2924237549304962, 0.0]]"
37,"[[52.0, 79.0, 138.0, 178.0, 0.8118354082107544, 0.0], [204.0, 115.0, 248.0, 164.0, 0.6659500598907471, 0.0], [0.0, 106.0, 26.0, 158.0, 0.6287953853607178, 0.0], [159.0, 115.0, 199.0, 153.0, 0.6058714985847473, 0.0], [278.0, 107.0, 313.0, 140.0, 0.29190298914909363, 0.0]]"
38,"[[45.0, 79.0, 137.0, 180.0, 0.8267993927001953, 0.0], [204.0, 116.0, 248.0, 164.0, 0.6546432971954346, 0.0], [0.0, 106.0, 26.0, 158.0, 0.6336501240730286, 0.0], [159.0, 115.0, 199.0, 153.0, 0.6067162156105042, 0.0], [277.0, 107.0, 313.0, 140.0, 0.289649099111557, 0.0]]"
39,"[[43.0, 78.0, 135.0, 180.0, 0.8521530628204346, 0.0], [204.0, 115.0, 248.0, 164.0, 0.6592705249786377, 0.0], [0.0, 106.0, 26.0, 158.0, 0.6498458981513977, 0.0], [159.0, 116.0, 199.0, 153.0, 0.6231106519699097, 0.0], [278.0, 107.0, 312.0, 140.0, 0.2883826494216919, 0.0]]"
40,"[[42.0, 79.0, 133.0, 179.0, 0.8629270792007446, 0.0], [204.0, 115.0, 248.0, 164.0, 0.6618032455444336, 0.0], [0.0, 106.0, 26.0, 158.0, 0.645579993724823, 0.0], [159.0, 116.0, 199.0, 153.0, 0.6283513903617859, 0.0], [278.0, 107.0, 312.0, 140.0, 0.28456616401672363, 0.0]]"
41,"[[42.0, 80.0, 129.0, 180.0, 0.86998450756073, 0.0], [204.0, 115.0, 249.0, 164.0, 0.6597591042518616, 0.0], [159.0, 116.0, 199.0, 153.0, 0.6433951258659363, 0.0], [0.0, 106.0, 26.0, 158.0, 0.638633131980896, 0.0], [279.0, 107.0, 313.0, 140.0, 0.29257437586784363, 0.0]]"
42,"[[42.0, 80.0, 124.0, 180.0, 0.8608182668685913, 0.0], [204.0, 115.0, 249.0, 164.0, 0.6500450968742371, 0.0], [159.0, 115.0, 199.0, 153.0, 0.620088517665863, 0.0], [0.0, 107.0, 25.0, 158.0, 0.5938096642494202, 0.0], [278.0, 107.0, 312.0, 140.0, 0.3066707253456116, 0.0]]"
43,"[[41.0, 79.0, 122.0, 179.0, 0.8552428483963013, 0.0], [204.0, 115.0, 249.0, 164.0, 0.6628272533416748, 0.0], [159.0, 115.0, 199.0, 153.0, 0.6329492330551147, 0.0], [0.0, 108.0, 25.0, 158.0, 0.5667214393615723, 0.0], [277.0, 106.0, 312.0, 140.0, 0.3338219225406647, 0.0]]"
44,"[[39.0, 79.0, 117.0, 179.0, 0.8501161336898804, 0.0], [204.0, 115.0, 249.0, 164.0, 0.6736623644828796, 0.0], [159.0, 115.0, 199.0, 153.0, 0.6321021318435669, 0.0], [0.0, 109.0, 26.0, 158.0, 0.5251842141151428, 0.0], [277.0, 107.0, 312.0, 140.0, 0.33034348487854004, 0.0]]"
45,"[[34.0, 77.0, 109.0, 180.0, 0.8370181918144226, 0.0], [204.0, 115.0, 249.0, 164.0, 0.6891145706176758, 0.0], [158.0, 115.0, 199.0, 153.0, 0.629395067691803, 0.0], [0.0, 107.0, 25.0, 158.0, 0.5337098836898804, 0.0], [277.0, 106.0, 312.0, 140.0, 0.3384700417518616, 0.0]]"
46,"[[31.0, 77.0, 106.0, 180.0, 0.8366082310676575, 0.0], [204.0, 115.0, 249.0, 164.0, 0.6745961904525757, 0.0], [158.0, 115.0, 199.0, 153.0, 0.6037376523017883, 0.0], [0.0, 107.0, 25.0, 158.0, 0.5242820978164673, 0.0], [277.0, 106.0, 312.0, 140.0, 0.33455929160118103, 0.0]]"
47,"[[30.0, 77.0, 102.0, 180.0, 0.8441213965415955, 0.0], [204.0, 115.0, 249.0, 164.0, 0.6690604090690613, 0.0], [158.0, 115.0, 199.0, 153.0, 0.5984097123146057, 0.0], [0.0, 105.0, 25.0, 158.0, 0.5185182690620422, 0.0], [277.0, 106.0, 313.0, 140.0, 0.3348274230957031, 0.0]]"
48,"[[28.0, 77.0, 99.0, 180.0, 0.8311567902565002, 0.0], [204.0, 115.0, 249.0, 164.0, 0.6697368025779724, 0.0], [158.0, 115.0, 199.0, 153.0, 0.5839009284973145, 0.0], [0.0, 106.0, 25.0, 158.0, 0.47114211320877075, 0.0], [277.0, 106.0, 313.0, 140.0, 0.34542739391326904, 0.0]]"
49,"[[25.0, 76.0, 97.0, 180.0, 0.8331666588783264, 0.0], [203.0, 116.0, 251.0, 164.0, 0.6506567597389221, 0.0], [158.0, 115.0, 199.0, 153.0, 0.57041335105896, 0.0], [0.0, 106.0, 25.0, 158.0, 0.4163413941860199, 0.0], [277.0, 106.0, 313.0, 140.0, 0.3435002863407135, 0.0]]"
50,"[[20.0, 77.0, 95.0, 179.0, 0.8461228609085083, 0.0], [203.0, 116.0, 251.0, 164.0, 0.6729422211647034, 0.0], [158.0, 115.0, 199.0, 153.0, 0.559186577796936, 0.0], [0.0, 107.0, 25.0, 158.0, 0.40400856733322144, 0.0], [277.0, 106.0, 313.0, 140.0, 0.3273314833641052, 0.0]]"
51,"[[18.0, 76.0, 92.0, 179.0, 0.8505064845085144, 0.0], [204.0, 116.0, 252.0, 164.0, 0.6553555130958557, 0.0], [158.0, 115.0, 199.0, 153.0, 0.5853314399719238, 0.0], [0.0, 106.0, 25.0, 158.0, 0.4254086911678314, 0.0], [279.0, 107.0, 312.0, 140.0, 0.31844305992126465, 0.0]]"
52,"[[15.0, 76.0, 92.0, 179.0, 0.8556252717971802, 0.0], [204.0, 116.0, 250.0, 164.0, 0.6613585352897644, 0.0], [158.0, 115.0, 199.0, 153.0, 0.5908550024032593, 0.0], [0.0, 106.0, 25.0, 158.0, 0.39313679933547974, 0.0], [279.0, 107.0, 312.0, 140.0, 0.32034918665885925, 0.0]]"
53,"[[12.0, 75.0, 90.0, 179.0, 0.8559525609016418, 0.0], [203.0, 116.0, 252.0, 164.0, 0.6803258657455444, 0.0], [158.0, 115.0, 199.0, 152.0, 0.5826264023780823, 0.0], [0.0, 107.0, 24.0, 157.0, 0.32884153723716736, 0.0], [279.0, 107.0, 312.0, 140.0, 0.3194277286529541, 0.0]]"
54,"[[9.0, 74.0, 88.0, 180.0, 0.8671442866325378, 0.0], [203.0, 117.0, 252.0, 164.0, 0.6616725921630859, 0.0], [158.0, 115.0, 199.0, 153.0, 0.569618821144104, 0.0], [280.0, 107.0, 312.0, 140.0, 0.3169562518596649, 0.0], [0.0, 108.0, 24.0, 156.0, 0.2570496201515198, 0.0]]"
55,"[[7.0, 74.0, 88.0, 180.0, 0.8667148351669312, 0.0], [203.0, 116.0, 252.0, 164.0, 0.6648938059806824, 0.0], [159.0, 115.0, 199.0, 153.0, 0.570621907711029, 0.0], [279.0, 107.0, 312.0, 140.0, 0.30973440408706665, 0.0]]"
56,"[[2.0, 75.0, 85.0, 180.0, 0.8759804964065552, 0.0], [204.0, 116.0, 249.0, 164.0, 0.66861891746521, 0.0], [159.0, 115.0, 199.0, 153.0, 0.5758043527603149, 0.0], [278.0, 107.0, 312.0, 140.0, 0.33074384927749634, 0.0]]"
57,"[[1.0, 76.0, 84.0, 180.0, 0.8684961199760437, 0.0], [204.0, 116.0, 249.0, 164.0, 0.6797427535057068, 0.0], [159.0, 115.0, 199.0, 153.0, 0.5747436881065369, 0.0], [279.0, 106.0, 313.0, 140.0, 0.34035468101501465, 0.0]]"
58,"[[1.0, 76.0, 84.0, 180.0, 0.8665496110916138, 0.0], [204.0, 116.0, 249.0, 164.0, 0.6824101209640503, 0.0], [159.0, 115.0, 199.0, 153.0, 0.5640652775764465, 0.0], [279.0, 106.0, 313.0, 140.0, 0.33160728216171265, 0.0], [0.0, 104.0, 17.0, 145.0, 0.2789306640625, 0.0]]"
59,"[[1.0, 77.0, 78.0, 179.0, 0.8415989875793457, 0.0], [204.0, 116.0, 249.0, 164.0, 0.6699867844581604, 0.0], [159.0, 116.0, 199.0, 153.0, 0.550575315952301, 0.0], [279.0, 106.0, 313.0, 140.0, 0.30967459082603455, 0.0]]"
60,"[[1.0, 78.0, 74.0, 178.0, 0.8451270461082458, 0.0], [205.0, 116.0, 249.0, 164.0, 0.6767237186431885, 0.0], [159.0, 115.0, 199.0, 153.0, 0.558224618434906, 0.0], [279.0, 106.0, 313.0, 140.0, 0.31852343678474426, 0.0]]"
61,"[[0.0, 78.0, 75.0, 180.0, 0.8411555886268616, 0.0], [205.0, 116.0, 250.0, 164.0, 0.6694498658180237, 0.0], [158.0, 115.0, 199.0, 152.0, 0.5431250929832458, 0.0], [279.0, 106.0, 313.0, 140.0, 0.31476208567619324, 0.0]]"
62,"[[0.0, 78.0, 73.0, 180.0, 0.8421159982681274, 0.0], [203.0, 116.0, 252.0, 164.0, 0.664827287197113, 0.0], [158.0, 116.0, 199.0, 152.0, 0.5274987816810608, 0.0], [279.0, 106.0, 313.0, 140.0, 0.3231424391269684, 0.0]]"
63,"[[0.0, 72.0, 69.0, 180.0, 0.7748963236808777, 0.0], [203.0, 116.0, 252.0, 164.0, 0.6802566051483154, 0.0], [159.0, 116.0, 199.0, 152.0, 0.552932858467102, 0.0], [279.0, 106.0, 313.0, 140.0, 0.3244064450263977, 0.0], [44.0, 99.0, 77.0, 137.0, 0.2698209285736084, 0.0]]"
64,"[[0.0, 73.0, 64.0, 180.0, 0.7427536249160767, 0.0], [203.0, 116.0, 252.0, 164.0, 0.6625937819480896, 0.0], [159.0, 116.0, 199.0, 152.0, 0.5426326990127563, 0.0], [279.0, 106.0, 313.0, 140.0, 0.3128241002559662, 0.0], [43.0, 100.0, 76.0, 138.0, 0.2757095694541931, 0.0]]"
65,"[[0.0, 79.0, 60.0, 180.0, 0.7943516969680786, 0.0], [204.0, 116.0, 252.0, 164.0, 0.6735190749168396, 0.0], [159.0, 116.0, 199.0, 152.0, 0.5385604500770569, 0.0], [280.0, 106.0, 313.0, 140.0, 0.30666860938072205, 0.0], [43.0, 100.0, 78.0, 138.0, 0.25060370564460754, 0.0]]"
66,"[[203.0, 116.0, 252.0, 165.0, 0.6869114637374878, 0.0], [0.0, 106.0, 57.0, 180.0, 0.674606442451477, 0.0], [158.0, 116.0, 199.0, 152.0, 0.5442682504653931, 0.0], [43.0, 100.0, 79.0, 140.0, 0.339779257774353, 0.0], [279.0, 106.0, 313.0, 140.0, 0.32516828179359436, 0.0]]"
67,"[[203.0, 116.0, 252.0, 165.0, 0.6899510025978088, 0.0], [0.0, 107.0, 54.0, 179.0, 0.6571232080459595, 0.0], [158.0, 116.0, 199.0, 152.0, 0.5557154417037964, 0.0], [43.0, 100.0, 78.0, 139.0, 0.34172043204307556, 0.0], [279.0, 106.0, 313.0, 140.0, 0.33895811438560486, 0.0]]"
68,"[[203.0, 117.0, 252.0, 165.0, 0.7001544237136841, 0.0], [0.0, 104.0, 50.0, 179.0, 0.6301820278167725, 0.0], [159.0, 116.0, 199.0, 152.0, 0.5651904344558716, 0.0], [42.0, 100.0, 79.0, 144.0, 0.49450191855430603, 0.0], [279.0, 106.0, 313.0, 140.0, 0.34102505445480347, 0.0]]"
69,"[[203.0, 116.0, 252.0, 165.0, 0.6998974680900574, 0.0], [159.0, 116.0, 199.0, 152.0, 0.560850203037262, 0.0], [0.0, 105.0, 45.0, 179.0, 0.5516344308853149, 0.0], [42.0, 100.0, 79.0, 144.0, 0.43452557921409607, 0.0], [279.0, 106.0, 313.0, 140.0, 0.34548819065093994, 0.0]]"
70,"[[203.0, 116.0, 252.0, 165.0, 0.7039265036582947, 0.0], [158.0, 116.0, 199.0, 152.0, 0.5660033822059631, 0.0], [0.0, 105.0, 44.0, 179.0, 0.5402675271034241, 0.0], [42.0, 100.0, 79.0, 144.0, 0.45315301418304443, 0.0], [278.0, 106.0, 313.0, 140.0, 0.34951984882354736, 0.0]]"
