frame,number of people
71,"[[202.0, 116.0, 252.0, 165.0, 0.677396297454834, 0.0], [158.0, 116.0, 199.0, 152.0, 0.5626336336135864, 0.0], [0.0, 106.0, 39.0, 179.0, 0.527833878993988, 0.0], [42.0, 100.0, 79.0, 140.0, 0.4008866846561432, 0.0], [278.0, 106.0, 312.0, 140.0, 0.3308041989803314, 0.0]]"
72,"[[202.0, 116.0, 252.0, 165.0, 0.6724374294281006, 0.0], [158.0, 116.0, 199.0, 153.0, 0.5696226954460144, 0.0], [0.0, 114.0, 38.0, 179.0, 0.404426246881485, 0.0], [42.0, 100.0, 78.0, 140.0, 0.37591344118118286, 0.0], [278.0, 107.0, 312.0, 140.0, 0.3353808522224426, 0.0]]"
73,"[[202.0, 116.0, 252.0, 165.0, 0.6864560842514038, 0.0], [158.0, 116.0, 198.0, 152.0, 0.5550076961517334, 0.0], [0.0, 115.0, 37.0, 179.0, 0.3919197618961334, 0.0], [42.0, 100.0, 79.0, 140.0, 0.38509830832481384, 0.0], [278.0, 107.0, 313.0, 140.0, 0.34905683994293213, 0.0]]"
74,"[[202.0, 116.0, 252.0, 165.0, 0.6830053329467773, 0.0], [158.0, 116.0, 198.0, 152.0, 0.5597000122070312, 0.0], [42.0, 100.0, 79.0, 140.0, 0.3813425600528717, 0.0], [0.0, 117.0, 36.0, 180.0, 0.3668891489505768, 0.0], [277.0, 107.0, 312.0, 140.0, 0.32775846123695374, 0.0]]"
75,"[[202.0, 116.0, 252.0, 165.0, 0.6653754711151123, 0.0], [158.0, 115.0, 199.0, 152.0, 0.5424228310585022, 0.0], [0.0, 112.0, 33.0, 179.0, 0.383732408285141, 0.0], [42.0, 100.0, 78.0, 140.0, 0.37011656165122986, 0.0], [278.0, 107.0, 312.0, 140.0, 0.2800024151802063, 0.0]]"
76,"[[202.0, 116.0, 252.0, 165.0, 0.656196653842926, 0.0], [158.0, 116.0, 198.0, 152.0, 0.5542855262756348, 0.0], [0.0, 110.0, 32.0, 180.0, 0.42695873975753784, 0.0], [42.0, 101.0, 78.0, 144.0, 0.3472948968410492, 0.0], [277.0, 107.0, 311.0, 140.0, 0.2848671078681946, 0.0]]"
77,"[[202.0, 115.0, 252.0, 165.0, 0.6462829113006592, 0.0], [158.0, 116.0, 198.0, 152.0, 0.5248204469680786, 0.0], [0.0, 109.0, 30.0, 180.0, 0.49820175766944885, 0.0], [42.0, 101.0, 78.0, 144.0, 0.3446155786514282, 0.0], [277.0, 108.0, 311.0, 140.0, 0.2944154441356659, 0.0]]"
78,"[[203.0, 116.0, 252.0, 164.0, 0.645887553691864, 0.0], [0.0, 110.0, 29.0, 180.0, 0.5347095727920532, 0.0], [158.0, 117.0, 200.0, 157.0, 0.5276772379875183, 0.0], [42.0, 101.0, 78.0, 144.0, 0.3637174665927887, 0.0], [277.0, 107.0, 311.0, 140.0, 0.2819347381591797, 0.0]]"
79,"[[203.0, 116.0, 252.0, 164.0, 0.6493186354637146, 0.0], [157.0, 117.0, 200.0, 158.0, 0.5354384779930115, 0.0], [0.0, 110.0, 29.0, 180.0, 0.5334368348121643, 0.0], [42.0, 101.0, 78.0, 144.0, 0.352468341588974, 0.0], [277.0, 107.0, 311.0, 140.0, 0.29737579822540283, 0.0]]"
80,"[[203.0, 116.0, 252.0, 164.0, 0.6361572742462158, 0.0], [157.0, 117.0, 200.0, 158.0, 0.5508416295051575, 0.0], [0.0, 110.0, 28.0, 180.0, 0.511732280254364, 0.0], [42.0, 101.0, 78.0, 144.0, 0.32384204864501953, 0.0], [276.0, 107.0, 311.0, 140.0, 0.2771008610725403, 0.0]]"
81,"[[203.0, 116.0, 252.0, 164.0, 0.638627827167511, 0.0], [158.0, 116.0, 198.0, 152.0, 0.5266447067260742, 0.0], [0.0, 113.0, 27.0, 179.0, 0.4766900837421417, 0.0], [42.0, 101.0, 78.0, 144.0, 0.3222714364528656, 0.0], [277.0, 107.0, 311.0, 140.0, 0.264431357383728, 0.0]]"
82,"[[203.0, 116.0, 252.0, 164.0, 0.6346510648727417, 0.0], [158.0, 116.0, 198.0, 152.0, 0.5314481854438782, 0.0], [0.0, 112.0, 27.0, 179.0, 0.4915781617164612, 0.0], [43.0, 100.0, 78.0, 140.0, 0.31158891320228577, 0.0]]"
83,"[[203.0, 116.0, 252.0, 164.0, 0.6502938866615295, 0.0], [158.0, 116.0, 198.0, 153.0, 0.5338789224624634, 0.0], [0.0, 110.0, 26.0, 179.0, 0.48320454359054565, 0.0], [43.0, 100.0, 78.0, 140.0, 0.3188597559928894, 0.0], [277.0, 107.0, 311.0, 140.0, 0.2732852101325989, 0.0]]"
84,"[[203.0, 116.0, 252.0, 164.0, 0.6522042155265808, 0.0], [158.0, 116.0, 199.0, 154.0, 0.5293107032775879, 0.0], [0.0, 107.0, 27.0, 180.0, 0.5091525912284851, 0.0], [42.0, 100.0, 78.0, 140.0, 0.3302246034145355, 0.0], [277.0, 107.0, 311.0, 140.0, 0.2772485911846161, 0.0]]"
85,"[[203.0, 116.0, 252.0, 164.0, 0.6466302275657654, 0.0], [0.0, 105.0, 27.0, 180.0, 0.5471019744873047, 0.0], [158.0, 116.0, 199.0, 154.0, 0.5385235548019409, 0.0], [42.0, 100.0, 78.0, 144.0, 0.3924613893032074, 0.0], [277.0, 107.0, 311.0, 140.0, 0.2748067080974579, 0.0]]"
86,"[[203.0, 117.0, 252.0, 164.0, 0.6338011026382446, 0.0], [158.0, 116.0, 199.0, 154.0, 0.5402712225914001, 0.0], [0.0, 107.0, 26.0, 179.0, 0.5102545022964478, 0.0], [41.0, 100.0, 79.0, 144.0, 0.4045533537864685, 0.0]]"
87,"[[203.0, 117.0, 252.0, 164.0, 0.645006537437439, 0.0], [158.0, 116.0, 199.0, 154.0, 0.5475301742553711, 0.0], [0.0, 105.0, 26.0, 179.0, 0.529731035232544, 0.0], [42.0, 100.0, 79.0, 144.0, 0.40026891231536865, 0.0], [277.0, 107.0, 311.0, 140.0, 0.2591385543346405, 0.0]]"
88,"[[203.0, 117.0, 252.0, 164.0, 0.640583336353302, 0.0], [158.0, 115.0, 199.0, 154.0, 0.5424929857254028, 0.0], [0.0, 107.0, 25.0, 179.0, 0.4921657145023346, 0.0], [42.0, 100.0, 79.0, 144.0, 0.39666515588760376, 0.0], [277.0, 107.0, 310.0, 140.0, 0.2593148946762085, 0.0]]"
89,"[[203.0, 116.0, 252.0, 164.0, 0.6377776861190796, 0.0], [158.0, 115.0, 199.0, 154.0, 0.5446319580078125, 0.0], [0.0, 109.0, 25.0, 179.0, 0.47025057673454285, 0.0], [42.0, 100.0, 79.0, 144.0, 0.39838486909866333, 0.0], [277.0, 107.0, 311.0, 140.0, 0.2633199989795685, 0.0]]"
90,"[[203.0, 117.0, 252.0, 164.0, 0.6354320049285889, 0.0], [158.0, 115.0, 199.0, 154.0, 0.54716557264328, 0.0], [0.0, 107.0, 24.0, 179.0, 0.47926732897758484, 0.0], [42.0, 100.0, 79.0, 144.0, 0.39710983633995056, 0.0], [277.0, 107.0, 311.0, 140.0, 0.27064186334609985, 0.0]]"
91,"[[202.0, 116.0, 252.0, 164.0, 0.6338678002357483, 0.0], [158.0, 115.0, 199.0, 154.0, 0.5516856908798218, 0.0], [0.0, 107.0, 25.0, 179.0, 0.4893495440483093, 0.0], [42.0, 100.0, 79.0, 144.0, 0.38369572162628174, 0.0], [276.0, 107.0, 311.0, 140.0, 0.29871997237205505, 0.0]]"
92,"[[202.0, 116.0, 252.0, 164.0, 0.6301462054252625, 0.0], [158.0, 115.0, 199.0, 154.0, 0.5514189004898071, 0.0], [0.0, 109.0, 25.0, 179.0, 0.48472675681114197, 0.0], [42.0, 101.0, 79.0, 145.0, 0.3661283552646637, 0.0], [276.0, 107.0, 311.0, 140.0, 0.3169628381729126, 0.0]]"
93,"[[202.0, 117.0, 252.0, 164.0, 0.6252396106719971, 0.0], [158.0, 115.0, 199.0, 154.0, 0.5444420576095581, 0.0], [0.0, 109.0, 24.0, 179.0, 0.4534497559070587, 0.0], [42.0, 100.0, 79.0, 145.0, 0.3539623022079468, 0.0], [277.0, 107.0, 311.0, 140.0, 0.291221559047699, 0.0]]"
94,"[[202.0, 116.0, 252.0, 164.0, 0.6184059381484985, 0.0], [158.0, 115.0, 199.0, 154.0, 0.5414378643035889, 0.0], [0.0, 109.0, 23.0, 179.0, 0.44238513708114624, 0.0], [42.0, 100.0, 78.0, 144.0, 0.3546721637248993, 0.0], [277.0, 107.0, 310.0, 140.0, 0.2959872782230377, 0.0]]"
95,"[[202.0, 116.0, 252.0, 164.0, 0.6265044212341309, 0.0], [158.0, 115.0, 199.0, 154.0, 0.5473709106445312, 0.0], [0.0, 112.0, 22.0, 179.0, 0.40651658177375793, 0.0], [41.0, 100.0, 78.0, 144.0, 0.3334585428237915, 0.0], [276.0, 107.0, 310.0, 140.0, 0.28470468521118164, 0.0]]"
96,"[[202.0, 116.0, 252.0, 164.0, 0.6229143142700195, 0.0], [158.0, 115.0, 198.0, 154.0, 0.5422009825706482, 0.0], [0.0, 115.0, 22.0, 179.0, 0.43522921204566956, 0.0], [41.0, 100.0, 78.0, 144.0, 0.3409017324447632, 0.0], [276.0, 107.0, 310.0, 140.0, 0.2884667217731476, 0.0]]"
97,"[[202.0, 116.0, 252.0, 164.0, 0.6122594475746155, 0.0], [158.0, 115.0, 200.0, 160.0, 0.5450056195259094, 0.0], [0.0, 113.0, 22.0, 179.0, 0.44787269830703735, 0.0], [41.0, 100.0, 78.0, 144.0, 0.34502455592155457, 0.0], [276.0, 107.0, 310.0, 139.0, 0.2760356366634369, 0.0]]"
98,"[[202.0, 116.0, 252.0, 165.0, 0.6206417083740234, 0.0], [158.0, 114.0, 198.0, 154.0, 0.5434853434562683, 0.0], [0.0, 109.0, 23.0, 178.0, 0.4298625886440277, 0.0], [42.0, 100.0, 78.0, 145.0, 0.3608494699001312, 0.0], [277.0, 106.0, 310.0, 139.0, 0.26725536584854126, 0.0]]"
99,"[[202.0, 116.0, 252.0, 164.0, 0.6006478667259216, 0.0], [158.0, 115.0, 198.0, 154.0, 0.5284472703933716, 0.0], [0.0, 110.0, 24.0, 179.0, 0.4098495841026306, 0.0], [41.0, 100.0, 78.0, 145.0, 0.3218713104724884, 0.0], [275.0, 107.0, 307.0, 140.0, 0.2744620144367218, 0.0]]"
100,"[[201.0, 116.0, 252.0, 164.0, 0.5980278849601746, 0.0], [158.0, 115.0, 198.0, 154.0, 0.5222715139389038, 0.0], [0.0, 111.0, 25.0, 176.0, 0.34405776858329773, 0.0], [41.0, 100.0, 78.0, 145.0, 0.31821680068969727, 0.0], [275.0, 107.0, 307.0, 140.0, 0.27408379316329956, 0.0]]"
101,"[[202.0, 115.0, 252.0, 164.0, 0.6121324300765991, 0.0], [158.0, 115.0, 198.0, 154.0, 0.551652729511261, 0.0], [41.0, 101.0, 77.0, 144.0, 0.3738439381122589, 0.0], [0.0, 106.0, 26.0, 160.0, 0.37272486090660095, 0.0], [275.0, 107.0, 307.0, 140.0, 0.2591814398765564, 0.0]]"
102,"[[202.0, 116.0, 252.0, 164.0, 0.6200483441352844, 0.0], [158.0, 115.0, 198.0, 154.0, 0.5455969572067261, 0.0], [0.0, 106.0, 25.0, 158.0, 0.4230678677558899, 0.0], [41.0, 101.0, 77.0, 144.0, 0.37762752175331116, 0.0], [275.0, 107.0, 307.0, 141.0, 0.2682427167892456, 0.0]]"
103,"[[202.0, 116.0, 252.0, 164.0, 0.6159237027168274, 0.0], [158.0, 115.0, 198.0, 154.0, 0.5412524938583374, 0.0], [0.0, 105.0, 26.0, 158.0, 0.4503796696662903, 0.0], [41.0, 101.0, 76.0, 144.0, 0.37660032510757446, 0.0], [275.0, 107.0, 308.0, 141.0, 0.2787960171699524, 0.0]]"
104,"[[202.0, 116.0, 251.0, 164.0, 0.6208496689796448, 0.0], [158.0, 115.0, 198.0, 154.0, 0.539574921131134, 0.0], [0.0, 105.0, 26.0, 158.0, 0.45161136984825134, 0.0], [41.0, 100.0, 76.0, 144.0, 0.3703782558441162, 0.0], [276.0, 107.0, 311.0, 140.0, 0.26932281255722046, 0.0]]"
105,"[[202.0, 116.0, 251.0, 164.0, 0.6224876046180725, 0.0], [158.0, 114.0, 198.0, 154.0, 0.5307119488716125, 0.0], [0.0, 105.0, 25.0, 158.0, 0.43674468994140625, 0.0], [41.0, 100.0, 76.0, 144.0, 0.35754063725471497, 0.0], [275.0, 107.0, 308.0, 140.0, 0.27673614025115967, 0.0]]"
106,"[[202.0, 116.0, 251.0, 164.0, 0.6133679151535034, 0.0], [158.0, 114.0, 198.0, 154.0, 0.5307207107543945, 0.0], [0.0, 106.0, 26.0, 158.0, 0.4199037253856659, 0.0], [41.0, 100.0, 76.0, 144.0, 0.3550824522972107, 0.0], [277.0, 107.0, 311.0, 140.0, 0.2756543755531311, 0.0]]"
107,"[[203.0, 116.0, 251.0, 164.0, 0.6236481666564941, 0.0], [158.0, 114.0, 198.0, 154.0, 0.5232177972793579, 0.0], [0.0, 108.0, 27.0, 157.0, 0.39765071868896484, 0.0], [41.0, 100.0, 76.0, 144.0, 0.35627850890159607, 0.0], [277.0, 107.0, 311.0, 140.0, 0.28979921340942383, 0.0]]"
108,"[[202.0, 116.0, 251.0, 164.0, 0.6482089757919312, 0.0], [158.0, 114.0, 198.0, 154.0, 0.5416260361671448, 0.0], [0.0, 108.0, 26.0, 158.0, 0.40125155448913574, 0.0], [41.0, 101.0, 76.0, 144.0, 0.35514095425605774, 0.0], [277.0, 107.0, 311.0, 140.0, 0.2861618995666504, 0.0]]"
109,"[[203.0, 116.0, 252.0, 164.0, 0.6765592098236084, 0.0], [158.0, 114.0, 198.0, 154.0, 0.5413104295730591, 0.0], [0.0, 108.0, 26.0, 158.0, 0.40292271971702576, 0.0], [41.0, 101.0, 76.0, 144.0, 0.3547990918159485, 0.0], [277.0, 106.0, 312.0, 140.0, 0.2897942066192627, 0.0]]"
110,"[[203.0, 116.0, 252.0, 164.0, 0.6813329458236694, 0.0], [158.0, 114.0, 199.0, 154.0, 0.5482305288314819, 0.0], [0.0, 108.0, 27.0, 157.0, 0.4053768217563629, 0.0], [41.0, 101.0, 76.0, 144.0, 0.3740324079990387, 0.0], [277.0, 106.0, 313.0, 140.0, 0.30677688121795654, 0.0]]"
111,"[[203.0, 116.0, 251.0, 164.0, 0.6788535714149475, 0.0], [158.0, 114.0, 199.0, 154.0, 0.5563948750495911, 0.0], [0.0, 108.0, 27.0, 157.0, 0.42113763093948364, 0.0], [42.0, 101.0, 77.0, 143.0, 0.3711662292480469, 0.0], [278.0, 106.0, 313.0, 140.0, 0.3041641116142273, 0.0]]"
112,"[[203.0, 117.0, 251.0, 164.0, 0.6946304440498352, 0.0], [158.0, 114.0, 199.0, 154.0, 0.5498272776603699, 0.0], [0.0, 108.0, 26.0, 158.0, 0.4380218982696533, 0.0], [42.0, 101.0, 77.0, 143.0, 0.3967660069465637, 0.0], [277.0, 106.0, 313.0, 140.0, 0.31803688406944275, 0.0]]"
113,"[[203.0, 117.0, 252.0, 165.0, 0.6835258603096008, 0.0], [158.0, 114.0, 199.0, 154.0, 0.5656917095184326, 0.0], [0.0, 108.0, 27.0, 157.0, 0.45575594902038574, 0.0], [41.0, 101.0, 77.0, 143.0, 0.38087955117225647, 0.0], [278.0, 106.0, 313.0, 140.0, 0.3195512294769287, 0.0]]"
114,"[[203.0, 116.0, 252.0, 164.0, 0.6461405158042908, 0.0], [158.0, 114.0, 198.0, 154.0, 0.5647389888763428, 0.0], [0.0, 109.0, 27.0, 157.0, 0.45849934220314026, 0.0], [42.0, 101.0, 77.0, 144.0, 0.3608306646347046, 0.0], [277.0, 106.0, 313.0, 140.0, 0.3126092553138733, 0.0]]"
115,"[[203.0, 116.0, 252.0, 164.0, 0.6252872347831726, 0.0], [158.0, 114.0, 199.0, 154.0, 0.555257260799408, 0.0], [0.0, 108.0, 27.0, 157.0, 0.4643135666847229, 0.0], [42.0, 101.0, 77.0, 144.0, 0.34986764192581177, 0.0], [277.0, 106.0, 313.0, 140.0, 0.30518969893455505, 0.0]]"
116,"[[203.0, 115.0, 252.0, 164.0, 0.6117104887962341, 0.0], [158.0, 114.0, 199.0, 154.0, 0.5583950281143188, 0.0], [0.0, 109.0, 27.0, 157.0, 0.4605559706687927, 0.0], [42.0, 101.0, 77.0, 144.0, 0.3443625569343567, 0.0], [278.0, 106.0, 313.0, 140.0, 0.29373493790626526, 0.0]]"
117,"[[203.0, 116.0, 252.0, 164.0, 0.6194552779197693, 0.0], [158.0, 114.0, 198.0, 154.0, 0.5603317022323608, 0.0], [0.0, 109.0, 27.0, 157.0, 0.4689612090587616, 0.0], [42.0, 101.0, 77.0, 144.0, 0.3563738763332367, 0.0], [278.0, 106.0, 313.0, 140.0, 0.2990543842315674, 0.0]]"
118,"[[203.0, 116.0, 252.0, 164.0, 0.6115970015525818, 0.0], [158.0, 114.0, 199.0, 154.0, 0.5613916516304016, 0.0], [0.0, 110.0, 27.0, 157.0, 0.46467867493629456, 0.0], [42.0, 101.0, 77.0, 144.0, 0.3648184835910797, 0.0], [278.0, 106.0, 313.0, 140.0, 0.29307517409324646, 0.0]]"
119,"[[203.0, 115.0, 252.0, 164.0, 0.6362608671188354, 0.0], [158.0, 115.0, 199.0, 154.0, 0.5745652318000793, 0.0], [0.0, 110.0, 27.0, 157.0, 0.4601987898349762, 0.0], [41.0, 101.0, 78.0, 144.0, 0.34728485345840454, 0.0], [278.0, 106.0, 313.0, 140.0, 0.2914467453956604, 0.0]]"
120,"[[204.0, 115.0, 251.0, 164.0, 0.630772054195404, 0.0], [157.0, 115.0, 199.0, 159.0, 0.5869564414024353, 0.0], [0.0, 110.0, 27.0, 157.0, 0.4558856189250946, 0.0], [42.0, 101.0, 77.0, 144.0, 0.3503873646259308, 0.0], [278.0, 106.0, 313.0, 140.0, 0.289227694272995, 0.0]]"
121,"[[204.0, 115.0, 252.0, 164.0, 0.6331373453140259, 0.0], [158.0, 115.0, 198.0, 153.0, 0.5883782505989075, 0.0], [0.0, 110.0, 27.0, 157.0, 0.4672372341156006, 0.0], [42.0, 101.0, 77.0, 144.0, 0.37462273240089417, 0.0], [278.0, 106.0, 313.0, 140.0, 0.300595223903656, 0.0]]"
122,"[[204.0, 115.0, 251.0, 164.0, 0.6479551792144775, 0.0], [158.0, 115.0, 200.0, 159.0, 0.6059187650680542, 0.0], [0.0, 110.0, 27.0, 157.0, 0.4768173396587372, 0.0], [42.0, 101.0, 77.0, 144.0, 0.3505411148071289, 0.0], [278.0, 106.0, 313.0, 140.0, 0.2967197299003601, 0.0]]"
123,"[[203.0, 116.0, 251.0, 164.0, 0.6802372336387634, 0.0], [158.0, 115.0, 200.0, 159.0, 0.6048617362976074, 0.0], [0.0, 110.0, 26.0, 157.0, 0.4777401387691498, 0.0], [42.0, 101.0, 77.0, 144.0, 0.34688371419906616, 0.0], [277.0, 106.0, 313.0, 140.0, 0.2918839454650879, 0.0]]"
124,"[[203.0, 116.0, 251.0, 164.0, 0.6977819204330444, 0.0], [158.0, 115.0, 200.0, 160.0, 0.603968620300293, 0.0], [0.0, 109.0, 26.0, 157.0, 0.47873610258102417, 0.0], [42.0, 101.0, 76.0, 144.0, 0.3783412575721741, 0.0], [277.0, 106.0, 313.0, 140.0, 0.28142502903938293, 0.0]]"
125,"[[203.0, 115.0, 249.0, 164.0, 0.6419156193733215, 0.0], [158.0, 115.0, 198.0, 153.0, 0.6036295294761658, 0.0], [0.0, 109.0, 26.0, 157.0, 0.4823215901851654, 0.0], [42.0, 101.0, 77.0, 144.0, 0.38842666149139404, 0.0], [277.0, 106.0, 313.0, 140.0, 0.28633153438568115, 0.0]]"
126,"[[203.0, 115.0, 249.0, 164.0, 0.6416013240814209, 0.0], [159.0, 115.0, 198.0, 153.0, 0.5984950661659241, 0.0], [0.0, 109.0, 27.0, 157.0, 0.4676560163497925, 0.0], [42.0, 101.0, 77.0, 144.0, 0.3911372423171997, 0.0], [277.0, 106.0, 313.0, 140.0, 0.27771294116973877, 0.0]]"
127,"[[202.0, 116.0, 250.0, 164.0, 0.6291356682777405, 0.0], [159.0, 115.0, 198.0, 153.0, 0.5959215760231018, 0.0], [0.0, 109.0, 27.0, 157.0, 0.4699057638645172, 0.0], [42.0, 101.0, 77.0, 144.0, 0.390733927488327, 0.0], [277.0, 106.0, 313.0, 140.0, 0.2831795811653137, 0.0]]"
128,"[[203.0, 115.0, 250.0, 163.0, 0.6251336932182312, 0.0], [159.0, 115.0, 198.0, 153.0, 0.5988859534263611, 0.0], [0.0, 108.0, 27.0, 157.0, 0.4624921679496765, 0.0], [42.0, 101.0, 77.0, 144.0, 0.3853759765625, 0.0], [277.0, 106.0, 313.0, 140.0, 0.2768838107585907, 0.0]]"
129,"[[203.0, 114.0, 250.0, 163.0, 0.6090036034584045, 0.0], [158.0, 115.0, 199.0, 159.0, 0.5930687785148621, 0.0], [0.0, 107.0, 26.0, 158.0, 0.48812946677207947, 0.0], [42.0, 101.0, 77.0, 144.0, 0.3875046968460083, 0.0]]"
130,"[[203.0, 114.0, 251.0, 164.0, 0.6306441426277161, 0.0], [159.0, 115.0, 198.0, 153.0, 0.5929768085479736, 0.0], [0.0, 107.0, 26.0, 158.0, 0.48511913418769836, 0.0], [42.0, 101.0, 77.0, 144.0, 0.391427606344223, 0.0]]"
131,"[[203.0, 114.0, 251.0, 164.0, 0.6507648825645447, 0.0], [158.0, 115.0, 199.0, 160.0, 0.6075276136398315, 0.0], [0.0, 107.0, 26.0, 158.0, 0.49605894088745117, 0.0], [42.0, 101.0, 77.0, 144.0, 0.3955557346343994, 0.0], [278.0, 106.0, 313.0, 140.0, 0.25236308574676514, 0.0]]"
132,"[[203.0, 114.0, 252.0, 165.0, 0.6754664778709412, 0.0], [158.0, 115.0, 199.0, 161.0, 0.6225144267082214, 0.0], [0.0, 105.0, 26.0, 158.0, 0.5261141657829285, 0.0], [42.0, 101.0, 77.0, 144.0, 0.3921699821949005, 0.0], [277.0, 106.0, 313.0, 140.0, 0.2912145256996155, 0.0]]"
133,"[[203.0, 114.0, 252.0, 165.0, 0.6840998530387878, 0.0], [158.0, 115.0, 199.0, 161.0, 0.637843906879425, 0.0], [0.0, 107.0, 26.0, 158.0, 0.506425678730011, 0.0], [42.0, 101.0, 77.0, 144.0, 0.39144301414489746, 0.0], [277.0, 106.0, 313.0, 140.0, 0.29994305968284607, 0.0]]"
134,"[[203.0, 114.0, 252.0, 165.0, 0.702011227607727, 0.0], [158.0, 115.0, 199.0, 161.0, 0.633892297744751, 0.0], [0.0, 106.0, 26.0, 158.0, 0.5266157388687134, 0.0], [42.0, 101.0, 77.0, 144.0, 0.3612424433231354, 0.0], [277.0, 106.0, 313.0, 140.0, 0.309538334608078, 0.0]]"
135,"[[203.0, 114.0, 251.0, 165.0, 0.7040726542472839, 0.0], [158.0, 115.0, 200.0, 161.0, 0.6352431774139404, 0.0], [0.0, 105.0, 26.0, 158.0, 0.5303709506988525, 0.0], [42.0, 101.0, 77.0, 144.0, 0.3843570351600647, 0.0], [277.0, 106.0, 313.0, 140.0, 0.295956552028656, 0.0]]"
136,"[[203.0, 114.0, 251.0, 165.0, 0.7038015127182007, 0.0], [158.0, 114.0, 200.0, 161.0, 0.6373910307884216, 0.0], [0.0, 105.0, 26.0, 158.0, 0.5326288342475891, 0.0], [42.0, 101.0, 76.0, 144.0, 0.3431534171104431, 0.0], [277.0, 106.0, 313.0, 140.0, 0.30503717064857483, 0.0]]"
137,"[[203.0, 114.0, 251.0, 165.0, 0.7003464102745056, 0.0], [158.0, 114.0, 200.0, 161.0, 0.6078077554702759, 0.0], [0.0, 107.0, 26.0, 158.0, 0.5114446878433228, 0.0], [41.0, 101.0, 77.0, 144.0, 0.39925652742385864, 0.0], [277.0, 106.0, 313.0, 140.0, 0.285355806350708, 0.0]]"
138,"[[203.0, 114.0, 251.0, 165.0, 0.7002651691436768, 0.0], [158.0, 115.0, 198.0, 154.0, 0.5954323410987854, 0.0], [0.0, 107.0, 27.0, 158.0, 0.5155389308929443, 0.0], [41.0, 101.0, 77.0, 144.0, 0.39738306403160095, 0.0], [277.0, 106.0, 314.0, 140.0, 0.30114689469337463, 0.0]]"
139,"[[203.0, 114.0, 251.0, 166.0, 0.701504647731781, 0.0], [158.0, 115.0, 198.0, 154.0, 0.5958895087242126, 0.0], [0.0, 107.0, 27.0, 158.0, 0.5091383457183838, 0.0], [41.0, 101.0, 77.0, 144.0, 0.3769226372241974, 0.0], [277.0, 106.0, 314.0, 140.0, 0.2944418489933014, 0.0]]"
140,"[[203.0, 115.0, 251.0, 165.0, 0.6912168264389038, 0.0], [158.0, 115.0, 200.0, 160.0, 0.5918982028961182, 0.0], [0.0, 106.0, 26.0, 158.0, 0.5236452221870422, 0.0], [41.0, 101.0, 77.0, 144.0, 0.4147524833679199, 0.0], [277.0, 106.0, 313.0, 140.0, 0.29818716645240784, 0.0]]"
141,"[[203.0, 115.0, 251.0, 165.0, 0.684241771697998, 0.0], [158.0, 115.0, 198.0, 154.0, 0.5775883793830872, 0.0], [0.0, 105.0, 26.0, 158.0, 0.5409007668495178, 0.0], [41.0, 101.0, 77.0, 144.0, 0.38358137011528015, 0.0], [277.0, 106.0, 314.0, 140.0, 0.3003964126110077, 0.0]]"
142,"[[203.0, 115.0, 249.0, 164.0, 0.652239203453064, 0.0], [158.0, 115.0, 198.0, 153.0, 0.5780993103981018, 0.0], [0.0, 107.0, 27.0, 157.0, 0.5186774730682373, 0.0], [41.0, 101.0, 78.0, 144.0, 0.35750338435173035, 0.0], [277.0, 106.0, 314.0, 140.0, 0.2948981821537018, 0.0]]"
143,"[[203.0, 115.0, 250.0, 165.0, 0.6773595213890076, 0.0], [158.0, 115.0, 198.0, 153.0, 0.5688080191612244, 0.0], [0.0, 107.0, 27.0, 157.0, 0.521493136882782, 0.0], [41.0, 101.0, 78.0, 144.0, 0.4192679226398468, 0.0], [277.0, 106.0, 314.0, 140.0, 0.29003262519836426, 0.0]]"
144,"[[203.0, 116.0, 249.0, 164.0, 0.6490265130996704, 0.0], [158.0, 115.0, 198.0, 153.0, 0.574330747127533, 0.0], [0.0, 107.0, 27.0, 157.0, 0.5194919109344482, 0.0], [41.0, 101.0, 77.0, 144.0, 0.40930604934692383, 0.0], [277.0, 106.0, 314.0, 140.0, 0.28892141580581665, 0.0]]"
145,"[[202.0, 118.0, 252.0, 165.0, 0.6617226004600525, 0.0], [158.0, 115.0, 198.0, 153.0, 0.5778156518936157, 0.0], [0.0, 107.0, 27.0, 157.0, 0.5164333581924438, 0.0], [41.0, 101.0, 78.0, 144.0, 0.4490426480770111, 0.0], [277.0, 106.0, 313.0, 140.0, 0.31859877705574036, 0.0]]"
146,"[[202.0, 118.0, 252.0, 165.0, 0.6678587198257446, 0.0], [158.0, 115.0, 198.0, 153.0, 0.5747413039207458, 0.0], [0.0, 107.0, 27.0, 157.0, 0.5150610208511353, 0.0], [41.0, 101.0, 78.0, 144.0, 0.41726958751678467, 0.0], [277.0, 106.0, 313.0, 140.0, 0.30867570638656616, 0.0]]"
147,"[[201.0, 118.0, 252.0, 164.0, 0.6225020885467529, 0.0], [158.0, 115.0, 198.0, 153.0, 0.5586470365524292, 0.0], [0.0, 108.0, 27.0, 157.0, 0.49226877093315125, 0.0], [41.0, 101.0, 78.0, 144.0, 0.3671780228614807, 0.0], [277.0, 106.0, 313.0, 140.0, 0.29887527227401733, 0.0]]"
