frame,number of objects
100,"[[1221.0, 254.0, 1439.0, 394.0, 0.8888816237449646, 2.0], [1181.0, 250.0, 1270.0, 330.0, 0.8414615988731384, 2.0], [1383.0, 237.0, 1440.0, 319.0, 0.6384456753730774, 2.0], [1209.0, 230.0, 1282.0, 256.0, 0.5150232315063477, 2.0], [1175.0, 235.0, 1211.0, 273.0, 0.4255891740322113, 2.0], [1316.0, 216.0, 1440.0, 257.0, 0.32438501715660095, 2.0]]"
200,"[[1314.0, 317.0, 1439.0, 479.0, 0.9018027782440186, 2.0], [1212.0, 256.0, 1418.0, 394.0, 0.8783082962036133, 2.0], [1170.0, 251.0, 1259.0, 319.0, 0.8003730773925781, 2.0], [1370.0, 235.0, 1440.0, 319.0, 0.7715330123901367, 2.0], [1304.0, 217.0, 1432.0, 259.0, 0.4380103051662445, 2.0], [1172.0, 229.0, 1243.0, 257.0, 0.3629973232746124, 2.0]]"
300,"[[1158.0, 292.0, 1440.0, 443.0, 0.9289804697036743, 2.0], [1163.0, 242.0, 1248.0, 321.0, 0.8007563352584839, 2.0], [1363.0, 225.0, 1440.0, 314.0, 0.7953101992607117, 2.0], [1258.0, 209.0, 1405.0, 254.0, 0.6203150749206543, 2.0], [1200.0, 249.0, 1415.0, 319.0, 0.5747409462928772, 2.0], [1162.0, 222.0, 1240.0, 250.0, 0.3159811794757843, 2.0]]"
400,"[[1.0, 267.0, 373.0, 453.0, 0.8726423978805542, 2.0], [693.0, 246.0, 869.0, 322.0, 0.8652322888374329, 2.0], [775.0, 254.0, 1036.0, 375.0, 0.8476993441581726, 2.0], [900.0, 215.0, 1078.0, 283.0, 0.7309016585350037, 2.0], [924.0, 269.0, 1199.0, 391.0, 0.7242618799209595, 2.0], [1098.0, 235.0, 1259.0, 283.0, 0.713528037071228, 2.0], [214.0, 232.0, 494.0, 307.0, 0.6948541402816772, 2.0], [614.0, 224.0, 797.0, 288.0, 0.6575706601142883, 2.0], [1284.0, 208.0, 1359.0, 242.0, 0.5816874504089355, 2.0], [1195.0, 230.0, 1440.0, 434.0, 0.5760288238525391, 2.0], [261.0, 287.0, 618.0, 472.0, 0.5448233485221863, 2.0], [415.0, 196.0, 472.0, 226.0, 0.531619131565094, 2.0], [464.0, 201.0, 528.0, 233.0, 0.5164695382118225, 2.0], [440.0, 232.0, 638.0, 317.0, 0.47330716252326965, 2.0], [1182.0, 251.0, 1320.0, 316.0, 0.4595898389816284, 2.0], [872.0, 222.0, 929.0, 252.0, 0.43273672461509705, 2.0], [228.0, 272.0, 876.0, 663.0, 0.4317997694015503, 2.0], [971.0, 273.0, 1410.0, 686.0, 0.4313504695892334, 2.0], [1355.0, 214.0, 1439.0, 246.0, 0.39449164271354675, 2.0], [362.0, 274.0, 768.0, 416.0, 0.35544636845588684, 2.0], [907.0, 201.0, 1012.0, 230.0, 0.3386109173297882, 2.0], [322.0, 202.0, 399.0, 233.0, 0.3220048248767853, 2.0], [711.0, 225.0, 803.0, 276.0, 0.3193499743938446, 2.0]]"
500,"[[775.0, 291.0, 1155.0, 478.0, 0.9017232656478882, 2.0], [1209.0, 236.0, 1440.0, 460.0, 0.9002151489257812, 2.0], [724.0, 261.0, 891.0, 355.0, 0.8393845558166504, 2.0], [1096.0, 255.0, 1285.0, 392.0, 0.8173739314079285, 2.0], [438.0, 279.0, 824.0, 419.0, 0.7811228632926941, 2.0], [456.0, 218.0, 521.0, 265.0, 0.7798977494239807, 2.0], [261.0, 221.0, 325.0, 257.0, 0.757855236530304, 2.0], [2.0, 226.0, 194.0, 345.0, 0.7474504113197327, 2.0], [1086.0, 242.0, 1253.0, 303.0, 0.747031569480896, 2.0], [869.0, 229.0, 1063.0, 324.0, 0.723140299320221, 2.0], [388.0, 222.0, 479.0, 269.0, 0.6797018647193909, 2.0], [308.0, 220.0, 383.0, 258.0, 0.6273586750030518, 2.0], [1062.0, 231.0, 1168.0, 287.0, 0.5978895425796509, 2.0], [897.0, 213.0, 1001.0, 248.0, 0.5780789852142334, 2.0], [1333.0, 221.0, 1439.0, 246.0, 0.5534285306930542, 2.0], [133.0, 260.0, 419.0, 430.0, 0.5424991250038147, 2.0], [701.0, 241.0, 760.0, 271.0, 0.4965225160121918, 2.0], [525.0, 237.0, 725.0, 293.0, 0.48462653160095215, 2.0], [1228.0, 221.0, 1320.0, 266.0, 0.4198896884918213, 2.0], [843.0, 238.0, 914.0, 284.0, 0.36418434977531433, 2.0], [1092.0, 229.0, 1165.0, 247.0, 0.2779739201068878, 2.0]]"
600,"[[969.0, 251.0, 1421.0, 585.0, 0.8301529288291931, 2.0], [783.0, 238.0, 1004.0, 358.0, 0.8287292718887329, 2.0], [843.0, 293.0, 1095.0, 456.0, 0.8195813298225403, 2.0], [326.0, 226.0, 385.0, 269.0, 0.7607769966125488, 2.0], [1400.0, 282.0, 1440.0, 408.0, 0.7455099821090698, 2.0], [448.0, 279.0, 723.0, 379.0, 0.7053462266921997, 2.0], [1300.0, 235.0, 1436.0, 289.0, 0.7038408517837524, 2.0], [257.0, 226.0, 332.0, 280.0, 0.6731357574462891, 2.0], [414.0, 224.0, 537.0, 310.0, 0.607083261013031, 2.0], [775.0, 248.0, 840.0, 299.0, 0.5817986130714417, 2.0], [1041.0, 236.0, 1171.0, 287.0, 0.5049101710319519, 2.0], [904.0, 223.0, 1016.0, 278.0, 0.5000454187393188, 2.0], [561.0, 258.0, 648.0, 285.0, 0.33551275730133057, 2.0], [73.0, 314.0, 711.0, 639.0, 0.324497789144516, 2.0], [1055.0, 223.0, 1165.0, 263.0, 0.30051201581954956, 2.0], [344.0, 227.0, 427.0, 271.0, 0.2683005630970001, 2.0]]"
700,"[[1045.0, 319.0, 1411.0, 537.0, 0.9281244874000549, 2.0], [870.0, 300.0, 1158.0, 453.0, 0.9004430174827576, 2.0], [1339.0, 290.0, 1440.0, 402.0, 0.8462708592414856, 2.0], [585.0, 249.0, 822.0, 387.0, 0.810493528842926, 2.0], [365.0, 239.0, 463.0, 286.0, 0.7429145574569702, 2.0], [1122.0, 248.0, 1287.0, 336.0, 0.7355425953865051, 2.0], [886.0, 237.0, 992.0, 292.0, 0.7251623272895813, 2.0], [1335.0, 257.0, 1440.0, 318.0, 0.6812090277671814, 2.0], [868.0, 274.0, 981.0, 351.0, 0.6634936332702637, 2.0], [899.0, 272.0, 1117.0, 352.0, 0.6525784134864807, 2.0], [1368.0, 238.0, 1440.0, 259.0, 0.5836786031723022, 2.0], [451.0, 234.0, 506.0, 282.0, 0.5260284543037415, 2.0], [1083.0, 257.0, 1146.0, 300.0, 0.4320198893547058, 2.0], [1322.0, 259.0, 1359.0, 292.0, 0.29369744658470154, 2.0], [419.0, 232.0, 451.0, 258.0, 0.2903510332107544, 2.0], [246.0, 236.0, 309.0, 291.0, 0.2664600610733032, 2.0]]"
800,"[[1087.0, 286.0, 1377.0, 460.0, 0.940505862236023, 2.0], [1244.0, 233.0, 1387.0, 326.0, 0.8468994498252869, 2.0], [1385.0, 256.0, 1440.0, 381.0, 0.7590054273605347, 2.0], [865.0, 219.0, 977.0, 282.0, 0.6967782378196716, 2.0], [1193.0, 239.0, 1274.0, 274.0, 0.6573116779327393, 2.0], [1104.0, 262.0, 1179.0, 307.0, 0.580874502658844, 2.0], [304.0, 290.0, 897.0, 485.0, 0.5531668663024902, 2.0], [683.0, 262.0, 874.0, 338.0, 0.5284675359725952, 2.0], [866.0, 230.0, 1134.0, 403.0, 0.40530043840408325, 2.0], [1252.0, 226.0, 1309.0, 245.0, 0.38762471079826355, 2.0], [1353.0, 221.0, 1428.0, 260.0, 0.3269328474998474, 2.0], [106.0, 236.0, 582.0, 427.0, 0.31136128306388855, 2.0], [286.0, 219.0, 338.0, 245.0, 0.2805458903312683, 2.0], [1049.0, 218.0, 1119.0, 251.0, 0.2783121168613434, 2.0], [1418.0, 225.0, 1440.0, 255.0, 0.2778838574886322, 2.0], [121.0, 442.0, 777.0, 810.0, 0.2562713921070099, 2.0]]"
900,"[[1386.0, 266.0, 1439.0, 340.0, 0.9301761388778687, 2.0], [1210.0, 266.0, 1394.0, 454.0, 0.8264902234077454, 2.0], [1113.0, 242.0, 1307.0, 359.0, 0.7969807386398315, 2.0], [210.0, 231.0, 280.0, 288.0, 0.7909285426139832, 2.0], [336.0, 235.0, 438.0, 281.0, 0.7584484815597534, 2.0], [0.0, 264.0, 115.0, 477.0, 0.7278730869293213, 2.0], [1330.0, 223.0, 1402.0, 263.0, 0.7249996662139893, 2.0], [625.0, 299.0, 1184.0, 644.0, 0.7088615894317627, 2.0], [870.0, 277.0, 1051.0, 331.0, 0.6941952109336853, 2.0], [856.0, 225.0, 964.0, 281.0, 0.6941602826118469, 2.0], [1032.0, 228.0, 1108.0, 273.0, 0.6552994847297668, 2.0], [1114.0, 232.0, 1171.0, 280.0, 0.64992356300354, 2.0], [1396.0, 232.0, 1439.0, 276.0, 0.47906363010406494, 2.0], [283.0, 233.0, 322.0, 277.0, 0.455855131149292, 2.0], [413.0, 229.0, 474.0, 258.0, 0.4085520803928375, 2.0], [275.0, 345.0, 401.0, 460.0, 0.3408239781856537, 2.0], [1248.0, 237.0, 1307.0, 278.0, 0.3014843463897705, 2.0], [376.0, 226.0, 423.0, 254.0, 0.2862703800201416, 2.0], [1169.0, 229.0, 1207.0, 252.0, 0.2511230409145355, 2.0]]"
1000,"[[1.0, 332.0, 234.0, 549.0, 0.9269965887069702, 2.0], [1237.0, 304.0, 1426.0, 429.0, 0.8894897699356079, 2.0], [1186.0, 288.0, 1281.0, 344.0, 0.8460302352905273, 2.0], [406.0, 251.0, 469.0, 297.0, 0.8323063254356384, 2.0], [106.0, 308.0, 468.0, 454.0, 0.8024480938911438, 2.0], [313.0, 337.0, 797.0, 562.0, 0.7874764204025269, 2.0], [331.0, 251.0, 429.0, 301.0, 0.765482485294342, 2.0], [208.0, 252.0, 272.0, 308.0, 0.7460729479789734, 2.0], [1365.0, 275.0, 1440.0, 316.0, 0.7310521602630615, 2.0], [1405.0, 303.0, 1440.0, 370.0, 0.7245118618011475, 2.0], [985.0, 263.0, 1194.0, 407.0, 0.6625547409057617, 2.0], [913.0, 251.0, 973.0, 304.0, 0.581268846988678, 2.0], [1333.0, 252.0, 1400.0, 297.0, 0.5357951521873474, 2.0], [272.0, 254.0, 316.0, 292.0, 0.5119525790214539, 2.0], [1012.0, 245.0, 1084.0, 275.0, 0.4718944728374481, 2.0], [2.0, 284.0, 104.0, 336.0, 0.4167807996273041, 2.0], [1.0, 285.0, 76.0, 316.0, 0.4111383259296417, 2.0], [1319.0, 246.0, 1367.0, 288.0, 0.3890612721443176, 2.0], [1221.0, 256.0, 1268.0, 288.0, 0.3768928647041321, 2.0], [912.0, 261.0, 950.0, 312.0, 0.27488973736763, 2.0]]"
