frame,number of objects
1100,"[[580.0, 235.0, 799.0, 449.0, 0.9276488423347473, 2.0], [318.0, 207.0, 578.0, 349.0, 0.9140914678573608, 2.0], [1.0, 222.0, 123.0, 388.0, 0.8990808129310608, 2.0], [188.0, 206.0, 392.0, 314.0, 0.8955495953559875, 2.0], [117.0, 169.0, 181.0, 215.0, 0.7147746086120605, 2.0], [669.0, 172.0, 746.0, 230.0, 0.6729012131690979, 2.0], [167.0, 180.0, 286.0, 284.0, 0.6516290307044983, 2.0], [472.0, 170.0, 641.0, 239.0, 0.6242966055870056, 2.0], [605.0, 163.0, 665.0, 218.0, 0.6105292439460754, 2.0], [465.0, 164.0, 485.0, 184.0, 0.5289459228515625, 2.0], [657.0, 170.0, 686.0, 205.0, 0.5259677171707153, 2.0], [738.0, 169.0, 794.0, 208.0, 0.4863370358943939, 2.0], [462.0, 182.0, 508.0, 210.0, 0.45221880078315735, 2.0], [231.0, 159.0, 309.0, 205.0, 0.3739390969276428, 2.0]]"
1200,"[[307.0, 190.0, 430.0, 265.0, 0.9102917313575745, 2.0], [675.0, 182.0, 774.0, 253.0, 0.902226984500885, 2.0], [2.0, 324.0, 204.0, 447.0, 0.8966968655586243, 2.0], [582.0, 193.0, 648.0, 276.0, 0.8715939521789551, 2.0], [352.0, 179.0, 597.0, 328.0, 0.8546602129936218, 2.0], [172.0, 173.0, 265.0, 218.0, 0.8276492953300476, 2.0], [640.0, 177.0, 690.0, 219.0, 0.7027439475059509, 2.0], [750.0, 177.0, 799.0, 217.0, 0.6297596096992493, 2.0], [559.0, 169.0, 627.0, 198.0, 0.5893348455429077, 2.0], [699.0, 172.0, 731.0, 185.0, 0.5165614485740662, 2.0], [285.0, 164.0, 354.0, 207.0, 0.43387722969055176, 2.0], [465.0, 166.0, 483.0, 179.0, 0.3045520782470703, 2.0], [763.0, 177.0, 800.0, 257.0, 0.2690349221229553, 2.0]]"
1300,"[[577.0, 183.0, 721.0, 280.0, 0.9229415655136108, 2.0], [319.0, 206.0, 531.0, 345.0, 0.9185569882392883, 2.0], [542.0, 177.0, 601.0, 232.0, 0.7536913156509399, 2.0], [764.0, 178.0, 797.0, 203.0, 0.7296718955039978, 2.0], [5.0, 185.0, 333.0, 448.0, 0.70550137758255, 2.0], [301.0, 169.0, 494.0, 252.0, 0.6952710151672363, 2.0], [703.0, 181.0, 755.0, 220.0, 0.5418658256530762, 2.0], [693.0, 171.0, 721.0, 189.0, 0.5307168960571289, 2.0], [164.0, 166.0, 240.0, 185.0, 0.4773860573768616, 2.0], [284.0, 158.0, 356.0, 204.0, 0.3787331283092499, 2.0], [660.0, 180.0, 695.0, 190.0, 0.37710171937942505, 2.0], [10.0, 169.0, 257.0, 218.0, 0.2967708110809326, 2.0], [790.0, 175.0, 800.0, 203.0, 0.27430084347724915, 2.0], [608.0, 170.0, 631.0, 183.0, 0.26737070083618164, 2.0], [353.0, 163.0, 388.0, 182.0, 0.26404869556427, 2.0]]"
1400,"[[348.0, 194.0, 593.0, 360.0, 0.9248349666595459, 2.0], [2.0, 275.0, 219.0, 445.0, 0.9229675531387329, 2.0], [2.0, 164.0, 293.0, 303.0, 0.9191430807113647, 2.0], [631.0, 183.0, 705.0, 231.0, 0.8959232568740845, 2.0], [546.0, 186.0, 623.0, 252.0, 0.8854838609695435, 2.0], [311.0, 173.0, 393.0, 216.0, 0.8065506219863892, 2.0], [0.0, 196.0, 80.0, 258.0, 0.789016604423523, 2.0], [708.0, 177.0, 749.0, 213.0, 0.7087886929512024, 2.0], [380.0, 173.0, 459.0, 221.0, 0.6685951948165894, 2.0], [491.0, 183.0, 542.0, 202.0, 0.5334299206733704, 2.0], [266.0, 154.0, 339.0, 201.0, 0.48017624020576477, 2.0], [699.0, 184.0, 717.0, 207.0, 0.46102601289749146, 2.0], [615.0, 182.0, 655.0, 212.0, 0.42503616213798523, 2.0], [593.0, 168.0, 617.0, 186.0, 0.3647432029247284, 2.0], [787.0, 160.0, 800.0, 186.0, 0.33338555693626404, 2.0], [607.0, 181.0, 634.0, 226.0, 0.32776913046836853, 2.0], [401.0, 183.0, 537.0, 220.0, 0.318225622177124, 2.0], [348.0, 162.0, 368.0, 173.0, 0.2547290027141571, 2.0]]"
1500,"[[446.0, 173.0, 577.0, 280.0, 0.901438295841217, 2.0], [580.0, 163.0, 672.0, 219.0, 0.8981761932373047, 2.0], [6.0, 168.0, 350.0, 354.0, 0.8812289834022522, 2.0], [3.0, 253.0, 203.0, 446.0, 0.7937924265861511, 2.0], [655.0, 155.0, 701.0, 204.0, 0.7267253994941711, 2.0], [697.0, 159.0, 721.0, 189.0, 0.6632277965545654, 2.0], [145.0, 138.0, 250.0, 169.0, 0.6510323882102966, 2.0], [451.0, 161.0, 549.0, 212.0, 0.6464928388595581, 2.0], [491.0, 146.0, 520.0, 164.0, 0.425829142332077, 2.0], [776.0, 138.0, 800.0, 159.0, 0.4090286195278168, 2.0], [772.0, 160.0, 800.0, 182.0, 0.37962427735328674, 2.0], [266.0, 132.0, 347.0, 177.0, 0.31992796063423157, 2.0]]"
1600,"[[480.0, 166.0, 602.0, 244.0, 0.9278669357299805, 2.0], [148.0, 137.0, 240.0, 183.0, 0.717149019241333, 2.0], [605.0, 154.0, 668.0, 223.0, 0.6566898226737976, 2.0], [263.0, 132.0, 342.0, 177.0, 0.632066547870636, 2.0], [742.0, 164.0, 795.0, 197.0, 0.6229233741760254, 2.0], [19.0, 218.0, 382.0, 449.0, 0.5972844362258911, 2.0], [723.0, 158.0, 755.0, 184.0, 0.4833366274833679, 2.0], [549.0, 144.0, 574.0, 162.0, 0.4395904541015625, 2.0], [8.0, 173.0, 383.0, 294.0, 0.3830985128879547, 2.0], [559.0, 161.0, 605.0, 199.0, 0.3617035746574402, 2.0], [157.0, 178.0, 373.0, 260.0, 0.3033911883831024, 2.0], [699.0, 149.0, 728.0, 175.0, 0.28453418612480164, 2.0], [751.0, 134.0, 800.0, 182.0, 0.26957443356513977, 2.0]]"
1700,"[[258.0, 210.0, 470.0, 347.0, 0.9072645902633667, 2.0], [478.0, 187.0, 560.0, 239.0, 0.8967791795730591, 2.0], [126.0, 173.0, 253.0, 223.0, 0.8953615427017212, 2.0], [246.0, 187.0, 408.0, 263.0, 0.8403334617614746, 2.0], [739.0, 188.0, 800.0, 227.0, 0.7835643291473389, 2.0], [662.0, 190.0, 750.0, 242.0, 0.7215207815170288, 2.0], [552.0, 172.0, 577.0, 192.0, 0.6668221950531006, 2.0], [560.0, 187.0, 642.0, 291.0, 0.6035162210464478, 2.0], [253.0, 158.0, 322.0, 204.0, 0.5420691967010498, 2.0], [619.0, 175.0, 656.0, 197.0, 0.41419216990470886, 2.0], [638.0, 187.0, 677.0, 207.0, 0.409814715385437, 2.0]]"
1800,"[[179.0, 201.0, 357.0, 282.0, 0.9297252893447876, 2.0], [0.0, 386.0, 67.0, 448.0, 0.7514507174491882, 2.0], [590.0, 201.0, 675.0, 262.0, 0.7450152635574341, 2.0], [415.0, 198.0, 490.0, 255.0, 0.7224332094192505, 2.0], [751.0, 196.0, 800.0, 227.0, 0.6616194844245911, 2.0], [404.0, 185.0, 462.0, 218.0, 0.5902127027511597, 2.0], [139.0, 176.0, 228.0, 219.0, 0.5215273499488831, 2.0], [521.0, 185.0, 583.0, 207.0, 0.4867136478424072, 2.0], [616.0, 180.0, 648.0, 201.0, 0.44256386160850525, 2.0], [629.0, 214.0, 797.0, 388.0, 0.3972303569316864, 2.0], [252.0, 168.0, 335.0, 202.0, 0.3840140700340271, 2.0], [665.0, 183.0, 693.0, 200.0, 0.3495483100414276, 2.0], [774.0, 191.0, 800.0, 204.0, 0.29996415972709656, 2.0], [528.0, 193.0, 587.0, 233.0, 0.28215670585632324, 2.0]]"
1900,"[[753.0, 239.0, 800.0, 293.0, 0.8412945866584778, 2.0], [4.0, 137.0, 284.0, 330.0, 0.779821515083313, 2.0], [742.0, 234.0, 781.0, 274.0, 0.26888105273246765, 2.0]]"
2000,"[[657.0, 243.0, 793.0, 323.0, 0.929643452167511, 2.0], [606.0, 235.0, 679.0, 270.0, 0.6929928660392761, 2.0], [784.0, 257.0, 800.0, 303.0, 0.6551075577735901, 2.0]]"
2100,"[[582.0, 230.0, 676.0, 286.0, 0.9086676239967346, 2.0], [143.0, 180.0, 593.0, 384.0, 0.8780120611190796, 2.0], [683.0, 236.0, 731.0, 293.0, 0.46022829413414, 2.0]]"
2200,"[[731.0, 237.0, 800.0, 289.0, 0.9114408493041992, 2.0], [194.0, 202.0, 252.0, 237.0, 0.7663454413414001, 2.0], [152.0, 175.0, 694.0, 441.0, 0.7205820679664612, 2.0], [687.0, 229.0, 727.0, 293.0, 0.5282679200172424, 2.0], [721.0, 239.0, 745.0, 269.0, 0.43279320001602173, 2.0], [244.0, 204.0, 300.0, 232.0, 0.41956672072410583, 2.0], [286.0, 205.0, 335.0, 228.0, 0.27638301253318787, 2.0]]"
2300,"[[552.0, 212.0, 676.0, 299.0, 0.8042380809783936, 2.0], [197.0, 192.0, 422.0, 314.0, 0.7991197109222412, 2.0], [674.0, 229.0, 780.0, 293.0, 0.7978214025497437, 2.0], [204.0, 200.0, 285.0, 235.0, 0.7953202128410339, 2.0], [749.0, 241.0, 800.0, 309.0, 0.4860738515853882, 2.0], [669.0, 228.0, 710.0, 247.0, 0.44597506523132324, 2.0]]"
2400,"[[676.0, 112.0, 800.0, 219.0, 0.9227021932601929, 2.0], [191.0, 135.0, 698.0, 449.0, 0.8658024072647095, 2.0], [188.0, 100.0, 320.0, 194.0, 0.7212926745414734, 2.0], [9.0, 85.0, 51.0, 118.0, 0.7033828496932983, 2.0], [320.0, 94.0, 389.0, 140.0, 0.7000933885574341, 2.0], [375.0, 86.0, 406.0, 107.0, 0.4034869968891144, 2.0], [424.0, 77.0, 452.0, 100.0, 0.3874010145664215, 2.0], [382.0, 87.0, 410.0, 134.0, 0.2711378335952759, 2.0], [308.0, 80.0, 376.0, 100.0, 0.26853689551353455, 2.0]]"
2500,"[[684.0, 110.0, 800.0, 218.0, 0.9230062961578369, 2.0], [280.0, 93.0, 367.0, 178.0, 0.8514376878738403, 2.0], [233.0, 77.0, 350.0, 132.0, 0.7552915811538696, 2.0], [1.0, 114.0, 186.0, 345.0, 0.7110911011695862, 2.0], [353.0, 83.0, 399.0, 121.0, 0.6801206469535828, 2.0], [427.0, 75.0, 455.0, 107.0, 0.37208569049835205, 2.0], [227.0, 85.0, 254.0, 103.0, 0.3366329073905945, 2.0], [227.0, 86.0, 258.0, 121.0, 0.2787098288536072, 2.0], [373.0, 87.0, 403.0, 129.0, 0.27782610058784485, 2.0], [382.0, 88.0, 412.0, 144.0, 0.2764436602592468, 2.0]]"
2600,"[[699.0, 116.0, 799.0, 223.0, 0.9064456820487976, 2.0], [276.0, 88.0, 340.0, 131.0, 0.8305169939994812, 2.0], [283.0, 117.0, 523.0, 274.0, 0.6672032475471497, 2.0], [367.0, 89.0, 408.0, 118.0, 0.6146862506866455, 2.0], [425.0, 79.0, 466.0, 107.0, 0.5173313617706299, 2.0], [292.0, 94.0, 392.0, 135.0, 0.5167911052703857, 2.0], [257.0, 82.0, 284.0, 103.0, 0.36852970719337463, 2.0]]"
2700,"[[694.0, 120.0, 799.0, 226.0, 0.9216238260269165, 2.0], [270.0, 119.0, 431.0, 259.0, 0.8947978615760803, 2.0], [169.0, 99.0, 297.0, 186.0, 0.8919908404350281, 2.0], [319.0, 98.0, 376.0, 118.0, 0.6624215245246887, 2.0], [0.0, 100.0, 78.0, 224.0, 0.49463793635368347, 2.0], [365.0, 84.0, 445.0, 143.0, 0.37377795577049255, 2.0], [437.0, 87.0, 466.0, 111.0, 0.3617401719093323, 2.0], [45.0, 92.0, 70.0, 125.0, 0.3217129707336426, 2.0], [238.0, 92.0, 296.0, 109.0, 0.2894299328327179, 2.0], [131.0, 86.0, 183.0, 115.0, 0.28863081336021423, 2.0]]"
2800,"[[639.0, 103.0, 702.0, 158.0, 0.8534652590751648, 2.0], [159.0, 90.0, 293.0, 143.0, 0.8431538939476013, 2.0], [289.0, 89.0, 334.0, 127.0, 0.8032159805297852, 2.0], [517.0, 120.0, 666.0, 222.0, 0.7609429359436035, 2.0], [465.0, 112.0, 542.0, 141.0, 0.6989137530326843, 2.0], [334.0, 120.0, 497.0, 156.0, 0.6160101890563965, 2.0], [776.0, 99.0, 800.0, 119.0, 0.4755760133266449, 2.0], [47.0, 129.0, 693.0, 444.0, 0.474871963262558, 2.0], [520.0, 124.0, 624.0, 158.0, 0.2632565200328827, 2.0]]"
2900,"[[541.0, 65.0, 659.0, 176.0, 0.831531822681427, 2.0], [248.0, 56.0, 369.0, 98.0, 0.7946004271507263, 2.0], [374.0, 49.0, 418.0, 91.0, 0.7817460298538208, 2.0], [669.0, 57.0, 786.0, 143.0, 0.7615758776664734, 2.0], [72.0, 57.0, 140.0, 116.0, 0.6101736426353455, 2.0], [27.0, 102.0, 320.0, 336.0, 0.5786055326461792, 2.0], [441.0, 50.0, 476.0, 88.0, 0.4776478707790375, 2.0], [20.0, 100.0, 275.0, 229.0, 0.4381669759750366, 2.0]]"
3000,"[[1.0, 73.0, 207.0, 334.0, 0.9252346158027649, 2.0], [121.0, 0.0, 194.0, 47.0, 0.8536285758018494, 2.0], [421.0, 0.0, 465.0, 27.0, 0.8201809525489807, 2.0], [626.0, 2.0, 800.0, 125.0, 0.7888410091400146, 2.0], [302.0, 0.0, 399.0, 42.0, 0.580784022808075, 2.0], [382.0, 3.0, 424.0, 41.0, 0.5493834614753723, 2.0], [493.0, 0.0, 524.0, 16.0, 0.3515852093696594, 2.0]]"
3100,"[[432.0, 23.0, 757.0, 229.0, 0.9349560141563416, 2.0], [301.0, 5.0, 432.0, 60.0, 0.7409703731536865, 2.0], [437.0, 4.0, 475.0, 48.0, 0.6355658173561096, 2.0], [493.0, 0.0, 537.0, 44.0, 0.4687785804271698, 2.0], [132.0, 2.0, 208.0, 64.0, 0.44170209765434265, 2.0], [422.0, 3.0, 445.0, 55.0, 0.32050007581710815, 2.0], [586.0, 10.0, 726.0, 37.0, 0.2884899377822876, 2.0], [294.0, 1.0, 318.0, 41.0, 0.2591107189655304, 2.0]]"
3200,"[[625.0, 0.0, 794.0, 91.0, 0.8310915231704712, 2.0], [54.0, 10.0, 415.0, 151.0, 0.7182624340057373, 2.0], [0.0, 7.0, 36.0, 51.0, 0.7095736861228943, 2.0], [155.0, 0.0, 224.0, 23.0, 0.6191385984420776, 2.0], [360.0, 0.0, 462.0, 24.0, 0.5427718162536621, 2.0], [197.0, 33.0, 659.0, 286.0, 0.27589699625968933, 2.0]]"
3300,"[[447.0, 11.0, 757.0, 172.0, 0.9223722219467163, 2.0], [0.0, 0.0, 109.0, 57.0, 0.898276150226593, 2.0], [397.0, 0.0, 528.0, 30.0, 0.6184840202331543, 2.0], [250.0, 0.0, 288.0, 30.0, 0.33952221274375916, 2.0], [522.0, 0.0, 569.0, 19.0, 0.3229454755783081, 2.0]]"
3400,"[[115.0, 151.0, 190.0, 206.0, 0.8878846764564514, 2.0], [88.0, 141.0, 119.0, 165.0, 0.759107768535614, 2.0], [682.0, 159.0, 800.0, 223.0, 0.61986243724823, 2.0], [235.0, 149.0, 253.0, 169.0, 0.5870835781097412, 2.0], [0.0, 151.0, 19.0, 186.0, 0.5104677081108093, 2.0], [41.0, 142.0, 59.0, 160.0, 0.393393874168396, 2.0], [779.0, 166.0, 800.0, 184.0, 0.3799865245819092, 2.0], [707.0, 147.0, 755.0, 165.0, 0.35682523250579834, 2.0], [12.0, 141.0, 45.0, 162.0, 0.3500731289386749, 2.0], [739.0, 147.0, 791.0, 170.0, 0.34587597846984863, 2.0], [67.0, 142.0, 87.0, 159.0, 0.3424578607082367, 2.0], [621.0, 149.0, 671.0, 186.0, 0.3409174382686615, 2.0], [683.0, 161.0, 750.0, 258.0, 0.3161875903606415, 2.0], [673.0, 148.0, 756.0, 181.0, 0.303058922290802, 2.0], [600.0, 137.0, 628.0, 147.0, 0.2744029760360718, 2.0], [226.0, 147.0, 239.0, 170.0, 0.2706887125968933, 2.0], [756.0, 148.0, 800.0, 184.0, 0.26539063453674316, 2.0]]"
3500,"[[0.0, 205.0, 36.0, 284.0, 0.8484333157539368, 2.0], [71.0, 156.0, 104.0, 179.0, 0.6706802248954773, 2.0], [13.0, 157.0, 57.0, 184.0, 0.5261474847793579, 2.0], [0.0, 157.0, 19.0, 190.0, 0.25033360719680786, 2.0]]"
3600,[]
3700,[]
3800,"[[28.0, 217.0, 303.0, 315.0, 0.6627689003944397, 2.0], [0.0, 293.0, 496.0, 447.0, 0.5051832795143127, 2.0], [1.0, 222.0, 105.0, 338.0, 0.2808529734611511, 2.0]]"
3900,"[[152.0, 209.0, 514.0, 375.0, 0.9446876049041748, 2.0], [417.0, 200.0, 692.0, 326.0, 0.8448237776756287, 2.0], [362.0, 171.0, 459.0, 212.0, 0.7465950846672058, 2.0], [449.0, 161.0, 733.0, 278.0, 0.432172030210495, 2.0]]"
4000,"[[0.0, 213.0, 309.0, 370.0, 0.9381070733070374, 2.0], [307.0, 201.0, 625.0, 327.0, 0.9297260046005249, 2.0], [531.0, 191.0, 737.0, 279.0, 0.6712133884429932, 2.0], [305.0, 190.0, 366.0, 252.0, 0.3722698986530304, 2.0], [717.0, 217.0, 786.0, 272.0, 0.324140340089798, 2.0]]"
4100,"[[494.0, 198.0, 777.0, 329.0, 0.9142720103263855, 2.0], [1.0, 224.0, 89.0, 347.0, 0.8946160078048706, 2.0], [384.0, 191.0, 538.0, 272.0, 0.7720797061920166, 2.0]]"
4200,"[[470.0, 164.0, 797.0, 305.0, 0.9098812937736511, 2.0], [251.0, 204.0, 347.0, 291.0, 0.4681142270565033, 2.0], [336.0, 173.0, 457.0, 328.0, 0.4159429371356964, 2.0], [254.0, 164.0, 295.0, 295.0, 0.3344310224056244, 2.0]]"
4300,"[[301.0, 189.0, 559.0, 320.0, 0.926947832107544, 2.0], [304.0, 172.0, 398.0, 197.0, 0.38989853858947754, 2.0], [298.0, 159.0, 323.0, 174.0, 0.3287685513496399, 2.0], [226.0, 147.0, 269.0, 190.0, 0.3182479441165924, 2.0], [180.0, 138.0, 233.0, 177.0, 0.25382089614868164, 2.0]]"
4400,"[[204.0, 236.0, 500.0, 397.0, 0.9298385977745056, 2.0], [435.0, 196.0, 751.0, 341.0, 0.8845623135566711, 2.0], [355.0, 199.0, 404.0, 232.0, 0.6470382213592529, 2.0], [308.0, 198.0, 342.0, 220.0, 0.4905814230442047, 2.0], [139.0, 186.0, 185.0, 305.0, 0.3962322473526001, 2.0], [0.0, 192.0, 24.0, 255.0, 0.3938143849372864, 2.0], [395.0, 220.0, 452.0, 242.0, 0.3512957692146301, 2.0], [304.0, 221.0, 385.0, 245.0, 0.25018417835235596, 2.0]]"
