frame,number of objects
100,"[[949.0, 199.0, 1118.0, 310.0, 0.8343396186828613, 2.0], [919.0, 195.0, 989.0, 256.0, 0.7871683835983276, 2.0], [1078.0, 182.0, 1120.0, 248.0, 0.5775882601737976, 2.0], [940.0, 179.0, 997.0, 200.0, 0.41045406460762024, 2.0], [1013.0, 168.0, 1118.0, 199.0, 0.3176776170730591, 2.0], [914.0, 183.0, 943.0, 213.0, 0.29128801822662354, 2.0]]"
200,"[[1021.0, 248.0, 1120.0, 371.0, 0.9124006628990173, 2.0], [943.0, 197.0, 1100.0, 311.0, 0.887499213218689, 2.0], [909.0, 194.0, 980.0, 246.0, 0.7088868021965027, 2.0], [1068.0, 186.0, 1120.0, 250.0, 0.6398582458496094, 2.0], [979.0, 170.0, 1117.0, 211.0, 0.34326910972595215, 2.0], [700.0, 229.0, 790.0, 295.0, 0.34114018082618713, 2.0], [908.0, 177.0, 968.0, 204.0, 0.31527867913246155, 2.0], [904.0, 160.0, 963.0, 199.0, 0.26027870178222656, 2.0]]"
300,"[[905.0, 226.0, 1120.0, 346.0, 0.9185280799865723, 2.0], [903.0, 187.0, 971.0, 247.0, 0.7353633046150208, 2.0], [1061.0, 175.0, 1120.0, 243.0, 0.7113999128341675, 2.0], [933.0, 193.0, 1099.0, 249.0, 0.6580126881599426, 2.0], [696.0, 220.0, 792.0, 294.0, 0.5067270398139954, 2.0], [985.0, 164.0, 1095.0, 199.0, 0.4021027386188507, 2.0], [900.0, 171.0, 962.0, 194.0, 0.31985729932785034, 2.0], [896.0, 151.0, 962.0, 184.0, 0.2751437723636627, 2.0]]"
400,"[[603.0, 197.0, 804.0, 290.0, 0.9014166593551636, 2.0], [2.0, 208.0, 284.0, 360.0, 0.8692713975906372, 2.0], [722.0, 208.0, 933.0, 303.0, 0.796393096446991, 2.0], [699.0, 166.0, 840.0, 220.0, 0.7749594449996948, 2.0], [978.0, 179.0, 1120.0, 336.0, 0.7605335116386414, 2.0], [536.0, 191.0, 676.0, 251.0, 0.7046986222267151, 2.0], [163.0, 179.0, 382.0, 239.0, 0.6820448637008667, 2.0], [470.0, 175.0, 624.0, 224.0, 0.6423264741897583, 2.0], [198.0, 208.0, 601.0, 366.0, 0.6027977466583252, 2.0], [853.0, 181.0, 976.0, 215.0, 0.5870739817619324, 2.0], [1051.0, 167.0, 1120.0, 188.0, 0.5669001936912537, 2.0], [919.0, 192.0, 1029.0, 244.0, 0.49831849336624146, 2.0], [170.0, 230.0, 764.0, 510.0, 0.49638867378234863, 2.0], [744.0, 227.0, 1093.0, 530.0, 0.4562031030654907, 2.0], [1003.0, 161.0, 1055.0, 189.0, 0.43661361932754517, 2.0], [341.0, 181.0, 523.0, 241.0, 0.4239916205406189, 2.0], [705.0, 156.0, 786.0, 176.0, 0.3922364413738251, 2.0], [678.0, 176.0, 720.0, 197.0, 0.3880256712436676, 2.0], [315.0, 155.0, 408.0, 191.0, 0.33011746406555176, 2.0], [312.0, 215.0, 567.0, 318.0, 0.25479400157928467, 2.0]]"
500,"[[606.0, 226.0, 894.0, 370.0, 0.9200909733772278, 2.0], [334.0, 217.0, 642.0, 325.0, 0.9159075617790222, 2.0], [939.0, 183.0, 1120.0, 355.0, 0.9142079949378967, 2.0], [562.0, 204.0, 694.0, 274.0, 0.8621858358383179, 2.0], [845.0, 197.0, 1000.0, 300.0, 0.8456494808197021, 2.0], [300.0, 172.0, 377.0, 209.0, 0.762721061706543, 2.0], [357.0, 170.0, 406.0, 206.0, 0.7571055889129639, 2.0], [677.0, 178.0, 826.0, 245.0, 0.7434118986129761, 2.0], [0.0, 176.0, 156.0, 268.0, 0.6905975341796875, 2.0], [204.0, 171.0, 251.0, 200.0, 0.6762323975563049, 2.0], [844.0, 188.0, 969.0, 232.0, 0.6203540563583374, 2.0], [246.0, 171.0, 299.0, 202.0, 0.6107366681098938, 2.0], [826.0, 181.0, 906.0, 225.0, 0.5333656668663025, 2.0], [700.0, 165.0, 779.0, 191.0, 0.5135733485221863, 2.0], [424.0, 185.0, 563.0, 221.0, 0.48301568627357483, 2.0], [547.0, 188.0, 592.0, 212.0, 0.46724599599838257, 2.0], [112.0, 311.0, 751.0, 617.0, 0.46528875827789307, 2.0], [107.0, 200.0, 321.0, 331.0, 0.45739778876304626, 2.0], [635.0, 183.0, 715.0, 219.0, 0.42635035514831543, 2.0], [1045.0, 171.0, 1120.0, 190.0, 0.34326881170272827, 2.0], [955.0, 172.0, 1028.0, 208.0, 0.28550881147384644, 2.0], [834.0, 176.0, 905.0, 198.0, 0.2712821066379547, 2.0]]"
600,"[[752.0, 209.0, 1105.0, 455.0, 0.9234285950660706, 2.0], [658.0, 227.0, 854.0, 351.0, 0.8624315857887268, 2.0], [609.0, 184.0, 780.0, 279.0, 0.7794811725616455, 2.0], [357.0, 215.0, 561.0, 298.0, 0.7499172687530518, 2.0], [1085.0, 215.0, 1120.0, 320.0, 0.6652659773826599, 2.0], [254.0, 176.0, 304.0, 209.0, 0.6603461503982544, 2.0], [319.0, 173.0, 427.0, 242.0, 0.6526158452033997, 2.0], [200.0, 174.0, 259.0, 217.0, 0.6121830344200134, 2.0], [1011.0, 182.0, 1115.0, 226.0, 0.6095936298370361, 2.0], [13.0, 243.0, 592.0, 509.0, 0.5604205131530762, 2.0], [702.0, 173.0, 792.0, 216.0, 0.49182310700416565, 2.0], [603.0, 192.0, 655.0, 234.0, 0.4831344187259674, 2.0], [810.0, 185.0, 913.0, 222.0, 0.43926888704299927, 2.0], [439.0, 200.0, 503.0, 221.0, 0.428683876991272, 2.0], [836.0, 173.0, 902.0, 194.0, 0.28459933400154114, 2.0]]"
700,"[[816.0, 246.0, 1094.0, 420.0, 0.9368909597396851, 2.0], [678.0, 233.0, 907.0, 352.0, 0.8924599885940552, 2.0], [1039.0, 227.0, 1119.0, 312.0, 0.827613890171051, 2.0], [458.0, 197.0, 640.0, 300.0, 0.7778325080871582, 2.0], [272.0, 187.0, 361.0, 224.0, 0.7696636319160461, 2.0], [1035.0, 201.0, 1120.0, 247.0, 0.7504586577415466, 2.0], [873.0, 193.0, 1007.0, 260.0, 0.6726309657096863, 2.0], [688.0, 185.0, 759.0, 227.0, 0.5902811288833618, 2.0], [674.0, 216.0, 766.0, 274.0, 0.5650355219841003, 2.0], [702.0, 212.0, 866.0, 271.0, 0.5541931390762329, 2.0], [1065.0, 186.0, 1120.0, 201.0, 0.5041942000389099, 2.0], [350.0, 183.0, 392.0, 219.0, 0.4889267385005951, 2.0], [844.0, 199.0, 889.0, 232.0, 0.4264969825744629, 2.0], [817.0, 184.0, 878.0, 209.0, 0.3503945767879486, 2.0], [736.0, 213.0, 866.0, 241.0, 0.3315136730670929, 2.0]]"
800,"[[846.0, 222.0, 1068.0, 359.0, 0.9252115488052368, 2.0], [1077.0, 201.0, 1120.0, 295.0, 0.7886669039726257, 2.0], [968.0, 179.0, 1082.0, 251.0, 0.7726401686668396, 2.0], [265.0, 233.0, 682.0, 382.0, 0.7176011204719543, 2.0], [671.0, 169.0, 756.0, 220.0, 0.6899555325508118, 2.0], [918.0, 186.0, 990.0, 214.0, 0.6793937087059021, 2.0], [4.0, 346.0, 610.0, 629.0, 0.5912227034568787, 2.0], [88.0, 184.0, 441.0, 335.0, 0.5684368014335632, 2.0], [532.0, 201.0, 679.0, 252.0, 0.5220043063163757, 2.0], [531.0, 203.0, 679.0, 312.0, 0.4246155023574829, 2.0], [677.0, 178.0, 904.0, 315.0, 0.39838868379592896, 2.0], [862.0, 204.0, 914.0, 236.0, 0.3594033122062683, 2.0], [1051.0, 171.0, 1110.0, 203.0, 0.3226393759250641, 2.0], [1075.0, 176.0, 1120.0, 218.0, 0.2938324511051178, 2.0], [859.0, 183.0, 881.0, 205.0, 0.27583959698677063, 2.0], [870.0, 177.0, 887.0, 205.0, 0.26396554708480835, 2.0]]"
900,"[[1078.0, 210.0, 1120.0, 266.0, 0.9150611162185669, 2.0], [495.0, 247.0, 906.0, 500.0, 0.8897468447685242, 2.0], [942.0, 208.0, 1086.0, 361.0, 0.8633129596710205, 2.0], [865.0, 184.0, 1018.0, 279.0, 0.8474496603012085, 2.0], [673.0, 216.0, 816.0, 257.0, 0.823766827583313, 2.0], [238.0, 183.0, 334.0, 219.0, 0.7416831254959106, 2.0], [164.0, 181.0, 216.0, 225.0, 0.741191565990448, 2.0], [0.0, 205.0, 91.0, 382.0, 0.7037356495857239, 2.0], [666.0, 176.0, 750.0, 219.0, 0.6857504844665527, 2.0], [867.0, 179.0, 914.0, 219.0, 0.6148315668106079, 2.0], [805.0, 174.0, 857.0, 212.0, 0.5894572138786316, 2.0], [319.0, 179.0, 372.0, 211.0, 0.5654883980751038, 2.0], [1035.0, 174.0, 1089.0, 204.0, 0.5428390502929688, 2.0], [212.0, 270.0, 311.0, 359.0, 0.49949410557746887, 2.0], [1094.0, 189.0, 1119.0, 212.0, 0.36000457406044006, 2.0], [282.0, 177.0, 331.0, 207.0, 0.3015560507774353, 2.0], [296.0, 175.0, 326.0, 195.0, 0.29037803411483765, 2.0], [217.0, 184.0, 244.0, 217.0, 0.2721393406391144, 2.0]]"
1000,"[[0.0, 261.0, 185.0, 427.0, 0.901082456111908, 2.0], [964.0, 239.0, 1112.0, 335.0, 0.8936092257499695, 2.0], [95.0, 244.0, 357.0, 351.0, 0.8672810792922974, 2.0], [236.0, 262.0, 615.0, 437.0, 0.8622374534606934, 2.0], [315.0, 196.0, 365.0, 232.0, 0.8284299373626709, 2.0], [922.0, 224.0, 997.0, 267.0, 0.8130728602409363, 2.0], [257.0, 197.0, 333.0, 235.0, 0.761487603187561, 2.0], [772.0, 208.0, 927.0, 315.0, 0.7280208468437195, 2.0], [1098.0, 241.0, 1120.0, 289.0, 0.6538666486740112, 2.0], [1039.0, 197.0, 1084.0, 231.0, 0.6090434193611145, 2.0], [1063.0, 215.0, 1120.0, 257.0, 0.5511520504951477, 2.0], [162.0, 196.0, 211.0, 239.0, 0.543289840221405, 2.0], [709.0, 196.0, 748.0, 237.0, 0.4942779839038849, 2.0], [609.0, 204.0, 676.0, 249.0, 0.31824326515197754, 2.0], [1024.0, 198.0, 1048.0, 222.0, 0.29292818903923035, 2.0], [773.0, 191.0, 843.0, 217.0, 0.28321272134780884, 2.0], [1.0, 218.0, 104.0, 275.0, 0.26553499698638916, 2.0], [213.0, 198.0, 243.0, 229.0, 0.2620675563812256, 2.0]]"
