frame,number of objects
11,"[[158.0, 130.0, 197.0, 157.0, 0.864262044429779, 2.0], [433.0, 134.0, 480.0, 165.0, 0.8383628726005554, 2.0], [383.0, 137.0, 437.0, 160.0, 0.820976734161377, 2.0], [351.0, 132.0, 397.0, 156.0, 0.6591546535491943, 2.0], [274.0, 131.0, 296.0, 145.0, 0.6075158715248108, 2.0], [306.0, 133.0, 328.0, 147.0, 0.5625359416007996, 2.0], [118.0, 132.0, 134.0, 141.0, 0.5471429228782654, 2.0], [63.0, 127.0, 103.0, 155.0, 0.4948907196521759, 2.0], [349.0, 140.0, 369.0, 155.0, 0.3728787899017334, 2.0], [100.0, 131.0, 114.0, 140.0, 0.33133891224861145, 2.0], [328.0, 139.0, 351.0, 153.0, 0.27023524045944214, 2.0]]"
12,"[[159.0, 131.0, 197.0, 157.0, 0.8549368977546692, 2.0], [433.0, 134.0, 480.0, 165.0, 0.8388655185699463, 2.0], [383.0, 137.0, 437.0, 160.0, 0.8204659223556519, 2.0], [351.0, 132.0, 397.0, 156.0, 0.6539281606674194, 2.0], [274.0, 131.0, 296.0, 145.0, 0.6082408428192139, 2.0], [305.0, 133.0, 328.0, 147.0, 0.5592608451843262, 2.0], [118.0, 132.0, 133.0, 141.0, 0.5044763088226318, 2.0], [62.0, 127.0, 103.0, 155.0, 0.4835990071296692, 2.0], [349.0, 140.0, 369.0, 155.0, 0.37335506081581116, 2.0], [100.0, 131.0, 114.0, 140.0, 0.3147084414958954, 2.0], [329.0, 139.0, 351.0, 153.0, 0.2615917921066284, 2.0]]"
13,"[[160.0, 131.0, 198.0, 157.0, 0.8612281680107117, 2.0], [433.0, 134.0, 480.0, 164.0, 0.8365257978439331, 2.0], [383.0, 137.0, 437.0, 159.0, 0.820170521736145, 2.0], [351.0, 132.0, 397.0, 156.0, 0.6517196297645569, 2.0], [274.0, 131.0, 296.0, 145.0, 0.6102713346481323, 2.0], [305.0, 133.0, 328.0, 147.0, 0.5578251481056213, 2.0], [119.0, 132.0, 133.0, 141.0, 0.5032672882080078, 2.0], [62.0, 127.0, 103.0, 155.0, 0.4937148094177246, 2.0], [349.0, 140.0, 369.0, 155.0, 0.3730352222919464, 2.0], [99.0, 131.0, 114.0, 140.0, 0.311419278383255, 2.0], [328.0, 139.0, 351.0, 153.0, 0.26978224515914917, 2.0]]"
14,"[[160.0, 131.0, 199.0, 157.0, 0.8460559844970703, 2.0], [433.0, 134.0, 480.0, 165.0, 0.8355790376663208, 2.0], [382.0, 137.0, 437.0, 160.0, 0.8186755180358887, 2.0], [351.0, 132.0, 397.0, 156.0, 0.6480189561843872, 2.0], [274.0, 131.0, 296.0, 145.0, 0.5965446829795837, 2.0], [305.0, 133.0, 328.0, 147.0, 0.5587395429611206, 2.0], [62.0, 127.0, 103.0, 156.0, 0.4866282045841217, 2.0], [118.0, 133.0, 133.0, 141.0, 0.4848785102367401, 2.0], [349.0, 140.0, 369.0, 154.0, 0.3769206702709198, 2.0], [100.0, 131.0, 114.0, 141.0, 0.3062628209590912, 2.0], [328.0, 139.0, 350.0, 153.0, 0.2800830900669098, 2.0], [114.0, 132.0, 126.0, 140.0, 0.2629939317703247, 2.0]]"
15,"[[161.0, 131.0, 202.0, 158.0, 0.8659929037094116, 2.0], [433.0, 134.0, 480.0, 164.0, 0.8340132832527161, 2.0], [382.0, 137.0, 437.0, 160.0, 0.8205404877662659, 2.0], [351.0, 132.0, 396.0, 156.0, 0.6481136679649353, 2.0], [274.0, 131.0, 296.0, 145.0, 0.5960813164710999, 2.0], [305.0, 133.0, 328.0, 147.0, 0.5592861771583557, 2.0], [117.0, 132.0, 133.0, 141.0, 0.4881460964679718, 2.0], [62.0, 127.0, 102.0, 156.0, 0.485650897026062, 2.0], [349.0, 140.0, 369.0, 154.0, 0.3811934292316437, 2.0], [100.0, 131.0, 114.0, 141.0, 0.31810247898101807, 2.0], [328.0, 139.0, 350.0, 153.0, 0.29508140683174133, 2.0], [114.0, 132.0, 126.0, 140.0, 0.27804550528526306, 2.0]]"
16,"[[162.0, 131.0, 203.0, 158.0, 0.8459512591362, 2.0], [433.0, 134.0, 480.0, 164.0, 0.8337433934211731, 2.0], [383.0, 137.0, 437.0, 160.0, 0.8206729292869568, 2.0], [351.0, 132.0, 397.0, 156.0, 0.6494308114051819, 2.0], [274.0, 131.0, 296.0, 145.0, 0.6053165197372437, 2.0], [305.0, 133.0, 328.0, 147.0, 0.5619897246360779, 2.0], [117.0, 132.0, 134.0, 141.0, 0.5260952711105347, 2.0], [62.0, 127.0, 103.0, 156.0, 0.4835818409919739, 2.0], [349.0, 140.0, 369.0, 154.0, 0.3843752145767212, 2.0], [100.0, 131.0, 114.0, 141.0, 0.36038661003112793, 2.0], [328.0, 139.0, 350.0, 153.0, 0.2959774136543274, 2.0], [114.0, 132.0, 126.0, 140.0, 0.25731465220451355, 2.0]]"
17,"[[162.0, 131.0, 203.0, 158.0, 0.8468323945999146, 2.0], [432.0, 134.0, 480.0, 164.0, 0.8329782485961914, 2.0], [382.0, 137.0, 437.0, 159.0, 0.8159649968147278, 2.0], [352.0, 132.0, 397.0, 156.0, 0.6472225785255432, 2.0], [274.0, 131.0, 297.0, 145.0, 0.6208633184432983, 2.0], [306.0, 133.0, 328.0, 148.0, 0.5606957674026489, 2.0], [117.0, 132.0, 134.0, 142.0, 0.5310194492340088, 2.0], [62.0, 127.0, 103.0, 156.0, 0.4856926202774048, 2.0], [100.0, 131.0, 114.0, 141.0, 0.4020863473415375, 2.0], [349.0, 140.0, 369.0, 154.0, 0.3898797035217285, 2.0], [328.0, 139.0, 351.0, 153.0, 0.2997974455356598, 2.0]]"
18,"[[163.0, 131.0, 206.0, 159.0, 0.8603758811950684, 2.0], [432.0, 134.0, 480.0, 164.0, 0.8321643471717834, 2.0], [382.0, 137.0, 437.0, 159.0, 0.816932737827301, 2.0], [351.0, 132.0, 397.0, 156.0, 0.6491844058036804, 2.0], [274.0, 131.0, 297.0, 145.0, 0.626691997051239, 2.0], [306.0, 133.0, 328.0, 147.0, 0.5598751306533813, 2.0], [117.0, 132.0, 134.0, 142.0, 0.5408556461334229, 2.0], [62.0, 127.0, 103.0, 156.0, 0.5016141533851624, 2.0], [349.0, 140.0, 369.0, 154.0, 0.3889963924884796, 2.0], [100.0, 131.0, 114.0, 141.0, 0.3815641403198242, 2.0], [365.0, 133.0, 418.0, 158.0, 0.32791808247566223, 2.0], [328.0, 139.0, 351.0, 153.0, 0.3006414473056793, 2.0]]"
19,"[[164.0, 131.0, 207.0, 159.0, 0.8623023629188538, 2.0], [432.0, 134.0, 480.0, 164.0, 0.83250892162323, 2.0], [382.0, 137.0, 436.0, 159.0, 0.8126341104507446, 2.0], [351.0, 132.0, 397.0, 156.0, 0.6486532092094421, 2.0], [274.0, 131.0, 297.0, 145.0, 0.6290700435638428, 2.0], [306.0, 133.0, 329.0, 148.0, 0.5657721757888794, 2.0], [117.0, 132.0, 135.0, 142.0, 0.5514997243881226, 2.0], [62.0, 127.0, 103.0, 156.0, 0.49709591269493103, 2.0], [349.0, 140.0, 369.0, 154.0, 0.3821905255317688, 2.0], [99.0, 130.0, 114.0, 141.0, 0.3487190008163452, 2.0], [329.0, 139.0, 351.0, 153.0, 0.27875247597694397, 2.0]]"
20,"[[164.0, 130.0, 208.0, 160.0, 0.8678872585296631, 2.0], [432.0, 134.0, 480.0, 164.0, 0.8308911323547363, 2.0], [383.0, 137.0, 436.0, 159.0, 0.8146096467971802, 2.0], [352.0, 132.0, 397.0, 156.0, 0.6495760083198547, 2.0], [274.0, 131.0, 297.0, 145.0, 0.6285097599029541, 2.0], [118.0, 132.0, 136.0, 141.0, 0.5687295794487, 2.0], [306.0, 133.0, 328.0, 148.0, 0.5657841563224792, 2.0], [62.0, 127.0, 103.0, 156.0, 0.5009618997573853, 2.0], [349.0, 140.0, 369.0, 154.0, 0.3931402564048767, 2.0], [100.0, 130.0, 114.0, 141.0, 0.3655872941017151, 2.0], [329.0, 139.0, 351.0, 153.0, 0.28430691361427307, 2.0]]"
21,"[[165.0, 130.0, 209.0, 160.0, 0.8686567544937134, 2.0], [432.0, 134.0, 480.0, 164.0, 0.830932080745697, 2.0], [383.0, 137.0, 436.0, 159.0, 0.8157448172569275, 2.0], [352.0, 132.0, 397.0, 156.0, 0.6520437598228455, 2.0], [274.0, 131.0, 297.0, 145.0, 0.6294628977775574, 2.0], [118.0, 132.0, 136.0, 141.0, 0.5665358304977417, 2.0], [306.0, 133.0, 328.0, 148.0, 0.5653939247131348, 2.0], [62.0, 127.0, 103.0, 156.0, 0.5064572095870972, 2.0], [349.0, 140.0, 369.0, 154.0, 0.39772865176200867, 2.0], [100.0, 130.0, 114.0, 141.0, 0.33140677213668823, 2.0], [329.0, 139.0, 351.0, 153.0, 0.28571540117263794, 2.0]]"
22,"[[166.0, 130.0, 209.0, 160.0, 0.8643162250518799, 2.0], [432.0, 135.0, 480.0, 164.0, 0.8305795192718506, 2.0], [383.0, 137.0, 436.0, 159.0, 0.8167699575424194, 2.0], [352.0, 132.0, 397.0, 156.0, 0.6529332399368286, 2.0], [274.0, 131.0, 297.0, 145.0, 0.6281253099441528, 2.0], [306.0, 133.0, 328.0, 148.0, 0.5640008449554443, 2.0], [118.0, 132.0, 136.0, 141.0, 0.5374616980552673, 2.0], [62.0, 127.0, 103.0, 156.0, 0.4960640072822571, 2.0], [349.0, 140.0, 369.0, 154.0, 0.39457616209983826, 2.0], [100.0, 130.0, 114.0, 141.0, 0.3147074580192566, 2.0], [329.0, 139.0, 351.0, 153.0, 0.28359296917915344, 2.0]]"
23,"[[167.0, 130.0, 210.0, 161.0, 0.8724652528762817, 2.0], [432.0, 134.0, 480.0, 164.0, 0.8330094814300537, 2.0], [383.0, 137.0, 436.0, 159.0, 0.8166947960853577, 2.0], [352.0, 132.0, 397.0, 156.0, 0.6573011875152588, 2.0], [274.0, 131.0, 297.0, 145.0, 0.6319853663444519, 2.0], [305.0, 133.0, 328.0, 148.0, 0.570631206035614, 2.0], [119.0, 132.0, 136.0, 141.0, 0.5080958008766174, 2.0], [62.0, 127.0, 103.0, 156.0, 0.490556001663208, 2.0], [349.0, 140.0, 369.0, 154.0, 0.39623019099235535, 2.0], [100.0, 130.0, 114.0, 141.0, 0.3001424968242645, 2.0], [329.0, 139.0, 351.0, 153.0, 0.28258952498435974, 2.0]]"
24,"[[168.0, 130.0, 212.0, 161.0, 0.8895937204360962, 2.0], [432.0, 134.0, 480.0, 164.0, 0.8301942944526672, 2.0], [383.0, 137.0, 436.0, 159.0, 0.816921055316925, 2.0], [352.0, 132.0, 397.0, 156.0, 0.6606695055961609, 2.0], [274.0, 131.0, 297.0, 145.0, 0.6378922462463379, 2.0], [305.0, 133.0, 328.0, 148.0, 0.5735877752304077, 2.0], [119.0, 132.0, 136.0, 141.0, 0.5391468405723572, 2.0], [62.0, 127.0, 103.0, 156.0, 0.4971980154514313, 2.0], [349.0, 140.0, 369.0, 154.0, 0.3971464931964874, 2.0], [100.0, 130.0, 114.0, 141.0, 0.30206090211868286, 2.0], [329.0, 139.0, 351.0, 153.0, 0.29193586111068726, 2.0]]"
25,"[[168.0, 130.0, 213.0, 161.0, 0.8880692720413208, 2.0], [432.0, 134.0, 480.0, 164.0, 0.8315855264663696, 2.0], [383.0, 137.0, 436.0, 159.0, 0.8172909617424011, 2.0], [352.0, 132.0, 397.0, 156.0, 0.6627871990203857, 2.0], [274.0, 131.0, 297.0, 145.0, 0.6435887813568115, 2.0], [305.0, 133.0, 328.0, 148.0, 0.5732452273368835, 2.0], [120.0, 132.0, 136.0, 142.0, 0.5449146032333374, 2.0], [62.0, 127.0, 103.0, 156.0, 0.49509042501449585, 2.0], [349.0, 140.0, 369.0, 154.0, 0.3986055254936218, 2.0], [100.0, 130.0, 113.0, 141.0, 0.2992730438709259, 2.0], [329.0, 139.0, 351.0, 153.0, 0.2874266803264618, 2.0]]"
26,"[[169.0, 130.0, 214.0, 161.0, 0.8933435082435608, 2.0], [432.0, 135.0, 480.0, 164.0, 0.8294054865837097, 2.0], [383.0, 137.0, 436.0, 159.0, 0.8216051459312439, 2.0], [352.0, 132.0, 397.0, 156.0, 0.6573864221572876, 2.0], [274.0, 131.0, 297.0, 145.0, 0.640064537525177, 2.0], [305.0, 133.0, 328.0, 148.0, 0.5722339749336243, 2.0], [121.0, 132.0, 136.0, 142.0, 0.5294504165649414, 2.0], [62.0, 127.0, 103.0, 155.0, 0.4897879958152771, 2.0], [349.0, 140.0, 369.0, 154.0, 0.38642123341560364, 2.0], [329.0, 139.0, 351.0, 153.0, 0.28518521785736084, 2.0], [100.0, 130.0, 113.0, 141.0, 0.27737709879875183, 2.0]]"
27,"[[169.0, 130.0, 215.0, 161.0, 0.8918759226799011, 2.0], [432.0, 135.0, 480.0, 164.0, 0.8309614658355713, 2.0], [383.0, 137.0, 436.0, 159.0, 0.8204010128974915, 2.0], [352.0, 132.0, 397.0, 156.0, 0.6604421734809875, 2.0], [274.0, 131.0, 297.0, 145.0, 0.6385914087295532, 2.0], [305.0, 133.0, 328.0, 148.0, 0.5661027431488037, 2.0], [121.0, 132.0, 136.0, 142.0, 0.5003786683082581, 2.0], [62.0, 127.0, 103.0, 155.0, 0.4764776825904846, 2.0], [349.0, 140.0, 369.0, 154.0, 0.3877701759338379, 2.0], [329.0, 138.0, 351.0, 153.0, 0.2852018177509308, 2.0], [100.0, 130.0, 113.0, 141.0, 0.2774001955986023, 2.0]]"
28,"[[170.0, 129.0, 216.0, 161.0, 0.8848167657852173, 2.0], [432.0, 134.0, 480.0, 164.0, 0.8313835263252258, 2.0], [383.0, 137.0, 436.0, 159.0, 0.8190008401870728, 2.0], [352.0, 132.0, 397.0, 156.0, 0.6571650505065918, 2.0], [274.0, 131.0, 297.0, 145.0, 0.6489678025245667, 2.0], [305.0, 133.0, 328.0, 148.0, 0.5726230144500732, 2.0], [122.0, 132.0, 137.0, 143.0, 0.5288597345352173, 2.0], [62.0, 127.0, 103.0, 155.0, 0.49803459644317627, 2.0], [349.0, 140.0, 369.0, 154.0, 0.3853987455368042, 2.0], [100.0, 130.0, 113.0, 141.0, 0.2840251624584198, 2.0], [329.0, 138.0, 351.0, 153.0, 0.2787519097328186, 2.0]]"
29,"[[172.0, 130.0, 219.0, 162.0, 0.8755613565444946, 2.0], [432.0, 134.0, 480.0, 164.0, 0.829054057598114, 2.0], [383.0, 137.0, 436.0, 159.0, 0.8189586400985718, 2.0], [352.0, 132.0, 397.0, 156.0, 0.6558608412742615, 2.0], [274.0, 131.0, 297.0, 145.0, 0.6501800417900085, 2.0], [305.0, 133.0, 328.0, 148.0, 0.5699660778045654, 2.0], [122.0, 132.0, 137.0, 143.0, 0.5569453239440918, 2.0], [62.0, 127.0, 103.0, 155.0, 0.5089755654335022, 2.0], [349.0, 140.0, 369.0, 154.0, 0.38572728633880615, 2.0], [100.0, 130.0, 114.0, 141.0, 0.28449007868766785, 2.0], [329.0, 138.0, 351.0, 153.0, 0.278751403093338, 2.0]]"
30,"[[173.0, 130.0, 219.0, 162.0, 0.9090266227722168, 2.0], [432.0, 134.0, 480.0, 164.0, 0.8270344734191895, 2.0], [383.0, 137.0, 436.0, 159.0, 0.8184832334518433, 2.0], [352.0, 132.0, 397.0, 156.0, 0.6561993360519409, 2.0], [274.0, 131.0, 297.0, 145.0, 0.6501301527023315, 2.0], [305.0, 133.0, 328.0, 148.0, 0.5695346593856812, 2.0], [122.0, 132.0, 137.0, 143.0, 0.5572811365127563, 2.0], [62.0, 127.0, 103.0, 156.0, 0.49692222476005554, 2.0], [349.0, 140.0, 369.0, 154.0, 0.3846445381641388, 2.0], [329.0, 138.0, 351.0, 153.0, 0.2762489318847656, 2.0], [100.0, 130.0, 114.0, 141.0, 0.26702210307121277, 2.0]]"
31,"[[173.0, 130.0, 220.0, 163.0, 0.9161881804466248, 2.0], [432.0, 134.0, 480.0, 164.0, 0.8282333016395569, 2.0], [383.0, 137.0, 436.0, 159.0, 0.8191357851028442, 2.0], [352.0, 132.0, 397.0, 156.0, 0.6584504842758179, 2.0], [274.0, 131.0, 297.0, 145.0, 0.649786651134491, 2.0], [305.0, 133.0, 328.0, 148.0, 0.5670025944709778, 2.0], [122.0, 132.0, 137.0, 143.0, 0.533913791179657, 2.0], [62.0, 127.0, 103.0, 156.0, 0.4934910833835602, 2.0], [349.0, 140.0, 369.0, 154.0, 0.37823358178138733, 2.0], [99.0, 130.0, 113.0, 141.0, 0.2820611894130707, 2.0], [329.0, 138.0, 351.0, 153.0, 0.277436763048172, 2.0]]"
32,"[[173.0, 131.0, 222.0, 163.0, 0.9204580187797546, 2.0], [432.0, 134.0, 480.0, 164.0, 0.8278427124023438, 2.0], [383.0, 137.0, 436.0, 159.0, 0.8206301331520081, 2.0], [352.0, 132.0, 397.0, 156.0, 0.6601080298423767, 2.0], [274.0, 131.0, 297.0, 145.0, 0.6501172780990601, 2.0], [306.0, 133.0, 328.0, 148.0, 0.5706132054328918, 2.0], [122.0, 132.0, 138.0, 143.0, 0.5154960751533508, 2.0], [62.0, 127.0, 103.0, 156.0, 0.5045080780982971, 2.0], [349.0, 140.0, 369.0, 154.0, 0.37738433480262756, 2.0], [99.0, 130.0, 114.0, 140.0, 0.2971455156803131, 2.0], [330.0, 138.0, 351.0, 153.0, 0.2846517264842987, 2.0]]"
33,"[[174.0, 131.0, 224.0, 164.0, 0.9181120991706848, 2.0], [432.0, 134.0, 480.0, 164.0, 0.8300123810768127, 2.0], [383.0, 137.0, 436.0, 159.0, 0.8226001262664795, 2.0], [352.0, 132.0, 397.0, 156.0, 0.6599937081336975, 2.0], [274.0, 131.0, 297.0, 145.0, 0.6564781069755554, 2.0], [305.0, 133.0, 329.0, 148.0, 0.5700884461402893, 2.0], [62.0, 127.0, 103.0, 156.0, 0.5301063656806946, 2.0], [122.0, 132.0, 138.0, 143.0, 0.4930207133293152, 2.0], [349.0, 140.0, 370.0, 154.0, 0.3862505257129669, 2.0], [330.0, 139.0, 351.0, 153.0, 0.2930685579776764, 2.0], [99.0, 130.0, 114.0, 140.0, 0.2924710512161255, 2.0]]"
34,"[[175.0, 131.0, 226.0, 164.0, 0.9000370502471924, 2.0], [432.0, 134.0, 480.0, 164.0, 0.8304202556610107, 2.0], [383.0, 137.0, 436.0, 159.0, 0.8227530717849731, 2.0], [352.0, 132.0, 397.0, 156.0, 0.6607159972190857, 2.0], [274.0, 131.0, 297.0, 145.0, 0.6548274159431458, 2.0], [306.0, 133.0, 329.0, 148.0, 0.5748183131217957, 2.0], [123.0, 132.0, 138.0, 143.0, 0.5471577644348145, 2.0], [62.0, 127.0, 103.0, 156.0, 0.5386815071105957, 2.0], [349.0, 140.0, 370.0, 154.0, 0.39050182700157166, 2.0], [330.0, 139.0, 351.0, 153.0, 0.30246782302856445, 2.0], [100.0, 130.0, 113.0, 141.0, 0.27705296874046326, 2.0]]"
35,"[[176.0, 130.0, 227.0, 164.0, 0.8986969590187073, 2.0], [432.0, 134.0, 480.0, 164.0, 0.8326072692871094, 2.0], [383.0, 137.0, 436.0, 159.0, 0.8227669596672058, 2.0], [352.0, 132.0, 397.0, 156.0, 0.6630026698112488, 2.0], [274.0, 131.0, 297.0, 145.0, 0.6572906970977783, 2.0], [122.0, 132.0, 139.0, 143.0, 0.5736971497535706, 2.0], [306.0, 133.0, 329.0, 148.0, 0.572583019733429, 2.0], [62.0, 127.0, 103.0, 156.0, 0.5480614304542542, 2.0], [349.0, 140.0, 369.0, 154.0, 0.3808474838733673, 2.0], [330.0, 139.0, 351.0, 153.0, 0.296948105096817, 2.0], [100.0, 130.0, 113.0, 141.0, 0.27853313088417053, 2.0]]"
