frame,number of objects
1,"[[406.0, 353.0, 502.0, 416.0, 0.915981113910675, 2.0], [1021.0, 367.0, 1161.0, 426.0, 0.9010080099105835, 2.0], [1159.0, 364.0, 1280.0, 438.0, 0.7289747595787048, 2.0], [380.0, 350.0, 409.0, 371.0, 0.6786943078041077, 2.0], [179.0, 338.0, 279.0, 414.0, 0.677167534828186, 2.0], [782.0, 353.0, 873.0, 396.0, 0.6646126508712769, 2.0], [927.0, 350.0, 1056.0, 418.0, 0.6531679034233093, 2.0], [313.0, 353.0, 350.0, 379.0, 0.6424182653427124, 2.0], [724.0, 351.0, 794.0, 388.0, 0.62247633934021, 2.0], [270.0, 354.0, 299.0, 377.0, 0.44820621609687805, 2.0], [342.0, 356.0, 362.0, 369.0, 0.42501410841941833, 2.0], [622.0, 352.0, 673.0, 372.0, 0.3983421325683594, 2.0], [294.0, 353.0, 313.0, 371.0, 0.3459424078464508, 2.0]]"
2,"[[407.0, 353.0, 505.0, 417.0, 0.9138125777244568, 2.0], [1021.0, 367.0, 1161.0, 426.0, 0.9018076062202454, 2.0], [1159.0, 364.0, 1280.0, 438.0, 0.731692910194397, 2.0], [380.0, 350.0, 409.0, 371.0, 0.6976589560508728, 2.0], [313.0, 353.0, 352.0, 380.0, 0.6938000917434692, 2.0], [179.0, 338.0, 279.0, 415.0, 0.6691370606422424, 2.0], [782.0, 353.0, 873.0, 396.0, 0.6563713550567627, 2.0], [927.0, 350.0, 1055.0, 418.0, 0.6456604599952698, 2.0], [724.0, 351.0, 794.0, 388.0, 0.6268001198768616, 2.0], [269.0, 352.0, 299.0, 377.0, 0.4534878134727478, 2.0], [343.0, 356.0, 362.0, 369.0, 0.3975858986377716, 2.0], [295.0, 353.0, 313.0, 370.0, 0.36267486214637756, 2.0], [620.0, 351.0, 674.0, 372.0, 0.34918543696403503, 2.0]]"
3,"[[409.0, 352.0, 508.0, 418.0, 0.9172489047050476, 2.0], [1021.0, 367.0, 1161.0, 427.0, 0.9019437432289124, 2.0], [1159.0, 364.0, 1280.0, 438.0, 0.7396254539489746, 2.0], [378.0, 351.0, 408.0, 370.0, 0.7187932729721069, 2.0], [313.0, 352.0, 352.0, 380.0, 0.6867037415504456, 2.0], [179.0, 339.0, 278.0, 415.0, 0.6710214018821716, 2.0], [782.0, 353.0, 873.0, 396.0, 0.6626755595207214, 2.0], [927.0, 350.0, 1055.0, 418.0, 0.6477567553520203, 2.0], [724.0, 350.0, 794.0, 388.0, 0.6278365254402161, 2.0], [271.0, 351.0, 299.0, 377.0, 0.43761056661605835, 2.0], [344.0, 356.0, 361.0, 369.0, 0.40642133355140686, 2.0], [295.0, 353.0, 314.0, 370.0, 0.3473529815673828, 2.0], [619.0, 351.0, 674.0, 372.0, 0.2684229612350464, 2.0]]"
4,"[[411.0, 352.0, 510.0, 419.0, 0.9188401103019714, 2.0], [1021.0, 367.0, 1161.0, 426.0, 0.9016086459159851, 2.0], [1159.0, 364.0, 1280.0, 438.0, 0.7439098358154297, 2.0], [313.0, 352.0, 353.0, 380.0, 0.737597644329071, 2.0], [378.0, 351.0, 408.0, 370.0, 0.6916859149932861, 2.0], [178.0, 338.0, 279.0, 415.0, 0.6732913851737976, 2.0], [782.0, 353.0, 873.0, 396.0, 0.6594667434692383, 2.0], [927.0, 350.0, 1056.0, 418.0, 0.6466641426086426, 2.0], [724.0, 351.0, 794.0, 388.0, 0.6259610056877136, 2.0], [271.0, 352.0, 300.0, 377.0, 0.45910733938217163, 2.0], [296.0, 352.0, 314.0, 370.0, 0.34988144040107727, 2.0], [344.0, 356.0, 361.0, 369.0, 0.3231196701526642, 2.0], [615.0, 351.0, 674.0, 372.0, 0.31458476185798645, 2.0]]"
5,"[[412.0, 352.0, 513.0, 419.0, 0.9193196892738342, 2.0], [1021.0, 367.0, 1161.0, 426.0, 0.9003807902336121, 2.0], [1159.0, 364.0, 1280.0, 438.0, 0.7444255352020264, 2.0], [377.0, 351.0, 406.0, 370.0, 0.7007349133491516, 2.0], [314.0, 352.0, 354.0, 380.0, 0.6670156121253967, 2.0], [782.0, 353.0, 873.0, 396.0, 0.6521353125572205, 2.0], [178.0, 338.0, 279.0, 415.0, 0.6514389514923096, 2.0], [927.0, 350.0, 1055.0, 419.0, 0.644851803779602, 2.0], [724.0, 350.0, 794.0, 388.0, 0.6196012496948242, 2.0], [271.0, 352.0, 299.0, 377.0, 0.4486987292766571, 2.0], [296.0, 352.0, 314.0, 369.0, 0.33680352568626404, 2.0], [623.0, 351.0, 673.0, 372.0, 0.32423728704452515, 2.0]]"
6,"[[414.0, 353.0, 514.0, 419.0, 0.9219709038734436, 2.0], [1021.0, 367.0, 1161.0, 426.0, 0.9003015756607056, 2.0], [1159.0, 364.0, 1280.0, 438.0, 0.7277028560638428, 2.0], [181.0, 338.0, 278.0, 414.0, 0.6783720850944519, 2.0], [782.0, 353.0, 873.0, 396.0, 0.6594785451889038, 2.0], [927.0, 350.0, 1055.0, 419.0, 0.6523531079292297, 2.0], [314.0, 352.0, 356.0, 380.0, 0.6414906978607178, 2.0], [724.0, 350.0, 794.0, 388.0, 0.6251571774482727, 2.0], [376.0, 350.0, 406.0, 371.0, 0.6165657043457031, 2.0], [271.0, 352.0, 299.0, 377.0, 0.47023019194602966, 2.0], [296.0, 352.0, 314.0, 370.0, 0.35178855061531067, 2.0], [621.0, 351.0, 673.0, 372.0, 0.30784106254577637, 2.0]]"
7,"[[417.0, 352.0, 516.0, 420.0, 0.9189998507499695, 2.0], [1021.0, 367.0, 1161.0, 426.0, 0.9013602137565613, 2.0], [1159.0, 364.0, 1280.0, 438.0, 0.7221263647079468, 2.0], [782.0, 353.0, 872.0, 396.0, 0.6754655838012695, 2.0], [185.0, 338.0, 278.0, 414.0, 0.6640438437461853, 2.0], [927.0, 350.0, 1054.0, 419.0, 0.6506382822990417, 2.0], [723.0, 350.0, 794.0, 388.0, 0.6249657869338989, 2.0], [315.0, 352.0, 356.0, 380.0, 0.5900673866271973, 2.0], [375.0, 350.0, 405.0, 370.0, 0.535569965839386, 2.0], [270.0, 353.0, 299.0, 377.0, 0.4684031903743744, 2.0], [296.0, 352.0, 314.0, 370.0, 0.3306470811367035, 2.0], [627.0, 351.0, 673.0, 372.0, 0.29113897681236267, 2.0]]"
8,"[[417.0, 352.0, 519.0, 419.0, 0.9186334013938904, 2.0], [1021.0, 367.0, 1161.0, 427.0, 0.9017136096954346, 2.0], [1159.0, 364.0, 1280.0, 439.0, 0.7223381996154785, 2.0], [782.0, 353.0, 872.0, 396.0, 0.6749383807182312, 2.0], [184.0, 338.0, 278.0, 414.0, 0.6547956466674805, 2.0], [927.0, 350.0, 1054.0, 419.0, 0.6475379467010498, 2.0], [724.0, 350.0, 794.0, 388.0, 0.6171445250511169, 2.0], [316.0, 352.0, 357.0, 380.0, 0.602548360824585, 2.0], [271.0, 353.0, 300.0, 377.0, 0.48347899317741394, 2.0], [375.0, 350.0, 404.0, 370.0, 0.4597634971141815, 2.0], [297.0, 352.0, 315.0, 371.0, 0.3098442852497101, 2.0], [627.0, 352.0, 673.0, 372.0, 0.2959577739238739, 2.0]]"
9,"[[418.0, 352.0, 522.0, 420.0, 0.9191445708274841, 2.0], [1021.0, 367.0, 1161.0, 426.0, 0.9006532430648804, 2.0], [1159.0, 364.0, 1280.0, 439.0, 0.7251009941101074, 2.0], [782.0, 353.0, 872.0, 396.0, 0.6785683631896973, 2.0], [927.0, 350.0, 1055.0, 418.0, 0.6454185247421265, 2.0], [184.0, 338.0, 278.0, 414.0, 0.6448979377746582, 2.0], [724.0, 350.0, 794.0, 388.0, 0.6234749555587769, 2.0], [318.0, 353.0, 358.0, 380.0, 0.6001847386360168, 2.0], [375.0, 351.0, 404.0, 370.0, 0.5521456003189087, 2.0], [271.0, 353.0, 300.0, 377.0, 0.474967360496521, 2.0], [623.0, 352.0, 674.0, 372.0, 0.33043035864830017, 2.0]]"
10,"[[422.0, 352.0, 525.0, 420.0, 0.9220187067985535, 2.0], [1021.0, 367.0, 1161.0, 426.0, 0.9018844366073608, 2.0], [1159.0, 364.0, 1280.0, 439.0, 0.7243615984916687, 2.0], [782.0, 353.0, 872.0, 396.0, 0.6794235706329346, 2.0], [184.0, 338.0, 278.0, 414.0, 0.6718047857284546, 2.0], [927.0, 350.0, 1054.0, 419.0, 0.649867057800293, 2.0], [724.0, 350.0, 794.0, 388.0, 0.6182349920272827, 2.0], [317.0, 353.0, 358.0, 380.0, 0.6024161577224731, 2.0], [271.0, 352.0, 300.0, 378.0, 0.4718925654888153, 2.0], [375.0, 351.0, 403.0, 370.0, 0.4438740313053131, 2.0], [624.0, 352.0, 674.0, 372.0, 0.3025677502155304, 2.0]]"
