frame,number of objects
20,"[[329.0, 264.0, 414.0, 320.0, 0.9123426675796509, 2.0], [765.0, 275.0, 870.0, 319.0, 0.8755852580070496, 2.0], [126.0, 254.0, 208.0, 311.0, 0.8273055553436279, 2.0], [868.0, 273.0, 960.0, 329.0, 0.7822007536888123, 2.0], [696.0, 262.0, 793.0, 314.0, 0.7504388689994812, 2.0], [585.0, 264.0, 653.0, 297.0, 0.7194991707801819, 2.0], [548.0, 263.0, 593.0, 289.0, 0.6562595963478088, 2.0], [240.0, 264.0, 270.0, 286.0, 0.622652530670166, 2.0], [205.0, 262.0, 227.0, 283.0, 0.5917163491249084, 2.0], [278.0, 265.0, 295.0, 277.0, 0.480024129152298, 2.0], [646.0, 262.0, 711.0, 308.0, 0.4257240891456604, 2.0], [469.0, 262.0, 507.0, 279.0, 0.2528858184814453, 2.0]]"
21,"[[331.0, 264.0, 417.0, 320.0, 0.9128971695899963, 2.0], [765.0, 275.0, 870.0, 319.0, 0.8753860592842102, 2.0], [126.0, 254.0, 208.0, 311.0, 0.8319025039672852, 2.0], [868.0, 273.0, 960.0, 329.0, 0.7826319336891174, 2.0], [696.0, 262.0, 793.0, 314.0, 0.7463061809539795, 2.0], [585.0, 264.0, 653.0, 297.0, 0.7210044860839844, 2.0], [548.0, 263.0, 593.0, 289.0, 0.6592385172843933, 2.0], [240.0, 264.0, 270.0, 286.0, 0.6385319828987122, 2.0], [205.0, 262.0, 227.0, 283.0, 0.589259922504425, 2.0], [278.0, 265.0, 294.0, 277.0, 0.5412858724594116, 2.0], [646.0, 262.0, 711.0, 308.0, 0.42349645495414734, 2.0], [469.0, 262.0, 507.0, 279.0, 0.2548152804374695, 2.0]]"
22,"[[332.0, 264.0, 419.0, 321.0, 0.9204011559486389, 2.0], [765.0, 275.0, 870.0, 319.0, 0.8753082156181335, 2.0], [126.0, 254.0, 208.0, 311.0, 0.8357056379318237, 2.0], [868.0, 273.0, 960.0, 329.0, 0.7791830897331238, 2.0], [696.0, 262.0, 793.0, 314.0, 0.7509384751319885, 2.0], [585.0, 264.0, 653.0, 296.0, 0.7223598957061768, 2.0], [241.0, 264.0, 270.0, 286.0, 0.666018545627594, 2.0], [545.0, 263.0, 594.0, 289.0, 0.6585209369659424, 2.0], [205.0, 262.0, 227.0, 283.0, 0.5945509076118469, 2.0], [277.0, 265.0, 294.0, 277.0, 0.5291432738304138, 2.0], [646.0, 262.0, 711.0, 308.0, 0.423383891582489, 2.0], [227.0, 268.0, 241.0, 283.0, 0.2739409804344177, 2.0]]"
23,"[[333.0, 264.0, 421.0, 321.0, 0.9235064387321472, 2.0], [765.0, 275.0, 870.0, 319.0, 0.8746310472488403, 2.0], [126.0, 254.0, 208.0, 311.0, 0.8377988338470459, 2.0], [868.0, 273.0, 960.0, 329.0, 0.7844361066818237, 2.0], [696.0, 262.0, 793.0, 314.0, 0.7503450512886047, 2.0], [585.0, 264.0, 653.0, 297.0, 0.7367374300956726, 2.0], [241.0, 264.0, 271.0, 286.0, 0.6839816570281982, 2.0], [545.0, 263.0, 594.0, 289.0, 0.6661965250968933, 2.0], [205.0, 262.0, 228.0, 283.0, 0.6033138036727905, 2.0], [276.0, 265.0, 293.0, 277.0, 0.5610438585281372, 2.0], [646.0, 262.0, 711.0, 308.0, 0.4339298605918884, 2.0], [227.0, 267.0, 242.0, 283.0, 0.3256210386753082, 2.0]]"
24,"[[334.0, 264.0, 423.0, 322.0, 0.9220836758613586, 2.0], [765.0, 275.0, 870.0, 319.0, 0.8752368092536926, 2.0], [126.0, 254.0, 208.0, 311.0, 0.8388947248458862, 2.0], [868.0, 273.0, 960.0, 329.0, 0.784239649772644, 2.0], [696.0, 262.0, 793.0, 314.0, 0.7457851767539978, 2.0], [585.0, 264.0, 653.0, 296.0, 0.7355689406394958, 2.0], [241.0, 264.0, 272.0, 286.0, 0.6844486594200134, 2.0], [545.0, 263.0, 594.0, 289.0, 0.6653441786766052, 2.0], [205.0, 262.0, 228.0, 283.0, 0.6069433689117432, 2.0], [276.0, 265.0, 293.0, 277.0, 0.5991598963737488, 2.0], [646.0, 262.0, 711.0, 308.0, 0.4338059425354004, 2.0], [227.0, 268.0, 242.0, 283.0, 0.39139169454574585, 2.0], [469.0, 263.0, 507.0, 279.0, 0.2551930248737335, 2.0]]"
25,"[[335.0, 263.0, 426.0, 323.0, 0.9214658141136169, 2.0], [765.0, 275.0, 870.0, 319.0, 0.8750867247581482, 2.0], [126.0, 254.0, 208.0, 311.0, 0.8390682935714722, 2.0], [868.0, 273.0, 960.0, 329.0, 0.7933650612831116, 2.0], [696.0, 262.0, 793.0, 314.0, 0.7455580830574036, 2.0], [585.0, 264.0, 653.0, 296.0, 0.7332316040992737, 2.0], [242.0, 264.0, 273.0, 286.0, 0.6871970891952515, 2.0], [545.0, 263.0, 593.0, 289.0, 0.6668930053710938, 2.0], [205.0, 262.0, 228.0, 283.0, 0.6087237000465393, 2.0], [275.0, 265.0, 292.0, 277.0, 0.5677040219306946, 2.0], [646.0, 262.0, 711.0, 308.0, 0.43630751967430115, 2.0], [228.0, 268.0, 242.0, 284.0, 0.4167023301124573, 2.0], [470.0, 263.0, 507.0, 279.0, 0.25769856572151184, 2.0]]"
26,"[[337.0, 262.0, 429.0, 324.0, 0.9120455980300903, 2.0], [765.0, 275.0, 870.0, 319.0, 0.8808409571647644, 2.0], [126.0, 254.0, 208.0, 311.0, 0.8406599164009094, 2.0], [868.0, 273.0, 960.0, 329.0, 0.7912423014640808, 2.0], [696.0, 262.0, 793.0, 314.0, 0.7336729168891907, 2.0], [585.0, 264.0, 653.0, 297.0, 0.7299240827560425, 2.0], [242.0, 265.0, 274.0, 286.0, 0.7006653547286987, 2.0], [545.0, 263.0, 594.0, 289.0, 0.663578450679779, 2.0], [206.0, 262.0, 228.0, 283.0, 0.633698046207428, 2.0], [274.0, 265.0, 292.0, 277.0, 0.599641740322113, 2.0], [646.0, 262.0, 711.0, 308.0, 0.43516460061073303, 2.0], [228.0, 268.0, 243.0, 284.0, 0.4289991855621338, 2.0], [471.0, 263.0, 507.0, 279.0, 0.2617301642894745, 2.0]]"
27,"[[339.0, 263.0, 430.0, 324.0, 0.9165191650390625, 2.0], [765.0, 275.0, 870.0, 319.0, 0.879889965057373, 2.0], [126.0, 254.0, 208.0, 311.0, 0.8344001173973083, 2.0], [868.0, 273.0, 960.0, 329.0, 0.7823111414909363, 2.0], [585.0, 264.0, 653.0, 297.0, 0.730431318283081, 2.0], [696.0, 262.0, 792.0, 314.0, 0.7240842580795288, 2.0], [244.0, 265.0, 274.0, 287.0, 0.7166232466697693, 2.0], [545.0, 263.0, 594.0, 289.0, 0.6595715284347534, 2.0], [206.0, 262.0, 228.0, 283.0, 0.6512216925621033, 2.0], [274.0, 265.0, 292.0, 277.0, 0.5949759483337402, 2.0], [645.0, 262.0, 711.0, 308.0, 0.4387236535549164, 2.0], [228.0, 267.0, 243.0, 284.0, 0.4103601574897766, 2.0], [470.0, 263.0, 507.0, 279.0, 0.2698953151702881, 2.0]]"
28,"[[340.0, 262.0, 433.0, 324.0, 0.9167115092277527, 2.0], [765.0, 275.0, 870.0, 319.0, 0.8787782788276672, 2.0], [126.0, 254.0, 209.0, 311.0, 0.826439619064331, 2.0], [868.0, 273.0, 960.0, 329.0, 0.7813491225242615, 2.0], [585.0, 264.0, 653.0, 297.0, 0.7354315519332886, 2.0], [696.0, 262.0, 792.0, 314.0, 0.7122635841369629, 2.0], [244.0, 265.0, 274.0, 287.0, 0.6952059864997864, 2.0], [545.0, 262.0, 594.0, 289.0, 0.6745040416717529, 2.0], [205.0, 262.0, 228.0, 283.0, 0.6332962512969971, 2.0], [274.0, 265.0, 291.0, 277.0, 0.5578209161758423, 2.0], [646.0, 263.0, 711.0, 308.0, 0.4481475353240967, 2.0], [228.0, 267.0, 243.0, 283.0, 0.3688215911388397, 2.0], [472.0, 262.0, 507.0, 279.0, 0.2551514506340027, 2.0]]"
29,"[[342.0, 262.0, 436.0, 325.0, 0.9194784760475159, 2.0], [765.0, 275.0, 870.0, 319.0, 0.8787322044372559, 2.0], [126.0, 254.0, 208.0, 311.0, 0.8375231027603149, 2.0], [868.0, 272.0, 960.0, 329.0, 0.7601687908172607, 2.0], [585.0, 264.0, 653.0, 297.0, 0.7417455315589905, 2.0], [245.0, 265.0, 275.0, 287.0, 0.7170338034629822, 2.0], [696.0, 262.0, 792.0, 314.0, 0.7030075788497925, 2.0], [545.0, 262.0, 594.0, 289.0, 0.6797894239425659, 2.0], [206.0, 262.0, 228.0, 283.0, 0.6680419445037842, 2.0], [274.0, 265.0, 291.0, 277.0, 0.5316492915153503, 2.0], [645.0, 263.0, 711.0, 308.0, 0.44091737270355225, 2.0], [228.0, 266.0, 243.0, 283.0, 0.3199295997619629, 2.0], [472.0, 262.0, 507.0, 279.0, 0.250037282705307, 2.0]]"
30,"[[344.0, 263.0, 438.0, 327.0, 0.9313313961029053, 2.0], [765.0, 275.0, 870.0, 319.0, 0.8787985444068909, 2.0], [126.0, 254.0, 208.0, 311.0, 0.8436062335968018, 2.0], [868.0, 272.0, 960.0, 329.0, 0.7601858377456665, 2.0], [585.0, 264.0, 653.0, 297.0, 0.7477820515632629, 2.0], [245.0, 265.0, 276.0, 287.0, 0.7255789637565613, 2.0], [696.0, 262.0, 792.0, 314.0, 0.7086014151573181, 2.0], [545.0, 262.0, 594.0, 289.0, 0.683659017086029, 2.0], [206.0, 263.0, 228.0, 283.0, 0.6645700931549072, 2.0], [274.0, 265.0, 291.0, 277.0, 0.547775387763977, 2.0], [646.0, 263.0, 711.0, 308.0, 0.4405747652053833, 2.0], [228.0, 266.0, 243.0, 284.0, 0.32797083258628845, 2.0]]"
31,"[[346.0, 262.0, 440.0, 328.0, 0.934743344783783, 2.0], [765.0, 275.0, 870.0, 319.0, 0.8796566128730774, 2.0], [126.0, 254.0, 208.0, 311.0, 0.8366469144821167, 2.0], [868.0, 272.0, 960.0, 329.0, 0.7530680894851685, 2.0], [585.0, 264.0, 653.0, 297.0, 0.7510226368904114, 2.0], [245.0, 264.0, 277.0, 287.0, 0.7321410775184631, 2.0], [696.0, 262.0, 792.0, 314.0, 0.7170022130012512, 2.0], [545.0, 262.0, 594.0, 289.0, 0.6755802631378174, 2.0], [205.0, 263.0, 228.0, 283.0, 0.6749062538146973, 2.0], [273.0, 265.0, 291.0, 277.0, 0.49536746740341187, 2.0], [646.0, 263.0, 711.0, 308.0, 0.4425961971282959, 2.0], [228.0, 267.0, 243.0, 284.0, 0.27310365438461304, 2.0], [472.0, 263.0, 507.0, 279.0, 0.2508705258369446, 2.0]]"
32,"[[347.0, 262.0, 443.0, 328.0, 0.9326161742210388, 2.0], [765.0, 275.0, 870.0, 319.0, 0.8804044723510742, 2.0], [126.0, 254.0, 208.0, 311.0, 0.82771897315979, 2.0], [869.0, 272.0, 960.0, 329.0, 0.7595093250274658, 2.0], [585.0, 264.0, 653.0, 297.0, 0.7542478442192078, 2.0], [696.0, 262.0, 792.0, 314.0, 0.7234774231910706, 2.0], [244.0, 265.0, 277.0, 287.0, 0.7160014510154724, 2.0], [545.0, 262.0, 594.0, 289.0, 0.6780537962913513, 2.0], [204.0, 263.0, 228.0, 283.0, 0.6648154258728027, 2.0], [646.0, 262.0, 711.0, 308.0, 0.4474301338195801, 2.0], [274.0, 265.0, 291.0, 277.0, 0.4164310097694397, 2.0], [472.0, 263.0, 508.0, 279.0, 0.2633124887943268, 2.0]]"
