frame,number of cars
11,"[[138.0, 585.0, 292.0, 674.0, 0.9311612248420715, 2.0], [619.0, 522.0, 703.0, 586.0, 0.9165231585502625, 2.0], [1024.0, 399.0, 1050.0, 419.0, 0.8543360233306885, 2.0], [179.0, 312.0, 232.0, 334.0, 0.8412671089172363, 2.0], [815.0, 368.0, 834.0, 385.0, 0.8412311673164368, 2.0], [1041.0, 370.0, 1060.0, 387.0, 0.8136454820632935, 2.0], [753.0, 439.0, 802.0, 481.0, 0.800610363483429, 2.0], [748.0, 406.0, 786.0, 437.0, 0.7906447052955627, 2.0], [1124.0, 437.0, 1166.0, 474.0, 0.7621914744377136, 2.0], [1012.0, 380.0, 1033.0, 400.0, 0.6855658888816833, 2.0], [896.0, 356.0, 913.0, 374.0, 0.6674672365188599, 2.0], [1037.0, 353.0, 1051.0, 362.0, 0.6273748874664307, 2.0], [1060.0, 352.0, 1073.0, 361.0, 0.6183368563652039, 2.0], [391.0, 311.0, 425.0, 332.0, 0.5616352558135986, 2.0], [1375.0, 927.0, 1693.0, 1078.0, 0.43392062187194824, 2.0], [1899.0, 721.0, 1920.0, 791.0, 0.3966522514820099, 2.0], [766.0, 318.0, 806.0, 328.0, 0.3916233479976654, 2.0], [1056.0, 318.0, 1093.0, 328.0, 0.2804156541824341, 2.0]]"
12,"[[607.0, 526.0, 695.0, 594.0, 0.9244323372840881, 2.0], [106.0, 596.0, 270.0, 686.0, 0.9213743805885315, 2.0], [1348.0, 886.0, 1641.0, 1078.0, 0.9209672212600708, 2.0], [1023.0, 398.0, 1048.0, 418.0, 0.8741612434387207, 2.0], [813.0, 369.0, 833.0, 386.0, 0.8434300422668457, 2.0], [743.0, 408.0, 783.0, 438.0, 0.8343157172203064, 2.0], [1039.0, 370.0, 1057.0, 387.0, 0.7960233688354492, 2.0], [748.0, 440.0, 799.0, 483.0, 0.783755898475647, 2.0], [1011.0, 379.0, 1032.0, 398.0, 0.7702634930610657, 2.0], [173.0, 312.0, 227.0, 336.0, 0.7699904441833496, 2.0], [1864.0, 702.0, 1920.0, 778.0, 0.7230994701385498, 2.0], [895.0, 356.0, 911.0, 375.0, 0.6840106248855591, 2.0], [1035.0, 353.0, 1048.0, 362.0, 0.5792626738548279, 2.0], [1060.0, 352.0, 1072.0, 361.0, 0.5297543406486511, 2.0], [389.0, 310.0, 423.0, 331.0, 0.45546430349349976, 2.0], [1059.0, 318.0, 1095.0, 328.0, 0.37740495800971985, 2.0], [768.0, 318.0, 806.0, 328.0, 0.3418375551700592, 2.0]]"
13,"[[596.0, 532.0, 688.0, 601.0, 0.9306718707084656, 2.0], [76.0, 604.0, 245.0, 700.0, 0.9234834313392639, 2.0], [1322.0, 853.0, 1591.0, 1065.0, 0.8788023591041565, 2.0], [1021.0, 398.0, 1047.0, 418.0, 0.8520627021789551, 2.0], [739.0, 409.0, 778.0, 440.0, 0.8511096835136414, 2.0], [811.0, 369.0, 831.0, 387.0, 0.8249945044517517, 2.0], [1831.0, 677.0, 1920.0, 777.0, 0.823188066482544, 2.0], [744.0, 443.0, 796.0, 486.0, 0.8098523616790771, 2.0], [1037.0, 370.0, 1056.0, 387.0, 0.7968529462814331, 2.0], [1009.0, 379.0, 1031.0, 398.0, 0.78663170337677, 2.0], [167.0, 313.0, 218.0, 335.0, 0.7789954543113708, 2.0], [1116.0, 436.0, 1158.0, 471.0, 0.6504607796669006, 2.0], [894.0, 357.0, 910.0, 376.0, 0.6357132792472839, 2.0], [1034.0, 353.0, 1047.0, 363.0, 0.5963618755340576, 2.0], [385.0, 311.0, 421.0, 331.0, 0.5312463641166687, 2.0], [1059.0, 353.0, 1070.0, 362.0, 0.5052834749221802, 2.0], [772.0, 319.0, 806.0, 329.0, 0.3667648434638977, 2.0], [1060.0, 319.0, 1097.0, 329.0, 0.32783177495002747, 2.0]]"
14,"[[43.0, 612.0, 222.0, 714.0, 0.9264236688613892, 2.0], [585.0, 538.0, 678.0, 609.0, 0.9255025386810303, 2.0], [1300.0, 821.0, 1547.0, 1017.0, 0.8948607444763184, 2.0], [1019.0, 398.0, 1045.0, 417.0, 0.8341354727745056, 2.0], [740.0, 445.0, 791.0, 489.0, 0.821375846862793, 2.0], [1799.0, 658.0, 1919.0, 789.0, 0.8150710463523865, 2.0], [737.0, 409.0, 776.0, 442.0, 0.8099572658538818, 2.0], [1035.0, 370.0, 1055.0, 387.0, 0.8091087341308594, 2.0], [809.0, 370.0, 828.0, 387.0, 0.7931203246116638, 2.0], [160.0, 313.0, 214.0, 335.0, 0.7865282893180847, 2.0], [1008.0, 378.0, 1028.0, 397.0, 0.7524682283401489, 2.0], [1112.0, 434.0, 1156.0, 470.0, 0.6864738464355469, 2.0], [382.0, 311.0, 418.0, 332.0, 0.5741548538208008, 2.0], [1056.0, 353.0, 1069.0, 363.0, 0.563730776309967, 2.0], [1033.0, 353.0, 1046.0, 363.0, 0.5389296412467957, 2.0], [891.0, 358.0, 908.0, 376.0, 0.4998571574687958, 2.0], [1064.0, 319.0, 1099.0, 330.0, 0.4633767008781433, 2.0], [772.0, 319.0, 806.0, 329.0, 0.4188806116580963, 2.0], [1014.0, 386.0, 1043.0, 403.0, 0.36097148060798645, 2.0]]"
15,"[[573.0, 544.0, 671.0, 616.0, 0.9271203875541687, 2.0], [6.0, 624.0, 196.0, 729.0, 0.9201032519340515, 2.0], [1283.0, 793.0, 1507.0, 974.0, 0.9132175445556641, 2.0], [1017.0, 397.0, 1043.0, 416.0, 0.8652921915054321, 2.0], [734.0, 447.0, 786.0, 492.0, 0.8566527366638184, 2.0], [1033.0, 369.0, 1054.0, 386.0, 0.8297532200813293, 2.0], [806.0, 370.0, 826.0, 387.0, 0.8190628886222839, 2.0], [732.0, 411.0, 773.0, 443.0, 0.7663111686706543, 2.0], [1006.0, 379.0, 1026.0, 396.0, 0.7486314177513123, 2.0], [158.0, 313.0, 208.0, 336.0, 0.7276991605758667, 2.0], [1054.0, 353.0, 1067.0, 362.0, 0.6125644445419312, 2.0], [1030.0, 353.0, 1044.0, 362.0, 0.603732168674469, 2.0], [889.0, 357.0, 906.0, 377.0, 0.5630582571029663, 2.0], [1769.0, 647.0, 1920.0, 774.0, 0.5371695756912231, 2.0], [1065.0, 319.0, 1102.0, 330.0, 0.46861526370048523, 2.0], [775.0, 320.0, 807.0, 329.0, 0.34775111079216003, 2.0], [380.0, 311.0, 417.0, 333.0, 0.28228774666786194, 2.0]]"
16,"[[560.0, 550.0, 660.0, 626.0, 0.9322332143783569, 2.0], [1.0, 634.0, 167.0, 743.0, 0.9247263073921204, 2.0], [1264.0, 768.0, 1471.0, 935.0, 0.9170648455619812, 2.0], [1015.0, 396.0, 1040.0, 416.0, 0.8471285104751587, 2.0], [1033.0, 369.0, 1051.0, 386.0, 0.8437686562538147, 2.0], [727.0, 412.0, 770.0, 445.0, 0.8348791003227234, 2.0], [730.0, 449.0, 783.0, 494.0, 0.8330976366996765, 2.0], [1005.0, 378.0, 1024.0, 396.0, 0.7559337615966797, 2.0], [151.0, 314.0, 201.0, 337.0, 0.7519847750663757, 2.0], [805.0, 371.0, 825.0, 388.0, 0.7408977150917053, 2.0], [1029.0, 354.0, 1043.0, 362.0, 0.6427937746047974, 2.0], [887.0, 358.0, 903.0, 378.0, 0.6227759718894958, 2.0], [1108.0, 431.0, 1148.0, 466.0, 0.6136422753334045, 2.0], [1053.0, 352.0, 1065.0, 361.0, 0.5941513180732727, 2.0], [779.0, 321.0, 809.0, 330.0, 0.5413089990615845, 2.0], [1734.0, 635.0, 1920.0, 759.0, 0.502049446105957, 2.0], [1068.0, 320.0, 1103.0, 330.0, 0.34129035472869873, 2.0]]"
17,"[[548.0, 557.0, 652.0, 635.0, 0.9286913871765137, 2.0], [1.0, 646.0, 139.0, 758.0, 0.9221665859222412, 2.0], [1248.0, 744.0, 1442.0, 900.0, 0.9014691114425659, 2.0], [724.0, 414.0, 766.0, 447.0, 0.8748524188995361, 2.0], [1014.0, 396.0, 1039.0, 415.0, 0.8294461369514465, 2.0], [723.0, 451.0, 779.0, 498.0, 0.8155749440193176, 2.0], [1030.0, 370.0, 1049.0, 386.0, 0.7982786893844604, 2.0], [802.0, 372.0, 823.0, 390.0, 0.7918129563331604, 2.0], [1002.0, 377.0, 1023.0, 396.0, 0.7693086266517639, 2.0], [1715.0, 627.0, 1919.0, 748.0, 0.7175636887550354, 2.0], [1104.0, 430.0, 1144.0, 465.0, 0.6955185532569885, 2.0], [144.0, 314.0, 195.0, 337.0, 0.6595537066459656, 2.0], [886.0, 358.0, 903.0, 379.0, 0.6480568647384644, 2.0], [1027.0, 353.0, 1040.0, 362.0, 0.5710110664367676, 2.0], [1052.0, 353.0, 1064.0, 362.0, 0.5692587494850159, 2.0], [780.0, 321.0, 813.0, 330.0, 0.5272912979125977, 2.0], [381.0, 313.0, 412.0, 334.0, 0.47772619128227234, 2.0], [186.0, 304.0, 213.0, 320.0, 0.30809763073921204, 2.0], [1070.0, 320.0, 1105.0, 330.0, 0.25238627195358276, 2.0]]"
18,"[[532.0, 563.0, 641.0, 644.0, 0.9302877187728882, 2.0], [1233.0, 722.0, 1414.0, 870.0, 0.9251962900161743, 2.0], [1.0, 658.0, 108.0, 771.0, 0.8943197727203369, 2.0], [722.0, 415.0, 764.0, 448.0, 0.8619129657745361, 2.0], [719.0, 453.0, 775.0, 501.0, 0.861212968826294, 2.0], [1692.0, 618.0, 1900.0, 732.0, 0.8400962352752686, 2.0], [800.0, 372.0, 821.0, 390.0, 0.8245899081230164, 2.0], [1013.0, 395.0, 1037.0, 415.0, 0.822195827960968, 2.0], [1029.0, 370.0, 1048.0, 386.0, 0.8086176514625549, 2.0], [1102.0, 429.0, 1140.0, 463.0, 0.7103446125984192, 2.0], [1001.0, 376.0, 1021.0, 395.0, 0.6963062882423401, 2.0], [884.0, 360.0, 903.0, 379.0, 0.6860796809196472, 2.0], [137.0, 314.0, 192.0, 337.0, 0.6475129723548889, 2.0], [781.0, 321.0, 815.0, 330.0, 0.5969979763031006, 2.0], [373.0, 312.0, 406.0, 333.0, 0.5524629950523376, 2.0], [1026.0, 353.0, 1039.0, 363.0, 0.5283520221710205, 2.0], [1050.0, 353.0, 1063.0, 362.0, 0.46134665608406067, 2.0], [1072.0, 320.0, 1110.0, 330.0, 0.3196420967578888, 2.0], [186.0, 304.0, 213.0, 321.0, 0.3061091899871826, 2.0], [1501.0, 323.0, 1528.0, 337.0, 0.2500549554824829, 2.0]]"
19,"[[1220.0, 704.0, 1388.0, 842.0, 0.9259963631629944, 2.0], [518.0, 570.0, 631.0, 654.0, 0.9252721667289734, 2.0], [0.0, 673.0, 75.0, 762.0, 0.8989065289497375, 2.0], [1669.0, 609.0, 1867.0, 719.0, 0.8808024525642395, 2.0], [713.0, 455.0, 770.0, 504.0, 0.8529298305511475, 2.0], [1028.0, 370.0, 1047.0, 387.0, 0.8295416235923767, 2.0], [1011.0, 395.0, 1035.0, 414.0, 0.8251697421073914, 2.0], [131.0, 314.0, 187.0, 337.0, 0.8197847604751587, 2.0], [799.0, 372.0, 819.0, 391.0, 0.8095019459724426, 2.0], [717.0, 416.0, 762.0, 450.0, 0.7651644945144653, 2.0], [1099.0, 428.0, 1137.0, 461.0, 0.7317507863044739, 2.0], [373.0, 313.0, 404.0, 334.0, 0.614231288433075, 2.0], [882.0, 358.0, 901.0, 381.0, 0.5755310654640198, 2.0], [1000.0, 376.0, 1019.0, 395.0, 0.5542090535163879, 2.0], [786.0, 323.0, 817.0, 331.0, 0.5384390354156494, 2.0], [1497.0, 323.0, 1528.0, 338.0, 0.5248948335647583, 2.0], [1026.0, 354.0, 1038.0, 363.0, 0.5209175944328308, 2.0], [1075.0, 321.0, 1108.0, 330.0, 0.4049805998802185, 2.0], [1050.0, 354.0, 1061.0, 362.0, 0.33448323607444763, 2.0]]"
20,"[[503.0, 578.0, 622.0, 667.0, 0.9258109927177429, 2.0], [1207.0, 688.0, 1366.0, 820.0, 0.9257441163063049, 2.0], [0.0, 687.0, 38.0, 766.0, 0.8712325096130371, 2.0], [1026.0, 370.0, 1047.0, 386.0, 0.8582582473754883, 2.0], [126.0, 314.0, 182.0, 338.0, 0.8458800315856934, 2.0], [1648.0, 601.0, 1835.0, 707.0, 0.8357952237129211, 2.0], [708.0, 459.0, 766.0, 508.0, 0.8336096405982971, 2.0], [1010.0, 395.0, 1033.0, 413.0, 0.8200157284736633, 2.0], [797.0, 373.0, 817.0, 392.0, 0.8082503080368042, 2.0], [714.0, 419.0, 758.0, 451.0, 0.7370241284370422, 2.0], [1098.0, 427.0, 1134.0, 460.0, 0.6756555438041687, 2.0], [999.0, 377.0, 1017.0, 395.0, 0.6260716319084167, 2.0], [881.0, 360.0, 898.0, 382.0, 0.5514573454856873, 2.0], [372.0, 313.0, 403.0, 334.0, 0.5402966141700745, 2.0], [1495.0, 324.0, 1527.0, 339.0, 0.5165868997573853, 2.0], [1048.0, 355.0, 1060.0, 363.0, 0.47700589895248413, 2.0], [1025.0, 354.0, 1037.0, 363.0, 0.4667377769947052, 2.0], [187.0, 305.0, 222.0, 322.0, 0.460456520318985, 2.0], [788.0, 323.0, 820.0, 331.0, 0.43001484870910645, 2.0], [1077.0, 321.0, 1113.0, 331.0, 0.40676552057266235, 2.0]]"
21,"[[486.0, 587.0, 610.0, 677.0, 0.9287450313568115, 2.0], [1196.0, 673.0, 1347.0, 797.0, 0.925246000289917, 2.0], [1625.0, 594.0, 1807.0, 696.0, 0.8799312710762024, 2.0], [1025.0, 370.0, 1044.0, 386.0, 0.8534945845603943, 2.0], [121.0, 314.0, 175.0, 338.0, 0.8511312007904053, 2.0], [704.0, 461.0, 763.0, 510.0, 0.845024824142456, 2.0], [1009.0, 395.0, 1031.0, 413.0, 0.8213215470314026, 2.0], [796.0, 374.0, 815.0, 392.0, 0.8111844062805176, 2.0], [709.0, 420.0, 755.0, 451.0, 0.8017849326133728, 2.0], [1092.0, 426.0, 1131.0, 458.0, 0.7909535765647888, 2.0], [998.0, 377.0, 1016.0, 394.0, 0.6607047915458679, 2.0], [879.0, 367.0, 896.0, 382.0, 0.6134735941886902, 2.0], [1493.0, 324.0, 1525.0, 340.0, 0.5660098195075989, 2.0], [372.0, 314.0, 399.0, 335.0, 0.5102604031562805, 2.0], [186.0, 305.0, 218.0, 322.0, 0.5029571056365967, 2.0], [1025.0, 355.0, 1037.0, 363.0, 0.4750855565071106, 2.0], [792.0, 323.0, 823.0, 331.0, 0.4626641273498535, 2.0], [1047.0, 355.0, 1059.0, 363.0, 0.39022254943847656, 2.0], [1079.0, 322.0, 1115.0, 331.0, 0.38074037432670593, 2.0], [882.0, 358.0, 898.0, 370.0, 0.35504141449928284, 2.0]]"
