frame,number of cars
109,"[[1619.0, 579.0, 1778.0, 658.0, 0.9273489117622375, 2.0], [1177.0, 606.0, 1296.0, 699.0, 0.9272214770317078, 2.0], [1240.0, 513.0, 1344.0, 591.0, 0.9211461544036865, 2.0], [1231.0, 449.0, 1289.0, 487.0, 0.8969495296478271, 2.0], [74.0, 278.0, 147.0, 310.0, 0.886880099773407, 2.0], [817.0, 347.0, 838.0, 362.0, 0.8770895600318909, 2.0], [831.0, 368.0, 855.0, 388.0, 0.8734146356582642, 2.0], [1087.0, 399.0, 1126.0, 428.0, 0.8684619069099426, 2.0], [773.0, 395.0, 811.0, 429.0, 0.7979627251625061, 2.0], [1033.0, 406.0, 1076.0, 444.0, 0.7749521136283875, 2.0], [1119.0, 385.0, 1152.0, 408.0, 0.7328177690505981, 2.0], [1013.0, 367.0, 1037.0, 389.0, 0.7286682724952698, 2.0], [1021.0, 339.0, 1038.0, 355.0, 0.7024180293083191, 2.0], [636.0, 395.0, 681.0, 429.0, 0.6428958177566528, 2.0], [1146.0, 373.0, 1176.0, 397.0, 0.639053225517273, 2.0], [1407.0, 476.0, 1504.0, 536.0, 0.5754348635673523, 2.0], [1262.0, 293.0, 1318.0, 309.0, 0.4818071722984314, 2.0], [179.0, 278.0, 216.0, 292.0, 0.3611920475959778, 2.0], [985.0, 326.0, 1001.0, 340.0, 0.2577165365219116, 2.0]]"
110,"[[1602.0, 571.0, 1755.0, 647.0, 0.9342965483665466, 2.0], [1170.0, 595.0, 1284.0, 682.0, 0.9281314015388489, 2.0], [1233.0, 506.0, 1334.0, 582.0, 0.9108756184577942, 2.0], [1226.0, 447.0, 1284.0, 484.0, 0.8969888091087341, 2.0], [829.0, 369.0, 854.0, 388.0, 0.8627011179924011, 2.0], [816.0, 347.0, 836.0, 362.0, 0.855366587638855, 2.0], [1085.0, 396.0, 1123.0, 428.0, 0.8182147145271301, 2.0], [68.0, 277.0, 141.0, 310.0, 0.8098337054252625, 2.0], [1117.0, 384.0, 1149.0, 406.0, 0.8050246834754944, 2.0], [771.0, 396.0, 810.0, 430.0, 0.7774909734725952, 2.0], [1032.0, 404.0, 1073.0, 442.0, 0.7667582035064697, 2.0], [1012.0, 366.0, 1036.0, 388.0, 0.757548987865448, 2.0], [1020.0, 338.0, 1038.0, 354.0, 0.71837317943573, 2.0], [1399.0, 472.0, 1493.0, 533.0, 0.6580095887184143, 2.0], [1144.0, 372.0, 1174.0, 395.0, 0.6218388080596924, 2.0], [633.0, 396.0, 677.0, 430.0, 0.5247243046760559, 2.0], [1263.0, 293.0, 1318.0, 307.0, 0.3767406940460205, 2.0], [179.0, 278.0, 215.0, 292.0, 0.34830302000045776, 2.0], [1291.0, 292.0, 1320.0, 303.0, 0.28215014934539795, 2.0], [984.0, 325.0, 1002.0, 339.0, 0.2649978995323181, 2.0]]"
111,"[[1163.0, 583.0, 1272.0, 669.0, 0.9345014095306396, 2.0], [1584.0, 562.0, 1732.0, 637.0, 0.9237769842147827, 2.0], [1227.0, 500.0, 1325.0, 575.0, 0.9023038148880005, 2.0], [1084.0, 395.0, 1121.0, 425.0, 0.8611863851547241, 2.0], [816.0, 347.0, 835.0, 362.0, 0.8555518388748169, 2.0], [1221.0, 443.0, 1277.0, 480.0, 0.8405663967132568, 2.0], [829.0, 369.0, 854.0, 388.0, 0.8395670652389526, 2.0], [1117.0, 383.0, 1147.0, 404.0, 0.8320493698120117, 2.0], [770.0, 398.0, 807.0, 432.0, 0.8255435228347778, 2.0], [1141.0, 370.0, 1172.0, 393.0, 0.8021358847618103, 2.0], [63.0, 277.0, 137.0, 309.0, 0.7912148237228394, 2.0], [1012.0, 364.0, 1036.0, 387.0, 0.759791374206543, 2.0], [630.0, 396.0, 676.0, 430.0, 0.7225097417831421, 2.0], [1020.0, 337.0, 1037.0, 353.0, 0.7165523767471313, 2.0], [1395.0, 468.0, 1482.0, 527.0, 0.6664954423904419, 2.0], [1031.0, 403.0, 1072.0, 440.0, 0.6437563896179199, 2.0], [1115.0, 374.0, 1165.0, 401.0, 0.520714282989502, 2.0], [1262.0, 292.0, 1320.0, 307.0, 0.4022028148174286, 2.0], [979.0, 324.0, 1001.0, 339.0, 0.3300402760505676, 2.0], [1290.0, 291.0, 1320.0, 303.0, 0.32141968607902527, 2.0], [179.0, 278.0, 215.0, 291.0, 0.3082849085330963, 2.0]]"
112,"[[1571.0, 556.0, 1709.0, 627.0, 0.9265972971916199, 2.0], [1156.0, 573.0, 1261.0, 655.0, 0.9171516299247742, 2.0], [1219.0, 495.0, 1315.0, 567.0, 0.9065502285957336, 2.0], [1217.0, 441.0, 1272.0, 475.0, 0.8907914757728577, 2.0], [1082.0, 394.0, 1120.0, 423.0, 0.8890897631645203, 2.0], [814.0, 347.0, 835.0, 362.0, 0.8436858057975769, 2.0], [827.0, 369.0, 854.0, 389.0, 0.8391992449760437, 2.0], [60.0, 276.0, 133.0, 309.0, 0.8142222762107849, 2.0], [1116.0, 380.0, 1145.0, 403.0, 0.7960513830184937, 2.0], [767.0, 399.0, 805.0, 433.0, 0.776547372341156, 2.0], [1140.0, 369.0, 1171.0, 393.0, 0.768584132194519, 2.0], [1030.0, 400.0, 1070.0, 437.0, 0.7423266172409058, 2.0], [1011.0, 364.0, 1035.0, 385.0, 0.709155261516571, 2.0], [627.0, 396.0, 673.0, 431.0, 0.6649670600891113, 2.0], [1019.0, 336.0, 1036.0, 352.0, 0.6345871090888977, 2.0], [1384.0, 465.0, 1473.0, 522.0, 0.5734108090400696, 2.0], [1262.0, 292.0, 1319.0, 306.0, 0.4001413583755493, 2.0], [1290.0, 290.0, 1320.0, 302.0, 0.3933948278427124, 2.0], [179.0, 278.0, 216.0, 291.0, 0.3334798514842987, 2.0], [980.0, 324.0, 1002.0, 338.0, 0.3114047050476074, 2.0]]"
113,"[[1556.0, 549.0, 1689.0, 618.0, 0.9335654973983765, 2.0], [1149.0, 564.0, 1250.0, 643.0, 0.9223963022232056, 2.0], [1081.0, 393.0, 1119.0, 421.0, 0.8965521454811096, 2.0], [1213.0, 438.0, 1267.0, 474.0, 0.8887885808944702, 2.0], [826.0, 370.0, 853.0, 390.0, 0.8325741291046143, 2.0], [813.0, 347.0, 834.0, 363.0, 0.8281516432762146, 2.0], [1029.0, 399.0, 1069.0, 435.0, 0.7889007925987244, 2.0], [1214.0, 490.0, 1306.0, 562.0, 0.7883065938949585, 2.0], [54.0, 276.0, 129.0, 309.0, 0.7607501745223999, 2.0], [1113.0, 379.0, 1145.0, 402.0, 0.7541749477386475, 2.0], [1377.0, 462.0, 1461.0, 517.0, 0.730749785900116, 2.0], [1139.0, 368.0, 1168.0, 393.0, 0.7127360105514526, 2.0], [624.0, 397.0, 670.0, 433.0, 0.7122946977615356, 2.0], [764.0, 400.0, 803.0, 436.0, 0.6845046281814575, 2.0], [1010.0, 363.0, 1034.0, 384.0, 0.6498036980628967, 2.0], [1018.0, 336.0, 1036.0, 352.0, 0.6334637999534607, 2.0], [1261.0, 292.0, 1316.0, 307.0, 0.36490359902381897, 2.0], [980.0, 324.0, 1001.0, 338.0, 0.34504079818725586, 2.0], [1290.0, 291.0, 1321.0, 305.0, 0.33586639165878296, 2.0], [179.0, 278.0, 216.0, 291.0, 0.2607622444629669, 2.0]]"
114,"[[1541.0, 545.0, 1670.0, 610.0, 0.9313477873802185, 2.0], [1143.0, 554.0, 1240.0, 632.0, 0.9280737638473511, 2.0], [1209.0, 436.0, 1262.0, 471.0, 0.8846132159233093, 2.0], [1079.0, 392.0, 1116.0, 421.0, 0.875665009021759, 2.0], [825.0, 371.0, 852.0, 391.0, 0.8594198226928711, 2.0], [1208.0, 487.0, 1297.0, 555.0, 0.8418731093406677, 2.0], [812.0, 348.0, 833.0, 363.0, 0.8176286816596985, 2.0], [1027.0, 398.0, 1067.0, 433.0, 0.8166171312332153, 2.0], [620.0, 398.0, 668.0, 434.0, 0.7703346610069275, 2.0], [49.0, 276.0, 125.0, 309.0, 0.7701470255851746, 2.0], [761.0, 402.0, 802.0, 438.0, 0.7606309056282043, 2.0], [1112.0, 378.0, 1142.0, 400.0, 0.7373724579811096, 2.0], [1137.0, 367.0, 1168.0, 390.0, 0.7247390151023865, 2.0], [1008.0, 363.0, 1033.0, 385.0, 0.6086240410804749, 2.0], [1018.0, 336.0, 1035.0, 352.0, 0.5973068475723267, 2.0], [1292.0, 291.0, 1321.0, 306.0, 0.5506298542022705, 2.0], [1261.0, 294.0, 1296.0, 307.0, 0.43762698769569397, 2.0], [1371.0, 459.0, 1453.0, 513.0, 0.40003734827041626, 2.0], [981.0, 324.0, 1001.0, 337.0, 0.32287418842315674, 2.0], [179.0, 277.0, 216.0, 290.0, 0.292551189661026, 2.0], [866.0, 323.0, 880.0, 330.0, 0.27194610238075256, 2.0]]"
115,"[[1527.0, 537.0, 1652.0, 602.0, 0.9231852889060974, 2.0], [1136.0, 548.0, 1232.0, 622.0, 0.920843243598938, 2.0], [1205.0, 434.0, 1257.0, 468.0, 0.8909137845039368, 2.0], [1202.0, 483.0, 1290.0, 549.0, 0.8785346746444702, 2.0], [824.0, 371.0, 852.0, 392.0, 0.8516663312911987, 2.0], [1078.0, 391.0, 1116.0, 419.0, 0.8456768989562988, 2.0], [46.0, 277.0, 120.0, 309.0, 0.8397080898284912, 2.0], [1026.0, 397.0, 1065.0, 431.0, 0.8320504426956177, 2.0], [812.0, 349.0, 833.0, 365.0, 0.8079290390014648, 2.0], [616.0, 401.0, 662.0, 436.0, 0.7823361754417419, 2.0], [1136.0, 367.0, 1166.0, 390.0, 0.7694292664527893, 2.0], [1111.0, 378.0, 1141.0, 399.0, 0.7694104313850403, 2.0], [759.0, 403.0, 799.0, 440.0, 0.6627856492996216, 2.0], [1018.0, 335.0, 1034.0, 351.0, 0.6184133291244507, 2.0], [1008.0, 363.0, 1032.0, 385.0, 0.5018516182899475, 2.0], [1293.0, 291.0, 1323.0, 307.0, 0.47428205609321594, 2.0], [1260.0, 294.0, 1293.0, 307.0, 0.46521374583244324, 2.0], [865.0, 324.0, 880.0, 331.0, 0.3042961657047272, 2.0], [981.0, 324.0, 1001.0, 338.0, 0.2749864459037781, 2.0]]"
116,"[[1513.0, 533.0, 1636.0, 596.0, 0.9168276786804199, 2.0], [1131.0, 541.0, 1222.0, 612.0, 0.9158695936203003, 2.0], [1202.0, 432.0, 1253.0, 466.0, 0.8815836906433105, 2.0], [1197.0, 478.0, 1282.0, 543.0, 0.8759117126464844, 2.0], [41.0, 277.0, 116.0, 310.0, 0.8688080906867981, 2.0], [810.0, 351.0, 832.0, 366.0, 0.8491718173027039, 2.0], [1077.0, 390.0, 1114.0, 419.0, 0.8490546345710754, 2.0], [1108.0, 377.0, 1139.0, 399.0, 0.8304201364517212, 2.0], [823.0, 373.0, 851.0, 394.0, 0.829899787902832, 2.0], [1134.0, 366.0, 1164.0, 389.0, 0.8060150146484375, 2.0], [1026.0, 395.0, 1064.0, 430.0, 0.7610298991203308, 2.0], [612.0, 401.0, 662.0, 438.0, 0.7501676082611084, 2.0], [1354.0, 454.0, 1435.0, 506.0, 0.59498530626297, 2.0], [1017.0, 336.0, 1034.0, 351.0, 0.5631341934204102, 2.0], [756.0, 404.0, 797.0, 442.0, 0.5569967031478882, 2.0], [1008.0, 362.0, 1032.0, 384.0, 0.5169137120246887, 2.0], [1293.0, 291.0, 1322.0, 307.0, 0.4232465624809265, 2.0], [1259.0, 294.0, 1290.0, 307.0, 0.3557606041431427, 2.0], [865.0, 324.0, 879.0, 331.0, 0.29557085037231445, 2.0]]"
117,"[[1501.0, 528.0, 1618.0, 589.0, 0.9156138300895691, 2.0], [1126.0, 534.0, 1214.0, 602.0, 0.9106643795967102, 2.0], [36.0, 277.0, 112.0, 312.0, 0.8869099020957947, 2.0], [809.0, 349.0, 831.0, 367.0, 0.8664042949676514, 2.0], [1198.0, 430.0, 1248.0, 463.0, 0.8633946776390076, 2.0], [1077.0, 389.0, 1112.0, 418.0, 0.8529664278030396, 2.0], [822.0, 374.0, 849.0, 395.0, 0.8478200435638428, 2.0], [1025.0, 394.0, 1062.0, 428.0, 0.8229898810386658, 2.0], [609.0, 402.0, 659.0, 440.0, 0.8200960159301758, 2.0], [1108.0, 376.0, 1136.0, 398.0, 0.7917792797088623, 2.0], [1133.0, 366.0, 1162.0, 389.0, 0.7916322946548462, 2.0], [1192.0, 474.0, 1274.0, 538.0, 0.7419712543487549, 2.0], [1017.0, 335.0, 1033.0, 351.0, 0.6047361493110657, 2.0], [753.0, 405.0, 795.0, 445.0, 0.5687152147293091, 2.0], [1350.0, 452.0, 1426.0, 503.0, 0.4722145199775696, 2.0], [1008.0, 361.0, 1031.0, 382.0, 0.43945083022117615, 2.0], [1294.0, 290.0, 1323.0, 307.0, 0.3194013237953186, 2.0], [180.0, 277.0, 216.0, 291.0, 0.2845509648323059, 2.0], [865.0, 324.0, 880.0, 331.0, 0.25723370909690857, 2.0]]"
118,"[[1490.0, 521.0, 1603.0, 582.0, 0.9208646416664124, 2.0], [1121.0, 528.0, 1207.0, 594.0, 0.8971937894821167, 2.0], [809.0, 351.0, 831.0, 368.0, 0.8695590496063232, 2.0], [1024.0, 393.0, 1061.0, 427.0, 0.8664742112159729, 2.0], [1076.0, 388.0, 1111.0, 417.0, 0.8552005887031555, 2.0], [820.0, 375.0, 848.0, 396.0, 0.8340060710906982, 2.0], [1195.0, 428.0, 1244.0, 461.0, 0.8327776789665222, 2.0], [1133.0, 365.0, 1160.0, 388.0, 0.8250210881233215, 2.0], [31.0, 277.0, 108.0, 312.0, 0.8228676915168762, 2.0], [1187.0, 472.0, 1267.0, 533.0, 0.781496524810791, 2.0], [1105.0, 376.0, 1135.0, 398.0, 0.7694975137710571, 2.0], [605.0, 403.0, 656.0, 442.0, 0.7211395502090454, 2.0], [1017.0, 335.0, 1033.0, 351.0, 0.6840865612030029, 2.0], [751.0, 407.0, 793.0, 447.0, 0.6789142489433289, 2.0], [1891.0, 704.0, 1920.0, 774.0, 0.6772969961166382, 2.0], [1342.0, 449.0, 1419.0, 500.0, 0.5905432105064392, 2.0], [1007.0, 361.0, 1031.0, 382.0, 0.5554513335227966, 2.0], [1297.0, 291.0, 1322.0, 306.0, 0.3460325300693512, 2.0], [983.0, 325.0, 1002.0, 338.0, 0.3338254690170288, 2.0], [864.0, 325.0, 879.0, 332.0, 0.31968235969543457, 2.0], [1023.0, 391.0, 1109.0, 423.0, 0.2897328734397888, 2.0], [1247.0, 294.0, 1286.0, 307.0, 0.25504741072654724, 2.0], [179.0, 277.0, 216.0, 291.0, 0.250201016664505, 2.0]]"
119,"[[1477.0, 518.0, 1588.0, 575.0, 0.9144744277000427, 2.0], [1116.0, 522.0, 1200.0, 585.0, 0.9080415964126587, 2.0], [1075.0, 388.0, 1109.0, 416.0, 0.8740887641906738, 2.0], [1857.0, 685.0, 1919.0, 759.0, 0.8641501665115356, 2.0], [27.0, 278.0, 103.0, 312.0, 0.8607610464096069, 2.0], [1181.0, 469.0, 1259.0, 530.0, 0.860439121723175, 2.0], [819.0, 376.0, 848.0, 397.0, 0.8591801524162292, 2.0], [808.0, 353.0, 830.0, 369.0, 0.8581917881965637, 2.0], [1024.0, 393.0, 1059.0, 425.0, 0.8569087982177734, 2.0], [601.0, 405.0, 653.0, 444.0, 0.8551260828971863, 2.0], [1191.0, 426.0, 1239.0, 459.0, 0.8267570734024048, 2.0], [1105.0, 376.0, 1133.0, 397.0, 0.7911025285720825, 2.0], [1007.0, 360.0, 1031.0, 381.0, 0.6943357586860657, 2.0], [1131.0, 365.0, 1159.0, 387.0, 0.6934434771537781, 2.0], [1017.0, 335.0, 1033.0, 350.0, 0.6120567917823792, 2.0], [1335.0, 448.0, 1412.0, 495.0, 0.5569427013397217, 2.0], [747.0, 410.0, 790.0, 449.0, 0.5214665532112122, 2.0], [983.0, 325.0, 1001.0, 337.0, 0.3692961037158966, 2.0], [1297.0, 292.0, 1322.0, 307.0, 0.3298332095146179, 2.0], [1238.0, 294.0, 1280.0, 308.0, 0.27593252062797546, 2.0], [864.0, 325.0, 878.0, 332.0, 0.2678922712802887, 2.0], [1023.0, 390.0, 1106.0, 419.0, 0.26175904273986816, 2.0]]"
120,"[[1466.0, 513.0, 1575.0, 570.0, 0.913238525390625, 2.0], [1112.0, 517.0, 1193.0, 578.0, 0.9039695858955383, 2.0], [1177.0, 466.0, 1253.0, 524.0, 0.8922014832496643, 2.0], [1188.0, 425.0, 1236.0, 457.0, 0.8900349140167236, 2.0], [1073.0, 387.0, 1107.0, 415.0, 0.8762136697769165, 2.0], [807.0, 354.0, 828.0, 370.0, 0.872141420841217, 2.0], [1825.0, 663.0, 1920.0, 758.0, 0.8595223426818848, 2.0], [597.0, 406.0, 649.0, 446.0, 0.8284266591072083, 2.0], [818.0, 377.0, 847.0, 399.0, 0.8240934610366821, 2.0], [20.0, 277.0, 99.0, 313.0, 0.8179818391799927, 2.0], [1103.0, 375.0, 1133.0, 395.0, 0.791641116142273, 2.0], [1022.0, 392.0, 1057.0, 424.0, 0.7884460091590881, 2.0], [744.0, 411.0, 789.0, 452.0, 0.7498809099197388, 2.0], [1129.0, 365.0, 1158.0, 387.0, 0.647407591342926, 2.0], [1017.0, 335.0, 1032.0, 350.0, 0.5809513926506042, 2.0], [1007.0, 360.0, 1030.0, 381.0, 0.5212768316268921, 2.0], [1332.0, 445.0, 1404.0, 492.0, 0.4183349907398224, 2.0], [1234.0, 294.0, 1280.0, 308.0, 0.3888036906719208, 2.0], [864.0, 325.0, 878.0, 333.0, 0.3695383667945862, 2.0], [1298.0, 292.0, 1322.0, 307.0, 0.36092203855514526, 2.0], [983.0, 326.0, 1001.0, 337.0, 0.3548429310321808, 2.0], [180.0, 276.0, 216.0, 292.0, 0.3043614327907562, 2.0]]"
121,"[[1456.0, 508.0, 1560.0, 566.0, 0.913238525390625, 2.0], [1072.0, 387.0, 1106.0, 414.0, 0.8878719210624695, 2.0], [1185.0, 424.0, 1231.0, 456.0, 0.8737425208091736, 2.0], [1794.0, 645.0, 1920.0, 770.0, 0.8722932934761047, 2.0], [1108.0, 511.0, 1186.0, 571.0, 0.8664728403091431, 2.0], [805.0, 355.0, 827.0, 371.0, 0.8564200401306152, 2.0], [817.0, 378.0, 846.0, 400.0, 0.8446090221405029, 2.0], [594.0, 407.0, 646.0, 447.0, 0.8427594900131226, 2.0], [1173.0, 463.0, 1248.0, 520.0, 0.8323369026184082, 2.0], [1102.0, 375.0, 1130.0, 395.0, 0.8237557411193848, 2.0], [1021.0, 391.0, 1056.0, 424.0, 0.8110330700874329, 2.0], [741.0, 413.0, 787.0, 455.0, 0.8030900359153748, 2.0], [15.0, 278.0, 94.0, 312.0, 0.8024525046348572, 2.0], [1127.0, 365.0, 1156.0, 387.0, 0.7345667481422424, 2.0], [1016.0, 336.0, 1032.0, 349.0, 0.6363038420677185, 2.0], [1324.0, 443.0, 1396.0, 490.0, 0.5730032920837402, 2.0], [1006.0, 361.0, 1029.0, 381.0, 0.48439741134643555, 2.0], [1234.0, 294.0, 1276.0, 307.0, 0.463578999042511, 2.0], [1298.0, 293.0, 1341.0, 309.0, 0.34996405243873596, 2.0], [983.0, 326.0, 999.0, 337.0, 0.3324180245399475, 2.0], [179.0, 277.0, 215.0, 292.0, 0.32267093658447266, 2.0]]"
122,"[[1767.0, 634.0, 1919.0, 753.0, 0.9190572500228882, 2.0], [1446.0, 506.0, 1547.0, 560.0, 0.8974699974060059, 2.0], [1071.0, 387.0, 1104.0, 413.0, 0.8941655158996582, 2.0], [10.0, 279.0, 90.0, 313.0, 0.8746188282966614, 2.0], [814.0, 379.0, 845.0, 402.0, 0.8731642961502075, 2.0], [1181.0, 422.0, 1228.0, 454.0, 0.8690703511238098, 2.0], [1104.0, 506.0, 1180.0, 564.0, 0.8689696192741394, 2.0], [590.0, 410.0, 642.0, 450.0, 0.8665327429771423, 2.0], [1102.0, 375.0, 1128.0, 395.0, 0.8301451802253723, 2.0], [1169.0, 458.0, 1242.0, 517.0, 0.8283728361129761, 2.0], [1021.0, 390.0, 1056.0, 422.0, 0.8122308850288391, 2.0], [804.0, 355.0, 826.0, 371.0, 0.7840675115585327, 2.0], [1127.0, 364.0, 1155.0, 387.0, 0.7455398440361023, 2.0], [1016.0, 336.0, 1032.0, 350.0, 0.586876630783081, 2.0], [1231.0, 295.0, 1273.0, 307.0, 0.5712869167327881, 2.0], [737.0, 416.0, 783.0, 458.0, 0.5525109171867371, 2.0], [1319.0, 441.0, 1390.0, 488.0, 0.5314681529998779, 2.0], [1006.0, 361.0, 1029.0, 381.0, 0.4237959682941437, 2.0], [180.0, 278.0, 215.0, 293.0, 0.3764134645462036, 2.0], [983.0, 327.0, 999.0, 337.0, 0.29279258847236633, 2.0]]"
123,"[[1437.0, 502.0, 1534.0, 553.0, 0.9199603796005249, 2.0], [5.0, 279.0, 85.0, 313.0, 0.9017570614814758, 2.0], [1070.0, 386.0, 1103.0, 412.0, 0.8918548822402954, 2.0], [585.0, 411.0, 639.0, 453.0, 0.8876575231552124, 2.0], [1099.0, 499.0, 1173.0, 558.0, 0.8805327415466309, 2.0], [1163.0, 455.0, 1236.0, 513.0, 0.8750812411308289, 2.0], [814.0, 380.0, 844.0, 404.0, 0.8691038489341736, 2.0], [1742.0, 623.0, 1920.0, 739.0, 0.8676220178604126, 2.0], [1179.0, 421.0, 1223.0, 451.0, 0.8650678396224976, 2.0], [1020.0, 389.0, 1055.0, 422.0, 0.8255531787872314, 2.0], [1101.0, 374.0, 1126.0, 394.0, 0.8145223259925842, 2.0], [804.0, 356.0, 826.0, 373.0, 0.804846465587616, 2.0], [1126.0, 365.0, 1153.0, 387.0, 0.7636494040489197, 2.0], [734.0, 417.0, 781.0, 462.0, 0.705417275428772, 2.0], [1314.0, 439.0, 1382.0, 487.0, 0.6801050305366516, 2.0], [1016.0, 336.0, 1031.0, 349.0, 0.6050952672958374, 2.0], [1229.0, 295.0, 1272.0, 307.0, 0.547441303730011, 2.0], [1006.0, 360.0, 1028.0, 381.0, 0.4095340073108673, 2.0], [180.0, 278.0, 215.0, 294.0, 0.38110122084617615, 2.0], [984.0, 327.0, 998.0, 337.0, 0.3146059811115265, 2.0], [863.0, 327.0, 877.0, 335.0, 0.28561344742774963, 2.0]]"
124,"[[1715.0, 613.0, 1919.0, 723.0, 0.9199924468994141, 2.0], [1426.0, 497.0, 1523.0, 550.0, 0.902236819267273, 2.0], [1097.0, 496.0, 1169.0, 551.0, 0.8956789970397949, 2.0], [0.0, 279.0, 81.0, 314.0, 0.8811187148094177, 2.0], [1176.0, 420.0, 1220.0, 450.0, 0.8745389580726624, 2.0], [1069.0, 387.0, 1102.0, 412.0, 0.8727632761001587, 2.0], [1161.0, 455.0, 1230.0, 509.0, 0.8633359670639038, 2.0], [812.0, 382.0, 843.0, 405.0, 0.8491962552070618, 2.0], [803.0, 357.0, 826.0, 373.0, 0.8392494916915894, 2.0], [581.0, 413.0, 637.0, 455.0, 0.8376436829566956, 2.0], [1100.0, 374.0, 1125.0, 393.0, 0.7921726703643799, 2.0], [1019.0, 389.0, 1053.0, 421.0, 0.7707496285438538, 2.0], [1124.0, 364.0, 1151.0, 386.0, 0.717205822467804, 2.0], [1015.0, 335.0, 1031.0, 349.0, 0.6068110466003418, 2.0], [731.0, 419.0, 779.0, 464.0, 0.5861496329307556, 2.0], [1308.0, 438.0, 1376.0, 482.0, 0.49580493569374084, 2.0], [1227.0, 295.0, 1266.0, 306.0, 0.39613357186317444, 2.0], [180.0, 278.0, 215.0, 294.0, 0.3813472390174866, 2.0], [863.0, 327.0, 877.0, 335.0, 0.3642589747905731, 2.0], [1006.0, 360.0, 1028.0, 380.0, 0.31668180227279663, 2.0], [983.0, 327.0, 999.0, 338.0, 0.2759159207344055, 2.0]]"
125,"[[1694.0, 603.0, 1890.0, 712.0, 0.9218730330467224, 2.0], [1093.0, 493.0, 1163.0, 546.0, 0.8958843946456909, 2.0], [1417.0, 493.0, 1510.0, 546.0, 0.8910578489303589, 2.0], [1157.0, 452.0, 1225.0, 505.0, 0.8899656534194946, 2.0], [0.0, 279.0, 77.0, 314.0, 0.879560649394989, 2.0], [1068.0, 386.0, 1100.0, 411.0, 0.8697616457939148, 2.0], [801.0, 357.0, 824.0, 375.0, 0.8608464598655701, 2.0], [811.0, 385.0, 842.0, 406.0, 0.859660267829895, 2.0], [577.0, 415.0, 632.0, 458.0, 0.8578479290008545, 2.0], [1171.0, 419.0, 1217.0, 449.0, 0.8292047381401062, 2.0], [1098.0, 373.0, 1124.0, 392.0, 0.8028537631034851, 2.0], [1019.0, 389.0, 1052.0, 420.0, 0.7149934768676758, 2.0], [1123.0, 365.0, 1151.0, 386.0, 0.69965660572052, 2.0], [1795.0, 955.0, 1918.0, 1076.0, 0.6044808626174927, 2.0], [1015.0, 336.0, 1030.0, 350.0, 0.5687296390533447, 2.0], [1303.0, 436.0, 1371.0, 480.0, 0.5661618709564209, 2.0], [727.0, 422.0, 775.0, 466.0, 0.5462032556533813, 2.0], [862.0, 327.0, 877.0, 337.0, 0.3888932466506958, 2.0], [1225.0, 297.0, 1264.0, 306.0, 0.359903484582901, 2.0], [180.0, 278.0, 216.0, 294.0, 0.28482818603515625, 2.0], [1006.0, 360.0, 1027.0, 379.0, 0.2749667465686798, 2.0], [1127.0, 296.0, 1166.0, 305.0, 0.27244362235069275, 2.0]]"
126,"[[1670.0, 595.0, 1859.0, 699.0, 0.9301398992538452, 2.0], [1091.0, 489.0, 1158.0, 541.0, 0.9024423360824585, 2.0], [1409.0, 491.0, 1499.0, 540.0, 0.8975314497947693, 2.0], [1153.0, 450.0, 1219.0, 503.0, 0.8842921257019043, 2.0], [572.0, 416.0, 630.0, 459.0, 0.8722101449966431, 2.0], [800.0, 359.0, 824.0, 377.0, 0.8693382740020752, 2.0], [809.0, 387.0, 840.0, 409.0, 0.86734539270401, 2.0], [0.0, 280.0, 72.0, 314.0, 0.8672281503677368, 2.0], [1067.0, 386.0, 1099.0, 410.0, 0.8591299653053284, 2.0], [1170.0, 418.0, 1213.0, 447.0, 0.8565859794616699, 2.0], [1740.0, 913.0, 1920.0, 1076.0, 0.8489814400672913, 2.0], [1097.0, 373.0, 1122.0, 392.0, 0.7676101326942444, 2.0], [1018.0, 388.0, 1051.0, 418.0, 0.7489177584648132, 2.0], [723.0, 424.0, 773.0, 469.0, 0.6816996335983276, 2.0], [1123.0, 365.0, 1148.0, 385.0, 0.6608262658119202, 2.0], [1015.0, 336.0, 1030.0, 350.0, 0.6599964499473572, 2.0], [862.0, 328.0, 877.0, 338.0, 0.4478296935558319, 2.0], [1005.0, 360.0, 1027.0, 380.0, 0.40547484159469604, 2.0], [982.0, 328.0, 1000.0, 339.0, 0.2844060957431793, 2.0], [1129.0, 296.0, 1169.0, 305.0, 0.27830395102500916, 2.0], [550.0, 287.0, 568.0, 298.0, 0.25636136531829834, 2.0]]"
