frame,number of cars
20,"[[85.0, 96.0, 103.0, 110.0, 0.7813149094581604, 2.0], [275.0, 100.0, 306.0, 118.0, 0.7750741243362427, 2.0], [201.0, 114.0, 228.0, 137.0, 0.6759132742881775, 2.0], [118.0, 73.0, 129.0, 85.0, 0.4904385507106781, 2.0]]"
21,"[[200.0, 111.0, 224.0, 132.0, 0.7934519648551941, 2.0], [271.0, 99.0, 301.0, 116.0, 0.7155699133872986, 2.0], [82.0, 98.0, 102.0, 113.0, 0.6459848284721375, 2.0], [117.0, 71.0, 129.0, 85.0, 0.43701669573783875, 2.0]]"
22,"[[199.0, 109.0, 222.0, 130.0, 0.7874401807785034, 2.0], [266.0, 98.0, 297.0, 114.0, 0.7332839965820312, 2.0], [78.0, 98.0, 98.0, 115.0, 0.573925256729126, 2.0], [117.0, 73.0, 127.0, 85.0, 0.3134065568447113, 2.0]]"
23,"[[75.0, 100.0, 98.0, 117.0, 0.7301070094108582, 2.0], [266.0, 97.0, 292.0, 113.0, 0.7209977507591248, 2.0], [197.0, 106.0, 217.0, 126.0, 0.7110099196434021, 2.0], [116.0, 74.0, 127.0, 86.0, 0.32888543605804443, 2.0]]"
24,"[[262.0, 95.0, 288.0, 112.0, 0.7950023412704468, 2.0], [72.0, 101.0, 95.0, 119.0, 0.7034932374954224, 2.0], [195.0, 105.0, 217.0, 124.0, 0.6469923257827759, 2.0], [114.0, 74.0, 127.0, 87.0, 0.34363874793052673, 2.0]]"
25,"[[260.0, 94.0, 285.0, 110.0, 0.8048791885375977, 2.0], [68.0, 104.0, 92.0, 122.0, 0.7745423316955566, 2.0], [194.0, 103.0, 214.0, 121.0, 0.6955674290657043, 2.0], [113.0, 77.0, 125.0, 88.0, 0.48121169209480286, 2.0]]"
26,"[[258.0, 92.0, 281.0, 108.0, 0.8275192975997925, 2.0], [65.0, 105.0, 90.0, 124.0, 0.8160054087638855, 2.0], [193.0, 102.0, 211.0, 118.0, 0.6501830816268921, 2.0], [112.0, 77.0, 125.0, 88.0, 0.5069813132286072, 2.0]]"
27,"[[255.0, 92.0, 279.0, 107.0, 0.8772270083427429, 2.0], [60.0, 107.0, 87.0, 126.0, 0.7839339971542358, 2.0], [306.0, 134.0, 320.0, 149.0, 0.6831948757171631, 2.0], [191.0, 99.0, 210.0, 117.0, 0.5162647366523743, 2.0], [111.0, 74.0, 124.0, 89.0, 0.4172798693180084, 2.0]]"
28,"[[56.0, 109.0, 86.0, 131.0, 0.7914711236953735, 2.0], [252.0, 91.0, 275.0, 105.0, 0.7578228712081909, 2.0], [190.0, 98.0, 209.0, 114.0, 0.5005170106887817, 2.0], [111.0, 78.0, 123.0, 89.0, 0.42486774921417236, 2.0], [300.0, 131.0, 320.0, 150.0, 0.31002435088157654, 2.0]]"
29,"[[50.0, 111.0, 82.0, 134.0, 0.7861946225166321, 2.0], [190.0, 96.0, 206.0, 112.0, 0.7588579654693604, 2.0], [250.0, 89.0, 272.0, 104.0, 0.6855157017707825, 2.0], [296.0, 166.0, 320.0, 180.0, 0.44297099113464355, 2.0], [110.0, 78.0, 122.0, 90.0, 0.4288806617259979, 2.0], [294.0, 127.0, 320.0, 150.0, 0.3453282117843628, 2.0]]"
30,"[[45.0, 114.0, 82.0, 138.0, 0.8211314678192139, 2.0], [248.0, 89.0, 269.0, 103.0, 0.7789608240127563, 2.0], [189.0, 95.0, 205.0, 110.0, 0.7173973321914673, 2.0], [289.0, 159.0, 320.0, 180.0, 0.5417816638946533, 2.0], [109.0, 82.0, 121.0, 92.0, 0.4486849009990692, 2.0], [288.0, 124.0, 320.0, 147.0, 0.35414353013038635, 2.0]]"
31,"[[39.0, 116.0, 76.0, 142.0, 0.8075388669967651, 2.0], [246.0, 88.0, 266.0, 102.0, 0.7898162603378296, 2.0], [188.0, 93.0, 204.0, 108.0, 0.7703284025192261, 2.0], [281.0, 121.0, 320.0, 143.0, 0.7253090739250183, 2.0], [107.0, 81.0, 121.0, 91.0, 0.5709261298179626, 2.0], [280.0, 152.0, 320.0, 180.0, 0.5663203001022339, 2.0], [109.0, 71.0, 122.0, 89.0, 0.35295435786247253, 2.0], [111.0, 70.0, 123.0, 78.0, 0.32907092571258545, 2.0]]"
32,"[[33.0, 119.0, 73.0, 147.0, 0.8769190907478333, 2.0], [276.0, 118.0, 317.0, 139.0, 0.8665660619735718, 2.0], [187.0, 92.0, 202.0, 107.0, 0.7671338319778442, 2.0], [245.0, 88.0, 264.0, 101.0, 0.7255398631095886, 2.0], [105.0, 83.0, 120.0, 93.0, 0.6358729004859924, 2.0], [275.0, 145.0, 320.0, 179.0, 0.6188355088233948, 2.0], [109.0, 70.0, 120.0, 78.0, 0.4076501131057739, 2.0]]"
33,"[[272.0, 114.0, 310.0, 135.0, 0.8390227556228638, 2.0], [25.0, 122.0, 68.0, 152.0, 0.8107770681381226, 2.0], [242.0, 86.0, 262.0, 99.0, 0.7701219916343689, 2.0], [186.0, 91.0, 201.0, 105.0, 0.6579473614692688, 2.0], [269.0, 139.0, 320.0, 179.0, 0.6282467246055603, 2.0], [104.0, 82.0, 118.0, 93.0, 0.5415111780166626, 2.0], [108.0, 70.0, 119.0, 79.0, 0.3313271403312683, 2.0]]"
34,"[[240.0, 86.0, 259.0, 97.0, 0.8118789196014404, 2.0], [268.0, 112.0, 303.0, 132.0, 0.8014811873435974, 2.0], [17.0, 125.0, 62.0, 158.0, 0.7794873118400574, 2.0], [103.0, 83.0, 118.0, 94.0, 0.7108463048934937, 2.0], [262.0, 135.0, 317.0, 172.0, 0.7016425132751465, 2.0], [186.0, 89.0, 199.0, 103.0, 0.6804811954498291, 2.0], [110.0, 70.0, 121.0, 78.0, 0.4483377933502197, 2.0]]"
35,"[[258.0, 132.0, 308.0, 165.0, 0.8268952369689941, 2.0], [7.0, 129.0, 58.0, 165.0, 0.8103466629981995, 2.0], [262.0, 110.0, 298.0, 129.0, 0.8046205043792725, 2.0], [238.0, 85.0, 256.0, 96.0, 0.7448678016662598, 2.0], [102.0, 83.0, 118.0, 95.0, 0.5851126313209534, 2.0], [185.0, 89.0, 198.0, 102.0, 0.5368339419364929, 2.0], [109.0, 71.0, 119.0, 79.0, 0.4395564794540405, 2.0]]"
36,"[[260.0, 108.0, 291.0, 125.0, 0.7521210312843323, 2.0], [101.0, 83.0, 115.0, 95.0, 0.7301959991455078, 2.0], [0.0, 133.0, 51.0, 174.0, 0.720156192779541, 2.0], [237.0, 83.0, 255.0, 96.0, 0.6902865171432495, 2.0], [183.0, 88.0, 198.0, 100.0, 0.6626660227775574, 2.0], [255.0, 129.0, 300.0, 159.0, 0.6576846241950989, 2.0], [109.0, 71.0, 119.0, 79.0, 0.47269168496131897, 2.0]]"
37,"[[0.0, 138.0, 44.0, 178.0, 0.7769380211830139, 2.0], [237.0, 83.0, 253.0, 95.0, 0.7686652541160583, 2.0], [100.0, 84.0, 114.0, 96.0, 0.7433747053146362, 2.0], [255.0, 105.0, 288.0, 123.0, 0.7304767370223999, 2.0], [251.0, 125.0, 292.0, 154.0, 0.6933167576789856, 2.0], [183.0, 86.0, 197.0, 98.0, 0.5988015532493591, 2.0], [109.0, 72.0, 120.0, 79.0, 0.5328409075737, 2.0]]"
38,"[[236.0, 82.0, 251.0, 93.0, 0.758280336856842, 2.0], [251.0, 105.0, 282.0, 120.0, 0.6778590679168701, 2.0], [246.0, 122.0, 286.0, 149.0, 0.6681341528892517, 2.0], [98.0, 85.0, 114.0, 98.0, 0.6287180185317993, 2.0], [183.0, 86.0, 196.0, 97.0, 0.601371705532074, 2.0], [108.0, 71.0, 118.0, 79.0, 0.40866607427597046, 2.0], [0.0, 143.0, 38.0, 179.0, 0.3417292535305023, 2.0]]"
39,"[[233.0, 82.0, 249.0, 93.0, 0.8131861090660095, 2.0], [95.0, 86.0, 112.0, 98.0, 0.742365837097168, 2.0], [251.0, 101.0, 277.0, 117.0, 0.6745008826255798, 2.0], [244.0, 117.0, 281.0, 145.0, 0.66636061668396, 2.0], [182.0, 85.0, 195.0, 96.0, 0.6513122320175171, 2.0], [106.0, 71.0, 117.0, 79.0, 0.4985707998275757, 2.0], [1.0, 150.0, 29.0, 179.0, 0.44757404923439026, 2.0]]"
40,"[[232.0, 81.0, 247.0, 93.0, 0.790087103843689, 2.0], [247.0, 100.0, 274.0, 114.0, 0.6830567717552185, 2.0], [95.0, 86.0, 110.0, 99.0, 0.6070895791053772, 2.0], [183.0, 85.0, 194.0, 95.0, 0.6005669832229614, 2.0], [240.0, 117.0, 275.0, 140.0, 0.45612582564353943, 2.0], [106.0, 73.0, 116.0, 80.0, 0.4519483745098114, 2.0], [0.0, 156.0, 20.0, 180.0, 0.25908127427101135, 2.0]]"
41,"[[230.0, 81.0, 245.0, 91.0, 0.7201076149940491, 2.0], [182.0, 82.0, 193.0, 93.0, 0.7061547636985779, 2.0], [236.0, 115.0, 271.0, 137.0, 0.6549060940742493, 2.0], [244.0, 97.0, 270.0, 112.0, 0.6204848289489746, 2.0], [105.0, 73.0, 116.0, 81.0, 0.5732297301292419, 2.0], [93.0, 84.0, 110.0, 101.0, 0.5717141032218933, 2.0]]"
42,"[[241.0, 97.0, 265.0, 110.0, 0.7884883880615234, 2.0], [229.0, 80.0, 243.0, 90.0, 0.7712849974632263, 2.0], [232.0, 110.0, 266.0, 132.0, 0.7344464659690857, 2.0], [181.0, 81.0, 192.0, 92.0, 0.6704190969467163, 2.0], [104.0, 72.0, 116.0, 81.0, 0.5083624124526978, 2.0], [90.0, 85.0, 108.0, 101.0, 0.4634671211242676, 2.0]]"
43,"[[232.0, 109.0, 263.0, 130.0, 0.7800117135047913, 2.0], [239.0, 95.0, 262.0, 108.0, 0.7336494326591492, 2.0], [228.0, 79.0, 242.0, 89.0, 0.7184154987335205, 2.0], [103.0, 73.0, 115.0, 81.0, 0.638518750667572, 2.0], [180.0, 81.0, 192.0, 92.0, 0.5180495977401733, 2.0], [89.0, 88.0, 107.0, 103.0, 0.5145888924598694, 2.0]]"
44,"[[225.0, 79.0, 241.0, 88.0, 0.75133216381073, 2.0], [237.0, 94.0, 258.0, 107.0, 0.7315230369567871, 2.0], [86.0, 89.0, 106.0, 104.0, 0.706849217414856, 2.0], [227.0, 106.0, 258.0, 127.0, 0.6595208644866943, 2.0], [103.0, 73.0, 115.0, 81.0, 0.6540666222572327, 2.0], [181.0, 81.0, 192.0, 91.0, 0.417256236076355, 2.0]]"
45,"[[224.0, 78.0, 240.0, 87.0, 0.7480000853538513, 2.0], [235.0, 92.0, 257.0, 104.0, 0.6633738279342651, 2.0], [227.0, 104.0, 255.0, 124.0, 0.5757089853286743, 2.0], [103.0, 73.0, 112.0, 81.0, 0.5725089311599731, 2.0], [84.0, 88.0, 104.0, 105.0, 0.5245373845100403, 2.0], [180.0, 80.0, 191.0, 89.0, 0.4105336368083954, 2.0]]"
46,"[[224.0, 77.0, 237.0, 87.0, 0.7462741732597351, 2.0], [224.0, 103.0, 251.0, 121.0, 0.6698203086853027, 2.0], [234.0, 90.0, 253.0, 103.0, 0.643679141998291, 2.0], [81.0, 90.0, 102.0, 107.0, 0.6213955879211426, 2.0], [102.0, 73.0, 112.0, 81.0, 0.5999857187271118, 2.0], [180.0, 79.0, 191.0, 89.0, 0.3024052083492279, 2.0]]"
47,"[[231.0, 90.0, 250.0, 102.0, 0.7511523962020874, 2.0], [223.0, 76.0, 235.0, 86.0, 0.7304871082305908, 2.0], [222.0, 102.0, 247.0, 119.0, 0.7195139527320862, 2.0], [79.0, 91.0, 100.0, 108.0, 0.6541469693183899, 2.0], [101.0, 73.0, 112.0, 82.0, 0.6076535582542419, 2.0], [179.0, 79.0, 188.0, 87.0, 0.26387783885002136, 2.0]]"
48,"[[222.0, 77.0, 234.0, 86.0, 0.7015911936759949, 2.0], [77.0, 93.0, 97.0, 110.0, 0.684360682964325, 2.0], [221.0, 100.0, 245.0, 117.0, 0.6704447269439697, 2.0], [100.0, 74.0, 111.0, 82.0, 0.6565354466438293, 2.0], [231.0, 90.0, 248.0, 100.0, 0.6177526712417603, 2.0], [244.0, 169.0, 290.0, 180.0, 0.4079442322254181, 2.0], [179.0, 78.0, 187.0, 86.0, 0.31938037276268005, 2.0]]"
49,"[[74.0, 94.0, 95.0, 112.0, 0.6478056907653809, 2.0], [221.0, 76.0, 234.0, 86.0, 0.6141478419303894, 2.0], [97.0, 74.0, 110.0, 83.0, 0.5657027959823608, 2.0], [227.0, 88.0, 246.0, 100.0, 0.5250678062438965, 2.0], [220.0, 98.0, 243.0, 115.0, 0.4854132831096649, 2.0]]"
50,"[[71.0, 95.0, 93.0, 115.0, 0.7641961574554443, 2.0], [231.0, 154.0, 285.0, 179.0, 0.6848591566085815, 2.0], [96.0, 75.0, 110.0, 84.0, 0.6470395922660828, 2.0], [216.0, 95.0, 240.0, 112.0, 0.6437480449676514, 2.0], [226.0, 86.0, 243.0, 98.0, 0.5717515349388123, 2.0], [221.0, 77.0, 233.0, 85.0, 0.5617181062698364, 2.0], [178.0, 78.0, 187.0, 86.0, 0.25666871666908264, 2.0]]"
51,"[[95.0, 74.0, 108.0, 84.0, 0.6540469527244568, 2.0], [66.0, 97.0, 92.0, 117.0, 0.6131801009178162, 2.0], [225.0, 147.0, 280.0, 177.0, 0.6036136746406555, 2.0], [216.0, 94.0, 238.0, 110.0, 0.5998358130455017, 2.0], [219.0, 76.0, 231.0, 85.0, 0.40463459491729736, 2.0], [225.0, 86.0, 241.0, 96.0, 0.3545166254043579, 2.0], [220.0, 88.0, 239.0, 103.0, 0.32399705052375793, 2.0]]"
52,"[[222.0, 140.0, 280.0, 179.0, 0.714569628238678, 2.0], [95.0, 75.0, 108.0, 84.0, 0.6899282336235046, 2.0], [216.0, 95.0, 235.0, 109.0, 0.6797305345535278, 2.0], [64.0, 99.0, 89.0, 119.0, 0.6718241572380066, 2.0], [176.0, 77.0, 187.0, 84.0, 0.3538941740989685, 2.0], [226.0, 84.0, 239.0, 95.0, 0.31955552101135254, 2.0], [219.0, 87.0, 237.0, 105.0, 0.31038209795951843, 2.0], [218.0, 75.0, 230.0, 83.0, 0.3032401204109192, 2.0]]"
53,"[[94.0, 75.0, 106.0, 84.0, 0.7500220537185669, 2.0], [214.0, 93.0, 233.0, 107.0, 0.6254757046699524, 2.0], [60.0, 99.0, 88.0, 122.0, 0.4899701774120331, 2.0], [217.0, 134.0, 270.0, 176.0, 0.46455585956573486, 2.0], [217.0, 74.0, 230.0, 83.0, 0.32193973660469055, 2.0], [177.0, 76.0, 186.0, 84.0, 0.2893592417240143, 2.0], [219.0, 80.0, 236.0, 93.0, 0.28309154510498047, 2.0]]"
54,"[[212.0, 91.0, 232.0, 107.0, 0.7441092133522034, 2.0], [93.0, 77.0, 106.0, 85.0, 0.7272135019302368, 2.0], [54.0, 100.0, 86.0, 125.0, 0.6553903222084045, 2.0], [220.0, 81.0, 235.0, 93.0, 0.404003381729126, 2.0], [216.0, 131.0, 260.0, 168.0, 0.3394950032234192, 2.0], [217.0, 74.0, 228.0, 81.0, 0.2627292275428772, 2.0]]"
55,"[[92.0, 78.0, 105.0, 85.0, 0.783403754234314, 2.0], [50.0, 103.0, 83.0, 128.0, 0.7382737398147583, 2.0], [210.0, 91.0, 229.0, 104.0, 0.6980783939361572, 2.0], [218.0, 81.0, 233.0, 92.0, 0.35505273938179016, 2.0], [216.0, 72.0, 227.0, 81.0, 0.3033410310745239, 2.0], [176.0, 73.0, 186.0, 81.0, 0.3027387261390686, 2.0]]"
56,"[[46.0, 104.0, 79.0, 131.0, 0.7825635671615601, 2.0], [90.0, 77.0, 105.0, 86.0, 0.6886389851570129, 2.0], [209.0, 88.0, 229.0, 103.0, 0.6340318918228149, 2.0], [215.0, 80.0, 231.0, 89.0, 0.38729897141456604, 2.0], [215.0, 74.0, 229.0, 85.0, 0.28835156559944153, 2.0], [215.0, 73.0, 226.0, 80.0, 0.28087103366851807, 2.0], [177.0, 74.0, 185.0, 81.0, 0.2541055381298065, 2.0]]"
57,"[[208.0, 88.0, 226.0, 102.0, 0.670351505279541, 2.0], [88.0, 78.0, 102.0, 87.0, 0.6574557423591614, 2.0], [39.0, 106.0, 75.0, 136.0, 0.6198977828025818, 2.0], [215.0, 74.0, 228.0, 85.0, 0.3928149938583374, 2.0], [177.0, 74.0, 185.0, 80.0, 0.3662616014480591, 2.0], [214.0, 73.0, 225.0, 81.0, 0.3229340612888336, 2.0], [213.0, 78.0, 230.0, 88.0, 0.2747417986392975, 2.0]]"
58,"[[31.0, 110.0, 73.0, 140.0, 0.669614315032959, 2.0], [208.0, 88.0, 225.0, 101.0, 0.6472736597061157, 2.0], [88.0, 79.0, 101.0, 87.0, 0.6289359331130981, 2.0], [214.0, 74.0, 228.0, 87.0, 0.4231526553630829, 2.0], [176.0, 74.0, 184.0, 80.0, 0.30789852142333984, 2.0], [213.0, 72.0, 224.0, 81.0, 0.286022812128067, 2.0]]"
59,"[[24.0, 112.0, 68.0, 145.0, 0.7656365633010864, 2.0], [87.0, 79.0, 100.0, 87.0, 0.7432600259780884, 2.0], [207.0, 86.0, 223.0, 99.0, 0.6593127250671387, 2.0], [203.0, 111.0, 233.0, 138.0, 0.5217928886413574, 2.0], [213.0, 72.0, 223.0, 81.0, 0.3815634846687317, 2.0], [175.0, 74.0, 182.0, 79.0, 0.3750455975532532, 2.0]]"
60,"[[17.0, 115.0, 64.0, 150.0, 0.7664112448692322, 2.0], [85.0, 79.0, 100.0, 89.0, 0.7410662770271301, 2.0], [206.0, 86.0, 221.0, 98.0, 0.602821946144104, 2.0], [200.0, 109.0, 229.0, 135.0, 0.4066498577594757, 2.0], [213.0, 73.0, 224.0, 85.0, 0.331169992685318, 2.0], [175.0, 73.0, 183.0, 79.0, 0.30675050616264343, 2.0]]"
61,"[[198.0, 105.0, 225.0, 130.0, 0.7280145883560181, 2.0], [83.0, 79.0, 98.0, 90.0, 0.700958251953125, 2.0], [8.0, 117.0, 58.0, 159.0, 0.634120523929596, 2.0], [205.0, 85.0, 220.0, 97.0, 0.6025945544242859, 2.0], [212.0, 74.0, 223.0, 85.0, 0.3362916111946106, 2.0]]"
62,"[[81.0, 80.0, 97.0, 91.0, 0.7364273071289062, 2.0], [197.0, 104.0, 223.0, 127.0, 0.640945315361023, 2.0], [0.0, 120.0, 53.0, 165.0, 0.5471159815788269, 2.0], [203.0, 84.0, 219.0, 96.0, 0.5330609083175659, 2.0], [211.0, 73.0, 222.0, 85.0, 0.2818830907344818, 2.0]]"
63,"[[196.0, 102.0, 220.0, 123.0, 0.6731396913528442, 2.0], [79.0, 80.0, 96.0, 92.0, 0.6725013256072998, 2.0], [202.0, 84.0, 218.0, 96.0, 0.575024425983429, 2.0], [210.0, 73.0, 221.0, 84.0, 0.38351863622665405, 2.0]]"
64,"[[194.0, 100.0, 217.0, 121.0, 0.7239722013473511, 2.0], [79.0, 80.0, 95.0, 93.0, 0.6539134383201599, 2.0], [201.0, 82.0, 216.0, 94.0, 0.4607296586036682, 2.0], [209.0, 71.0, 220.0, 83.0, 0.30198362469673157, 2.0], [175.0, 70.0, 181.0, 77.0, 0.27722471952438354, 2.0]]"
65,"[[76.0, 81.0, 94.0, 93.0, 0.7545551061630249, 2.0], [192.0, 98.0, 215.0, 117.0, 0.6673319339752197, 2.0], [200.0, 82.0, 215.0, 93.0, 0.4637470841407776, 2.0], [208.0, 68.0, 219.0, 83.0, 0.3374698758125305, 2.0], [0.0, 135.0, 31.0, 173.0, 0.33023375272750854, 2.0], [174.0, 71.0, 181.0, 77.0, 0.28469887375831604, 2.0]]"
66,"[[192.0, 96.0, 213.0, 114.0, 0.7353819608688354, 2.0], [0.0, 142.0, 22.0, 177.0, 0.6349482536315918, 2.0], [73.0, 82.0, 92.0, 95.0, 0.6057980060577393, 2.0], [208.0, 70.0, 218.0, 83.0, 0.3202250301837921, 2.0], [174.0, 70.0, 180.0, 76.0, 0.28052639961242676, 2.0], [200.0, 81.0, 213.0, 91.0, 0.28046518564224243, 2.0]]"
67,"[[192.0, 95.0, 210.0, 112.0, 0.7634300589561462, 2.0], [72.0, 83.0, 91.0, 96.0, 0.5492302775382996, 2.0], [207.0, 70.0, 218.0, 82.0, 0.5154260396957397, 2.0], [310.0, 134.0, 320.0, 148.0, 0.4681529700756073, 2.0], [199.0, 81.0, 213.0, 91.0, 0.4656333327293396, 2.0], [0.0, 149.0, 11.0, 179.0, 0.4014522433280945, 2.0]]"
68,"[[190.0, 94.0, 208.0, 110.0, 0.7587258219718933, 2.0], [69.0, 83.0, 88.0, 96.0, 0.5974524617195129, 2.0], [207.0, 69.0, 217.0, 82.0, 0.5088136792182922, 2.0], [199.0, 80.0, 211.0, 90.0, 0.4899713099002838, 2.0], [301.0, 130.0, 320.0, 148.0, 0.44227010011672974, 2.0], [200.0, 76.0, 213.0, 87.0, 0.4319040775299072, 2.0]]"
69,"[[67.0, 84.0, 88.0, 97.0, 0.7918689250946045, 2.0], [189.0, 93.0, 207.0, 109.0, 0.7523021697998047, 2.0], [295.0, 126.0, 320.0, 148.0, 0.6305034160614014, 2.0], [205.0, 69.0, 216.0, 81.0, 0.39041951298713684, 2.0], [200.0, 74.0, 214.0, 86.0, 0.35714012384414673, 2.0], [198.0, 79.0, 211.0, 89.0, 0.34815216064453125, 2.0]]"
70,"[[65.0, 86.0, 85.0, 99.0, 0.8169753551483154, 2.0], [288.0, 122.0, 320.0, 144.0, 0.816451370716095, 2.0], [188.0, 91.0, 206.0, 107.0, 0.7746428847312927, 2.0], [205.0, 68.0, 216.0, 81.0, 0.42715001106262207, 2.0], [200.0, 73.0, 214.0, 85.0, 0.3578379452228546, 2.0], [198.0, 77.0, 209.0, 88.0, 0.29657062888145447, 2.0]]"
71,"[[282.0, 118.0, 320.0, 141.0, 0.867198646068573, 2.0], [62.0, 86.0, 83.0, 101.0, 0.763837456703186, 2.0], [187.0, 90.0, 204.0, 105.0, 0.7263462543487549, 2.0], [204.0, 69.0, 215.0, 81.0, 0.47088727355003357, 2.0], [201.0, 72.0, 214.0, 85.0, 0.4077625274658203, 2.0], [198.0, 75.0, 209.0, 87.0, 0.26308223605155945, 2.0]]"
