frame,number of cars
72,"[[277.0, 116.0, 316.0, 137.0, 0.8608765006065369, 2.0], [59.0, 87.0, 81.0, 102.0, 0.7794806361198425, 2.0], [187.0, 88.0, 203.0, 103.0, 0.6598452925682068, 2.0], [204.0, 68.0, 214.0, 80.0, 0.28160563111305237, 2.0]]"
73,"[[272.0, 114.0, 310.0, 133.0, 0.8662700057029724, 2.0], [57.0, 88.0, 79.0, 103.0, 0.7561137080192566, 2.0], [186.0, 88.0, 202.0, 102.0, 0.7217392325401306, 2.0], [201.0, 70.0, 212.0, 83.0, 0.26993560791015625, 2.0]]"
74,"[[269.0, 110.0, 303.0, 130.0, 0.8548441529273987, 2.0], [53.0, 88.0, 78.0, 105.0, 0.743876576423645, 2.0], [185.0, 86.0, 201.0, 100.0, 0.6680102944374084, 2.0]]"
75,"[[264.0, 108.0, 297.0, 126.0, 0.8612294793128967, 2.0], [50.0, 89.0, 74.0, 106.0, 0.7811578512191772, 2.0], [185.0, 85.0, 200.0, 99.0, 0.5526511669158936, 2.0], [200.0, 67.0, 212.0, 81.0, 0.284638375043869, 2.0]]"
76,"[[260.0, 107.0, 292.0, 123.0, 0.8400392532348633, 2.0], [47.0, 91.0, 74.0, 107.0, 0.8259544968605042, 2.0], [183.0, 84.0, 197.0, 97.0, 0.6432461738586426, 2.0]]"
77,"[[43.0, 92.0, 70.0, 109.0, 0.7944982051849365, 2.0], [256.0, 104.0, 287.0, 121.0, 0.7879438400268555, 2.0], [183.0, 84.0, 197.0, 96.0, 0.6184419989585876, 2.0]]"
78,"[[40.0, 94.0, 67.0, 111.0, 0.8349344730377197, 2.0], [254.0, 102.0, 281.0, 118.0, 0.8321437239646912, 2.0], [182.0, 82.0, 195.0, 95.0, 0.6453703045845032, 2.0], [194.0, 73.0, 205.0, 83.0, 0.2763576805591583, 2.0]]"
79,"[[35.0, 95.0, 66.0, 113.0, 0.8278934955596924, 2.0], [252.0, 100.0, 277.0, 116.0, 0.755092442035675, 2.0], [182.0, 81.0, 195.0, 93.0, 0.5615861415863037, 2.0], [198.0, 68.0, 209.0, 79.0, 0.3131526708602905, 2.0], [194.0, 73.0, 205.0, 82.0, 0.29650363326072693, 2.0]]"
80,"[[31.0, 96.0, 64.0, 115.0, 0.8215084075927734, 2.0], [249.0, 98.0, 273.0, 113.0, 0.7851595878601074, 2.0], [181.0, 81.0, 194.0, 92.0, 0.6469649076461792, 2.0], [193.0, 69.0, 206.0, 80.0, 0.33535218238830566, 2.0]]"
81,"[[245.0, 97.0, 270.0, 111.0, 0.7882029414176941, 2.0], [26.0, 96.0, 61.0, 118.0, 0.7818198800086975, 2.0], [181.0, 80.0, 193.0, 91.0, 0.5795406103134155, 2.0], [193.0, 69.0, 206.0, 80.0, 0.27810904383659363, 2.0]]"
82,"[[242.0, 95.0, 265.0, 110.0, 0.8676487803459167, 2.0], [22.0, 99.0, 58.0, 121.0, 0.8143638968467712, 2.0], [180.0, 80.0, 193.0, 90.0, 0.695561408996582, 2.0], [192.0, 68.0, 206.0, 79.0, 0.4465475380420685, 2.0], [305.0, 164.0, 320.0, 180.0, 0.3559287488460541, 2.0], [312.0, 115.0, 320.0, 127.0, 0.3488480746746063, 2.0]]"
83,"[[240.0, 95.0, 263.0, 108.0, 0.8546677231788635, 2.0], [15.0, 101.0, 54.0, 123.0, 0.8449614644050598, 2.0], [180.0, 79.0, 192.0, 89.0, 0.6159799098968506, 2.0], [294.0, 155.0, 320.0, 179.0, 0.5582980513572693, 2.0], [193.0, 69.0, 205.0, 78.0, 0.4890482723712921, 2.0], [307.0, 112.0, 320.0, 125.0, 0.42305615544319153, 2.0], [192.0, 71.0, 202.0, 80.0, 0.2947567105293274, 2.0]]"
84,"[[10.0, 102.0, 49.0, 125.0, 0.8423667550086975, 2.0], [238.0, 93.0, 258.0, 105.0, 0.7754015326499939, 2.0], [180.0, 79.0, 191.0, 88.0, 0.43973851203918457, 2.0], [303.0, 108.0, 319.0, 126.0, 0.43813619017601013, 2.0], [191.0, 68.0, 205.0, 79.0, 0.35516101121902466, 2.0], [287.0, 148.0, 319.0, 177.0, 0.3381154239177704, 2.0]]"
85,"[[1.0, 103.0, 46.0, 130.0, 0.8067851662635803, 2.0], [236.0, 92.0, 257.0, 104.0, 0.6647596955299377, 2.0], [192.0, 68.0, 205.0, 78.0, 0.37600481510162354, 2.0], [180.0, 76.0, 191.0, 88.0, 0.3406335711479187, 2.0]]"
86,"[[271.0, 136.0, 320.0, 178.0, 0.8432468771934509, 2.0], [234.0, 90.0, 254.0, 103.0, 0.803225576877594, 2.0], [292.0, 105.0, 320.0, 122.0, 0.7257804274559021, 2.0], [0.0, 104.0, 42.0, 133.0, 0.6474010348320007, 2.0], [178.0, 78.0, 190.0, 87.0, 0.3867301940917969, 2.0], [192.0, 68.0, 204.0, 78.0, 0.37466660141944885, 2.0]]"
87,"[[232.0, 90.0, 250.0, 101.0, 0.8025164008140564, 2.0], [265.0, 133.0, 320.0, 170.0, 0.7931426167488098, 2.0], [288.0, 102.0, 320.0, 121.0, 0.6226850748062134, 2.0], [0.0, 108.0, 36.0, 138.0, 0.366747111082077, 2.0], [178.0, 76.0, 190.0, 86.0, 0.2738156020641327, 2.0]]"
88,"[[259.0, 127.0, 312.0, 163.0, 0.8064286708831787, 2.0], [285.0, 101.0, 319.0, 118.0, 0.7810406684875488, 2.0], [230.0, 89.0, 248.0, 101.0, 0.7789368033409119, 2.0], [178.0, 75.0, 189.0, 85.0, 0.445031076669693, 2.0], [1.0, 110.0, 33.0, 140.0, 0.39697030186653137, 2.0], [300.0, 103.0, 318.0, 119.0, 0.3440404534339905, 2.0], [192.0, 67.0, 203.0, 77.0, 0.27314242720603943, 2.0], [190.0, 69.0, 199.0, 79.0, 0.2657756805419922, 2.0]]"
89,"[[229.0, 87.0, 246.0, 98.0, 0.7862091660499573, 2.0], [280.0, 100.0, 314.0, 117.0, 0.7313490509986877, 2.0], [256.0, 124.0, 303.0, 156.0, 0.7091820240020752, 2.0], [0.0, 112.0, 27.0, 141.0, 0.26604151725769043, 2.0], [178.0, 75.0, 188.0, 85.0, 0.2540382742881775, 2.0]]"
90,"[[250.0, 120.0, 297.0, 150.0, 0.8952771425247192, 2.0], [227.0, 86.0, 243.0, 97.0, 0.787973940372467, 2.0], [277.0, 98.0, 308.0, 116.0, 0.7371663451194763, 2.0], [191.0, 67.0, 203.0, 76.0, 0.30214542150497437, 2.0], [177.0, 74.0, 188.0, 85.0, 0.2919398844242096, 2.0]]"
91,"[[246.0, 115.0, 288.0, 145.0, 0.8291556239128113, 2.0], [224.0, 86.0, 241.0, 96.0, 0.7308991551399231, 2.0], [274.0, 96.0, 303.0, 112.0, 0.6783380508422852, 2.0], [0.0, 118.0, 15.0, 141.0, 0.3799169659614563, 2.0], [177.0, 73.0, 188.0, 83.0, 0.2944757044315338, 2.0], [191.0, 65.0, 203.0, 76.0, 0.25850149989128113, 2.0], [274.0, 97.0, 288.0, 109.0, 0.25835713744163513, 2.0]]"
92,"[[271.0, 95.0, 299.0, 110.0, 0.8625767230987549, 2.0], [242.0, 113.0, 282.0, 140.0, 0.8206396698951721, 2.0], [223.0, 85.0, 240.0, 96.0, 0.7408866882324219, 2.0], [176.0, 73.0, 189.0, 82.0, 0.3412620425224304, 2.0]]"
93,"[[241.0, 111.0, 275.0, 136.0, 0.8406710028648376, 2.0], [271.0, 95.0, 296.0, 109.0, 0.8126906156539917, 2.0], [222.0, 84.0, 238.0, 95.0, 0.7095677256584167, 2.0], [245.0, 171.0, 290.0, 180.0, 0.654114842414856, 2.0], [176.0, 71.0, 187.0, 83.0, 0.44337138533592224, 2.0], [268.0, 94.0, 283.0, 107.0, 0.3055282533168793, 2.0]]"
94,"[[235.0, 108.0, 270.0, 131.0, 0.887744128704071, 2.0], [222.0, 82.0, 235.0, 93.0, 0.7320511341094971, 2.0], [266.0, 92.0, 290.0, 107.0, 0.6952224969863892, 2.0], [239.0, 161.0, 289.0, 180.0, 0.5937579274177551, 2.0], [176.0, 72.0, 186.0, 81.0, 0.41718193888664246, 2.0], [265.0, 93.0, 278.0, 105.0, 0.3888603448867798, 2.0], [188.0, 67.0, 199.0, 76.0, 0.2823297083377838, 2.0]]"
95,"[[234.0, 106.0, 267.0, 128.0, 0.828170895576477, 2.0], [220.0, 82.0, 234.0, 93.0, 0.7622078061103821, 2.0], [265.0, 92.0, 287.0, 105.0, 0.7188052535057068, 2.0], [235.0, 155.0, 285.0, 179.0, 0.582322359085083, 2.0], [176.0, 72.0, 187.0, 80.0, 0.5492721796035767, 2.0], [263.0, 91.0, 278.0, 103.0, 0.3808329999446869, 2.0], [188.0, 67.0, 200.0, 75.0, 0.26330044865608215, 2.0]]"
96,"[[230.0, 104.0, 261.0, 125.0, 0.8278455138206482, 2.0], [218.0, 83.0, 232.0, 91.0, 0.7816965579986572, 2.0], [264.0, 90.0, 283.0, 104.0, 0.6891050934791565, 2.0], [176.0, 72.0, 187.0, 80.0, 0.4551040828227997, 2.0], [229.0, 147.0, 279.0, 180.0, 0.40540435910224915, 2.0]]"
97,"[[228.0, 103.0, 256.0, 122.0, 0.8627510666847229, 2.0], [225.0, 141.0, 269.0, 176.0, 0.8553914427757263, 2.0], [259.0, 90.0, 280.0, 102.0, 0.7891398072242737, 2.0], [217.0, 81.0, 231.0, 90.0, 0.6893917322158813, 2.0], [176.0, 72.0, 185.0, 80.0, 0.44477078318595886, 2.0], [188.0, 66.0, 200.0, 74.0, 0.27645063400268555, 2.0]]"
98,"[[220.0, 136.0, 260.0, 166.0, 0.8439355492591858, 2.0], [255.0, 88.0, 277.0, 102.0, 0.7767412066459656, 2.0], [227.0, 101.0, 253.0, 120.0, 0.6904930472373962, 2.0], [217.0, 82.0, 229.0, 89.0, 0.5797145366668701, 2.0], [175.0, 71.0, 186.0, 79.0, 0.3597378432750702, 2.0], [189.0, 66.0, 199.0, 74.0, 0.3166256248950958, 2.0]]"
99,"[[218.0, 131.0, 254.0, 160.0, 0.82599937915802, 2.0], [223.0, 99.0, 250.0, 118.0, 0.8102273344993591, 2.0], [255.0, 88.0, 273.0, 101.0, 0.7788161039352417, 2.0], [216.0, 80.0, 227.0, 88.0, 0.5702494978904724, 2.0], [310.0, 114.0, 320.0, 127.0, 0.5348967909812927, 2.0], [175.0, 69.0, 187.0, 77.0, 0.38748207688331604, 2.0], [187.0, 66.0, 199.0, 74.0, 0.3546975553035736, 2.0], [182.0, 67.0, 198.0, 77.0, 0.2747647762298584, 2.0]]"
100,"[[214.0, 126.0, 249.0, 152.0, 0.8375373482704163, 2.0], [223.0, 96.0, 246.0, 114.0, 0.7910153269767761, 2.0], [252.0, 86.0, 272.0, 98.0, 0.7732797265052795, 2.0], [215.0, 80.0, 226.0, 88.0, 0.6349446773529053, 2.0], [305.0, 112.0, 320.0, 125.0, 0.620786190032959, 2.0], [175.0, 69.0, 186.0, 77.0, 0.37043485045433044, 2.0], [189.0, 66.0, 198.0, 73.0, 0.2848038077354431, 2.0]]"
101,"[[210.0, 122.0, 242.0, 147.0, 0.8639212250709534, 2.0], [219.0, 95.0, 242.0, 112.0, 0.803785502910614, 2.0], [251.0, 84.0, 269.0, 97.0, 0.7054604887962341, 2.0], [213.0, 79.0, 225.0, 87.0, 0.7006552219390869, 2.0], [300.0, 110.0, 320.0, 125.0, 0.556237518787384, 2.0], [175.0, 70.0, 182.0, 78.0, 0.37082648277282715, 2.0]]"
102,"[[208.0, 118.0, 239.0, 142.0, 0.8059013485908508, 2.0], [218.0, 94.0, 239.0, 111.0, 0.7710508704185486, 2.0], [249.0, 85.0, 266.0, 96.0, 0.7161398530006409, 2.0], [212.0, 79.0, 223.0, 86.0, 0.6873571872711182, 2.0], [294.0, 108.0, 320.0, 124.0, 0.6446090340614319, 2.0], [175.0, 69.0, 183.0, 77.0, 0.3609800338745117, 2.0], [189.0, 66.0, 197.0, 72.0, 0.25774097442626953, 2.0]]"
103,"[[207.0, 116.0, 234.0, 136.0, 0.8294840455055237, 2.0], [216.0, 91.0, 238.0, 108.0, 0.7271939516067505, 2.0], [246.0, 84.0, 264.0, 94.0, 0.6541460752487183, 2.0], [291.0, 106.0, 320.0, 122.0, 0.573839008808136, 2.0], [211.0, 78.0, 221.0, 85.0, 0.4889441132545471, 2.0], [175.0, 69.0, 183.0, 76.0, 0.37047284841537476, 2.0], [130.0, 64.0, 138.0, 71.0, 0.2502034902572632, 2.0]]"
104,"[[204.0, 113.0, 231.0, 133.0, 0.8707340955734253, 2.0], [214.0, 90.0, 234.0, 106.0, 0.7327520847320557, 2.0], [245.0, 82.0, 261.0, 94.0, 0.7296063899993896, 2.0], [287.0, 104.0, 319.0, 120.0, 0.6481871008872986, 2.0], [211.0, 78.0, 220.0, 85.0, 0.47312361001968384, 2.0], [175.0, 70.0, 182.0, 76.0, 0.35353657603263855, 2.0]]"
105,"[[285.0, 102.0, 315.0, 118.0, 0.8355876207351685, 2.0], [203.0, 111.0, 227.0, 128.0, 0.8169557452201843, 2.0], [242.0, 83.0, 259.0, 93.0, 0.7559868097305298, 2.0], [212.0, 89.0, 232.0, 105.0, 0.701102077960968, 2.0], [210.0, 75.0, 219.0, 84.0, 0.5505654215812683, 2.0], [175.0, 69.0, 182.0, 75.0, 0.27526748180389404, 2.0], [128.0, 64.0, 137.0, 71.0, 0.273324191570282, 2.0], [174.0, 68.0, 189.0, 75.0, 0.263701856136322, 2.0]]"
106,"[[201.0, 107.0, 224.0, 125.0, 0.8526769280433655, 2.0], [280.0, 101.0, 310.0, 115.0, 0.7725899815559387, 2.0], [212.0, 89.0, 231.0, 104.0, 0.7589173913002014, 2.0], [241.0, 83.0, 257.0, 93.0, 0.7555766701698303, 2.0], [209.0, 74.0, 219.0, 83.0, 0.5971709489822388, 2.0], [175.0, 69.0, 182.0, 75.0, 0.29038113355636597, 2.0]]"
107,"[[200.0, 104.0, 222.0, 122.0, 0.815010130405426, 2.0], [209.0, 87.0, 229.0, 102.0, 0.7195900678634644, 2.0], [241.0, 81.0, 254.0, 92.0, 0.7131503224372864, 2.0], [276.0, 100.0, 305.0, 112.0, 0.6126552820205688, 2.0], [206.0, 90.0, 227.0, 114.0, 0.5395421981811523, 2.0], [208.0, 75.0, 217.0, 83.0, 0.47595974802970886, 2.0], [129.0, 65.0, 136.0, 72.0, 0.2773023247718811, 2.0], [175.0, 68.0, 183.0, 75.0, 0.2552424669265747, 2.0]]"
108,"[[199.0, 103.0, 218.0, 119.0, 0.8015851378440857, 2.0], [237.0, 80.0, 252.0, 90.0, 0.7235380411148071, 2.0], [208.0, 87.0, 226.0, 101.0, 0.6403073668479919, 2.0], [207.0, 74.0, 217.0, 83.0, 0.48644062876701355, 2.0], [272.0, 98.0, 299.0, 111.0, 0.4828551709651947, 2.0], [129.0, 66.0, 136.0, 71.0, 0.3556353449821472, 2.0], [205.0, 90.0, 224.0, 112.0, 0.2903499901294708, 2.0], [106.0, 64.0, 115.0, 71.0, 0.260616272687912, 2.0], [12.0, 47.0, 24.0, 53.0, 0.2589988112449646, 2.0]]"
109,"[[270.0, 96.0, 297.0, 110.0, 0.7816296219825745, 2.0], [197.0, 102.0, 217.0, 116.0, 0.7678345441818237, 2.0], [236.0, 79.0, 250.0, 89.0, 0.7092007398605347, 2.0], [207.0, 86.0, 224.0, 99.0, 0.5547000169754028, 2.0], [128.0, 65.0, 136.0, 71.0, 0.4580620527267456, 2.0], [206.0, 74.0, 216.0, 82.0, 0.35839855670928955, 2.0], [11.0, 46.0, 25.0, 53.0, 0.30860111117362976, 2.0], [105.0, 64.0, 114.0, 72.0, 0.29686304926872253, 2.0]]"
110,"[[269.0, 95.0, 293.0, 108.0, 0.7837851643562317, 2.0], [195.0, 98.0, 215.0, 114.0, 0.7774623036384583, 2.0], [235.0, 77.0, 250.0, 88.0, 0.6950668096542358, 2.0], [208.0, 85.0, 222.0, 98.0, 0.6074703931808472, 2.0], [128.0, 66.0, 135.0, 71.0, 0.46966636180877686, 2.0], [11.0, 46.0, 24.0, 53.0, 0.4187149405479431, 2.0], [207.0, 73.0, 215.0, 80.0, 0.3919936716556549, 2.0], [105.0, 65.0, 114.0, 73.0, 0.298650860786438, 2.0], [172.0, 66.0, 187.0, 73.0, 0.26618465781211853, 2.0]]"
111,"[[266.0, 94.0, 288.0, 105.0, 0.8437768220901489, 2.0], [193.0, 96.0, 213.0, 112.0, 0.8294683694839478, 2.0], [233.0, 76.0, 248.0, 87.0, 0.7298765182495117, 2.0], [207.0, 84.0, 221.0, 96.0, 0.5914232134819031, 2.0], [128.0, 66.0, 135.0, 71.0, 0.4294772148132324, 2.0], [11.0, 46.0, 23.0, 53.0, 0.3466508686542511, 2.0]]"
112,"[[192.0, 94.0, 211.0, 109.0, 0.8416219353675842, 2.0], [262.0, 93.0, 286.0, 104.0, 0.7584487795829773, 2.0], [232.0, 76.0, 246.0, 86.0, 0.7279432415962219, 2.0], [205.0, 82.0, 219.0, 94.0, 0.6592575907707214, 2.0], [128.0, 66.0, 135.0, 71.0, 0.4078739583492279, 2.0], [104.0, 65.0, 112.0, 72.0, 0.328488826751709, 2.0], [10.0, 46.0, 23.0, 53.0, 0.3091096878051758, 2.0]]"
113,"[[192.0, 93.0, 209.0, 107.0, 0.805909276008606, 2.0], [231.0, 76.0, 244.0, 86.0, 0.7907403111457825, 2.0], [203.0, 81.0, 217.0, 93.0, 0.6327676773071289, 2.0], [261.0, 92.0, 283.0, 104.0, 0.5914267301559448, 2.0], [127.0, 66.0, 135.0, 72.0, 0.4878087341785431, 2.0], [202.0, 71.0, 211.0, 79.0, 0.3363233804702759, 2.0], [193.0, 84.0, 211.0, 99.0, 0.2574232816696167, 2.0], [9.0, 46.0, 22.0, 52.0, 0.2546031177043915, 2.0]]"
114,"[[258.0, 90.0, 279.0, 102.0, 0.7476680874824524, 2.0], [230.0, 75.0, 242.0, 84.0, 0.7454013824462891, 2.0], [190.0, 92.0, 207.0, 105.0, 0.7269223928451538, 2.0], [203.0, 80.0, 216.0, 93.0, 0.6044483184814453, 2.0], [127.0, 66.0, 135.0, 72.0, 0.529984176158905, 2.0], [201.0, 71.0, 211.0, 79.0, 0.2884867489337921, 2.0], [103.0, 64.0, 112.0, 73.0, 0.271405428647995, 2.0]]"
115,"[[229.0, 76.0, 241.0, 85.0, 0.7877099514007568, 2.0], [190.0, 90.0, 206.0, 104.0, 0.7098057270050049, 2.0], [202.0, 80.0, 216.0, 91.0, 0.6272162795066833, 2.0], [256.0, 89.0, 274.0, 101.0, 0.5836866497993469, 2.0], [127.0, 67.0, 134.0, 73.0, 0.5157861709594727, 2.0], [200.0, 70.0, 211.0, 79.0, 0.3889455199241638, 2.0], [8.0, 46.0, 19.0, 52.0, 0.34617990255355835, 2.0], [102.0, 65.0, 112.0, 73.0, 0.3254498541355133, 2.0]]"
116,"[[228.0, 76.0, 241.0, 85.0, 0.7550871968269348, 2.0], [189.0, 89.0, 204.0, 102.0, 0.7298248410224915, 2.0], [254.0, 90.0, 273.0, 100.0, 0.4927656948566437, 2.0], [126.0, 67.0, 134.0, 73.0, 0.4913882613182068, 2.0], [201.0, 80.0, 214.0, 89.0, 0.49101173877716064, 2.0], [199.0, 70.0, 211.0, 79.0, 0.39594152569770813, 2.0], [200.0, 72.0, 213.0, 88.0, 0.36185479164123535, 2.0], [7.0, 45.0, 19.0, 52.0, 0.3233484923839569, 2.0]]"
117,"[[188.0, 88.0, 203.0, 101.0, 0.7674739956855774, 2.0], [226.0, 76.0, 238.0, 84.0, 0.7434723377227783, 2.0], [251.0, 88.0, 270.0, 98.0, 0.6436062455177307, 2.0], [126.0, 67.0, 134.0, 74.0, 0.49129611253738403, 2.0], [199.0, 73.0, 213.0, 89.0, 0.4736781418323517, 2.0], [199.0, 70.0, 211.0, 79.0, 0.38933807611465454, 2.0], [6.0, 46.0, 18.0, 52.0, 0.3417033553123474, 2.0], [101.0, 65.0, 110.0, 73.0, 0.31723594665527344, 2.0]]"
118,"[[248.0, 86.0, 267.0, 96.0, 0.7628085017204285, 2.0], [187.0, 87.0, 202.0, 100.0, 0.729324460029602, 2.0], [224.0, 74.0, 236.0, 83.0, 0.5298532843589783, 2.0], [199.0, 73.0, 211.0, 88.0, 0.4499965310096741, 2.0], [125.0, 69.0, 133.0, 75.0, 0.44977471232414246, 2.0], [5.0, 46.0, 18.0, 52.0, 0.4139145016670227, 2.0], [100.0, 65.0, 110.0, 75.0, 0.3187815845012665, 2.0], [198.0, 70.0, 210.0, 81.0, 0.31278684735298157, 2.0]]"
119,"[[247.0, 86.0, 265.0, 96.0, 0.7039536833763123, 2.0], [186.0, 87.0, 201.0, 98.0, 0.6615016460418701, 2.0], [223.0, 74.0, 235.0, 83.0, 0.5507118701934814, 2.0], [309.0, 114.0, 320.0, 127.0, 0.4765356779098511, 2.0], [198.0, 74.0, 210.0, 87.0, 0.4332983195781708, 2.0], [125.0, 68.0, 132.0, 75.0, 0.3908204138278961, 2.0], [4.0, 47.0, 17.0, 52.0, 0.3723060190677643, 2.0], [198.0, 69.0, 208.0, 79.0, 0.331315279006958, 2.0], [100.0, 65.0, 109.0, 74.0, 0.2718823552131653, 2.0]]"
120,"[[185.0, 86.0, 200.0, 95.0, 0.6495487093925476, 2.0], [245.0, 86.0, 263.0, 95.0, 0.5973896384239197, 2.0], [304.0, 111.0, 320.0, 125.0, 0.46887513995170593, 2.0], [223.0, 75.0, 235.0, 82.0, 0.4064701199531555, 2.0], [3.0, 47.0, 17.0, 53.0, 0.40347597002983093, 2.0], [198.0, 72.0, 210.0, 87.0, 0.350457102060318, 2.0], [198.0, 69.0, 208.0, 81.0, 0.3485119044780731, 2.0], [99.0, 66.0, 109.0, 74.0, 0.29980742931365967, 2.0], [124.0, 68.0, 132.0, 75.0, 0.26966434717178345, 2.0]]"
121,"[[299.0, 107.0, 320.0, 128.0, 0.6832963228225708, 2.0], [245.0, 85.0, 261.0, 95.0, 0.6608891487121582, 2.0], [185.0, 85.0, 198.0, 95.0, 0.6137787103652954, 2.0], [221.0, 73.0, 233.0, 82.0, 0.5561006665229797, 2.0], [98.0, 65.0, 109.0, 75.0, 0.4271935522556305, 2.0], [197.0, 70.0, 209.0, 86.0, 0.37877506017684937, 2.0], [124.0, 68.0, 132.0, 75.0, 0.31558331847190857, 2.0]]"
122,"[[241.0, 85.0, 258.0, 94.0, 0.6571081280708313, 2.0], [293.0, 106.0, 320.0, 124.0, 0.6233755946159363, 2.0], [184.0, 84.0, 197.0, 94.0, 0.6179519891738892, 2.0], [220.0, 73.0, 233.0, 81.0, 0.5694265961647034, 2.0], [196.0, 73.0, 208.0, 86.0, 0.48040270805358887, 2.0], [123.0, 70.0, 132.0, 77.0, 0.36408424377441406, 2.0], [97.0, 66.0, 108.0, 76.0, 0.33349281549453735, 2.0]]"
123,"[[289.0, 104.0, 320.0, 122.0, 0.7655701041221619, 2.0], [239.0, 83.0, 256.0, 93.0, 0.6604018211364746, 2.0], [219.0, 72.0, 232.0, 81.0, 0.5388805270195007, 2.0], [184.0, 83.0, 196.0, 93.0, 0.5349584221839905, 2.0], [122.0, 70.0, 132.0, 78.0, 0.4278188943862915, 2.0], [195.0, 73.0, 207.0, 85.0, 0.3385336101055145, 2.0], [97.0, 66.0, 108.0, 76.0, 0.2871691882610321, 2.0]]"
124,"[[285.0, 103.0, 319.0, 120.0, 0.8150675892829895, 2.0], [239.0, 82.0, 254.0, 92.0, 0.721659779548645, 2.0], [218.0, 72.0, 230.0, 80.0, 0.6064442992210388, 2.0], [183.0, 83.0, 196.0, 93.0, 0.602417528629303, 2.0], [96.0, 66.0, 108.0, 76.0, 0.45727625489234924, 2.0], [121.0, 70.0, 131.0, 78.0, 0.4448050856590271, 2.0], [309.0, 167.0, 320.0, 180.0, 0.3973390758037567, 2.0], [195.0, 71.0, 206.0, 85.0, 0.3693150579929352, 2.0]]"
125,"[[282.0, 101.0, 315.0, 118.0, 0.8595632910728455, 2.0], [237.0, 81.0, 252.0, 92.0, 0.669596791267395, 2.0], [183.0, 81.0, 195.0, 91.0, 0.6319501399993896, 2.0], [299.0, 159.0, 320.0, 179.0, 0.5942956805229187, 2.0], [120.0, 71.0, 130.0, 78.0, 0.4863227307796478, 2.0], [219.0, 73.0, 229.0, 79.0, 0.4570039212703705, 2.0], [97.0, 68.0, 106.0, 76.0, 0.4072829782962799, 2.0], [195.0, 72.0, 205.0, 84.0, 0.27658241987228394, 2.0]]"
126,"[[278.0, 99.0, 309.0, 116.0, 0.8187252879142761, 2.0], [235.0, 82.0, 250.0, 90.0, 0.7025973200798035, 2.0], [290.0, 151.0, 320.0, 179.0, 0.6500619649887085, 2.0], [182.0, 81.0, 194.0, 90.0, 0.5900883674621582, 2.0], [120.0, 71.0, 130.0, 79.0, 0.5743290781974792, 2.0], [96.0, 68.0, 105.0, 76.0, 0.5500305891036987, 2.0], [218.0, 73.0, 228.0, 80.0, 0.4423641860485077, 2.0], [195.0, 71.0, 204.0, 83.0, 0.299928218126297, 2.0]]"
127,"[[274.0, 98.0, 305.0, 114.0, 0.8113448619842529, 2.0], [281.0, 146.0, 320.0, 178.0, 0.7049119472503662, 2.0], [235.0, 81.0, 249.0, 89.0, 0.5869246125221252, 2.0], [95.0, 68.0, 105.0, 77.0, 0.5700339674949646, 2.0], [119.0, 72.0, 129.0, 79.0, 0.5523690581321716, 2.0], [182.0, 80.0, 193.0, 89.0, 0.5363900661468506, 2.0], [216.0, 72.0, 226.0, 79.0, 0.44261983036994934, 2.0], [193.0, 68.0, 203.0, 81.0, 0.36730149388313293, 2.0]]"
128,"[[274.0, 140.0, 320.0, 179.0, 0.6959417462348938, 2.0], [272.0, 96.0, 300.0, 112.0, 0.6783156991004944, 2.0], [232.0, 82.0, 246.0, 88.0, 0.6575133800506592, 2.0], [119.0, 72.0, 128.0, 79.0, 0.5791507959365845, 2.0], [95.0, 68.0, 105.0, 76.0, 0.5536736845970154, 2.0], [181.0, 80.0, 192.0, 88.0, 0.5293039679527283, 2.0], [215.0, 71.0, 225.0, 79.0, 0.47567349672317505, 2.0], [191.0, 69.0, 203.0, 82.0, 0.3948853015899658, 2.0]]"
129,"[[269.0, 96.0, 296.0, 110.0, 0.8605325818061829, 2.0], [268.0, 134.0, 320.0, 173.0, 0.7852372527122498, 2.0], [232.0, 81.0, 244.0, 89.0, 0.6275684237480164, 2.0], [119.0, 72.0, 128.0, 79.0, 0.5521080493927002, 2.0], [93.0, 69.0, 104.0, 77.0, 0.5176575779914856, 2.0], [216.0, 71.0, 225.0, 79.0, 0.48774880170822144, 2.0], [182.0, 80.0, 191.0, 88.0, 0.40463751554489136, 2.0], [191.0, 68.0, 202.0, 81.0, 0.36708810925483704, 2.0]]"
130,"[[266.0, 94.0, 292.0, 108.0, 0.8131452202796936, 2.0], [263.0, 130.0, 318.0, 167.0, 0.7860013246536255, 2.0], [231.0, 81.0, 243.0, 88.0, 0.7361832857131958, 2.0], [118.0, 72.0, 128.0, 80.0, 0.605987012386322, 2.0], [215.0, 71.0, 224.0, 78.0, 0.4789902865886688, 2.0], [180.0, 79.0, 191.0, 87.0, 0.43445447087287903, 2.0], [92.0, 69.0, 103.0, 78.0, 0.433887779712677, 2.0], [182.0, 76.0, 193.0, 85.0, 0.3813396692276001, 2.0], [191.0, 70.0, 201.0, 83.0, 0.2883131504058838, 2.0]]"
