frame,number of cars
11,"[[114.0, 489.0, 243.0, 564.0, 0.9252606630325317, 2.0], [515.0, 435.0, 587.0, 488.0, 0.9102222323417664, 2.0], [150.0, 260.0, 193.0, 279.0, 0.8347248435020447, 2.0], [624.0, 338.0, 654.0, 364.0, 0.8289805054664612, 2.0], [629.0, 365.0, 668.0, 400.0, 0.8223646879196167, 2.0], [853.0, 333.0, 875.0, 348.0, 0.8142393827438354, 2.0], [866.0, 309.0, 883.0, 323.0, 0.7666093707084656, 2.0], [747.0, 296.0, 761.0, 312.0, 0.7320650219917297, 2.0], [844.0, 316.0, 861.0, 332.0, 0.6958363652229309, 2.0], [678.0, 307.0, 696.0, 321.0, 0.6731780171394348, 2.0], [935.0, 364.0, 972.0, 395.0, 0.5819107890129089, 2.0], [324.0, 259.0, 355.0, 277.0, 0.5552629828453064, 2.0], [1145.0, 771.0, 1395.0, 896.0, 0.5311893224716187, 2.0], [641.0, 266.0, 668.0, 273.0, 0.4187387228012085, 2.0], [862.0, 295.0, 876.0, 302.0, 0.40563875436782837, 2.0], [884.0, 294.0, 895.0, 301.0, 0.40143445134162903, 2.0], [1583.0, 601.0, 1600.0, 660.0, 0.371937096118927, 2.0], [858.0, 325.0, 878.0, 347.0, 0.2994530200958252, 2.0]]"
12,"[[90.0, 495.0, 225.0, 573.0, 0.922899603843689, 2.0], [1123.0, 740.0, 1365.0, 898.0, 0.8780990242958069, 2.0], [507.0, 439.0, 579.0, 495.0, 0.8481075763702393, 2.0], [620.0, 339.0, 652.0, 367.0, 0.8403554558753967, 2.0], [145.0, 260.0, 189.0, 279.0, 0.8255208730697632, 2.0], [678.0, 308.0, 694.0, 322.0, 0.8201121687889099, 2.0], [852.0, 331.0, 874.0, 348.0, 0.7738431096076965, 2.0], [865.0, 309.0, 882.0, 323.0, 0.7692233324050903, 2.0], [842.0, 316.0, 859.0, 331.0, 0.7148025631904602, 2.0], [745.0, 296.0, 760.0, 313.0, 0.6966480016708374, 2.0], [624.0, 367.0, 666.0, 403.0, 0.6659885048866272, 2.0], [1554.0, 585.0, 1600.0, 649.0, 0.6196975708007812, 2.0], [322.0, 259.0, 353.0, 277.0, 0.5446949601173401, 2.0], [933.0, 363.0, 969.0, 393.0, 0.44925597310066223, 2.0], [642.0, 266.0, 668.0, 273.0, 0.4463362991809845, 2.0], [863.0, 294.0, 876.0, 303.0, 0.36296558380126953, 2.0], [621.0, 347.0, 660.0, 396.0, 0.32612407207489014, 2.0], [882.0, 295.0, 893.0, 301.0, 0.32489433884620667, 2.0]]"
13,"[[62.0, 503.0, 207.0, 584.0, 0.9256004691123962, 2.0], [497.0, 443.0, 574.0, 500.0, 0.9114493131637573, 2.0], [616.0, 341.0, 650.0, 367.0, 0.8553417325019836, 2.0], [1102.0, 712.0, 1327.0, 887.0, 0.8487020134925842, 2.0], [674.0, 308.0, 693.0, 322.0, 0.836650013923645, 2.0], [851.0, 332.0, 872.0, 347.0, 0.8302745223045349, 2.0], [138.0, 262.0, 183.0, 280.0, 0.7542453408241272, 2.0], [865.0, 309.0, 881.0, 322.0, 0.6955826878547668, 2.0], [620.0, 370.0, 663.0, 406.0, 0.6463485360145569, 2.0], [743.0, 297.0, 758.0, 312.0, 0.6398136019706726, 2.0], [842.0, 316.0, 857.0, 332.0, 0.6233726143836975, 2.0], [321.0, 259.0, 350.0, 277.0, 0.5489282608032227, 2.0], [1525.0, 563.0, 1599.0, 646.0, 0.4973110258579254, 2.0], [862.0, 294.0, 874.0, 303.0, 0.3614141345024109, 2.0], [644.0, 266.0, 671.0, 274.0, 0.33389657735824585, 2.0], [881.0, 295.0, 891.0, 302.0, 0.3147589862346649, 2.0]]"
14,"[[35.0, 510.0, 184.0, 595.0, 0.9258782267570496, 2.0], [488.0, 448.0, 566.0, 507.0, 0.9062159061431885, 2.0], [613.0, 341.0, 648.0, 369.0, 0.8429959416389465, 2.0], [849.0, 331.0, 871.0, 347.0, 0.8184950351715088, 2.0], [1084.0, 685.0, 1290.0, 848.0, 0.7873372435569763, 2.0], [673.0, 308.0, 691.0, 323.0, 0.7761997580528259, 2.0], [133.0, 260.0, 177.0, 280.0, 0.7577864527702332, 2.0], [743.0, 296.0, 757.0, 313.0, 0.6803982257843018, 2.0], [863.0, 308.0, 878.0, 322.0, 0.667777419090271, 2.0], [615.0, 370.0, 657.0, 408.0, 0.6517220139503479, 2.0], [319.0, 258.0, 349.0, 277.0, 0.6184439063072205, 2.0], [840.0, 316.0, 856.0, 331.0, 0.5345344543457031, 2.0], [1499.0, 550.0, 1600.0, 659.0, 0.5188301801681519, 2.0], [646.0, 266.0, 671.0, 274.0, 0.38461872935295105, 2.0], [881.0, 294.0, 890.0, 302.0, 0.33217334747314453, 2.0], [861.0, 294.0, 874.0, 302.0, 0.28857341408729553, 2.0]]"
15,"[[3.0, 520.0, 163.0, 608.0, 0.9381282925605774, 2.0], [477.0, 454.0, 559.0, 515.0, 0.914569616317749, 2.0], [1067.0, 661.0, 1257.0, 813.0, 0.8777741193771362, 2.0], [848.0, 331.0, 870.0, 346.0, 0.8271671533584595, 2.0], [611.0, 343.0, 645.0, 370.0, 0.8191699981689453, 2.0], [131.0, 261.0, 174.0, 280.0, 0.7982025146484375, 2.0], [861.0, 309.0, 879.0, 323.0, 0.7501256465911865, 2.0], [672.0, 309.0, 689.0, 323.0, 0.7138680219650269, 2.0], [316.0, 259.0, 348.0, 278.0, 0.7126637101173401, 2.0], [612.0, 372.0, 655.0, 410.0, 0.6994696855545044, 2.0], [925.0, 360.0, 960.0, 389.0, 0.6178180575370789, 2.0], [741.0, 296.0, 756.0, 314.0, 0.5778220295906067, 2.0], [838.0, 315.0, 854.0, 331.0, 0.5287882089614868, 2.0], [648.0, 266.0, 672.0, 274.0, 0.5281612277030945, 2.0], [879.0, 294.0, 890.0, 302.0, 0.432600736618042, 2.0], [860.0, 294.0, 872.0, 302.0, 0.33982300758361816, 2.0]]"
16,"[[467.0, 459.0, 550.0, 521.0, 0.9269506335258484, 2.0], [1.0, 528.0, 140.0, 619.0, 0.9157600402832031, 2.0], [1053.0, 639.0, 1227.0, 780.0, 0.8835839033126831, 2.0], [124.0, 262.0, 171.0, 280.0, 0.7990701198577881, 2.0], [607.0, 343.0, 642.0, 371.0, 0.7763688564300537, 2.0], [607.0, 374.0, 651.0, 412.0, 0.7548469305038452, 2.0], [739.0, 298.0, 754.0, 315.0, 0.7516275644302368, 2.0], [671.0, 309.0, 687.0, 324.0, 0.7372362017631531, 2.0], [846.0, 330.0, 867.0, 346.0, 0.6871705651283264, 2.0], [860.0, 308.0, 877.0, 322.0, 0.679976761341095, 2.0], [922.0, 360.0, 956.0, 388.0, 0.6205328702926636, 2.0], [318.0, 259.0, 345.0, 278.0, 0.5215255618095398, 2.0], [838.0, 315.0, 853.0, 331.0, 0.48104327917099, 2.0], [650.0, 267.0, 674.0, 274.0, 0.43611693382263184, 2.0], [878.0, 294.0, 888.0, 301.0, 0.43560799956321716, 2.0], [859.0, 295.0, 869.0, 301.0, 0.26482707262039185, 2.0]]"
17,"[[0.0, 539.0, 115.0, 633.0, 0.9203780889511108, 2.0], [456.0, 463.0, 543.0, 529.0, 0.9194751977920532, 2.0], [1039.0, 620.0, 1200.0, 751.0, 0.9123047590255737, 2.0], [1428.0, 522.0, 1600.0, 623.0, 0.8362735509872437, 2.0], [603.0, 377.0, 649.0, 415.0, 0.8200250267982483, 2.0], [669.0, 309.0, 686.0, 325.0, 0.8185840845108032, 2.0], [603.0, 345.0, 639.0, 372.0, 0.8161031603813171, 2.0], [858.0, 309.0, 874.0, 322.0, 0.7491208910942078, 2.0], [845.0, 330.0, 866.0, 345.0, 0.7164207696914673, 2.0], [318.0, 260.0, 342.0, 278.0, 0.5874689817428589, 2.0], [738.0, 298.0, 753.0, 316.0, 0.5440952181816101, 2.0], [919.0, 359.0, 953.0, 387.0, 0.48434391617774963, 2.0], [835.0, 313.0, 851.0, 330.0, 0.4767068326473236, 2.0], [119.0, 262.0, 163.0, 281.0, 0.47185519337654114, 2.0], [857.0, 294.0, 868.0, 302.0, 0.33704736828804016, 2.0], [877.0, 294.0, 886.0, 301.0, 0.27510327100753784, 2.0], [650.0, 267.0, 676.0, 274.0, 0.2527436316013336, 2.0]]"
18,"[[443.0, 470.0, 534.0, 537.0, 0.9236602187156677, 2.0], [1027.0, 602.0, 1178.0, 725.0, 0.9170061945915222, 2.0], [1410.0, 515.0, 1583.0, 610.0, 0.8712270855903625, 2.0], [0.0, 549.0, 89.0, 644.0, 0.8283830285072327, 2.0], [858.0, 309.0, 874.0, 322.0, 0.7885021567344666, 2.0], [667.0, 310.0, 684.0, 325.0, 0.7870985865592957, 2.0], [600.0, 346.0, 637.0, 373.0, 0.7683057188987732, 2.0], [844.0, 329.0, 864.0, 345.0, 0.757975697517395, 2.0], [114.0, 262.0, 159.0, 280.0, 0.7521005868911743, 2.0], [599.0, 378.0, 645.0, 417.0, 0.7242806553840637, 2.0], [835.0, 313.0, 850.0, 330.0, 0.6655572056770325, 2.0], [313.0, 260.0, 341.0, 278.0, 0.5665793418884277, 2.0], [917.0, 357.0, 951.0, 386.0, 0.5187722444534302, 2.0], [736.0, 301.0, 751.0, 316.0, 0.5153688788414001, 2.0], [856.0, 295.0, 867.0, 302.0, 0.3910752534866333, 2.0], [652.0, 268.0, 679.0, 275.0, 0.36518943309783936, 2.0], [1249.0, 270.0, 1275.0, 280.0, 0.3148384690284729, 2.0]]"
19,"[[431.0, 475.0, 527.0, 546.0, 0.9302231073379517, 2.0], [1017.0, 588.0, 1157.0, 703.0, 0.9231235980987549, 2.0], [1392.0, 507.0, 1556.0, 600.0, 0.8883933424949646, 2.0], [0.0, 561.0, 61.0, 633.0, 0.8559040427207947, 2.0], [109.0, 262.0, 156.0, 281.0, 0.8280854821205139, 2.0], [594.0, 380.0, 642.0, 420.0, 0.8259473443031311, 2.0], [597.0, 346.0, 634.0, 374.0, 0.8108477592468262, 2.0], [843.0, 329.0, 863.0, 344.0, 0.7970504760742188, 2.0], [665.0, 310.0, 682.0, 326.0, 0.7534079551696777, 2.0], [857.0, 309.0, 872.0, 321.0, 0.702750027179718, 2.0], [311.0, 260.0, 338.0, 278.0, 0.690056562423706, 2.0], [916.0, 356.0, 947.0, 385.0, 0.6892223358154297, 2.0], [833.0, 314.0, 849.0, 330.0, 0.6248599290847778, 2.0], [736.0, 299.0, 750.0, 317.0, 0.570989727973938, 2.0], [655.0, 269.0, 683.0, 276.0, 0.4765849709510803, 2.0], [1248.0, 270.0, 1273.0, 282.0, 0.4504997134208679, 2.0], [855.0, 294.0, 866.0, 303.0, 0.2585529088973999, 2.0]]"
20,"[[419.0, 482.0, 517.0, 555.0, 0.9263916015625, 2.0], [1006.0, 574.0, 1139.0, 683.0, 0.9220471978187561, 2.0], [591.0, 383.0, 638.0, 423.0, 0.8701693415641785, 2.0], [1371.0, 500.0, 1530.0, 590.0, 0.8698027729988098, 2.0], [0.0, 572.0, 33.0, 640.0, 0.8427797555923462, 2.0], [664.0, 312.0, 681.0, 326.0, 0.8421680331230164, 2.0], [595.0, 348.0, 632.0, 377.0, 0.8133049011230469, 2.0], [105.0, 262.0, 151.0, 282.0, 0.7874389290809631, 2.0], [841.0, 329.0, 862.0, 344.0, 0.7846547365188599, 2.0], [913.0, 355.0, 944.0, 384.0, 0.7418875098228455, 2.0], [309.0, 260.0, 335.0, 279.0, 0.6023483276367188, 2.0], [855.0, 309.0, 870.0, 321.0, 0.571293830871582, 2.0], [832.0, 313.0, 848.0, 329.0, 0.4999259412288666, 2.0], [655.0, 270.0, 684.0, 277.0, 0.48179197311401367, 2.0], [1245.0, 270.0, 1273.0, 282.0, 0.40935227274894714, 2.0], [156.0, 253.0, 186.0, 268.0, 0.38794460892677307, 2.0], [735.0, 299.0, 750.0, 318.0, 0.371920645236969, 2.0], [836.0, 318.0, 862.0, 338.0, 0.3201723098754883, 2.0]]"
21,"[[406.0, 489.0, 509.0, 563.0, 0.9355931878089905, 2.0], [1355.0, 494.0, 1506.0, 580.0, 0.9333520531654358, 2.0], [997.0, 561.0, 1123.0, 664.0, 0.8566818833351135, 2.0], [841.0, 329.0, 861.0, 344.0, 0.8286847472190857, 2.0], [662.0, 313.0, 680.0, 328.0, 0.8176352381706238, 2.0], [101.0, 262.0, 147.0, 282.0, 0.7916776537895203, 2.0], [586.0, 385.0, 635.0, 426.0, 0.7675817608833313, 2.0], [911.0, 354.0, 942.0, 382.0, 0.71378093957901, 2.0], [855.0, 310.0, 870.0, 322.0, 0.7091233730316162, 2.0], [593.0, 350.0, 629.0, 377.0, 0.6747623682022095, 2.0], [832.0, 314.0, 846.0, 329.0, 0.5728124976158142, 2.0], [734.0, 301.0, 749.0, 318.0, 0.4901851713657379, 2.0], [309.0, 260.0, 333.0, 279.0, 0.45616036653518677, 2.0], [1243.0, 270.0, 1272.0, 283.0, 0.437836617231369, 2.0], [657.0, 270.0, 684.0, 277.0, 0.415182888507843, 2.0], [154.0, 254.0, 183.0, 268.0, 0.37500014901161194, 2.0], [837.0, 320.0, 861.0, 339.0, 0.2861218750476837, 2.0]]"
22,"[[391.0, 495.0, 498.0, 574.0, 0.9222264885902405, 2.0], [1338.0, 488.0, 1484.0, 573.0, 0.8691882491111755, 2.0], [989.0, 549.0, 1107.0, 649.0, 0.8625331521034241, 2.0], [840.0, 329.0, 860.0, 344.0, 0.8248238563537598, 2.0], [97.0, 262.0, 144.0, 282.0, 0.8152307868003845, 2.0], [581.0, 386.0, 633.0, 429.0, 0.814264714717865, 2.0], [662.0, 313.0, 679.0, 328.0, 0.8088099360466003, 2.0], [589.0, 350.0, 626.0, 378.0, 0.7874826788902283, 2.0], [854.0, 309.0, 870.0, 322.0, 0.7466558218002319, 2.0], [733.0, 302.0, 747.0, 318.0, 0.6455395817756653, 2.0], [909.0, 353.0, 941.0, 381.0, 0.6107293963432312, 2.0], [1240.0, 270.0, 1272.0, 283.0, 0.6050110459327698, 2.0], [831.0, 313.0, 846.0, 328.0, 0.5774221420288086, 2.0], [308.0, 260.0, 332.0, 280.0, 0.4492263197898865, 2.0], [662.0, 270.0, 688.0, 277.0, 0.4417194426059723, 2.0], [153.0, 254.0, 182.0, 268.0, 0.4413430988788605, 2.0], [852.0, 295.0, 864.0, 303.0, 0.251227468252182, 2.0]]"
23,"[[374.0, 502.0, 488.0, 586.0, 0.9247334003448486, 2.0], [1324.0, 482.0, 1463.0, 563.0, 0.8730378746986389, 2.0], [586.0, 352.0, 623.0, 380.0, 0.8628157377243042, 2.0], [980.0, 538.0, 1092.0, 632.0, 0.8587703704833984, 2.0], [577.0, 389.0, 630.0, 431.0, 0.8415349721908569, 2.0], [91.0, 263.0, 140.0, 282.0, 0.8110559582710266, 2.0], [661.0, 313.0, 678.0, 328.0, 0.8068819046020508, 2.0], [839.0, 329.0, 859.0, 342.0, 0.7665810585021973, 2.0], [853.0, 309.0, 869.0, 321.0, 0.7336604595184326, 2.0], [830.0, 312.0, 846.0, 328.0, 0.6096612811088562, 2.0], [908.0, 354.0, 938.0, 380.0, 0.6079584956169128, 2.0], [731.0, 303.0, 746.0, 319.0, 0.5938084125518799, 2.0], [1238.0, 270.0, 1269.0, 283.0, 0.5486230850219727, 2.0], [152.0, 254.0, 182.0, 268.0, 0.4370594322681427, 2.0], [307.0, 261.0, 331.0, 279.0, 0.34365731477737427, 2.0], [663.0, 270.0, 691.0, 277.0, 0.3234288692474365, 2.0]]"
