frame,number of cars
123,"[[1451.0, 519.0, 1599.0, 614.0, 0.9251331686973572, 2.0], [1197.0, 418.0, 1278.0, 462.0, 0.9173411130905151, 2.0], [916.0, 416.0, 978.0, 464.0, 0.8844180703163147, 2.0], [678.0, 317.0, 703.0, 336.0, 0.8719056844711304, 2.0], [892.0, 321.0, 919.0, 344.0, 0.8424494862556458, 2.0], [488.0, 343.0, 532.0, 376.0, 0.8410114645957947, 2.0], [981.0, 350.0, 1020.0, 376.0, 0.834967315196991, 2.0], [670.0, 297.0, 688.0, 311.0, 0.8252537250518799, 2.0], [4.0, 233.0, 71.0, 260.0, 0.8026638031005859, 2.0], [939.0, 304.0, 961.0, 322.0, 0.7832551598548889, 2.0], [971.0, 381.0, 1029.0, 427.0, 0.7758108377456665, 2.0], [917.0, 311.0, 939.0, 328.0, 0.7613136172294617, 2.0], [850.0, 324.0, 879.0, 350.0, 0.7190598845481873, 2.0], [611.0, 348.0, 650.0, 384.0, 0.7117781043052673, 2.0], [1095.0, 366.0, 1151.0, 405.0, 0.6117174625396729, 2.0], [846.0, 279.0, 859.0, 291.0, 0.5907832384109497, 2.0], [1027.0, 246.0, 1059.0, 257.0, 0.4955074191093445, 2.0], [919.0, 309.0, 955.0, 326.0, 0.4909377992153168, 2.0], [838.0, 299.0, 857.0, 317.0, 0.4765743315219879, 2.0], [719.0, 273.0, 731.0, 280.0, 0.4578264057636261, 2.0], [150.0, 230.0, 174.0, 244.0, 0.30598920583724976, 2.0]]"
124,"[[1429.0, 511.0, 1600.0, 605.0, 0.9356474876403809, 2.0], [1189.0, 414.0, 1269.0, 459.0, 0.9140207171440125, 2.0], [677.0, 319.0, 702.0, 337.0, 0.9002492427825928, 2.0], [966.0, 379.0, 1025.0, 424.0, 0.8984684348106384, 2.0], [914.0, 413.0, 974.0, 460.0, 0.8608806729316711, 2.0], [484.0, 345.0, 530.0, 378.0, 0.8530198335647583, 2.0], [980.0, 350.0, 1016.0, 376.0, 0.8412070274353027, 2.0], [669.0, 298.0, 687.0, 311.0, 0.8377712368965149, 2.0], [891.0, 321.0, 918.0, 343.0, 0.8062421083450317, 2.0], [0.0, 233.0, 69.0, 261.0, 0.7861182689666748, 2.0], [938.0, 304.0, 960.0, 321.0, 0.7786635756492615, 2.0], [609.0, 351.0, 648.0, 387.0, 0.7619689702987671, 2.0], [850.0, 324.0, 878.0, 349.0, 0.7581729888916016, 2.0], [916.0, 311.0, 938.0, 327.0, 0.7101243734359741, 2.0], [846.0, 279.0, 859.0, 291.0, 0.5910217761993408, 2.0], [1090.0, 365.0, 1146.0, 403.0, 0.5788281559944153, 2.0], [838.0, 299.0, 856.0, 317.0, 0.4774210453033447, 2.0], [918.0, 308.0, 958.0, 325.0, 0.43572279810905457, 2.0], [718.0, 272.0, 731.0, 279.0, 0.42665180563926697, 2.0], [1024.0, 246.0, 1056.0, 257.0, 0.2807605266571045, 2.0], [150.0, 231.0, 175.0, 245.0, 0.2679973840713501, 2.0]]"
125,"[[1410.0, 503.0, 1576.0, 593.0, 0.9249510169029236, 2.0], [1181.0, 412.0, 1260.0, 454.0, 0.90998375415802, 2.0], [911.0, 411.0, 970.0, 456.0, 0.8860292434692383, 2.0], [964.0, 378.0, 1021.0, 422.0, 0.8737227916717529, 2.0], [977.0, 349.0, 1013.0, 374.0, 0.8545221090316772, 2.0], [890.0, 321.0, 917.0, 342.0, 0.8354739546775818, 2.0], [675.0, 321.0, 702.0, 339.0, 0.8298053741455078, 2.0], [1.0, 233.0, 64.0, 261.0, 0.8227236866950989, 2.0], [481.0, 345.0, 527.0, 380.0, 0.8053010106086731, 2.0], [849.0, 323.0, 877.0, 348.0, 0.7850637435913086, 2.0], [936.0, 303.0, 959.0, 322.0, 0.7738161683082581, 2.0], [915.0, 311.0, 937.0, 327.0, 0.7734567523002625, 2.0], [668.0, 298.0, 687.0, 313.0, 0.7626854777336121, 2.0], [605.0, 352.0, 646.0, 390.0, 0.6559599041938782, 2.0], [1087.0, 364.0, 1140.0, 399.0, 0.6119365692138672, 2.0], [845.0, 279.0, 858.0, 291.0, 0.5677621960639954, 2.0], [916.0, 308.0, 957.0, 325.0, 0.44062694907188416, 2.0], [718.0, 272.0, 730.0, 280.0, 0.4371396005153656, 2.0], [839.0, 299.0, 855.0, 316.0, 0.4116252064704895, 2.0], [1494.0, 796.0, 1600.0, 896.0, 0.40320101380348206, 2.0], [1021.0, 247.0, 1052.0, 255.0, 0.3225298523902893, 2.0], [891.0, 316.0, 926.0, 335.0, 0.2651869058609009, 2.0]]"
126,"[[1392.0, 495.0, 1548.0, 582.0, 0.9219499230384827, 2.0], [1174.0, 409.0, 1250.0, 451.0, 0.9117586612701416, 2.0], [1450.0, 762.0, 1599.0, 895.0, 0.8911464810371399, 2.0], [909.0, 408.0, 965.0, 452.0, 0.886554479598999, 2.0], [890.0, 321.0, 916.0, 342.0, 0.8613428473472595, 2.0], [477.0, 347.0, 523.0, 383.0, 0.861041247844696, 2.0], [975.0, 348.0, 1011.0, 372.0, 0.8472874760627747, 2.0], [674.0, 322.0, 701.0, 341.0, 0.8411325812339783, 2.0], [962.0, 375.0, 1017.0, 418.0, 0.8400357961654663, 2.0], [914.0, 310.0, 936.0, 327.0, 0.8223513960838318, 2.0], [849.0, 323.0, 877.0, 348.0, 0.8066076636314392, 2.0], [936.0, 303.0, 958.0, 321.0, 0.8049373030662537, 2.0], [666.0, 299.0, 687.0, 314.0, 0.8045614957809448, 2.0], [1082.0, 362.0, 1136.0, 398.0, 0.7142850160598755, 2.0], [0.0, 233.0, 59.0, 261.0, 0.6981278657913208, 2.0], [602.0, 354.0, 643.0, 391.0, 0.6405406594276428, 2.0], [844.0, 279.0, 858.0, 291.0, 0.5907701849937439, 2.0], [915.0, 308.0, 952.0, 325.0, 0.468771368265152, 2.0], [838.0, 301.0, 856.0, 317.0, 0.40919259190559387, 2.0], [718.0, 272.0, 730.0, 281.0, 0.35540202260017395, 2.0], [150.0, 232.0, 180.0, 246.0, 0.2985248863697052, 2.0], [818.0, 273.0, 834.0, 283.0, 0.2725744843482971, 2.0]]"
127,"[[1374.0, 488.0, 1525.0, 573.0, 0.9372726678848267, 2.0], [1167.0, 406.0, 1241.0, 447.0, 0.8993250131607056, 2.0], [1411.0, 731.0, 1598.0, 895.0, 0.8970523476600647, 2.0], [906.0, 404.0, 961.0, 447.0, 0.8932742476463318, 2.0], [673.0, 322.0, 700.0, 342.0, 0.8754530549049377, 2.0], [888.0, 321.0, 915.0, 341.0, 0.8510788083076477, 2.0], [959.0, 374.0, 1012.0, 415.0, 0.843756914138794, 2.0], [472.0, 349.0, 520.0, 385.0, 0.8327372074127197, 2.0], [913.0, 310.0, 934.0, 326.0, 0.8238063454627991, 2.0], [848.0, 322.0, 876.0, 347.0, 0.8175102472305298, 2.0], [974.0, 347.0, 1007.0, 371.0, 0.8129890561103821, 2.0], [935.0, 303.0, 956.0, 320.0, 0.8095451593399048, 2.0], [665.0, 300.0, 686.0, 315.0, 0.803646445274353, 2.0], [0.0, 234.0, 55.0, 262.0, 0.7696337699890137, 2.0], [600.0, 356.0, 641.0, 394.0, 0.7537564039230347, 2.0], [844.0, 279.0, 858.0, 291.0, 0.5944133996963501, 2.0], [1078.0, 361.0, 1131.0, 397.0, 0.5037568211555481, 2.0], [912.0, 305.0, 955.0, 323.0, 0.45210832357406616, 2.0], [837.0, 300.0, 856.0, 317.0, 0.44625434279441833, 2.0], [718.0, 273.0, 730.0, 281.0, 0.4183715581893921, 2.0]]"
128,"[[1358.0, 482.0, 1502.0, 563.0, 0.9240791201591492, 2.0], [903.0, 401.0, 959.0, 443.0, 0.8976672291755676, 2.0], [1160.0, 404.0, 1232.0, 443.0, 0.8947237730026245, 2.0], [1375.0, 705.0, 1599.0, 896.0, 0.8758319020271301, 2.0], [672.0, 323.0, 699.0, 343.0, 0.868133008480072, 2.0], [888.0, 321.0, 914.0, 342.0, 0.8633695840835571, 2.0], [0.0, 234.0, 52.0, 263.0, 0.8582893013954163, 2.0], [956.0, 372.0, 1009.0, 413.0, 0.841931939125061, 2.0], [912.0, 310.0, 933.0, 326.0, 0.836456835269928, 2.0], [971.0, 347.0, 1005.0, 370.0, 0.8130008578300476, 2.0], [934.0, 303.0, 955.0, 319.0, 0.8118007183074951, 2.0], [665.0, 301.0, 685.0, 316.0, 0.8078513145446777, 2.0], [847.0, 322.0, 874.0, 346.0, 0.7815821170806885, 2.0], [469.0, 349.0, 517.0, 387.0, 0.7323591709136963, 2.0], [844.0, 279.0, 857.0, 291.0, 0.6288340091705322, 2.0], [596.0, 359.0, 639.0, 397.0, 0.5994555950164795, 2.0], [1074.0, 359.0, 1125.0, 394.0, 0.5956143140792847, 2.0], [911.0, 305.0, 954.0, 323.0, 0.47609949111938477, 2.0], [718.0, 274.0, 730.0, 282.0, 0.4427260756492615, 2.0], [838.0, 300.0, 855.0, 316.0, 0.3319017291069031, 2.0], [150.0, 233.0, 181.0, 247.0, 0.28299418091773987, 2.0]]"
129,"[[1342.0, 475.0, 1480.0, 555.0, 0.9281632900238037, 2.0], [1342.0, 677.0, 1600.0, 856.0, 0.9280216693878174, 2.0], [1154.0, 401.0, 1224.0, 441.0, 0.9019074440002441, 2.0], [954.0, 371.0, 1005.0, 410.0, 0.8688211441040039, 2.0], [888.0, 321.0, 913.0, 341.0, 0.8687347769737244, 2.0], [901.0, 398.0, 955.0, 439.0, 0.8617098927497864, 2.0], [671.0, 325.0, 699.0, 345.0, 0.8456426858901978, 2.0], [912.0, 309.0, 931.0, 326.0, 0.8335502743721008, 2.0], [664.0, 301.0, 683.0, 318.0, 0.8286547660827637, 2.0], [968.0, 346.0, 1003.0, 369.0, 0.8178239464759827, 2.0], [933.0, 303.0, 954.0, 320.0, 0.7664502263069153, 2.0], [848.0, 322.0, 873.0, 345.0, 0.7634661793708801, 2.0], [464.0, 352.0, 514.0, 388.0, 0.746495246887207, 2.0], [0.0, 235.0, 47.0, 262.0, 0.7080684304237366, 2.0], [843.0, 279.0, 857.0, 291.0, 0.6959367990493774, 2.0], [592.0, 361.0, 636.0, 401.0, 0.6283226013183594, 2.0], [912.0, 304.0, 954.0, 322.0, 0.470988929271698, 2.0], [717.0, 274.0, 729.0, 283.0, 0.41144198179244995, 2.0], [149.0, 233.0, 180.0, 247.0, 0.2860858738422394, 2.0], [837.0, 299.0, 855.0, 315.0, 0.28394946455955505, 2.0]]"
130,"[[1328.0, 469.0, 1460.0, 546.0, 0.9323849081993103, 2.0], [1315.0, 654.0, 1592.0, 824.0, 0.9266069531440735, 2.0], [1148.0, 399.0, 1215.0, 438.0, 0.8992463946342468, 2.0], [887.0, 321.0, 911.0, 341.0, 0.8786430954933167, 2.0], [898.0, 396.0, 950.0, 436.0, 0.8668003082275391, 2.0], [669.0, 327.0, 697.0, 347.0, 0.8256464600563049, 2.0], [950.0, 368.0, 1002.0, 408.0, 0.821084201335907, 2.0], [967.0, 345.0, 1000.0, 368.0, 0.8194882869720459, 2.0], [662.0, 302.0, 682.0, 319.0, 0.8053061962127686, 2.0], [460.0, 354.0, 511.0, 391.0, 0.7978914380073547, 2.0], [932.0, 303.0, 953.0, 321.0, 0.7967959046363831, 2.0], [909.0, 309.0, 931.0, 325.0, 0.7694231271743774, 2.0], [846.0, 322.0, 872.0, 344.0, 0.7267933487892151, 2.0], [589.0, 363.0, 634.0, 404.0, 0.717629075050354, 2.0], [0.0, 235.0, 43.0, 264.0, 0.7000338435173035, 2.0], [843.0, 279.0, 857.0, 291.0, 0.6680625677108765, 2.0], [1066.0, 358.0, 1116.0, 391.0, 0.6671881079673767, 2.0], [716.0, 275.0, 729.0, 283.0, 0.5086121559143066, 2.0], [837.0, 299.0, 854.0, 315.0, 0.264437198638916, 2.0]]"
131,"[[1290.0, 633.0, 1544.0, 789.0, 0.9346996545791626, 2.0], [1315.0, 463.0, 1442.0, 539.0, 0.9193516373634338, 2.0], [1143.0, 396.0, 1209.0, 434.0, 0.8941439986228943, 2.0], [897.0, 392.0, 946.0, 432.0, 0.878769040107727, 2.0], [886.0, 319.0, 911.0, 340.0, 0.8769789934158325, 2.0], [948.0, 366.0, 999.0, 406.0, 0.8673338890075684, 2.0], [965.0, 343.0, 998.0, 366.0, 0.8500048518180847, 2.0], [662.0, 303.0, 681.0, 319.0, 0.8283782005310059, 2.0], [668.0, 327.0, 696.0, 347.0, 0.8216930031776428, 2.0], [931.0, 303.0, 952.0, 320.0, 0.8184484243392944, 2.0], [456.0, 355.0, 506.0, 392.0, 0.7403708696365356, 2.0], [908.0, 309.0, 930.0, 324.0, 0.7147868275642395, 2.0], [0.0, 236.0, 40.0, 264.0, 0.6782061457633972, 2.0], [846.0, 321.0, 871.0, 343.0, 0.6503660082817078, 2.0], [1063.0, 356.0, 1112.0, 390.0, 0.6420928835868835, 2.0], [843.0, 279.0, 856.0, 291.0, 0.6332491636276245, 2.0], [716.0, 275.0, 729.0, 284.0, 0.5274652242660522, 2.0], [586.0, 365.0, 630.0, 406.0, 0.5052204132080078, 2.0], [961.0, 349.0, 997.0, 394.0, 0.3135521709918976, 2.0], [836.0, 298.0, 854.0, 314.0, 0.3072594106197357, 2.0]]"
132,"[[1267.0, 614.0, 1501.0, 761.0, 0.9320406317710876, 2.0], [1301.0, 459.0, 1424.0, 531.0, 0.9241848587989807, 2.0], [946.0, 366.0, 995.0, 404.0, 0.8880098462104797, 2.0], [1136.0, 395.0, 1201.0, 431.0, 0.883049488067627, 2.0], [895.0, 390.0, 944.0, 428.0, 0.8727551698684692, 2.0], [963.0, 343.0, 995.0, 365.0, 0.869823157787323, 2.0], [661.0, 304.0, 681.0, 321.0, 0.86133873462677, 2.0], [886.0, 319.0, 910.0, 339.0, 0.8551595211029053, 2.0], [667.0, 328.0, 695.0, 348.0, 0.842315673828125, 2.0], [580.0, 368.0, 629.0, 409.0, 0.7925012111663818, 2.0], [451.0, 356.0, 504.0, 396.0, 0.7892866730690002, 2.0], [930.0, 302.0, 951.0, 320.0, 0.7882333993911743, 2.0], [0.0, 236.0, 36.0, 264.0, 0.7263013124465942, 2.0], [907.0, 309.0, 929.0, 324.0, 0.6835141777992249, 2.0], [845.0, 321.0, 870.0, 342.0, 0.6715764999389648, 2.0], [1059.0, 355.0, 1107.0, 389.0, 0.6546124219894409, 2.0], [843.0, 279.0, 856.0, 291.0, 0.6318140625953674, 2.0], [716.0, 276.0, 729.0, 284.0, 0.5616095662117004, 2.0], [836.0, 298.0, 854.0, 314.0, 0.510344386100769, 2.0], [150.0, 234.0, 180.0, 248.0, 0.32165220379829407, 2.0]]"
133,"[[1244.0, 597.0, 1465.0, 735.0, 0.9292970299720764, 2.0], [1290.0, 454.0, 1407.0, 524.0, 0.9281553030014038, 2.0], [1129.0, 393.0, 1195.0, 429.0, 0.9074071049690247, 2.0], [893.0, 389.0, 942.0, 425.0, 0.8709471821784973, 2.0], [660.0, 305.0, 680.0, 321.0, 0.8645491600036621, 2.0], [665.0, 330.0, 695.0, 352.0, 0.8500776886940002, 2.0], [943.0, 364.0, 992.0, 402.0, 0.8413890600204468, 2.0], [885.0, 319.0, 909.0, 339.0, 0.8229846954345703, 2.0], [960.0, 343.0, 992.0, 364.0, 0.8109263777732849, 2.0], [0.0, 235.0, 33.0, 265.0, 0.8020148873329163, 2.0], [447.0, 358.0, 500.0, 397.0, 0.7446796298027039, 2.0], [930.0, 302.0, 951.0, 320.0, 0.7332483530044556, 2.0], [906.0, 309.0, 928.0, 324.0, 0.723259449005127, 2.0], [577.0, 369.0, 625.0, 412.0, 0.7013852000236511, 2.0], [1056.0, 354.0, 1103.0, 387.0, 0.6692028641700745, 2.0], [846.0, 321.0, 870.0, 343.0, 0.6363255381584167, 2.0], [844.0, 280.0, 856.0, 292.0, 0.6244280338287354, 2.0], [716.0, 276.0, 728.0, 285.0, 0.5814161896705627, 2.0], [836.0, 298.0, 853.0, 313.0, 0.5085923671722412, 2.0], [893.0, 315.0, 925.0, 335.0, 0.46540433168411255, 2.0]]"
134,"[[1223.0, 581.0, 1429.0, 713.0, 0.930462121963501, 2.0], [1278.0, 448.0, 1390.0, 518.0, 0.9239567518234253, 2.0], [891.0, 387.0, 939.0, 422.0, 0.8775489330291748, 2.0], [942.0, 362.0, 988.0, 399.0, 0.8706508874893188, 2.0], [1124.0, 389.0, 1187.0, 426.0, 0.8653664588928223, 2.0], [658.0, 305.0, 679.0, 321.0, 0.8603657484054565, 2.0], [663.0, 331.0, 694.0, 353.0, 0.8571922183036804, 2.0], [959.0, 342.0, 991.0, 362.0, 0.8426349759101868, 2.0], [885.0, 318.0, 908.0, 338.0, 0.8422858119010925, 2.0], [0.0, 236.0, 27.0, 265.0, 0.7983623147010803, 2.0], [442.0, 359.0, 497.0, 400.0, 0.796991765499115, 2.0], [929.0, 301.0, 949.0, 319.0, 0.7592648863792419, 2.0], [905.0, 309.0, 927.0, 323.0, 0.7215573787689209, 2.0], [844.0, 280.0, 856.0, 292.0, 0.6425294280052185, 2.0], [714.0, 277.0, 728.0, 285.0, 0.5953020453453064, 2.0], [836.0, 298.0, 853.0, 313.0, 0.5735667943954468, 2.0], [574.0, 372.0, 621.0, 417.0, 0.5653287768363953, 2.0], [844.0, 320.0, 869.0, 341.0, 0.5175600647926331, 2.0], [1053.0, 353.0, 1098.0, 384.0, 0.5126243233680725, 2.0], [897.0, 314.0, 925.0, 330.0, 0.4165554344654083, 2.0]]"
135,"[[1206.0, 567.0, 1397.0, 691.0, 0.9416989684104919, 2.0], [1265.0, 445.0, 1376.0, 510.0, 0.9330722093582153, 2.0], [957.0, 341.0, 988.0, 362.0, 0.8886023163795471, 2.0], [939.0, 361.0, 985.0, 397.0, 0.8687567114830017, 2.0], [1119.0, 388.0, 1181.0, 423.0, 0.8573066592216492, 2.0], [657.0, 306.0, 679.0, 321.0, 0.8549434542655945, 2.0], [889.0, 384.0, 934.0, 419.0, 0.8308829069137573, 2.0], [661.0, 332.0, 692.0, 354.0, 0.8172217607498169, 2.0], [0.0, 235.0, 22.0, 265.0, 0.793645441532135, 2.0], [884.0, 318.0, 907.0, 337.0, 0.7862905263900757, 2.0], [437.0, 361.0, 493.0, 402.0, 0.7385937571525574, 2.0], [1050.0, 352.0, 1096.0, 383.0, 0.7275778651237488, 2.0], [569.0, 374.0, 620.0, 421.0, 0.6850639581680298, 2.0], [904.0, 308.0, 926.0, 322.0, 0.6827955842018127, 2.0], [715.0, 277.0, 728.0, 285.0, 0.6816126704216003, 2.0], [928.0, 302.0, 947.0, 319.0, 0.6791733503341675, 2.0], [844.0, 280.0, 856.0, 291.0, 0.6025411486625671, 2.0], [836.0, 297.0, 853.0, 313.0, 0.48784729838371277, 2.0], [845.0, 319.0, 869.0, 340.0, 0.34701836109161377, 2.0], [705.0, 275.0, 716.0, 283.0, 0.32555606961250305, 2.0], [149.0, 235.0, 179.0, 248.0, 0.3176242411136627, 2.0]]"
136,"[[1254.0, 440.0, 1361.0, 505.0, 0.926996648311615, 2.0], [1189.0, 552.0, 1368.0, 672.0, 0.9236286282539368, 2.0], [1114.0, 386.0, 1173.0, 421.0, 0.8958494663238525, 2.0], [936.0, 359.0, 981.0, 396.0, 0.8870061635971069, 2.0], [887.0, 383.0, 931.0, 416.0, 0.8641303777694702, 2.0], [955.0, 340.0, 985.0, 361.0, 0.8604369759559631, 2.0], [1046.0, 352.0, 1091.0, 383.0, 0.853999674320221, 2.0], [883.0, 318.0, 906.0, 337.0, 0.8524252772331238, 2.0], [660.0, 334.0, 690.0, 355.0, 0.8467298150062561, 2.0], [656.0, 307.0, 678.0, 322.0, 0.8411704897880554, 2.0], [433.0, 362.0, 487.0, 404.0, 0.8146266341209412, 2.0], [564.0, 377.0, 615.0, 423.0, 0.7316322326660156, 2.0], [927.0, 302.0, 947.0, 319.0, 0.6823917031288147, 2.0], [0.0, 236.0, 18.0, 266.0, 0.6797755360603333, 2.0], [715.0, 278.0, 728.0, 286.0, 0.6514193415641785, 2.0], [903.0, 308.0, 924.0, 322.0, 0.6216177344322205, 2.0], [843.0, 280.0, 856.0, 291.0, 0.6025444865226746, 2.0], [835.0, 297.0, 851.0, 312.0, 0.5366877317428589, 2.0], [843.0, 319.0, 867.0, 340.0, 0.44300463795661926, 2.0], [149.0, 235.0, 177.0, 248.0, 0.34336450695991516, 2.0], [705.0, 276.0, 715.0, 283.0, 0.30301037430763245, 2.0]]"
137,"[[1173.0, 541.0, 1344.0, 655.0, 0.9370397925376892, 2.0], [1245.0, 436.0, 1347.0, 500.0, 0.9141161441802979, 2.0], [884.0, 381.0, 930.0, 414.0, 0.8985628485679626, 2.0], [933.0, 359.0, 980.0, 393.0, 0.8929868936538696, 2.0], [658.0, 335.0, 689.0, 358.0, 0.8569962382316589, 2.0], [1111.0, 384.0, 1167.0, 418.0, 0.8565850853919983, 2.0], [655.0, 308.0, 677.0, 323.0, 0.8332556486129761, 2.0], [883.0, 318.0, 905.0, 337.0, 0.8131758570671082, 2.0], [952.0, 339.0, 984.0, 360.0, 0.8126674294471741, 2.0], [927.0, 302.0, 946.0, 319.0, 0.7227677702903748, 2.0], [559.0, 380.0, 611.0, 428.0, 0.6881597638130188, 2.0], [427.0, 363.0, 483.0, 406.0, 0.6880231499671936, 2.0], [902.0, 308.0, 923.0, 322.0, 0.6471618413925171, 2.0], [1043.0, 351.0, 1087.0, 380.0, 0.646709680557251, 2.0], [714.0, 277.0, 728.0, 286.0, 0.6085305213928223, 2.0], [843.0, 280.0, 855.0, 291.0, 0.4989393949508667, 2.0], [834.0, 297.0, 852.0, 312.0, 0.4355659484863281, 2.0], [0.0, 237.0, 14.0, 264.0, 0.4289924204349518, 2.0], [841.0, 318.0, 866.0, 339.0, 0.34098395705223083, 2.0], [704.0, 276.0, 715.0, 283.0, 0.302346408367157, 2.0], [150.0, 236.0, 168.0, 248.0, 0.29089730978012085, 2.0]]"
138,"[[1235.0, 432.0, 1334.0, 494.0, 0.9324551224708557, 2.0], [1159.0, 531.0, 1320.0, 638.0, 0.9321621060371399, 2.0], [931.0, 358.0, 977.0, 391.0, 0.8855043053627014, 2.0], [884.0, 380.0, 928.0, 411.0, 0.8844388127326965, 2.0], [1105.0, 383.0, 1161.0, 416.0, 0.8686211109161377, 2.0], [881.0, 318.0, 904.0, 337.0, 0.838476300239563, 2.0], [657.0, 337.0, 688.0, 358.0, 0.8336809873580933, 2.0], [654.0, 308.0, 675.0, 324.0, 0.8158440589904785, 2.0], [951.0, 338.0, 982.0, 360.0, 0.7645308971405029, 2.0], [1040.0, 350.0, 1084.0, 379.0, 0.7474913001060486, 2.0], [423.0, 367.0, 480.0, 409.0, 0.7409746646881104, 2.0], [925.0, 302.0, 945.0, 318.0, 0.7168642282485962, 2.0], [554.0, 382.0, 608.0, 432.0, 0.6312898993492126, 2.0], [902.0, 308.0, 922.0, 322.0, 0.5812433362007141, 2.0], [843.0, 280.0, 855.0, 292.0, 0.541834831237793, 2.0], [713.0, 278.0, 727.0, 287.0, 0.5065629482269287, 2.0], [842.0, 319.0, 865.0, 339.0, 0.49500203132629395, 2.0], [833.0, 298.0, 851.0, 313.0, 0.4882608652114868, 2.0]]"
139,"[[1144.0, 520.0, 1296.0, 623.0, 0.9286026954650879, 2.0], [1225.0, 428.0, 1321.0, 489.0, 0.9078196883201599, 2.0], [930.0, 356.0, 974.0, 391.0, 0.8770232796669006, 2.0], [1101.0, 382.0, 1155.0, 414.0, 0.8701632618904114, 2.0], [882.0, 377.0, 926.0, 409.0, 0.8637648224830627, 2.0], [655.0, 337.0, 687.0, 359.0, 0.8460029363632202, 2.0], [950.0, 337.0, 980.0, 358.0, 0.8070698380470276, 2.0], [881.0, 316.0, 903.0, 336.0, 0.7988894581794739, 2.0], [417.0, 367.0, 477.0, 412.0, 0.7693796753883362, 2.0], [652.0, 309.0, 675.0, 325.0, 0.759456217288971, 2.0], [925.0, 302.0, 943.0, 318.0, 0.6861437559127808, 2.0], [549.0, 386.0, 605.0, 436.0, 0.6311283707618713, 2.0], [1038.0, 349.0, 1080.0, 377.0, 0.6096833348274231, 2.0], [842.0, 280.0, 855.0, 291.0, 0.5247781872749329, 2.0], [900.0, 308.0, 921.0, 322.0, 0.5026956796646118, 2.0], [833.0, 297.0, 851.0, 312.0, 0.4650299847126007, 2.0], [840.0, 318.0, 865.0, 338.0, 0.4637225270271301, 2.0], [713.0, 277.0, 727.0, 287.0, 0.38289979100227356, 2.0], [902.0, 307.0, 943.0, 321.0, 0.3460206091403961, 2.0]]"
140,"[[1132.0, 510.0, 1277.0, 609.0, 0.9373371005058289, 2.0], [1215.0, 426.0, 1310.0, 484.0, 0.9057658910751343, 2.0], [929.0, 355.0, 971.0, 388.0, 0.8914468884468079, 2.0], [653.0, 338.0, 686.0, 362.0, 0.8760448098182678, 2.0], [948.0, 338.0, 977.0, 358.0, 0.8733245134353638, 2.0], [1096.0, 380.0, 1150.0, 412.0, 0.8689228892326355, 2.0], [881.0, 375.0, 924.0, 406.0, 0.8687664270401001, 2.0], [880.0, 315.0, 903.0, 335.0, 0.8442800641059875, 2.0], [651.0, 310.0, 673.0, 326.0, 0.8313247561454773, 2.0], [411.0, 369.0, 472.0, 414.0, 0.8168580532073975, 2.0], [1034.0, 347.0, 1076.0, 377.0, 0.678296685218811, 2.0], [924.0, 301.0, 943.0, 318.0, 0.6561128497123718, 2.0], [899.0, 308.0, 920.0, 322.0, 0.6099730730056763, 2.0], [544.0, 386.0, 601.0, 440.0, 0.5693126916885376, 2.0], [840.0, 317.0, 864.0, 337.0, 0.5129135847091675, 2.0], [713.0, 278.0, 726.0, 287.0, 0.4801204204559326, 2.0], [843.0, 280.0, 854.0, 292.0, 0.4438779652118683, 2.0], [833.0, 297.0, 851.0, 312.0, 0.4362381100654602, 2.0], [900.0, 305.0, 943.0, 320.0, 0.3600275218486786, 2.0], [703.0, 277.0, 714.0, 285.0, 0.28957265615463257, 2.0]]"
141,"[[1121.0, 502.0, 1258.0, 597.0, 0.9303551316261292, 2.0], [1207.0, 422.0, 1299.0, 479.0, 0.9109126925468445, 2.0], [652.0, 340.0, 684.0, 363.0, 0.8859353065490723, 2.0], [1091.0, 378.0, 1144.0, 409.0, 0.8779131174087524, 2.0], [405.0, 371.0, 467.0, 417.0, 0.8740857839584351, 2.0], [947.0, 336.0, 975.0, 356.0, 0.854468822479248, 2.0], [927.0, 354.0, 970.0, 386.0, 0.8518256545066833, 2.0], [879.0, 372.0, 921.0, 403.0, 0.8487851023674011, 2.0], [879.0, 315.0, 901.0, 334.0, 0.8312575817108154, 2.0], [650.0, 310.0, 672.0, 327.0, 0.8292776942253113, 2.0], [898.0, 308.0, 919.0, 322.0, 0.6834259033203125, 2.0], [922.0, 301.0, 943.0, 318.0, 0.6737157106399536, 2.0], [537.0, 390.0, 596.0, 445.0, 0.5762486457824707, 2.0], [840.0, 317.0, 864.0, 337.0, 0.5103811621665955, 2.0], [713.0, 278.0, 726.0, 288.0, 0.5046161413192749, 2.0], [842.0, 280.0, 853.0, 291.0, 0.4564124047756195, 2.0], [833.0, 296.0, 850.0, 311.0, 0.3982617259025574, 2.0], [900.0, 304.0, 943.0, 319.0, 0.3659329414367676, 2.0], [702.0, 277.0, 714.0, 286.0, 0.3173554837703705, 2.0], [1098.0, 250.0, 1133.0, 263.0, 0.30052971839904785, 2.0]]"
