frame,number of cars
249,"[[873.0, 178.0, 908.0, 192.0, 0.8246809244155884, 2.0], [382.0, 218.0, 399.0, 231.0, 0.7768937945365906, 2.0], [611.0, 233.0, 631.0, 247.0, 0.7156882882118225, 2.0], [577.0, 219.0, 590.0, 228.0, 0.5734903812408447, 2.0], [440.0, 214.0, 455.0, 226.0, 0.5662768483161926, 2.0], [613.0, 249.0, 644.0, 272.0, 0.5361967086791992, 2.0], [891.0, 299.0, 960.0, 405.0, 0.47304627299308777, 2.0], [398.0, 205.0, 410.0, 214.0, 0.4719543755054474, 2.0], [423.0, 209.0, 437.0, 220.0, 0.42834049463272095, 2.0], [557.0, 209.0, 569.0, 217.0, 0.3556090295314789, 2.0], [426.0, 198.0, 439.0, 206.0, 0.3102574646472931, 2.0], [409.0, 198.0, 424.0, 207.0, 0.30041059851646423, 2.0], [523.0, 209.0, 536.0, 222.0, 0.2749495506286621, 2.0], [546.0, 203.0, 557.0, 210.0, 0.2743825912475586, 2.0], [549.0, 206.0, 562.0, 215.0, 0.2651153802871704, 2.0], [274.0, 176.0, 289.0, 183.0, 0.25995194911956787, 2.0]]"
250,"[[871.0, 178.0, 905.0, 192.0, 0.7432144284248352, 2.0], [381.0, 219.0, 398.0, 232.0, 0.7114428281784058, 2.0], [609.0, 233.0, 630.0, 247.0, 0.660428524017334, 2.0], [440.0, 216.0, 454.0, 227.0, 0.6088477373123169, 2.0], [575.0, 219.0, 589.0, 228.0, 0.6049575209617615, 2.0], [422.0, 209.0, 436.0, 221.0, 0.5102270245552063, 2.0], [396.0, 205.0, 408.0, 215.0, 0.49167197942733765, 2.0], [610.0, 248.0, 639.0, 270.0, 0.4710632860660553, 2.0], [408.0, 198.0, 424.0, 207.0, 0.37970271706581116, 2.0], [523.0, 208.0, 535.0, 221.0, 0.309272825717926, 2.0], [426.0, 199.0, 438.0, 207.0, 0.3078885078430176, 2.0]]"
251,"[[867.0, 179.0, 903.0, 193.0, 0.7051176428794861, 2.0], [379.0, 218.0, 398.0, 233.0, 0.7005664110183716, 2.0], [440.0, 215.0, 453.0, 227.0, 0.652095377445221, 2.0], [607.0, 232.0, 627.0, 246.0, 0.5709711313247681, 2.0], [574.0, 219.0, 588.0, 227.0, 0.5560207962989807, 2.0], [610.0, 247.0, 638.0, 269.0, 0.5293853878974915, 2.0], [422.0, 209.0, 435.0, 220.0, 0.48929154872894287, 2.0], [396.0, 205.0, 407.0, 215.0, 0.4729281961917877, 2.0], [425.0, 198.0, 438.0, 206.0, 0.4402768015861511, 2.0], [409.0, 198.0, 423.0, 207.0, 0.4017365276813507, 2.0], [273.0, 176.0, 286.0, 183.0, 0.30476799607276917, 2.0], [543.0, 201.0, 554.0, 210.0, 0.2796749174594879, 2.0], [555.0, 208.0, 569.0, 217.0, 0.27639082074165344, 2.0], [523.0, 207.0, 535.0, 219.0, 0.2619544565677643, 2.0]]"
252,"[[378.0, 219.0, 397.0, 233.0, 0.7634552717208862, 2.0], [866.0, 179.0, 899.0, 192.0, 0.7249535918235779, 2.0], [574.0, 218.0, 586.0, 227.0, 0.6700834035873413, 2.0], [439.0, 216.0, 453.0, 228.0, 0.6676324605941772, 2.0], [607.0, 247.0, 634.0, 268.0, 0.6253461837768555, 2.0], [421.0, 209.0, 434.0, 221.0, 0.5678823590278625, 2.0], [606.0, 232.0, 625.0, 246.0, 0.5639342665672302, 2.0], [407.0, 198.0, 420.0, 209.0, 0.4970019459724426, 2.0], [555.0, 209.0, 569.0, 218.0, 0.4952518343925476, 2.0], [271.0, 175.0, 283.0, 182.0, 0.40530893206596375, 2.0], [395.0, 207.0, 407.0, 217.0, 0.3941973149776459, 2.0], [423.0, 197.0, 437.0, 207.0, 0.3886650502681732, 2.0], [522.0, 210.0, 533.0, 220.0, 0.2549823522567749, 2.0], [542.0, 201.0, 554.0, 210.0, 0.2523827850818634, 2.0]]"
253,"[[862.0, 179.0, 897.0, 191.0, 0.7354224920272827, 2.0], [605.0, 246.0, 631.0, 266.0, 0.7264377474784851, 2.0], [377.0, 219.0, 394.0, 234.0, 0.69477778673172, 2.0], [572.0, 218.0, 585.0, 227.0, 0.6455069184303284, 2.0], [439.0, 216.0, 453.0, 229.0, 0.6338024139404297, 2.0], [604.0, 232.0, 624.0, 245.0, 0.5606029629707336, 2.0], [420.0, 210.0, 433.0, 221.0, 0.5383754968643188, 2.0], [556.0, 208.0, 568.0, 218.0, 0.4197833836078644, 2.0], [424.0, 197.0, 437.0, 207.0, 0.28583306074142456, 2.0], [405.0, 198.0, 420.0, 210.0, 0.26287153363227844, 2.0], [271.0, 175.0, 282.0, 183.0, 0.2558690309524536, 2.0]]"
254,"[[375.0, 220.0, 393.0, 235.0, 0.7595760822296143, 2.0], [603.0, 245.0, 629.0, 264.0, 0.6854047775268555, 2.0], [438.0, 217.0, 452.0, 230.0, 0.6708290576934814, 2.0], [862.0, 179.0, 895.0, 191.0, 0.6639110445976257, 2.0], [571.0, 218.0, 584.0, 227.0, 0.5363003611564636, 2.0], [419.0, 211.0, 433.0, 223.0, 0.5099672079086304, 2.0], [602.0, 230.0, 623.0, 243.0, 0.3954423666000366, 2.0], [405.0, 198.0, 420.0, 209.0, 0.33763569593429565, 2.0], [424.0, 197.0, 436.0, 207.0, 0.3118067681789398, 2.0], [270.0, 175.0, 282.0, 183.0, 0.29243484139442444, 2.0], [373.0, 213.0, 391.0, 225.0, 0.2769773602485657, 2.0], [392.0, 207.0, 405.0, 217.0, 0.27245962619781494, 2.0]]"
255,"[[600.0, 244.0, 625.0, 263.0, 0.771704375743866, 2.0], [373.0, 221.0, 392.0, 235.0, 0.7368239760398865, 2.0], [856.0, 180.0, 891.0, 192.0, 0.7144743204116821, 2.0], [437.0, 218.0, 450.0, 230.0, 0.7035959362983704, 2.0], [600.0, 231.0, 619.0, 243.0, 0.5561840534210205, 2.0], [570.0, 217.0, 583.0, 225.0, 0.4818829298019409, 2.0], [418.0, 210.0, 432.0, 222.0, 0.4442126452922821, 2.0], [268.0, 175.0, 281.0, 183.0, 0.36584270000457764, 2.0], [372.0, 213.0, 391.0, 225.0, 0.34888216853141785, 2.0], [392.0, 207.0, 404.0, 217.0, 0.3033294379711151, 2.0]]"
256,"[[373.0, 221.0, 392.0, 236.0, 0.7676185965538025, 2.0], [854.0, 179.0, 889.0, 191.0, 0.7142520546913147, 2.0], [436.0, 218.0, 449.0, 230.0, 0.7046042084693909, 2.0], [598.0, 243.0, 623.0, 262.0, 0.6382554173469543, 2.0], [391.0, 208.0, 403.0, 218.0, 0.5242136716842651, 2.0], [599.0, 231.0, 619.0, 242.0, 0.5092102289199829, 2.0], [568.0, 216.0, 581.0, 225.0, 0.4396166503429413, 2.0], [404.0, 199.0, 418.0, 210.0, 0.4018869400024414, 2.0], [548.0, 207.0, 561.0, 216.0, 0.33598431944847107, 2.0], [417.0, 210.0, 431.0, 222.0, 0.33473917841911316, 2.0], [544.0, 204.0, 556.0, 213.0, 0.31515687704086304, 2.0], [553.0, 211.0, 563.0, 217.0, 0.2784974277019501, 2.0], [268.0, 175.0, 282.0, 183.0, 0.2604869306087494, 2.0]]"
257,"[[372.0, 223.0, 390.0, 236.0, 0.7416628003120422, 2.0], [435.0, 219.0, 449.0, 231.0, 0.6837536692619324, 2.0], [852.0, 179.0, 885.0, 191.0, 0.6170103549957275, 2.0], [596.0, 242.0, 621.0, 261.0, 0.5921691656112671, 2.0], [390.0, 208.0, 402.0, 218.0, 0.5288879871368408, 2.0], [568.0, 215.0, 580.0, 225.0, 0.4695237874984741, 2.0], [598.0, 230.0, 617.0, 242.0, 0.4569226801395416, 2.0], [416.0, 210.0, 431.0, 222.0, 0.3912486433982849, 2.0], [403.0, 199.0, 418.0, 210.0, 0.38348135352134705, 2.0], [550.0, 207.0, 562.0, 217.0, 0.33160802721977234, 2.0], [371.0, 213.0, 386.0, 222.0, 0.3043581545352936, 2.0], [420.0, 198.0, 434.0, 207.0, 0.26563870906829834, 2.0]]"
258,"[[370.0, 221.0, 389.0, 237.0, 0.7367828488349915, 2.0], [434.0, 219.0, 448.0, 230.0, 0.7187148928642273, 2.0], [594.0, 241.0, 619.0, 261.0, 0.6747815012931824, 2.0], [389.0, 207.0, 402.0, 217.0, 0.6455125212669373, 2.0], [849.0, 180.0, 883.0, 191.0, 0.6369920969009399, 2.0], [415.0, 211.0, 430.0, 223.0, 0.5013136267662048, 2.0], [370.0, 213.0, 385.0, 224.0, 0.40138089656829834, 2.0], [403.0, 199.0, 417.0, 210.0, 0.3961816132068634, 2.0], [421.0, 199.0, 434.0, 207.0, 0.34252190589904785, 2.0], [596.0, 229.0, 615.0, 241.0, 0.2929304838180542, 2.0], [594.0, 230.0, 618.0, 251.0, 0.27511927485466003, 2.0], [265.0, 175.0, 281.0, 183.0, 0.25306496024131775, 2.0]]"
259,"[[435.0, 219.0, 448.0, 232.0, 0.755562424659729, 2.0], [847.0, 179.0, 881.0, 191.0, 0.7080158591270447, 2.0], [369.0, 222.0, 386.0, 238.0, 0.6655819416046143, 2.0], [593.0, 241.0, 616.0, 259.0, 0.6354141235351562, 2.0], [389.0, 208.0, 401.0, 218.0, 0.6314358115196228, 2.0], [415.0, 211.0, 429.0, 223.0, 0.4826871454715729, 2.0], [368.0, 214.0, 382.0, 224.0, 0.4026851952075958, 2.0], [423.0, 200.0, 434.0, 207.0, 0.383144736289978, 2.0], [594.0, 228.0, 614.0, 240.0, 0.37066590785980225, 2.0], [565.0, 215.0, 578.0, 224.0, 0.3334250748157501, 2.0], [264.0, 175.0, 279.0, 184.0, 0.3068850636482239, 2.0], [402.0, 201.0, 416.0, 210.0, 0.28386324644088745, 2.0], [549.0, 207.0, 562.0, 216.0, 0.2791164219379425, 2.0]]"
260,"[[846.0, 179.0, 880.0, 191.0, 0.7699218988418579, 2.0], [367.0, 225.0, 385.0, 238.0, 0.7393165826797485, 2.0], [414.0, 212.0, 428.0, 224.0, 0.6247585415840149, 2.0], [367.0, 215.0, 381.0, 225.0, 0.6219390034675598, 2.0], [433.0, 220.0, 447.0, 233.0, 0.6154975295066833, 2.0], [387.0, 210.0, 400.0, 219.0, 0.6027780175209045, 2.0], [564.0, 214.0, 578.0, 224.0, 0.49257999658584595, 2.0], [400.0, 201.0, 413.0, 211.0, 0.47570234537124634, 2.0], [548.0, 208.0, 561.0, 216.0, 0.41680869460105896, 2.0], [421.0, 200.0, 433.0, 207.0, 0.41475826501846313, 2.0], [367.0, 217.0, 384.0, 231.0, 0.3842141330242157, 2.0], [593.0, 227.0, 611.0, 241.0, 0.2965007424354553, 2.0]]"
261,"[[432.0, 220.0, 448.0, 234.0, 0.7820977568626404, 2.0], [413.0, 213.0, 429.0, 225.0, 0.6848949790000916, 2.0], [718.0, 504.0, 854.0, 540.0, 0.6737648248672485, 2.0], [365.0, 223.0, 385.0, 239.0, 0.6684858202934265, 2.0], [842.0, 179.0, 877.0, 192.0, 0.6355763077735901, 2.0], [589.0, 240.0, 612.0, 257.0, 0.6271854043006897, 2.0], [564.0, 215.0, 577.0, 224.0, 0.620838463306427, 2.0], [399.0, 202.0, 413.0, 211.0, 0.5723676085472107, 2.0], [593.0, 227.0, 610.0, 240.0, 0.5518124103546143, 2.0], [385.0, 210.0, 399.0, 220.0, 0.5420073866844177, 2.0], [422.0, 201.0, 433.0, 209.0, 0.5011354684829712, 2.0], [367.0, 214.0, 381.0, 226.0, 0.4924568831920624, 2.0], [550.0, 208.0, 560.0, 216.0, 0.4790210425853729, 2.0], [538.0, 200.0, 552.0, 210.0, 0.25336429476737976, 2.0]]"
262,"[[432.0, 220.0, 447.0, 235.0, 0.7976859211921692, 2.0], [700.0, 482.0, 845.0, 540.0, 0.7931700348854065, 2.0], [365.0, 225.0, 384.0, 240.0, 0.7414926886558533, 2.0], [413.0, 213.0, 428.0, 225.0, 0.7041974067687988, 2.0], [384.0, 210.0, 398.0, 220.0, 0.6478294134140015, 2.0], [841.0, 180.0, 874.0, 192.0, 0.6267726421356201, 2.0], [588.0, 237.0, 609.0, 256.0, 0.6095325350761414, 2.0], [562.0, 215.0, 576.0, 225.0, 0.5874509215354919, 2.0], [421.0, 201.0, 433.0, 209.0, 0.5241791009902954, 2.0], [365.0, 215.0, 381.0, 227.0, 0.5143787264823914, 2.0], [548.0, 207.0, 561.0, 216.0, 0.4919321537017822, 2.0], [399.0, 202.0, 413.0, 211.0, 0.46333661675453186, 2.0], [590.0, 227.0, 608.0, 240.0, 0.43189239501953125, 2.0], [262.0, 176.0, 275.0, 184.0, 0.33335626125335693, 2.0], [543.0, 205.0, 560.0, 215.0, 0.254616916179657, 2.0]]"
263,"[[683.0, 463.0, 837.0, 540.0, 0.8275314569473267, 2.0], [363.0, 226.0, 383.0, 242.0, 0.7783671021461487, 2.0], [431.0, 221.0, 446.0, 236.0, 0.7563043236732483, 2.0], [411.0, 215.0, 427.0, 226.0, 0.7166245579719543, 2.0], [364.0, 216.0, 378.0, 227.0, 0.6384967565536499, 2.0], [839.0, 179.0, 872.0, 192.0, 0.5718571543693542, 2.0], [421.0, 200.0, 432.0, 209.0, 0.5645062923431396, 2.0], [384.0, 210.0, 396.0, 221.0, 0.5606393218040466, 2.0], [398.0, 202.0, 413.0, 214.0, 0.5461743474006653, 2.0], [546.0, 206.0, 560.0, 217.0, 0.5136007070541382, 2.0], [562.0, 215.0, 574.0, 224.0, 0.4851386547088623, 2.0], [586.0, 230.0, 608.0, 255.0, 0.41650283336639404, 2.0], [260.0, 175.0, 275.0, 185.0, 0.3974785804748535, 2.0], [402.0, 200.0, 416.0, 211.0, 0.3793473243713379, 2.0], [517.0, 204.0, 528.0, 216.0, 0.3204173743724823, 2.0], [504.0, 197.0, 516.0, 206.0, 0.2795884609222412, 2.0], [518.0, 196.0, 528.0, 204.0, 0.25286808609962463, 2.0]]"
264,"[[672.0, 445.0, 805.0, 540.0, 0.9211041927337646, 2.0], [430.0, 222.0, 446.0, 236.0, 0.7066260576248169, 2.0], [837.0, 180.0, 869.0, 192.0, 0.6644783616065979, 2.0], [410.0, 215.0, 425.0, 227.0, 0.5615073442459106, 2.0], [587.0, 226.0, 606.0, 238.0, 0.5131972432136536, 2.0], [585.0, 237.0, 606.0, 255.0, 0.49084538221359253, 2.0], [363.0, 217.0, 378.0, 227.0, 0.4789809584617615, 2.0], [361.0, 226.0, 382.0, 241.0, 0.42274701595306396, 2.0], [546.0, 208.0, 559.0, 216.0, 0.41827550530433655, 2.0], [420.0, 201.0, 432.0, 209.0, 0.3723296523094177, 2.0], [398.0, 202.0, 414.0, 212.0, 0.3684329688549042, 2.0], [260.0, 176.0, 275.0, 185.0, 0.3666144907474518, 2.0], [561.0, 214.0, 573.0, 224.0, 0.31290316581726074, 2.0], [384.0, 211.0, 396.0, 222.0, 0.3068367540836334, 2.0]]"
265,"[[660.0, 429.0, 780.0, 519.0, 0.9182544946670532, 2.0], [430.0, 223.0, 445.0, 238.0, 0.7701318264007568, 2.0], [834.0, 180.0, 867.0, 193.0, 0.7190056443214417, 2.0], [360.0, 228.0, 380.0, 243.0, 0.6468287110328674, 2.0], [410.0, 216.0, 425.0, 228.0, 0.6416186094284058, 2.0], [583.0, 234.0, 604.0, 254.0, 0.6095244884490967, 2.0], [397.0, 205.0, 411.0, 214.0, 0.41940242052078247, 2.0], [361.0, 217.0, 376.0, 227.0, 0.4125577509403229, 2.0], [584.0, 227.0, 604.0, 247.0, 0.3647579252719879, 2.0], [561.0, 215.0, 572.0, 224.0, 0.3349629044532776, 2.0], [545.0, 207.0, 559.0, 217.0, 0.32538744807243347, 2.0], [421.0, 202.0, 429.0, 210.0, 0.3132089376449585, 2.0], [383.0, 212.0, 395.0, 222.0, 0.2520989179611206, 2.0]]"
266,"[[649.0, 416.0, 761.0, 498.0, 0.9244195818901062, 2.0], [430.0, 223.0, 446.0, 239.0, 0.6791119575500488, 2.0], [358.0, 228.0, 379.0, 245.0, 0.666558563709259, 2.0], [833.0, 180.0, 864.0, 192.0, 0.6106033325195312, 2.0], [409.0, 217.0, 424.0, 227.0, 0.5907270908355713, 2.0], [560.0, 214.0, 571.0, 223.0, 0.4944828748703003, 2.0], [581.0, 235.0, 602.0, 253.0, 0.4808955788612366, 2.0], [545.0, 209.0, 556.0, 216.0, 0.4138760566711426, 2.0], [397.0, 204.0, 412.0, 213.0, 0.3828686475753784, 2.0], [383.0, 211.0, 395.0, 221.0, 0.2593481242656708, 2.0], [586.0, 226.0, 602.0, 237.0, 0.2541719377040863, 2.0], [359.0, 218.0, 376.0, 232.0, 0.2513309121131897, 2.0]]"
267,"[[640.0, 402.0, 741.0, 477.0, 0.9266588091850281, 2.0], [428.0, 224.0, 444.0, 240.0, 0.8006934523582458, 2.0], [356.0, 226.0, 377.0, 245.0, 0.7045596241950989, 2.0], [408.0, 217.0, 423.0, 228.0, 0.6355919241905212, 2.0], [831.0, 181.0, 862.0, 193.0, 0.5277790427207947, 2.0], [580.0, 232.0, 600.0, 253.0, 0.5212902426719666, 2.0], [397.0, 205.0, 411.0, 213.0, 0.4902997314929962, 2.0], [358.0, 218.0, 376.0, 234.0, 0.4482607841491699, 2.0], [382.0, 212.0, 393.0, 222.0, 0.3853361904621124, 2.0], [419.0, 203.0, 429.0, 211.0, 0.37772423028945923, 2.0], [580.0, 226.0, 600.0, 240.0, 0.3206338882446289, 2.0], [560.0, 214.0, 570.0, 224.0, 0.31447407603263855, 2.0]]"
268,"[[630.0, 389.0, 725.0, 462.0, 0.8974485993385315, 2.0], [427.0, 226.0, 443.0, 240.0, 0.7662148475646973, 2.0], [408.0, 217.0, 423.0, 229.0, 0.6785582304000854, 2.0], [830.0, 180.0, 861.0, 193.0, 0.6373817324638367, 2.0], [356.0, 230.0, 376.0, 246.0, 0.590776801109314, 2.0], [397.0, 205.0, 411.0, 214.0, 0.4861784875392914, 2.0], [578.0, 231.0, 599.0, 252.0, 0.4766524136066437, 2.0], [357.0, 218.0, 374.0, 231.0, 0.44602254033088684, 2.0], [380.0, 212.0, 393.0, 223.0, 0.39157381653785706, 2.0], [418.0, 203.0, 428.0, 212.0, 0.38959237933158875, 2.0], [540.0, 204.0, 556.0, 216.0, 0.3486146628856659, 2.0], [579.0, 227.0, 600.0, 243.0, 0.2918469309806824, 2.0], [558.0, 213.0, 569.0, 224.0, 0.28458723425865173, 2.0]]"
269,"[[622.0, 377.0, 710.0, 444.0, 0.9116699695587158, 2.0], [426.0, 227.0, 443.0, 241.0, 0.6826492547988892, 2.0], [353.0, 232.0, 375.0, 247.0, 0.6677542328834534, 2.0], [828.0, 181.0, 860.0, 194.0, 0.643313467502594, 2.0], [407.0, 218.0, 422.0, 231.0, 0.6035776734352112, 2.0], [576.0, 229.0, 599.0, 250.0, 0.48812052607536316, 2.0], [356.0, 218.0, 373.0, 232.0, 0.39127567410469055, 2.0], [537.0, 201.0, 555.0, 215.0, 0.32892462611198425, 2.0], [557.0, 214.0, 569.0, 224.0, 0.2870623469352722, 2.0], [378.0, 213.0, 392.0, 225.0, 0.28545039892196655, 2.0], [582.0, 226.0, 599.0, 238.0, 0.27319765090942383, 2.0]]"
270,"[[615.0, 371.0, 696.0, 432.0, 0.8643088340759277, 2.0], [425.0, 227.0, 442.0, 242.0, 0.7517566084861755, 2.0], [352.0, 231.0, 373.0, 248.0, 0.7233203053474426, 2.0], [407.0, 219.0, 421.0, 232.0, 0.6570029258728027, 2.0], [825.0, 181.0, 857.0, 194.0, 0.5480411052703857, 2.0], [575.0, 229.0, 598.0, 249.0, 0.48253127932548523, 2.0], [355.0, 219.0, 371.0, 231.0, 0.4643767476081848, 2.0], [581.0, 226.0, 599.0, 237.0, 0.4265804588794708, 2.0], [558.0, 214.0, 570.0, 224.0, 0.3718743324279785, 2.0], [376.0, 215.0, 392.0, 225.0, 0.3391684591770172, 2.0], [534.0, 200.0, 550.0, 212.0, 0.3323688209056854, 2.0], [416.0, 204.0, 427.0, 213.0, 0.305594801902771, 2.0], [395.0, 205.0, 410.0, 215.0, 0.30257612466812134, 2.0], [540.0, 204.0, 554.0, 216.0, 0.28389525413513184, 2.0]]"
271,"[[608.0, 361.0, 686.0, 419.0, 0.9022330641746521, 2.0], [351.0, 232.0, 372.0, 249.0, 0.7542243599891663, 2.0], [424.0, 228.0, 441.0, 243.0, 0.6769071221351624, 2.0], [406.0, 219.0, 421.0, 232.0, 0.5722851753234863, 2.0], [824.0, 181.0, 855.0, 193.0, 0.5290381908416748, 2.0], [574.0, 228.0, 595.0, 250.0, 0.4176431894302368, 2.0], [353.0, 220.0, 368.0, 233.0, 0.4119456708431244, 2.0], [392.0, 208.0, 407.0, 216.0, 0.3323967754840851, 2.0], [375.0, 216.0, 391.0, 225.0, 0.3226400911808014, 2.0], [556.0, 213.0, 569.0, 223.0, 0.32102760672569275, 2.0], [416.0, 205.0, 428.0, 213.0, 0.26920926570892334, 2.0], [533.0, 200.0, 551.0, 214.0, 0.2550552785396576, 2.0]]"
272,"[[602.0, 354.0, 676.0, 407.0, 0.8561589121818542, 2.0], [423.0, 229.0, 442.0, 244.0, 0.739539623260498, 2.0], [405.0, 220.0, 420.0, 233.0, 0.713539719581604, 2.0], [349.0, 233.0, 370.0, 250.0, 0.6394017338752747, 2.0], [391.0, 207.0, 408.0, 217.0, 0.5056317448616028, 2.0], [823.0, 182.0, 852.0, 194.0, 0.4084359407424927, 2.0], [374.0, 217.0, 391.0, 226.0, 0.3365391194820404, 2.0], [352.0, 221.0, 368.0, 234.0, 0.32836079597473145, 2.0], [572.0, 231.0, 594.0, 248.0, 0.3136675953865051, 2.0], [415.0, 205.0, 426.0, 214.0, 0.2783736288547516, 2.0], [579.0, 225.0, 594.0, 236.0, 0.25164833664894104, 2.0]]"
273,"[[596.0, 346.0, 665.0, 398.0, 0.8321428894996643, 2.0], [404.0, 220.0, 419.0, 234.0, 0.7743313908576965, 2.0], [422.0, 230.0, 441.0, 245.0, 0.7029644846916199, 2.0], [347.0, 232.0, 369.0, 252.0, 0.6270590424537659, 2.0], [391.0, 208.0, 407.0, 217.0, 0.5490528345108032, 2.0], [374.0, 217.0, 389.0, 226.0, 0.526346743106842, 2.0], [822.0, 183.0, 851.0, 194.0, 0.5013899207115173, 2.0], [351.0, 221.0, 367.0, 236.0, 0.48974552750587463, 2.0], [571.0, 231.0, 592.0, 249.0, 0.3420482277870178, 2.0], [416.0, 208.0, 425.0, 215.0, 0.28471946716308594, 2.0]]"
274,"[[591.0, 340.0, 656.0, 389.0, 0.8694155812263489, 2.0], [404.0, 222.0, 418.0, 234.0, 0.7706794738769531, 2.0], [422.0, 231.0, 439.0, 246.0, 0.7206476926803589, 2.0], [817.0, 183.0, 849.0, 195.0, 0.6092920899391174, 2.0], [350.0, 222.0, 366.0, 235.0, 0.5007796287536621, 2.0], [374.0, 218.0, 389.0, 227.0, 0.4924961030483246, 2.0], [390.0, 208.0, 407.0, 218.0, 0.4706307649612427, 2.0], [345.0, 234.0, 367.0, 253.0, 0.3897363841533661, 2.0], [251.0, 179.0, 266.0, 188.0, 0.3644360303878784, 2.0], [416.0, 208.0, 425.0, 215.0, 0.27148938179016113, 2.0]]"
275,"[[586.0, 334.0, 648.0, 380.0, 0.8705042600631714, 2.0], [403.0, 222.0, 417.0, 235.0, 0.7775061130523682, 2.0], [422.0, 232.0, 439.0, 248.0, 0.776290774345398, 2.0], [390.0, 209.0, 405.0, 218.0, 0.6141745448112488, 2.0], [817.0, 183.0, 846.0, 195.0, 0.6135654449462891, 2.0], [373.0, 218.0, 387.0, 227.0, 0.5493319034576416, 2.0], [416.0, 209.0, 423.0, 214.0, 0.48738211393356323, 2.0], [569.0, 230.0, 590.0, 247.0, 0.4619191884994507, 2.0], [344.0, 234.0, 366.0, 254.0, 0.445311039686203, 2.0], [349.0, 223.0, 364.0, 236.0, 0.4296077489852905, 2.0], [542.0, 209.0, 552.0, 218.0, 0.2924109399318695, 2.0], [249.0, 180.0, 265.0, 189.0, 0.2662447690963745, 2.0], [573.0, 226.0, 592.0, 237.0, 0.2536102831363678, 2.0]]"
276,"[[583.0, 329.0, 641.0, 372.0, 0.8712801933288574, 2.0], [402.0, 223.0, 418.0, 236.0, 0.6435801982879639, 2.0], [421.0, 233.0, 438.0, 250.0, 0.6378475427627563, 2.0], [816.0, 184.0, 845.0, 196.0, 0.6215618252754211, 2.0], [389.0, 209.0, 406.0, 219.0, 0.4602595865726471, 2.0], [346.0, 223.0, 361.0, 238.0, 0.41673558950424194, 2.0], [372.0, 218.0, 387.0, 228.0, 0.396222859621048, 2.0], [342.0, 236.0, 364.0, 255.0, 0.359236478805542, 2.0], [414.0, 209.0, 424.0, 216.0, 0.33201971650123596, 2.0], [537.0, 206.0, 552.0, 218.0, 0.2739163339138031, 2.0], [568.0, 227.0, 591.0, 248.0, 0.26306015253067017, 2.0]]"
277,"[[579.0, 323.0, 635.0, 366.0, 0.883324146270752, 2.0], [399.0, 225.0, 417.0, 237.0, 0.6645445227622986, 2.0], [420.0, 234.0, 438.0, 250.0, 0.5700441598892212, 2.0], [345.0, 224.0, 362.0, 238.0, 0.5070003867149353, 2.0], [389.0, 209.0, 407.0, 219.0, 0.5004439353942871, 2.0], [816.0, 184.0, 843.0, 195.0, 0.4868146479129791, 2.0], [371.0, 218.0, 386.0, 228.0, 0.41460755467414856, 2.0], [339.0, 239.0, 363.0, 257.0, 0.41146811842918396, 2.0], [415.0, 210.0, 423.0, 216.0, 0.36972686648368835, 2.0], [247.0, 181.0, 262.0, 189.0, 0.3621439039707184, 2.0], [568.0, 227.0, 590.0, 247.0, 0.2747727930545807, 2.0]]"
278,"[[575.0, 317.0, 629.0, 359.0, 0.881733238697052, 2.0], [338.0, 241.0, 362.0, 258.0, 0.7187936902046204, 2.0], [399.0, 224.0, 416.0, 238.0, 0.6684530377388, 2.0], [419.0, 234.0, 438.0, 252.0, 0.662346601486206, 2.0], [344.0, 224.0, 361.0, 240.0, 0.6109086275100708, 2.0], [415.0, 210.0, 423.0, 216.0, 0.502568781375885, 2.0], [372.0, 219.0, 385.0, 227.0, 0.41787204146385193, 2.0], [813.0, 184.0, 841.0, 196.0, 0.400989294052124, 2.0], [247.0, 181.0, 261.0, 190.0, 0.3556484282016754, 2.0], [388.0, 211.0, 403.0, 220.0, 0.3483845889568329, 2.0], [566.0, 230.0, 587.0, 246.0, 0.3311787545681, 2.0]]"
279,"[[572.0, 315.0, 622.0, 353.0, 0.8436027765274048, 2.0], [336.0, 242.0, 359.0, 259.0, 0.7761743068695068, 2.0], [399.0, 225.0, 415.0, 239.0, 0.7282516360282898, 2.0], [418.0, 236.0, 438.0, 253.0, 0.7227482795715332, 2.0], [342.0, 226.0, 359.0, 240.0, 0.6682160496711731, 2.0], [371.0, 220.0, 384.0, 229.0, 0.599798858165741, 2.0], [813.0, 185.0, 839.0, 196.0, 0.48888009786605835, 2.0], [414.0, 211.0, 424.0, 218.0, 0.47722142934799194, 2.0], [388.0, 212.0, 405.0, 221.0, 0.37552106380462646, 2.0], [565.0, 230.0, 587.0, 246.0, 0.3707713186740875, 2.0], [246.0, 182.0, 261.0, 191.0, 0.25361067056655884, 2.0]]"
