frame,number of cars
137,"[[938.0, 432.0, 1074.0, 524.0, 0.9334168434143066, 2.0], [995.0, 349.0, 1079.0, 400.0, 0.9118186235427856, 2.0], [527.0, 268.0, 552.0, 285.0, 0.8686296343803406, 2.0], [889.0, 307.0, 933.0, 334.0, 0.8528215289115906, 2.0], [835.0, 281.0, 870.0, 303.0, 0.8521511554718018, 2.0], [708.0, 303.0, 744.0, 331.0, 0.8459756970405579, 2.0], [748.0, 287.0, 784.0, 315.0, 0.7638077735900879, 2.0], [706.0, 254.0, 724.0, 269.0, 0.7428550124168396, 2.0], [723.0, 246.0, 738.0, 258.0, 0.7357401251792908, 2.0], [341.0, 292.0, 388.0, 326.0, 0.7351218461990356, 2.0], [764.0, 271.0, 787.0, 288.0, 0.7255078554153442, 2.0], [447.0, 304.0, 490.0, 342.0, 0.7096800804138184, 2.0], [524.0, 245.0, 542.0, 258.0, 0.6790881156921387, 2.0], [739.0, 241.0, 756.0, 256.0, 0.6080104112625122, 2.0], [675.0, 255.0, 694.0, 271.0, 0.5742631554603577, 2.0], [568.0, 221.0, 583.0, 228.0, 0.47048237919807434, 2.0], [0.0, 190.0, 12.0, 212.0, 0.44030654430389404, 2.0], [668.0, 236.0, 681.0, 250.0, 0.41688215732574463, 2.0], [706.0, 250.0, 731.0, 265.0, 0.40685510635375977, 2.0]]"
138,"[[927.0, 423.0, 1055.0, 511.0, 0.9120417237281799, 2.0], [707.0, 302.0, 743.0, 328.0, 0.8827607035636902, 2.0], [526.0, 269.0, 550.0, 287.0, 0.8582484722137451, 2.0], [745.0, 286.0, 781.0, 313.0, 0.834233820438385, 2.0], [885.0, 307.0, 930.0, 333.0, 0.8210605978965759, 2.0], [987.0, 346.0, 1067.0, 395.0, 0.8125531673431396, 2.0], [761.0, 270.0, 785.0, 287.0, 0.767538845539093, 2.0], [833.0, 280.0, 867.0, 303.0, 0.7624672651290894, 2.0], [705.0, 254.0, 723.0, 269.0, 0.7596479654312134, 2.0], [673.0, 254.0, 694.0, 271.0, 0.7280272841453552, 2.0], [338.0, 293.0, 384.0, 327.0, 0.718201756477356, 2.0], [723.0, 246.0, 737.0, 257.0, 0.7154746055603027, 2.0], [443.0, 306.0, 487.0, 345.0, 0.6785656213760376, 2.0], [523.0, 246.0, 541.0, 259.0, 0.677548885345459, 2.0], [739.0, 242.0, 756.0, 255.0, 0.6409518122673035, 2.0], [668.0, 237.0, 680.0, 250.0, 0.5103327631950378, 2.0], [571.0, 221.0, 583.0, 229.0, 0.4216512441635132, 2.0], [674.0, 223.0, 683.0, 233.0, 0.3432506024837494, 2.0], [704.0, 295.0, 766.0, 322.0, 0.3079461455345154, 2.0], [883.0, 200.0, 904.0, 209.0, 0.2838567793369293, 2.0]]"
139,"[[915.0, 415.0, 1038.0, 499.0, 0.9171249866485596, 2.0], [979.0, 343.0, 1058.0, 390.0, 0.8932861089706421, 2.0], [706.0, 301.0, 740.0, 327.0, 0.868145227432251, 2.0], [744.0, 285.0, 779.0, 312.0, 0.8444750308990479, 2.0], [524.0, 270.0, 549.0, 287.0, 0.8310655355453491, 2.0], [760.0, 270.0, 784.0, 287.0, 0.8157432675361633, 2.0], [830.0, 279.0, 864.0, 303.0, 0.8149815797805786, 2.0], [881.0, 305.0, 924.0, 331.0, 0.8001613020896912, 2.0], [522.0, 247.0, 540.0, 259.0, 0.7826618552207947, 2.0], [705.0, 253.0, 722.0, 268.0, 0.7644926309585571, 2.0], [673.0, 253.0, 693.0, 270.0, 0.6919614672660828, 2.0], [722.0, 246.0, 736.0, 257.0, 0.682496964931488, 2.0], [334.0, 295.0, 381.0, 329.0, 0.6567525267601013, 2.0], [738.0, 242.0, 756.0, 255.0, 0.6539871096611023, 2.0], [439.0, 308.0, 484.0, 348.0, 0.590796172618866, 2.0], [668.0, 237.0, 681.0, 249.0, 0.5532754063606262, 2.0], [569.0, 221.0, 583.0, 229.0, 0.42736145853996277, 2.0], [673.0, 223.0, 684.0, 233.0, 0.34251272678375244, 2.0], [705.0, 289.0, 774.0, 316.0, 0.26007601618766785, 2.0]]"
140,"[[906.0, 409.0, 1022.0, 488.0, 0.9133447408676147, 2.0], [972.0, 341.0, 1049.0, 387.0, 0.8924364447593689, 2.0], [705.0, 299.0, 738.0, 324.0, 0.8253241181373596, 2.0], [523.0, 271.0, 548.0, 288.0, 0.8207177519798279, 2.0], [743.0, 284.0, 776.0, 310.0, 0.8173279762268066, 2.0], [759.0, 269.0, 782.0, 286.0, 0.7960750460624695, 2.0], [521.0, 248.0, 539.0, 261.0, 0.7921102643013, 2.0], [704.0, 253.0, 722.0, 268.0, 0.7855350375175476, 2.0], [877.0, 304.0, 919.0, 329.0, 0.7798851728439331, 2.0], [828.0, 278.0, 861.0, 301.0, 0.7608914971351624, 2.0], [329.0, 296.0, 377.0, 331.0, 0.6724995374679565, 2.0], [720.0, 246.0, 735.0, 257.0, 0.617676317691803, 2.0], [738.0, 241.0, 754.0, 255.0, 0.5856144428253174, 2.0], [673.0, 253.0, 692.0, 270.0, 0.5627684593200684, 2.0], [434.0, 309.0, 481.0, 351.0, 0.46950459480285645, 2.0], [569.0, 221.0, 583.0, 230.0, 0.42518505454063416, 2.0], [668.0, 237.0, 681.0, 249.0, 0.41542282700538635, 2.0], [673.0, 224.0, 683.0, 233.0, 0.29318445920944214, 2.0], [885.0, 200.0, 905.0, 209.0, 0.25265488028526306, 2.0]]"
141,"[[896.0, 401.0, 1006.0, 477.0, 0.9120750427246094, 2.0], [965.0, 339.0, 1039.0, 383.0, 0.9080191254615784, 2.0], [703.0, 297.0, 736.0, 323.0, 0.8614116907119751, 2.0], [759.0, 269.0, 781.0, 285.0, 0.8482940793037415, 2.0], [873.0, 303.0, 915.0, 328.0, 0.8473685383796692, 2.0], [522.0, 272.0, 549.0, 290.0, 0.8461019396781921, 2.0], [741.0, 283.0, 774.0, 309.0, 0.8354616761207581, 2.0], [825.0, 277.0, 859.0, 300.0, 0.8265729546546936, 2.0], [324.0, 298.0, 374.0, 333.0, 0.822841465473175, 2.0], [703.0, 252.0, 721.0, 268.0, 0.7892261743545532, 2.0], [520.0, 249.0, 538.0, 262.0, 0.7635650634765625, 2.0], [672.0, 252.0, 691.0, 269.0, 0.6965245604515076, 2.0], [431.0, 314.0, 478.0, 356.0, 0.5809508562088013, 2.0], [738.0, 241.0, 753.0, 255.0, 0.5700843334197998, 2.0], [720.0, 246.0, 735.0, 256.0, 0.4931737780570984, 2.0], [568.0, 221.0, 583.0, 230.0, 0.36301860213279724, 2.0], [667.0, 236.0, 680.0, 249.0, 0.35902902483940125, 2.0], [884.0, 200.0, 907.0, 210.0, 0.31712833046913147, 2.0], [673.0, 224.0, 683.0, 233.0, 0.2836863398551941, 2.0]]"
142,"[[887.0, 396.0, 993.0, 467.0, 0.9064258933067322, 2.0], [958.0, 336.0, 1030.0, 379.0, 0.9034650921821594, 2.0], [701.0, 295.0, 735.0, 321.0, 0.8985850214958191, 2.0], [739.0, 282.0, 773.0, 307.0, 0.8814268112182617, 2.0], [319.0, 299.0, 370.0, 335.0, 0.8785101175308228, 2.0], [868.0, 301.0, 911.0, 325.0, 0.8760895133018494, 2.0], [758.0, 269.0, 779.0, 284.0, 0.8577557802200317, 2.0], [520.0, 273.0, 547.0, 292.0, 0.8320614099502563, 2.0], [702.0, 252.0, 721.0, 267.0, 0.7972568273544312, 2.0], [823.0, 276.0, 856.0, 299.0, 0.7547321915626526, 2.0], [426.0, 316.0, 473.0, 360.0, 0.7009000778198242, 2.0], [518.0, 249.0, 537.0, 262.0, 0.7004674077033997, 2.0], [672.0, 251.0, 690.0, 268.0, 0.6798244118690491, 2.0], [736.0, 242.0, 753.0, 255.0, 0.5938355326652527, 2.0], [719.0, 246.0, 734.0, 257.0, 0.4631142318248749, 2.0], [568.0, 222.0, 581.0, 230.0, 0.4020044207572937, 2.0], [881.0, 200.0, 908.0, 210.0, 0.39886707067489624, 2.0], [667.0, 236.0, 679.0, 249.0, 0.39561644196510315, 2.0], [672.0, 224.0, 682.0, 233.0, 0.3155894875526428, 2.0]]"
143,"[[700.0, 295.0, 733.0, 320.0, 0.9129350781440735, 2.0], [879.0, 387.0, 979.0, 461.0, 0.8735783100128174, 2.0], [738.0, 280.0, 770.0, 306.0, 0.8618369102478027, 2.0], [952.0, 334.0, 1022.0, 375.0, 0.8603490591049194, 2.0], [314.0, 300.0, 366.0, 337.0, 0.844395101070404, 2.0], [756.0, 268.0, 778.0, 283.0, 0.8386233448982239, 2.0], [866.0, 299.0, 908.0, 324.0, 0.833676815032959, 2.0], [519.0, 274.0, 545.0, 293.0, 0.8281578421592712, 2.0], [820.0, 275.0, 853.0, 298.0, 0.7788812518119812, 2.0], [702.0, 252.0, 720.0, 267.0, 0.7353602647781372, 2.0], [420.0, 319.0, 469.0, 363.0, 0.7259719967842102, 2.0], [517.0, 251.0, 536.0, 264.0, 0.6891194581985474, 2.0], [672.0, 252.0, 690.0, 268.0, 0.6789256930351257, 2.0], [736.0, 242.0, 752.0, 255.0, 0.5205148458480835, 2.0], [567.0, 222.0, 581.0, 230.0, 0.5107226967811584, 2.0], [719.0, 247.0, 733.0, 256.0, 0.4925592243671417, 2.0], [667.0, 236.0, 679.0, 248.0, 0.4094673693180084, 2.0], [881.0, 200.0, 908.0, 211.0, 0.39269059896469116, 2.0], [672.0, 224.0, 682.0, 233.0, 0.30069130659103394, 2.0]]"
144,"[[872.0, 382.0, 967.0, 450.0, 0.9030376672744751, 2.0], [863.0, 299.0, 906.0, 323.0, 0.8880866169929504, 2.0], [945.0, 331.0, 1013.0, 371.0, 0.8857434988021851, 2.0], [516.0, 251.0, 535.0, 264.0, 0.8591433763504028, 2.0], [516.0, 276.0, 544.0, 295.0, 0.8542454838752747, 2.0], [700.0, 292.0, 731.0, 317.0, 0.8532047271728516, 2.0], [737.0, 281.0, 769.0, 305.0, 0.8498306274414062, 2.0], [754.0, 268.0, 776.0, 282.0, 0.8306944966316223, 2.0], [309.0, 302.0, 362.0, 340.0, 0.8166805505752563, 2.0], [701.0, 252.0, 719.0, 266.0, 0.7545663714408875, 2.0], [819.0, 274.0, 851.0, 297.0, 0.7204762697219849, 2.0], [671.0, 250.0, 690.0, 267.0, 0.6767553687095642, 2.0], [735.0, 241.0, 751.0, 254.0, 0.5684947371482849, 2.0], [568.0, 222.0, 581.0, 231.0, 0.5602697730064392, 2.0], [883.0, 200.0, 908.0, 211.0, 0.4215589761734009, 2.0], [718.0, 245.0, 733.0, 255.0, 0.41527679562568665, 2.0], [667.0, 236.0, 680.0, 248.0, 0.41407281160354614, 2.0], [672.0, 224.0, 683.0, 233.0, 0.30900686979293823, 2.0], [672.0, 251.0, 715.0, 268.0, 0.30648815631866455, 2.0]]"
145,"[[940.0, 329.0, 1006.0, 368.0, 0.8927953839302063, 2.0], [515.0, 251.0, 535.0, 264.0, 0.8816663026809692, 2.0], [865.0, 376.0, 956.0, 442.0, 0.877476692199707, 2.0], [305.0, 302.0, 358.0, 342.0, 0.8703448176383972, 2.0], [735.0, 279.0, 768.0, 303.0, 0.860969603061676, 2.0], [753.0, 268.0, 776.0, 282.0, 0.8588780760765076, 2.0], [859.0, 298.0, 900.0, 321.0, 0.8328181505203247, 2.0], [515.0, 277.0, 543.0, 295.0, 0.8319489359855652, 2.0], [699.0, 292.0, 729.0, 316.0, 0.8300678133964539, 2.0], [702.0, 250.0, 719.0, 266.0, 0.7271946668624878, 2.0], [409.0, 323.0, 462.0, 372.0, 0.6918628811836243, 2.0], [670.0, 250.0, 689.0, 266.0, 0.6782436966896057, 2.0], [817.0, 274.0, 848.0, 297.0, 0.6712895631790161, 2.0], [568.0, 222.0, 581.0, 230.0, 0.5109617710113525, 2.0], [1259.0, 472.0, 1280.0, 512.0, 0.4540342092514038, 2.0], [718.0, 245.0, 731.0, 256.0, 0.44753938913345337, 2.0], [885.0, 200.0, 908.0, 210.0, 0.38590019941329956, 2.0], [736.0, 240.0, 750.0, 253.0, 0.32457631826400757, 2.0], [667.0, 235.0, 679.0, 248.0, 0.2701401114463806, 2.0], [672.0, 224.0, 683.0, 233.0, 0.2700366973876953, 2.0]]"
146,"[[935.0, 326.0, 998.0, 365.0, 0.8933954834938049, 2.0], [857.0, 295.0, 895.0, 319.0, 0.8652042746543884, 2.0], [734.0, 278.0, 765.0, 302.0, 0.8612862229347229, 2.0], [752.0, 267.0, 774.0, 281.0, 0.8535274267196655, 2.0], [1237.0, 458.0, 1280.0, 505.0, 0.8465829491615295, 2.0], [514.0, 252.0, 534.0, 265.0, 0.841955840587616, 2.0], [698.0, 291.0, 728.0, 313.0, 0.8199397921562195, 2.0], [857.0, 369.0, 947.0, 435.0, 0.80084228515625, 2.0], [514.0, 277.0, 542.0, 296.0, 0.7824831008911133, 2.0], [299.0, 303.0, 355.0, 345.0, 0.768383264541626, 2.0], [701.0, 250.0, 719.0, 266.0, 0.7401770353317261, 2.0], [403.0, 327.0, 458.0, 376.0, 0.6421761512756348, 2.0], [815.0, 273.0, 845.0, 295.0, 0.6347320675849915, 2.0], [671.0, 250.0, 689.0, 265.0, 0.5454893112182617, 2.0], [735.0, 239.0, 749.0, 253.0, 0.5440981388092041, 2.0], [716.0, 244.0, 731.0, 256.0, 0.4967021048069, 2.0], [568.0, 222.0, 580.0, 231.0, 0.491875559091568, 2.0], [513.0, 254.0, 537.0, 279.0, 0.3498806059360504, 2.0], [887.0, 200.0, 907.0, 209.0, 0.3321002721786499, 2.0]]"
147,"[[732.0, 277.0, 764.0, 302.0, 0.9020290374755859, 2.0], [1216.0, 446.0, 1280.0, 505.0, 0.8709316253662109, 2.0], [512.0, 279.0, 540.0, 298.0, 0.8551602363586426, 2.0], [513.0, 252.0, 532.0, 266.0, 0.8550280928611755, 2.0], [854.0, 294.0, 892.0, 317.0, 0.8233180046081543, 2.0], [696.0, 289.0, 728.0, 311.0, 0.8223606944084167, 2.0], [752.0, 266.0, 771.0, 279.0, 0.8098776340484619, 2.0], [929.0, 324.0, 991.0, 362.0, 0.8018735647201538, 2.0], [293.0, 306.0, 350.0, 346.0, 0.7781199812889099, 2.0], [700.0, 250.0, 718.0, 265.0, 0.7696225047111511, 2.0], [851.0, 367.0, 935.0, 427.0, 0.7689893841743469, 2.0], [397.0, 328.0, 454.0, 381.0, 0.6344549655914307, 2.0], [812.0, 272.0, 844.0, 294.0, 0.6132059693336487, 2.0], [734.0, 239.0, 749.0, 252.0, 0.5893287062644958, 2.0], [716.0, 243.0, 731.0, 255.0, 0.5275977849960327, 2.0], [670.0, 249.0, 687.0, 266.0, 0.5160008668899536, 2.0], [566.0, 222.0, 579.0, 231.0, 0.49674922227859497, 2.0], [887.0, 200.0, 907.0, 209.0, 0.3703037202358246, 2.0], [672.0, 223.0, 682.0, 231.0, 0.3161281645298004, 2.0]]"
148,"[[730.0, 276.0, 763.0, 299.0, 0.907555878162384, 2.0], [1197.0, 437.0, 1279.0, 509.0, 0.8890154957771301, 2.0], [510.0, 280.0, 538.0, 300.0, 0.8814151883125305, 2.0], [845.0, 362.0, 927.0, 421.0, 0.8764005899429321, 2.0], [696.0, 287.0, 727.0, 310.0, 0.8683309555053711, 2.0], [512.0, 253.0, 531.0, 266.0, 0.8627021312713623, 2.0], [287.0, 307.0, 344.0, 348.0, 0.848503589630127, 2.0], [852.0, 293.0, 888.0, 315.0, 0.8093491196632385, 2.0], [930.0, 323.0, 984.0, 359.0, 0.7748263478279114, 2.0], [699.0, 249.0, 717.0, 263.0, 0.7419970631599426, 2.0], [752.0, 265.0, 770.0, 279.0, 0.7311685681343079, 2.0], [810.0, 272.0, 841.0, 292.0, 0.7006627321243286, 2.0], [670.0, 249.0, 687.0, 265.0, 0.5573605298995972, 2.0], [391.0, 332.0, 449.0, 385.0, 0.5547922849655151, 2.0], [734.0, 239.0, 748.0, 252.0, 0.5371370911598206, 2.0], [715.0, 243.0, 730.0, 255.0, 0.47848454117774963, 2.0], [566.0, 222.0, 579.0, 231.0, 0.4642431437969208, 2.0], [672.0, 223.0, 682.0, 231.0, 0.4131600260734558, 2.0], [923.0, 323.0, 961.0, 351.0, 0.33523547649383545, 2.0], [666.0, 235.0, 679.0, 246.0, 0.26915955543518066, 2.0]]"
149,"[[1178.0, 430.0, 1280.0, 498.0, 0.922025203704834, 2.0], [282.0, 308.0, 339.0, 351.0, 0.8843357563018799, 2.0], [919.0, 320.0, 978.0, 356.0, 0.8646096587181091, 2.0], [729.0, 275.0, 761.0, 297.0, 0.8592955470085144, 2.0], [849.0, 293.0, 885.0, 314.0, 0.8489606976509094, 2.0], [696.0, 286.0, 725.0, 308.0, 0.8474158048629761, 2.0], [508.0, 280.0, 537.0, 300.0, 0.84239262342453, 2.0], [512.0, 254.0, 530.0, 267.0, 0.8366132974624634, 2.0], [840.0, 357.0, 919.0, 415.0, 0.7381547093391418, 2.0], [809.0, 270.0, 839.0, 291.0, 0.7343963384628296, 2.0], [699.0, 248.0, 717.0, 263.0, 0.6876257658004761, 2.0], [748.0, 264.0, 769.0, 278.0, 0.6859992742538452, 2.0], [383.0, 337.0, 447.0, 390.0, 0.6647125482559204, 2.0], [733.0, 239.0, 748.0, 251.0, 0.6091259717941284, 2.0], [715.0, 243.0, 729.0, 254.0, 0.5090733766555786, 2.0], [566.0, 222.0, 578.0, 232.0, 0.4316199719905853, 2.0], [669.0, 248.0, 686.0, 263.0, 0.35500431060791016, 2.0], [672.0, 223.0, 682.0, 231.0, 0.3254348933696747, 2.0], [706.0, 244.0, 729.0, 258.0, 0.2677939832210541, 2.0]]"
150,"[[1161.0, 421.0, 1280.0, 487.0, 0.9284788966178894, 2.0], [276.0, 309.0, 335.0, 354.0, 0.887710452079773, 2.0], [727.0, 274.0, 759.0, 296.0, 0.848447322845459, 2.0], [507.0, 281.0, 536.0, 302.0, 0.8469481468200684, 2.0], [695.0, 285.0, 723.0, 306.0, 0.827498733997345, 2.0], [509.0, 254.0, 529.0, 268.0, 0.8237786293029785, 2.0], [914.0, 318.0, 971.0, 353.0, 0.8189383745193481, 2.0], [846.0, 290.0, 881.0, 312.0, 0.8150970339775085, 2.0], [807.0, 270.0, 836.0, 290.0, 0.7861778140068054, 2.0], [698.0, 248.0, 716.0, 262.0, 0.7769540548324585, 2.0], [835.0, 353.0, 909.0, 407.0, 0.7565158605575562, 2.0], [748.0, 263.0, 768.0, 277.0, 0.7424090504646301, 2.0], [732.0, 237.0, 747.0, 251.0, 0.5880017876625061, 2.0], [669.0, 247.0, 686.0, 263.0, 0.5560605525970459, 2.0], [376.0, 337.0, 439.0, 395.0, 0.555604100227356, 2.0], [714.0, 241.0, 729.0, 253.0, 0.5432726740837097, 2.0], [885.0, 200.0, 908.0, 210.0, 0.48461270332336426, 2.0], [566.0, 221.0, 577.0, 232.0, 0.4354497790336609, 2.0], [672.0, 222.0, 681.0, 231.0, 0.40619340538978577, 2.0], [717.0, 240.0, 747.0, 253.0, 0.34670183062553406, 2.0], [666.0, 235.0, 677.0, 245.0, 0.27688926458358765, 2.0]]"
151,"[[1145.0, 414.0, 1278.0, 478.0, 0.9282117486000061, 2.0], [728.0, 273.0, 758.0, 295.0, 0.8725009560585022, 2.0], [509.0, 254.0, 528.0, 268.0, 0.856853723526001, 2.0], [503.0, 281.0, 534.0, 302.0, 0.8519640564918518, 2.0], [911.0, 315.0, 966.0, 350.0, 0.841774046421051, 2.0], [694.0, 283.0, 721.0, 304.0, 0.8370758891105652, 2.0], [269.0, 311.0, 331.0, 356.0, 0.8264980912208557, 2.0], [843.0, 289.0, 878.0, 311.0, 0.797546923160553, 2.0], [805.0, 269.0, 835.0, 289.0, 0.791211724281311, 2.0], [746.0, 262.0, 767.0, 276.0, 0.7776848673820496, 2.0], [731.0, 236.0, 747.0, 250.0, 0.6761365532875061, 2.0], [828.0, 348.0, 901.0, 402.0, 0.6629369258880615, 2.0], [368.0, 342.0, 434.0, 401.0, 0.6150956749916077, 2.0], [698.0, 247.0, 715.0, 262.0, 0.550176739692688, 2.0], [713.0, 240.0, 728.0, 252.0, 0.5089806914329529, 2.0], [565.0, 220.0, 577.0, 232.0, 0.5058495402336121, 2.0], [670.0, 247.0, 686.0, 262.0, 0.37833064794540405, 2.0], [886.0, 199.0, 907.0, 208.0, 0.3689470887184143, 2.0], [672.0, 222.0, 681.0, 230.0, 0.3175509572029114, 2.0]]"
152,"[[1130.0, 407.0, 1259.0, 469.0, 0.9302022457122803, 2.0], [694.0, 281.0, 720.0, 303.0, 0.8740060329437256, 2.0], [728.0, 271.0, 756.0, 293.0, 0.8589652180671692, 2.0], [502.0, 282.0, 533.0, 304.0, 0.851053774356842, 2.0], [840.0, 287.0, 876.0, 308.0, 0.8382918238639832, 2.0], [508.0, 254.0, 528.0, 268.0, 0.835637629032135, 2.0], [905.0, 313.0, 959.0, 347.0, 0.8348613977432251, 2.0], [824.0, 344.0, 895.0, 397.0, 0.810234010219574, 2.0], [804.0, 268.0, 833.0, 287.0, 0.7962809801101685, 2.0], [263.0, 312.0, 326.0, 358.0, 0.7918234467506409, 2.0], [744.0, 260.0, 766.0, 275.0, 0.7437984347343445, 2.0], [698.0, 246.0, 714.0, 261.0, 0.7165664434432983, 2.0], [731.0, 236.0, 746.0, 249.0, 0.672259509563446, 2.0], [713.0, 240.0, 727.0, 250.0, 0.6047433614730835, 2.0], [359.0, 345.0, 429.0, 406.0, 0.5839909315109253, 2.0], [565.0, 221.0, 577.0, 231.0, 0.5362944006919861, 2.0]]"
153,"[[1115.0, 401.0, 1237.0, 460.0, 0.9283590912818909, 2.0], [500.0, 283.0, 532.0, 305.0, 0.8709559440612793, 2.0], [693.0, 280.0, 718.0, 301.0, 0.8601006865501404, 2.0], [727.0, 270.0, 753.0, 292.0, 0.8577266931533813, 2.0], [837.0, 286.0, 872.0, 306.0, 0.835299015045166, 2.0], [820.0, 340.0, 888.0, 391.0, 0.8318148851394653, 2.0], [507.0, 254.0, 527.0, 268.0, 0.8292544484138489, 2.0], [900.0, 309.0, 953.0, 344.0, 0.813015878200531, 2.0], [256.0, 314.0, 321.0, 360.0, 0.79787278175354, 2.0], [697.0, 245.0, 714.0, 260.0, 0.7655052542686462, 2.0], [351.0, 351.0, 425.0, 412.0, 0.7555320262908936, 2.0], [745.0, 260.0, 764.0, 274.0, 0.7477614283561707, 2.0], [730.0, 236.0, 746.0, 249.0, 0.7265090346336365, 2.0], [802.0, 267.0, 831.0, 286.0, 0.7131584286689758, 2.0], [713.0, 239.0, 726.0, 249.0, 0.6124433279037476, 2.0], [565.0, 221.0, 577.0, 231.0, 0.4884442985057831, 2.0], [886.0, 199.0, 909.0, 208.0, 0.348214715719223, 2.0], [669.0, 245.0, 686.0, 260.0, 0.3180413246154785, 2.0], [672.0, 221.0, 680.0, 229.0, 0.29082268476486206, 2.0]]"
154,"[[1101.0, 394.0, 1217.0, 452.0, 0.9235652685165405, 2.0], [726.0, 269.0, 752.0, 290.0, 0.874321699142456, 2.0], [249.0, 315.0, 315.0, 363.0, 0.8617212772369385, 2.0], [505.0, 255.0, 526.0, 269.0, 0.8589481115341187, 2.0], [498.0, 285.0, 530.0, 307.0, 0.8548384308815002, 2.0], [835.0, 285.0, 870.0, 305.0, 0.8366144299507141, 2.0], [692.0, 278.0, 718.0, 298.0, 0.8365442156791687, 2.0], [897.0, 309.0, 949.0, 342.0, 0.8063070774078369, 2.0], [341.0, 353.0, 416.0, 418.0, 0.8006694912910461, 2.0], [697.0, 245.0, 714.0, 259.0, 0.7829387784004211, 2.0], [816.0, 337.0, 881.0, 387.0, 0.7083234786987305, 2.0], [745.0, 259.0, 763.0, 273.0, 0.7053625583648682, 2.0], [801.0, 266.0, 829.0, 286.0, 0.6590294241905212, 2.0], [730.0, 235.0, 745.0, 247.0, 0.6328883171081543, 2.0], [712.0, 239.0, 726.0, 249.0, 0.5477162599563599, 2.0], [566.0, 220.0, 577.0, 232.0, 0.5333371758460999, 2.0], [885.0, 198.0, 909.0, 207.0, 0.35970309376716614, 2.0], [590.0, 220.0, 597.0, 226.0, 0.2631368339061737, 2.0], [607.0, 220.0, 616.0, 227.0, 0.2598903775215149, 2.0]]"
155,"[[1089.0, 388.0, 1199.0, 445.0, 0.9212974309921265, 2.0], [504.0, 254.0, 525.0, 270.0, 0.8863011598587036, 2.0], [891.0, 306.0, 943.0, 338.0, 0.8788003325462341, 2.0], [241.0, 316.0, 310.0, 366.0, 0.8532367944717407, 2.0], [724.0, 268.0, 751.0, 289.0, 0.8514719009399414, 2.0], [692.0, 277.0, 717.0, 297.0, 0.8466482758522034, 2.0], [811.0, 333.0, 874.0, 382.0, 0.8391421437263489, 2.0], [833.0, 284.0, 866.0, 304.0, 0.8277058005332947, 2.0], [495.0, 284.0, 529.0, 308.0, 0.8008425831794739, 2.0], [696.0, 245.0, 713.0, 258.0, 0.7723700404167175, 2.0], [799.0, 265.0, 827.0, 284.0, 0.6675759553909302, 2.0], [743.0, 258.0, 762.0, 272.0, 0.650058388710022, 2.0], [728.0, 236.0, 744.0, 246.0, 0.6318473815917969, 2.0], [333.0, 356.0, 409.0, 425.0, 0.6237582564353943, 2.0], [712.0, 239.0, 726.0, 248.0, 0.6225708723068237, 2.0], [565.0, 220.0, 576.0, 232.0, 0.5102754235267639, 2.0], [886.0, 197.0, 909.0, 207.0, 0.32917308807373047, 2.0], [607.0, 220.0, 617.0, 227.0, 0.26741543412208557, 2.0]]"
156,"[[1077.0, 383.0, 1183.0, 437.0, 0.9304748177528381, 2.0], [691.0, 276.0, 716.0, 295.0, 0.8930069208145142, 2.0], [722.0, 266.0, 750.0, 287.0, 0.8875064253807068, 2.0], [888.0, 304.0, 938.0, 336.0, 0.8819726705551147, 2.0], [502.0, 255.0, 523.0, 270.0, 0.8801992535591125, 2.0], [808.0, 331.0, 869.0, 377.0, 0.8639243245124817, 2.0], [494.0, 285.0, 527.0, 310.0, 0.843884289264679, 2.0], [831.0, 282.0, 864.0, 302.0, 0.8151597380638123, 2.0], [234.0, 320.0, 304.0, 368.0, 0.7953048944473267, 2.0], [798.0, 264.0, 825.0, 283.0, 0.736383318901062, 2.0], [696.0, 244.0, 713.0, 257.0, 0.731383740901947, 2.0], [728.0, 235.0, 744.0, 246.0, 0.6403567790985107, 2.0], [742.0, 258.0, 760.0, 270.0, 0.5904371738433838, 2.0], [712.0, 238.0, 725.0, 248.0, 0.546943187713623, 2.0], [565.0, 219.0, 577.0, 232.0, 0.5457173585891724, 2.0], [606.0, 220.0, 616.0, 228.0, 0.42925336956977844, 2.0], [667.0, 242.0, 685.0, 257.0, 0.3693349361419678, 2.0], [590.0, 219.0, 598.0, 225.0, 0.2850208580493927, 2.0], [887.0, 198.0, 908.0, 206.0, 0.2662126421928406, 2.0]]"
