frame,number of cars
101,"[[423.0, 244.0, 487.0, 293.0, 0.9001314640045166, 2.0], [438.0, 190.0, 486.0, 225.0, 0.8661407828330994, 2.0], [424.0, 159.0, 449.0, 173.0, 0.8652126789093018, 2.0], [496.0, 171.0, 538.0, 195.0, 0.8248322606086731, 2.0], [599.0, 221.0, 640.0, 254.0, 0.7204594016075134, 2.0], [367.0, 136.0, 381.0, 148.0, 0.689582109451294, 2.0], [348.0, 140.0, 363.0, 155.0, 0.6452840566635132, 2.0], [36.0, 93.0, 59.0, 104.0, 0.611314594745636, 2.0], [263.0, 130.0, 275.0, 139.0, 0.5864232778549194, 2.0], [384.0, 128.0, 396.0, 139.0, 0.5348318815231323, 2.0], [221.0, 130.0, 233.0, 141.0, 0.5306451916694641, 2.0], [280.0, 120.0, 288.0, 127.0, 0.2938900291919708, 2.0]]"
102,"[[417.0, 237.0, 477.0, 283.0, 0.858356773853302, 2.0], [433.0, 188.0, 480.0, 219.0, 0.8144187927246094, 2.0], [422.0, 157.0, 446.0, 172.0, 0.8078919053077698, 2.0], [591.0, 216.0, 640.0, 251.0, 0.7885514497756958, 2.0], [492.0, 169.0, 531.0, 193.0, 0.6968709230422974, 2.0], [367.0, 136.0, 380.0, 147.0, 0.5832558274269104, 2.0], [263.0, 130.0, 274.0, 140.0, 0.5807174444198608, 2.0], [34.0, 93.0, 57.0, 103.0, 0.5740513801574707, 2.0], [220.0, 129.0, 233.0, 141.0, 0.5669971704483032, 2.0], [347.0, 140.0, 362.0, 155.0, 0.4832702577114105, 2.0], [382.0, 126.0, 396.0, 138.0, 0.42583978176116943, 2.0], [276.0, 118.0, 286.0, 126.0, 0.33053022623062134, 2.0]]"
103,"[[413.0, 230.0, 468.0, 274.0, 0.8957390189170837, 2.0], [430.0, 184.0, 476.0, 216.0, 0.8809170126914978, 2.0], [488.0, 168.0, 528.0, 191.0, 0.8249557614326477, 2.0], [581.0, 212.0, 640.0, 246.0, 0.8001055717468262, 2.0], [420.0, 156.0, 444.0, 170.0, 0.6922926306724548, 2.0], [33.0, 93.0, 56.0, 104.0, 0.6298075318336487, 2.0], [347.0, 139.0, 362.0, 153.0, 0.6183910965919495, 2.0], [219.0, 130.0, 233.0, 142.0, 0.5824761986732483, 2.0], [262.0, 130.0, 274.0, 140.0, 0.5573182106018066, 2.0], [366.0, 135.0, 380.0, 147.0, 0.5535115003585815, 2.0], [383.0, 127.0, 395.0, 138.0, 0.4652673304080963, 2.0]]"
104,"[[410.0, 225.0, 461.0, 265.0, 0.8756412267684937, 2.0], [419.0, 154.0, 441.0, 169.0, 0.854850172996521, 2.0], [428.0, 182.0, 470.0, 213.0, 0.8124085664749146, 2.0], [573.0, 208.0, 640.0, 242.0, 0.8094438314437866, 2.0], [485.0, 166.0, 523.0, 189.0, 0.7583778500556946, 2.0], [31.0, 93.0, 55.0, 103.0, 0.6738848686218262, 2.0], [261.0, 131.0, 273.0, 141.0, 0.5918248295783997, 2.0], [366.0, 134.0, 379.0, 146.0, 0.5305547714233398, 2.0], [218.0, 130.0, 231.0, 142.0, 0.5144782066345215, 2.0], [346.0, 138.0, 361.0, 152.0, 0.49650710821151733, 2.0], [381.0, 128.0, 394.0, 138.0, 0.42817309498786926, 2.0]]"
105,"[[424.0, 179.0, 465.0, 210.0, 0.8987308740615845, 2.0], [415.0, 153.0, 439.0, 168.0, 0.8888829350471497, 2.0], [405.0, 219.0, 454.0, 258.0, 0.8882891535758972, 2.0], [566.0, 205.0, 631.0, 237.0, 0.8700648546218872, 2.0], [483.0, 165.0, 517.0, 185.0, 0.7846243381500244, 2.0], [30.0, 92.0, 54.0, 103.0, 0.6351084113121033, 2.0], [346.0, 138.0, 361.0, 152.0, 0.5755939483642578, 2.0], [216.0, 130.0, 230.0, 143.0, 0.4419132173061371, 2.0], [261.0, 131.0, 273.0, 142.0, 0.4408232867717743, 2.0], [365.0, 133.0, 378.0, 146.0, 0.4319241940975189, 2.0], [381.0, 126.0, 394.0, 137.0, 0.3757394850254059, 2.0]]"
106,"[[420.0, 177.0, 461.0, 205.0, 0.887770414352417, 2.0], [415.0, 153.0, 436.0, 167.0, 0.860702633857727, 2.0], [558.0, 201.0, 621.0, 231.0, 0.8546172380447388, 2.0], [401.0, 214.0, 448.0, 250.0, 0.8352389931678772, 2.0], [29.0, 92.0, 53.0, 104.0, 0.6460686326026917, 2.0], [216.0, 130.0, 229.0, 144.0, 0.6235103011131287, 2.0], [346.0, 138.0, 360.0, 151.0, 0.5821681022644043, 2.0], [262.0, 131.0, 272.0, 142.0, 0.5615535974502563, 2.0], [478.0, 163.0, 513.0, 184.0, 0.5326577425003052, 2.0], [365.0, 134.0, 378.0, 145.0, 0.5267225503921509, 2.0], [380.0, 126.0, 394.0, 136.0, 0.5211723446846008, 2.0], [275.0, 119.0, 286.0, 127.0, 0.30896076560020447, 2.0], [277.0, 122.0, 287.0, 128.0, 0.2877289652824402, 2.0]]"
107,"[[552.0, 198.0, 610.0, 228.0, 0.8888578414916992, 2.0], [413.0, 152.0, 434.0, 165.0, 0.8649718761444092, 2.0], [418.0, 176.0, 457.0, 203.0, 0.8475625514984131, 2.0], [398.0, 210.0, 443.0, 244.0, 0.825199544429779, 2.0], [475.0, 162.0, 510.0, 182.0, 0.761207640171051, 2.0], [27.0, 92.0, 52.0, 104.0, 0.6646870970726013, 2.0], [260.0, 132.0, 272.0, 143.0, 0.6411041617393494, 2.0], [215.0, 130.0, 229.0, 144.0, 0.5811768174171448, 2.0], [346.0, 137.0, 360.0, 150.0, 0.5515040159225464, 2.0], [365.0, 133.0, 376.0, 145.0, 0.5325368642807007, 2.0], [379.0, 126.0, 394.0, 136.0, 0.5211840271949768, 2.0], [375.0, 129.0, 388.0, 140.0, 0.29976946115493774, 2.0], [278.0, 122.0, 287.0, 129.0, 0.2819637060165405, 2.0], [276.0, 120.0, 285.0, 127.0, 0.2513549327850342, 2.0]]"
108,"[[395.0, 204.0, 437.0, 237.0, 0.8513949513435364, 2.0], [417.0, 174.0, 452.0, 200.0, 0.8291853666305542, 2.0], [412.0, 151.0, 432.0, 164.0, 0.8100095987319946, 2.0], [545.0, 195.0, 603.0, 224.0, 0.7896203994750977, 2.0], [214.0, 131.0, 228.0, 142.0, 0.69336998462677, 2.0], [473.0, 161.0, 505.0, 179.0, 0.6866074800491333, 2.0], [25.0, 91.0, 49.0, 103.0, 0.65038001537323, 2.0], [259.0, 132.0, 272.0, 143.0, 0.6479092836380005, 2.0], [379.0, 126.0, 393.0, 135.0, 0.5861247777938843, 2.0], [364.0, 132.0, 376.0, 144.0, 0.4989492893218994, 2.0], [345.0, 136.0, 358.0, 148.0, 0.3780226409435272, 2.0], [277.0, 122.0, 286.0, 128.0, 0.3206859230995178, 2.0], [276.0, 121.0, 284.0, 126.0, 0.3046037256717682, 2.0]]"
109,"[[413.0, 171.0, 448.0, 197.0, 0.8489452004432678, 2.0], [540.0, 192.0, 594.0, 220.0, 0.8416112661361694, 2.0], [410.0, 150.0, 431.0, 163.0, 0.8254812955856323, 2.0], [391.0, 201.0, 432.0, 233.0, 0.8205345273017883, 2.0], [469.0, 159.0, 502.0, 178.0, 0.8080165386199951, 2.0], [257.0, 132.0, 271.0, 144.0, 0.7214764952659607, 2.0], [213.0, 131.0, 227.0, 142.0, 0.6343176364898682, 2.0], [24.0, 92.0, 49.0, 104.0, 0.6252455711364746, 2.0], [345.0, 136.0, 359.0, 148.0, 0.5475701093673706, 2.0], [378.0, 125.0, 392.0, 135.0, 0.46046575903892517, 2.0], [363.0, 132.0, 375.0, 144.0, 0.43345120549201965, 2.0], [276.0, 122.0, 284.0, 126.0, 0.35912925004959106, 2.0], [277.0, 123.0, 286.0, 128.0, 0.3376353979110718, 2.0], [375.0, 127.0, 387.0, 139.0, 0.2921191453933716, 2.0]]"
110,"[[389.0, 198.0, 428.0, 227.0, 0.8686559796333313, 2.0], [411.0, 170.0, 445.0, 194.0, 0.8427690863609314, 2.0], [534.0, 190.0, 587.0, 216.0, 0.8365622162818909, 2.0], [409.0, 149.0, 427.0, 161.0, 0.814798891544342, 2.0], [256.0, 133.0, 270.0, 144.0, 0.762326717376709, 2.0], [466.0, 158.0, 498.0, 176.0, 0.7519751787185669, 2.0], [212.0, 131.0, 226.0, 143.0, 0.7119399309158325, 2.0], [23.0, 92.0, 47.0, 103.0, 0.6454940438270569, 2.0], [375.0, 125.0, 391.0, 135.0, 0.5256567001342773, 2.0], [345.0, 135.0, 358.0, 147.0, 0.4741216003894806, 2.0], [275.0, 121.0, 285.0, 127.0, 0.4194437265396118, 2.0], [362.0, 130.0, 374.0, 143.0, 0.4150952398777008, 2.0]]"
111,"[[387.0, 193.0, 425.0, 221.0, 0.8953901529312134, 2.0], [408.0, 148.0, 426.0, 160.0, 0.8275608420372009, 2.0], [407.0, 167.0, 442.0, 192.0, 0.8156027793884277, 2.0], [527.0, 186.0, 577.0, 212.0, 0.79597008228302, 2.0], [464.0, 156.0, 495.0, 176.0, 0.7167410850524902, 2.0], [21.0, 91.0, 47.0, 103.0, 0.6819769740104675, 2.0], [256.0, 133.0, 269.0, 144.0, 0.6784826517105103, 2.0], [212.0, 131.0, 225.0, 143.0, 0.652825653553009, 2.0], [344.0, 135.0, 358.0, 146.0, 0.4303891062736511, 2.0], [275.0, 122.0, 284.0, 127.0, 0.41494908928871155, 2.0], [380.0, 123.0, 391.0, 133.0, 0.3970145583152771, 2.0]]"
112,"[[385.0, 191.0, 421.0, 219.0, 0.8859755396842957, 2.0], [522.0, 184.0, 570.0, 209.0, 0.8307173848152161, 2.0], [405.0, 165.0, 439.0, 189.0, 0.8256600499153137, 2.0], [460.0, 155.0, 491.0, 173.0, 0.8077675700187683, 2.0], [406.0, 147.0, 425.0, 159.0, 0.8026428818702698, 2.0], [20.0, 91.0, 44.0, 102.0, 0.657513439655304, 2.0], [210.0, 132.0, 224.0, 143.0, 0.594900369644165, 2.0], [255.0, 133.0, 269.0, 145.0, 0.5892027020454407, 2.0], [344.0, 133.0, 356.0, 144.0, 0.46167317032814026, 2.0], [379.0, 124.0, 391.0, 132.0, 0.43272021412849426, 2.0], [276.0, 123.0, 282.0, 128.0, 0.3868091106414795, 2.0], [361.0, 130.0, 374.0, 141.0, 0.3651559352874756, 2.0]]"
113,"[[518.0, 183.0, 564.0, 207.0, 0.8678086996078491, 2.0], [405.0, 163.0, 436.0, 188.0, 0.8662046194076538, 2.0], [383.0, 187.0, 417.0, 214.0, 0.8566073179244995, 2.0], [459.0, 154.0, 488.0, 172.0, 0.7830876708030701, 2.0], [405.0, 146.0, 423.0, 158.0, 0.7810879349708557, 2.0], [208.0, 132.0, 223.0, 144.0, 0.7106598615646362, 2.0], [18.0, 91.0, 43.0, 102.0, 0.6850494146347046, 2.0], [254.0, 133.0, 268.0, 146.0, 0.625186562538147, 2.0], [343.0, 132.0, 356.0, 144.0, 0.5074878931045532, 2.0], [379.0, 123.0, 390.0, 132.0, 0.4498922526836395, 2.0], [275.0, 123.0, 283.0, 128.0, 0.41743654012680054, 2.0], [362.0, 130.0, 373.0, 140.0, 0.33380383253097534, 2.0]]"
114,"[[380.0, 184.0, 414.0, 211.0, 0.8621217608451843, 2.0], [403.0, 161.0, 432.0, 186.0, 0.8601996898651123, 2.0], [513.0, 180.0, 558.0, 204.0, 0.8483999371528625, 2.0], [456.0, 153.0, 485.0, 170.0, 0.7832607626914978, 2.0], [404.0, 145.0, 421.0, 156.0, 0.7823907732963562, 2.0], [253.0, 134.0, 267.0, 146.0, 0.7697761654853821, 2.0], [207.0, 132.0, 222.0, 145.0, 0.7136451005935669, 2.0], [16.0, 91.0, 41.0, 102.0, 0.6737130880355835, 2.0], [377.0, 123.0, 390.0, 131.0, 0.49299752712249756, 2.0], [343.0, 132.0, 355.0, 144.0, 0.4612588882446289, 2.0], [275.0, 124.0, 283.0, 129.0, 0.4403296709060669, 2.0], [362.0, 130.0, 373.0, 139.0, 0.40257084369659424, 2.0], [373.0, 124.0, 386.0, 134.0, 0.2950041592121124, 2.0], [272.0, 116.0, 279.0, 123.0, 0.2753998935222626, 2.0], [369.0, 126.0, 384.0, 136.0, 0.2539721131324768, 2.0]]"
115,"[[378.0, 182.0, 412.0, 206.0, 0.8745971918106079, 2.0], [508.0, 179.0, 552.0, 201.0, 0.8432167768478394, 2.0], [400.0, 161.0, 430.0, 182.0, 0.8393325209617615, 2.0], [455.0, 153.0, 481.0, 169.0, 0.8255483508110046, 2.0], [402.0, 144.0, 419.0, 156.0, 0.8008033037185669, 2.0], [252.0, 134.0, 266.0, 146.0, 0.7717346549034119, 2.0], [15.0, 92.0, 41.0, 104.0, 0.6747716665267944, 2.0], [207.0, 132.0, 221.0, 145.0, 0.5843220353126526, 2.0], [343.0, 131.0, 355.0, 143.0, 0.4665697515010834, 2.0], [377.0, 123.0, 390.0, 131.0, 0.43794840574264526, 2.0], [401.0, 145.0, 425.0, 164.0, 0.40907177329063416, 2.0], [361.0, 129.0, 371.0, 139.0, 0.36827966570854187, 2.0], [276.0, 124.0, 283.0, 130.0, 0.30941376090049744, 2.0], [272.0, 115.0, 278.0, 122.0, 0.2501660883426666, 2.0]]"
116,"[[504.0, 176.0, 545.0, 198.0, 0.8585036993026733, 2.0], [399.0, 160.0, 428.0, 181.0, 0.8508749008178711, 2.0], [376.0, 180.0, 408.0, 203.0, 0.8362531065940857, 2.0], [452.0, 151.0, 479.0, 168.0, 0.780715823173523, 2.0], [401.0, 144.0, 418.0, 155.0, 0.7415027022361755, 2.0], [251.0, 135.0, 265.0, 146.0, 0.7064064741134644, 2.0], [14.0, 92.0, 39.0, 104.0, 0.691063642501831, 2.0], [206.0, 133.0, 220.0, 146.0, 0.6648927927017212, 2.0], [360.0, 129.0, 371.0, 140.0, 0.4570211172103882, 2.0], [343.0, 132.0, 354.0, 142.0, 0.40732091665267944, 2.0], [378.0, 123.0, 390.0, 131.0, 0.37260767817497253, 2.0]]"
117,"[[375.0, 178.0, 405.0, 200.0, 0.8476786017417908, 2.0], [398.0, 160.0, 424.0, 179.0, 0.818111002445221, 2.0], [450.0, 150.0, 476.0, 168.0, 0.8068975806236267, 2.0], [499.0, 175.0, 540.0, 195.0, 0.7987357974052429, 2.0], [250.0, 136.0, 265.0, 148.0, 0.7712389230728149, 2.0], [400.0, 144.0, 417.0, 154.0, 0.7277886271476746, 2.0], [13.0, 92.0, 38.0, 104.0, 0.6656256914138794, 2.0], [204.0, 133.0, 219.0, 146.0, 0.6145994067192078, 2.0], [342.0, 131.0, 355.0, 142.0, 0.4776032269001007, 2.0], [373.0, 124.0, 387.0, 132.0, 0.3738675117492676, 2.0], [275.0, 125.0, 283.0, 132.0, 0.33899441361427307, 2.0], [272.0, 117.0, 280.0, 123.0, 0.2520959675312042, 2.0], [371.0, 125.0, 382.0, 135.0, 0.25064587593078613, 2.0]]"
118,"[[448.0, 150.0, 473.0, 167.0, 0.8331478238105774, 2.0], [396.0, 158.0, 423.0, 178.0, 0.830258846282959, 2.0], [497.0, 173.0, 535.0, 194.0, 0.8190033435821533, 2.0], [374.0, 176.0, 403.0, 197.0, 0.7704799771308899, 2.0], [250.0, 136.0, 264.0, 149.0, 0.6570324301719666, 2.0], [11.0, 91.0, 36.0, 104.0, 0.6467490196228027, 2.0], [202.0, 134.0, 218.0, 147.0, 0.6334898471832275, 2.0], [399.0, 143.0, 416.0, 154.0, 0.5629238486289978, 2.0], [342.0, 132.0, 355.0, 142.0, 0.5290217399597168, 2.0], [359.0, 128.0, 371.0, 139.0, 0.44332155585289, 2.0], [274.0, 126.0, 284.0, 132.0, 0.3871033191680908, 2.0], [373.0, 123.0, 387.0, 132.0, 0.33589181303977966, 2.0], [630.0, 235.0, 640.0, 257.0, 0.2585766911506653, 2.0]]"
119,"[[373.0, 174.0, 399.0, 195.0, 0.845734715461731, 2.0], [447.0, 150.0, 472.0, 166.0, 0.837757408618927, 2.0], [492.0, 172.0, 529.0, 191.0, 0.8304138779640198, 2.0], [248.0, 137.0, 263.0, 150.0, 0.740719735622406, 2.0], [618.0, 227.0, 640.0, 254.0, 0.7098638415336609, 2.0], [9.0, 91.0, 36.0, 104.0, 0.6255033612251282, 2.0], [396.0, 153.0, 420.0, 176.0, 0.6193651556968689, 2.0], [202.0, 136.0, 217.0, 148.0, 0.616706132888794, 2.0], [342.0, 131.0, 355.0, 142.0, 0.5010722875595093, 2.0], [359.0, 128.0, 371.0, 139.0, 0.3875180184841156, 2.0], [273.0, 126.0, 283.0, 133.0, 0.3560348451137543, 2.0], [397.0, 142.0, 415.0, 159.0, 0.348886102437973, 2.0], [374.0, 122.0, 386.0, 131.0, 0.34432539343833923, 2.0]]"
120,"[[487.0, 170.0, 525.0, 190.0, 0.8629031777381897, 2.0], [608.0, 220.0, 640.0, 252.0, 0.8470389246940613, 2.0], [371.0, 172.0, 397.0, 193.0, 0.8375722169876099, 2.0], [445.0, 149.0, 468.0, 164.0, 0.8088008761405945, 2.0], [393.0, 155.0, 419.0, 175.0, 0.7776347398757935, 2.0], [248.0, 138.0, 262.0, 151.0, 0.7774507403373718, 2.0], [199.0, 137.0, 216.0, 149.0, 0.7391158938407898, 2.0], [396.0, 141.0, 413.0, 153.0, 0.6022080779075623, 2.0], [7.0, 92.0, 34.0, 104.0, 0.5869283080101013, 2.0], [273.0, 127.0, 282.0, 133.0, 0.37258097529411316, 2.0], [357.0, 129.0, 369.0, 139.0, 0.30909284949302673, 2.0], [342.0, 130.0, 353.0, 142.0, 0.28139516711235046, 2.0], [374.0, 122.0, 386.0, 131.0, 0.2646426856517792, 2.0]]"
121,"[[484.0, 169.0, 521.0, 188.0, 0.8446542620658875, 2.0], [370.0, 169.0, 396.0, 190.0, 0.8104184865951538, 2.0], [198.0, 137.0, 215.0, 150.0, 0.790327787399292, 2.0], [247.0, 139.0, 262.0, 153.0, 0.7869502305984497, 2.0], [441.0, 148.0, 466.0, 163.0, 0.7717437744140625, 2.0], [392.0, 151.0, 415.0, 173.0, 0.7486010193824768, 2.0], [5.0, 92.0, 32.0, 104.0, 0.6074619889259338, 2.0], [272.0, 126.0, 283.0, 133.0, 0.5963863730430603, 2.0], [596.0, 216.0, 640.0, 258.0, 0.5449005961418152, 2.0], [342.0, 130.0, 354.0, 141.0, 0.42258453369140625, 2.0], [394.0, 141.0, 414.0, 159.0, 0.4155415892601013, 2.0], [358.0, 128.0, 369.0, 139.0, 0.35780829191207886, 2.0], [374.0, 121.0, 386.0, 131.0, 0.3013133108615875, 2.0]]"
122,"[[480.0, 168.0, 515.0, 187.0, 0.8731729984283447, 2.0], [369.0, 167.0, 394.0, 188.0, 0.8726099133491516, 2.0], [588.0, 212.0, 640.0, 252.0, 0.8228868842124939, 2.0], [198.0, 137.0, 214.0, 151.0, 0.7992605566978455, 2.0], [440.0, 147.0, 464.0, 162.0, 0.7567397356033325, 2.0], [246.0, 138.0, 262.0, 153.0, 0.7479117512702942, 2.0], [391.0, 152.0, 415.0, 172.0, 0.6883788108825684, 2.0], [4.0, 92.0, 31.0, 104.0, 0.6486230492591858, 2.0], [394.0, 141.0, 410.0, 151.0, 0.42009788751602173, 2.0], [341.0, 130.0, 353.0, 141.0, 0.3967401087284088, 2.0], [375.0, 121.0, 385.0, 130.0, 0.3399460017681122, 2.0], [357.0, 129.0, 369.0, 139.0, 0.3148990273475647, 2.0]]"
123,"[[368.0, 167.0, 392.0, 187.0, 0.8772383332252502, 2.0], [579.0, 208.0, 640.0, 248.0, 0.8576263189315796, 2.0], [438.0, 146.0, 461.0, 162.0, 0.8009778261184692, 2.0], [196.0, 137.0, 213.0, 152.0, 0.7731132507324219, 2.0], [478.0, 166.0, 512.0, 185.0, 0.7688443064689636, 2.0], [390.0, 153.0, 412.0, 171.0, 0.7089451551437378, 2.0], [245.0, 139.0, 260.0, 153.0, 0.7046568989753723, 2.0], [3.0, 92.0, 28.0, 104.0, 0.5859066843986511, 2.0], [394.0, 140.0, 408.0, 151.0, 0.5267736911773682, 2.0], [273.0, 128.0, 282.0, 135.0, 0.40193411707878113, 2.0], [357.0, 128.0, 368.0, 138.0, 0.2824607789516449, 2.0], [374.0, 121.0, 384.0, 130.0, 0.2531962990760803, 2.0]]"
124,"[[570.0, 204.0, 639.0, 242.0, 0.8715507388114929, 2.0], [475.0, 165.0, 507.0, 183.0, 0.8404861092567444, 2.0], [366.0, 165.0, 390.0, 183.0, 0.8398948311805725, 2.0], [437.0, 146.0, 459.0, 161.0, 0.8036402463912964, 2.0], [194.0, 138.0, 212.0, 152.0, 0.7444392442703247, 2.0], [243.0, 140.0, 259.0, 154.0, 0.708791971206665, 2.0], [0.0, 92.0, 27.0, 104.0, 0.6717226505279541, 2.0], [389.0, 152.0, 410.0, 170.0, 0.6621231436729431, 2.0], [271.0, 128.0, 282.0, 136.0, 0.44895339012145996, 2.0], [341.0, 130.0, 351.0, 140.0, 0.3745534420013428, 2.0], [374.0, 121.0, 384.0, 129.0, 0.35130664706230164, 2.0], [358.0, 128.0, 367.0, 137.0, 0.3230699300765991, 2.0], [393.0, 140.0, 407.0, 151.0, 0.32281848788261414, 2.0]]"
125,"[[564.0, 201.0, 630.0, 237.0, 0.8730637431144714, 2.0], [597.0, 318.0, 640.0, 357.0, 0.8275572061538696, 2.0], [364.0, 164.0, 388.0, 181.0, 0.771592915058136, 2.0], [385.0, 152.0, 408.0, 169.0, 0.7634637355804443, 2.0], [472.0, 164.0, 504.0, 182.0, 0.7615169882774353, 2.0], [435.0, 146.0, 456.0, 160.0, 0.7425839304924011, 2.0], [242.0, 141.0, 258.0, 156.0, 0.7204979658126831, 2.0], [193.0, 139.0, 210.0, 152.0, 0.6406398415565491, 2.0], [0.0, 92.0, 26.0, 105.0, 0.5826414227485657, 2.0], [391.0, 139.0, 406.0, 151.0, 0.5008684396743774, 2.0], [271.0, 129.0, 281.0, 137.0, 0.477169007062912, 2.0], [386.0, 142.0, 408.0, 164.0, 0.4740629494190216, 2.0], [341.0, 130.0, 350.0, 139.0, 0.4402209520339966, 2.0], [367.0, 153.0, 405.0, 172.0, 0.342315137386322, 2.0], [374.0, 122.0, 383.0, 129.0, 0.3183850347995758, 2.0], [357.0, 128.0, 367.0, 137.0, 0.26480820775032043, 2.0]]"
126,"[[555.0, 200.0, 620.0, 234.0, 0.8751519322395325, 2.0], [581.0, 305.0, 640.0, 358.0, 0.871706485748291, 2.0], [364.0, 163.0, 387.0, 180.0, 0.8303949236869812, 2.0], [433.0, 145.0, 455.0, 160.0, 0.8282756805419922, 2.0], [470.0, 163.0, 500.0, 179.0, 0.8227973580360413, 2.0], [190.0, 140.0, 208.0, 153.0, 0.7543335556983948, 2.0], [385.0, 152.0, 407.0, 168.0, 0.7198784351348877, 2.0], [240.0, 142.0, 257.0, 156.0, 0.701288104057312, 2.0], [0.0, 92.0, 24.0, 104.0, 0.5834835171699524, 2.0], [390.0, 139.0, 405.0, 150.0, 0.5465156435966492, 2.0], [270.0, 128.0, 281.0, 137.0, 0.5457833409309387, 2.0], [373.0, 121.0, 382.0, 129.0, 0.38123390078544617, 2.0], [341.0, 130.0, 351.0, 139.0, 0.31050044298171997, 2.0], [355.0, 128.0, 367.0, 138.0, 0.25289657711982727, 2.0]]"
127,"[[564.0, 293.0, 640.0, 358.0, 0.8989627361297607, 2.0], [549.0, 195.0, 611.0, 230.0, 0.8566729426383972, 2.0], [362.0, 161.0, 384.0, 179.0, 0.8548004031181335, 2.0], [467.0, 163.0, 496.0, 179.0, 0.8521687388420105, 2.0], [432.0, 144.0, 453.0, 160.0, 0.8136259317398071, 2.0], [190.0, 140.0, 208.0, 154.0, 0.764039158821106, 2.0], [384.0, 149.0, 406.0, 166.0, 0.703726589679718, 2.0], [239.0, 143.0, 256.0, 158.0, 0.646277129650116, 2.0], [270.0, 129.0, 281.0, 137.0, 0.6022238731384277, 2.0], [390.0, 138.0, 404.0, 149.0, 0.5645800828933716, 2.0], [0.0, 92.0, 23.0, 104.0, 0.5172594785690308, 2.0], [341.0, 130.0, 350.0, 139.0, 0.2981155514717102, 2.0], [373.0, 121.0, 382.0, 128.0, 0.2740471363067627, 2.0]]"
128,"[[550.0, 282.0, 640.0, 357.0, 0.9264960289001465, 2.0], [361.0, 160.0, 383.0, 178.0, 0.8867608904838562, 2.0], [543.0, 192.0, 601.0, 226.0, 0.8667559027671814, 2.0], [464.0, 161.0, 493.0, 177.0, 0.787248432636261, 2.0], [431.0, 144.0, 450.0, 158.0, 0.7695674896240234, 2.0], [238.0, 144.0, 255.0, 160.0, 0.7250728607177734, 2.0], [188.0, 141.0, 206.0, 154.0, 0.6525534987449646, 2.0], [384.0, 149.0, 403.0, 165.0, 0.6077514290809631, 2.0], [389.0, 138.0, 402.0, 148.0, 0.5936651825904846, 2.0], [270.0, 130.0, 280.0, 137.0, 0.511452317237854, 2.0], [0.0, 93.0, 21.0, 104.0, 0.32358962297439575, 2.0], [373.0, 121.0, 381.0, 128.0, 0.3192428648471832, 2.0], [340.0, 129.0, 350.0, 138.0, 0.288682222366333, 2.0]]"
129,"[[538.0, 270.0, 640.0, 346.0, 0.9319838881492615, 2.0], [536.0, 191.0, 594.0, 222.0, 0.8669572472572327, 2.0], [461.0, 160.0, 489.0, 176.0, 0.8623480200767517, 2.0], [361.0, 159.0, 382.0, 176.0, 0.850330650806427, 2.0], [428.0, 144.0, 448.0, 156.0, 0.796527624130249, 2.0], [186.0, 141.0, 205.0, 155.0, 0.6974522471427917, 2.0], [238.0, 145.0, 254.0, 160.0, 0.6925231218338013, 2.0], [387.0, 138.0, 401.0, 147.0, 0.5694548487663269, 2.0], [269.0, 130.0, 279.0, 138.0, 0.5011779069900513, 2.0], [383.0, 149.0, 401.0, 164.0, 0.4974544644355774, 2.0], [0.0, 92.0, 19.0, 105.0, 0.3611624538898468, 2.0], [340.0, 128.0, 350.0, 138.0, 0.35339418053627014, 2.0]]"
130,"[[525.0, 262.0, 636.0, 330.0, 0.9244140386581421, 2.0], [531.0, 187.0, 585.0, 218.0, 0.8499110341072083, 2.0], [360.0, 158.0, 381.0, 174.0, 0.8408530354499817, 2.0], [459.0, 160.0, 487.0, 175.0, 0.766191840171814, 2.0], [185.0, 142.0, 203.0, 156.0, 0.6764381527900696, 2.0], [269.0, 130.0, 280.0, 138.0, 0.5892100930213928, 2.0], [427.0, 142.0, 447.0, 156.0, 0.5042761564254761, 2.0], [382.0, 145.0, 399.0, 163.0, 0.3850458264350891, 2.0], [388.0, 138.0, 400.0, 147.0, 0.3843723237514496, 2.0], [0.0, 92.0, 17.0, 105.0, 0.3783233165740967, 2.0], [340.0, 128.0, 351.0, 138.0, 0.2933947741985321, 2.0]]"
131,"[[515.0, 252.0, 618.0, 316.0, 0.9050801396369934, 2.0], [525.0, 185.0, 577.0, 214.0, 0.8373693227767944, 2.0], [456.0, 159.0, 483.0, 173.0, 0.7993921041488647, 2.0], [182.0, 143.0, 202.0, 157.0, 0.6973736882209778, 2.0], [360.0, 157.0, 379.0, 173.0, 0.6774570345878601, 2.0], [379.0, 147.0, 399.0, 162.0, 0.6683622598648071, 2.0], [425.0, 142.0, 445.0, 156.0, 0.5311386585235596, 2.0], [234.0, 146.0, 252.0, 163.0, 0.527105987071991, 2.0], [0.0, 93.0, 15.0, 106.0, 0.430277556180954, 2.0], [268.0, 131.0, 279.0, 139.0, 0.4030555486679077, 2.0], [383.0, 137.0, 399.0, 147.0, 0.3922482430934906, 2.0]]"
