frame,number of cars
219,"[[123.0, 190.0, 165.0, 218.0, 0.8738179802894592, 2.0], [505.0, 206.0, 559.0, 241.0, 0.8168116211891174, 2.0], [451.0, 164.0, 475.0, 179.0, 0.7638123035430908, 2.0], [405.0, 143.0, 418.0, 154.0, 0.5869919657707214, 2.0], [0.0, 105.0, 9.0, 116.0, 0.384546160697937, 2.0], [389.0, 137.0, 399.0, 144.0, 0.34948983788490295, 2.0], [269.0, 127.0, 282.0, 137.0, 0.3435187041759491, 2.0], [359.0, 138.0, 371.0, 146.0, 0.2848699390888214, 2.0]]"
220,"[[113.0, 192.0, 160.0, 221.0, 0.9002875089645386, 2.0], [498.0, 202.0, 550.0, 236.0, 0.8364046812057495, 2.0], [450.0, 164.0, 473.0, 179.0, 0.8220382332801819, 2.0], [405.0, 144.0, 417.0, 154.0, 0.6100128889083862, 2.0], [0.0, 105.0, 10.0, 118.0, 0.40409475564956665, 2.0], [389.0, 136.0, 399.0, 145.0, 0.347328782081604, 2.0], [270.0, 125.0, 282.0, 136.0, 0.337878555059433, 2.0], [359.0, 138.0, 371.0, 147.0, 0.2501906156539917, 2.0]]"
221,"[[108.0, 197.0, 156.0, 226.0, 0.8736435770988464, 2.0], [447.0, 164.0, 471.0, 179.0, 0.7446926236152649, 2.0], [493.0, 200.0, 542.0, 233.0, 0.7317615151405334, 2.0], [404.0, 144.0, 416.0, 154.0, 0.5735968351364136, 2.0], [0.0, 105.0, 10.0, 118.0, 0.4561023414134979, 2.0], [388.0, 136.0, 399.0, 145.0, 0.3798866271972656, 2.0]]"
222,"[[99.0, 200.0, 151.0, 230.0, 0.9035310745239258, 2.0], [446.0, 163.0, 468.0, 178.0, 0.7710831165313721, 2.0], [403.0, 144.0, 416.0, 154.0, 0.6622411608695984, 2.0], [487.0, 197.0, 534.0, 229.0, 0.5595608949661255, 2.0], [0.0, 106.0, 9.0, 118.0, 0.4913947284221649, 2.0], [387.0, 137.0, 399.0, 145.0, 0.33900976181030273, 2.0], [268.0, 126.0, 282.0, 139.0, 0.26321759819984436, 2.0], [302.0, 130.0, 312.0, 137.0, 0.25832006335258484, 2.0]]"
223,"[[92.0, 204.0, 145.0, 236.0, 0.8760718703269958, 2.0], [482.0, 196.0, 527.0, 226.0, 0.7993636727333069, 2.0], [443.0, 164.0, 466.0, 178.0, 0.6749606132507324, 2.0], [403.0, 144.0, 415.0, 155.0, 0.4974209666252136, 2.0], [0.0, 106.0, 10.0, 118.0, 0.48919469118118286, 2.0], [386.0, 137.0, 399.0, 146.0, 0.3714568316936493, 2.0]]"
224,"[[81.0, 206.0, 139.0, 241.0, 0.8596163988113403, 2.0], [479.0, 194.0, 520.0, 223.0, 0.7255656123161316, 2.0], [442.0, 163.0, 464.0, 177.0, 0.6485198736190796, 2.0], [402.0, 146.0, 413.0, 153.0, 0.6356099247932434, 2.0], [0.0, 107.0, 10.0, 119.0, 0.46706339716911316, 2.0]]"
225,"[[72.0, 211.0, 131.0, 247.0, 0.8868222832679749, 2.0], [473.0, 192.0, 515.0, 220.0, 0.754707932472229, 2.0], [401.0, 145.0, 413.0, 154.0, 0.6099531054496765, 2.0], [441.0, 163.0, 462.0, 177.0, 0.5585201978683472, 2.0], [0.0, 108.0, 9.0, 120.0, 0.5489442348480225, 2.0]]"
226,"[[61.0, 216.0, 124.0, 252.0, 0.8547849059104919, 2.0], [439.0, 164.0, 459.0, 176.0, 0.7863401770591736, 2.0], [469.0, 192.0, 509.0, 217.0, 0.6851816773414612, 2.0], [0.0, 109.0, 10.0, 120.0, 0.5627576112747192, 2.0], [401.0, 146.0, 412.0, 154.0, 0.5564111471176147, 2.0], [628.0, 114.0, 640.0, 124.0, 0.5126409530639648, 2.0]]"
227,"[[49.0, 219.0, 116.0, 261.0, 0.879405677318573, 2.0], [437.0, 164.0, 458.0, 176.0, 0.764646589756012, 2.0], [466.0, 189.0, 503.0, 215.0, 0.7353759407997131, 2.0], [399.0, 145.0, 411.0, 155.0, 0.5899251103401184, 2.0], [0.0, 110.0, 10.0, 121.0, 0.5660708546638489, 2.0], [626.0, 115.0, 640.0, 125.0, 0.4347272515296936, 2.0], [266.0, 132.0, 278.0, 143.0, 0.2545378804206848, 2.0]]"
228,"[[36.0, 224.0, 108.0, 268.0, 0.8991396427154541, 2.0], [436.0, 163.0, 456.0, 176.0, 0.7318147420883179, 2.0], [462.0, 189.0, 497.0, 212.0, 0.6996166110038757, 2.0], [0.0, 110.0, 10.0, 121.0, 0.6497092843055725, 2.0], [399.0, 144.0, 411.0, 155.0, 0.49517822265625, 2.0], [623.0, 116.0, 640.0, 125.0, 0.37533247470855713, 2.0]]"
229,"[[21.0, 230.0, 99.0, 275.0, 0.8843902945518494, 2.0], [434.0, 162.0, 455.0, 176.0, 0.6811700463294983, 2.0], [457.0, 186.0, 493.0, 210.0, 0.6519954800605774, 2.0], [0.0, 111.0, 10.0, 122.0, 0.6130834817886353, 2.0], [399.0, 144.0, 411.0, 155.0, 0.5011699199676514, 2.0], [621.0, 116.0, 640.0, 126.0, 0.3812144100666046, 2.0], [384.0, 138.0, 395.0, 146.0, 0.33923500776290894, 2.0]]"
230,"[[5.0, 235.0, 89.0, 285.0, 0.8893771171569824, 2.0], [432.0, 161.0, 452.0, 174.0, 0.7876254916191101, 2.0], [454.0, 185.0, 489.0, 208.0, 0.7295656800270081, 2.0], [0.0, 111.0, 9.0, 122.0, 0.7112249732017517, 2.0], [398.0, 146.0, 409.0, 155.0, 0.5773757100105286, 2.0], [620.0, 117.0, 640.0, 126.0, 0.4110202193260193, 2.0], [266.0, 135.0, 278.0, 144.0, 0.2657066881656647, 2.0]]"
231,"[[0.0, 241.0, 78.0, 293.0, 0.9130702614784241, 2.0], [431.0, 161.0, 450.0, 174.0, 0.7915114164352417, 2.0], [450.0, 184.0, 484.0, 206.0, 0.7872204184532166, 2.0], [0.0, 111.0, 10.0, 122.0, 0.7147360444068909, 2.0], [398.0, 145.0, 409.0, 155.0, 0.5524321794509888, 2.0], [265.0, 135.0, 277.0, 145.0, 0.5082111358642578, 2.0], [615.0, 116.0, 640.0, 127.0, 0.4999876618385315, 2.0]]"
232,"[[0.0, 247.0, 66.0, 302.0, 0.8735044002532959, 2.0], [429.0, 161.0, 449.0, 172.0, 0.805635929107666, 2.0], [448.0, 183.0, 480.0, 203.0, 0.7153035402297974, 2.0], [0.0, 111.0, 10.0, 123.0, 0.6701352596282959, 2.0], [397.0, 146.0, 408.0, 154.0, 0.6503416895866394, 2.0], [614.0, 116.0, 640.0, 126.0, 0.49133917689323425, 2.0], [265.0, 135.0, 276.0, 145.0, 0.3619990646839142, 2.0]]"
233,"[[0.0, 255.0, 52.0, 310.0, 0.8218587636947632, 2.0], [428.0, 160.0, 447.0, 172.0, 0.794390082359314, 2.0], [445.0, 181.0, 476.0, 203.0, 0.6097017526626587, 2.0], [396.0, 147.0, 407.0, 154.0, 0.5931717753410339, 2.0], [0.0, 111.0, 10.0, 123.0, 0.5779423117637634, 2.0], [265.0, 136.0, 277.0, 146.0, 0.41586533188819885, 2.0], [613.0, 117.0, 640.0, 127.0, 0.38654738664627075, 2.0]]"
234,"[[426.0, 160.0, 445.0, 172.0, 0.7900007367134094, 2.0], [442.0, 178.0, 472.0, 200.0, 0.7357254028320312, 2.0], [0.0, 262.0, 37.0, 304.0, 0.6695244312286377, 2.0], [0.0, 111.0, 10.0, 123.0, 0.6637662053108215, 2.0], [395.0, 147.0, 406.0, 154.0, 0.5884487628936768, 2.0], [264.0, 136.0, 276.0, 145.0, 0.49465611577033997, 2.0], [612.0, 117.0, 636.0, 127.0, 0.4636093080043793, 2.0]]"
235,"[[426.0, 160.0, 442.0, 171.0, 0.7653248906135559, 2.0], [439.0, 178.0, 469.0, 198.0, 0.7107040286064148, 2.0], [0.0, 271.0, 21.0, 308.0, 0.7017974257469177, 2.0], [0.0, 112.0, 10.0, 124.0, 0.6637219190597534, 2.0], [394.0, 147.0, 405.0, 153.0, 0.6267364025115967, 2.0], [609.0, 117.0, 636.0, 127.0, 0.4055708348751068, 2.0], [263.0, 137.0, 276.0, 148.0, 0.312399685382843, 2.0]]"
236,"[[437.0, 177.0, 464.0, 197.0, 0.7750258445739746, 2.0], [424.0, 160.0, 442.0, 171.0, 0.7609378695487976, 2.0], [0.0, 112.0, 10.0, 124.0, 0.6351940631866455, 2.0], [607.0, 117.0, 634.0, 127.0, 0.5538209080696106, 2.0], [394.0, 146.0, 404.0, 153.0, 0.5341217517852783, 2.0], [264.0, 137.0, 275.0, 148.0, 0.3595215678215027, 2.0]]"
237,"[[422.0, 159.0, 440.0, 170.0, 0.7233580350875854, 2.0], [0.0, 112.0, 10.0, 124.0, 0.6527225971221924, 2.0], [606.0, 118.0, 633.0, 127.0, 0.568571925163269, 2.0], [435.0, 176.0, 462.0, 196.0, 0.46877074241638184, 2.0], [393.0, 146.0, 403.0, 154.0, 0.39882710576057434, 2.0]]"
238,"[[422.0, 160.0, 439.0, 170.0, 0.7465585470199585, 2.0], [0.0, 113.0, 10.0, 124.0, 0.6588085293769836, 2.0], [392.0, 146.0, 403.0, 154.0, 0.6465111374855042, 2.0], [433.0, 175.0, 458.0, 195.0, 0.6185989379882812, 2.0], [604.0, 118.0, 631.0, 127.0, 0.6126083135604858, 2.0], [263.0, 141.0, 274.0, 150.0, 0.35643884539604187, 2.0]]"
239,"[[431.0, 174.0, 455.0, 193.0, 0.7480790615081787, 2.0], [420.0, 160.0, 437.0, 170.0, 0.7246907353401184, 2.0], [0.0, 113.0, 10.0, 125.0, 0.6492785215377808, 2.0], [392.0, 146.0, 402.0, 154.0, 0.5423254370689392, 2.0], [605.0, 119.0, 629.0, 128.0, 0.48810121417045593, 2.0]]"
240,"[[419.0, 159.0, 434.0, 170.0, 0.7143167853355408, 2.0], [428.0, 173.0, 453.0, 192.0, 0.6649605631828308, 2.0], [0.0, 113.0, 9.0, 125.0, 0.5568087100982666, 2.0], [392.0, 146.0, 402.0, 154.0, 0.5213234424591064, 2.0], [262.0, 142.0, 274.0, 152.0, 0.5000033378601074, 2.0], [601.0, 119.0, 625.0, 128.0, 0.4374462366104126, 2.0]]"
241,"[[418.0, 159.0, 433.0, 170.0, 0.7234254479408264, 2.0], [426.0, 173.0, 450.0, 191.0, 0.6245338320732117, 2.0], [0.0, 113.0, 10.0, 126.0, 0.5484740734100342, 2.0], [598.0, 118.0, 624.0, 128.0, 0.4870584309101105, 2.0], [391.0, 146.0, 401.0, 154.0, 0.40147140622138977, 2.0], [260.0, 140.0, 273.0, 151.0, 0.3811940550804138, 2.0]]"
242,"[[424.0, 171.0, 447.0, 190.0, 0.7357363104820251, 2.0], [416.0, 160.0, 433.0, 169.0, 0.6373313069343567, 2.0], [595.0, 117.0, 620.0, 128.0, 0.44115400314331055, 2.0], [389.0, 146.0, 400.0, 154.0, 0.432239294052124, 2.0], [260.0, 143.0, 272.0, 152.0, 0.41586291790008545, 2.0]]"
243,"[[415.0, 159.0, 431.0, 169.0, 0.6048307418823242, 2.0], [421.0, 170.0, 443.0, 188.0, 0.5887451171875, 2.0], [594.0, 118.0, 618.0, 128.0, 0.5437917113304138, 2.0], [389.0, 147.0, 400.0, 154.0, 0.5164571404457092, 2.0], [260.0, 144.0, 272.0, 153.0, 0.3753396272659302, 2.0], [0.0, 112.0, 8.0, 127.0, 0.27958598732948303, 2.0]]"
244,"[[591.0, 118.0, 616.0, 128.0, 0.6003528237342834, 2.0], [414.0, 158.0, 429.0, 168.0, 0.5925189852714539, 2.0], [418.0, 170.0, 441.0, 187.0, 0.5884968042373657, 2.0], [388.0, 146.0, 399.0, 153.0, 0.4528173506259918, 2.0]]"
245,"[[417.0, 168.0, 439.0, 186.0, 0.5458140969276428, 2.0], [589.0, 118.0, 613.0, 127.0, 0.4968479573726654, 2.0], [387.0, 146.0, 397.0, 153.0, 0.4079088568687439, 2.0], [413.0, 157.0, 426.0, 167.0, 0.40110260248184204, 2.0], [258.0, 144.0, 270.0, 153.0, 0.28241056203842163, 2.0]]"
246,"[[415.0, 168.0, 436.0, 184.0, 0.560386598110199, 2.0], [587.0, 118.0, 612.0, 127.0, 0.4710155725479126, 2.0], [410.0, 156.0, 425.0, 166.0, 0.45922887325286865, 2.0], [386.0, 145.0, 397.0, 152.0, 0.36541569232940674, 2.0], [258.0, 144.0, 269.0, 153.0, 0.3018222749233246, 2.0]]"
247,"[[413.0, 167.0, 433.0, 184.0, 0.565116286277771, 2.0], [586.0, 118.0, 610.0, 127.0, 0.5226157903671265, 2.0], [409.0, 155.0, 424.0, 166.0, 0.42864370346069336, 2.0], [256.0, 144.0, 269.0, 153.0, 0.39745938777923584, 2.0], [385.0, 145.0, 396.0, 153.0, 0.2812332212924957, 2.0]]"
248,"[[588.0, 119.0, 608.0, 127.0, 0.41525742411613464, 2.0], [255.0, 143.0, 268.0, 154.0, 0.3909771740436554, 2.0], [412.0, 166.0, 431.0, 183.0, 0.35482993721961975, 2.0], [385.0, 145.0, 395.0, 153.0, 0.3428243398666382, 2.0], [407.0, 155.0, 423.0, 166.0, 0.33124884963035583, 2.0], [294.0, 143.0, 304.0, 150.0, 0.3007882237434387, 2.0]]"
249,"[[255.0, 144.0, 267.0, 154.0, 0.5037740468978882, 2.0], [294.0, 143.0, 304.0, 151.0, 0.3056274950504303, 2.0], [384.0, 145.0, 395.0, 153.0, 0.2987329661846161, 2.0], [585.0, 119.0, 605.0, 128.0, 0.2930126488208771, 2.0]]"
250,"[[580.0, 119.0, 603.0, 127.0, 0.40266838669776917, 2.0], [407.0, 154.0, 419.0, 164.0, 0.3358094096183777, 2.0], [253.0, 144.0, 267.0, 155.0, 0.3157072961330414, 2.0], [292.0, 143.0, 303.0, 151.0, 0.26911500096321106, 2.0]]"
251,"[[252.0, 144.0, 266.0, 155.0, 0.48495957255363464, 2.0], [579.0, 118.0, 601.0, 128.0, 0.29274922609329224, 2.0], [405.0, 153.0, 418.0, 163.0, 0.28526926040649414, 2.0]]"
252,"[[578.0, 118.0, 600.0, 127.0, 0.456663578748703, 2.0], [251.0, 145.0, 265.0, 156.0, 0.4127671718597412, 2.0], [293.0, 144.0, 304.0, 151.0, 0.3892669081687927, 2.0], [404.0, 163.0, 423.0, 179.0, 0.34220707416534424, 2.0]]"
253,"[[251.0, 146.0, 264.0, 156.0, 0.511952817440033, 2.0], [575.0, 119.0, 598.0, 127.0, 0.48256489634513855, 2.0], [292.0, 145.0, 302.0, 152.0, 0.3406465947628021, 2.0], [403.0, 152.0, 418.0, 165.0, 0.3168083429336548, 2.0], [403.0, 162.0, 421.0, 178.0, 0.2629784047603607, 2.0]]"
254,"[[250.0, 146.0, 262.0, 156.0, 0.6465935111045837, 2.0], [574.0, 119.0, 596.0, 127.0, 0.43405482172966003, 2.0], [291.0, 145.0, 302.0, 152.0, 0.3787788450717926, 2.0], [401.0, 158.0, 419.0, 176.0, 0.31505924463272095, 2.0], [402.0, 153.0, 417.0, 168.0, 0.2796710133552551, 2.0]]"
255,"[[249.0, 146.0, 262.0, 157.0, 0.43929314613342285, 2.0], [571.0, 119.0, 595.0, 127.0, 0.3715164363384247, 2.0], [400.0, 155.0, 417.0, 176.0, 0.34297165274620056, 2.0], [292.0, 145.0, 301.0, 153.0, 0.33055299520492554, 2.0]]"
256,"[[248.0, 147.0, 262.0, 158.0, 0.6008675694465637, 2.0], [291.0, 145.0, 300.0, 153.0, 0.4591398239135742, 2.0], [570.0, 119.0, 593.0, 127.0, 0.43826937675476074, 2.0]]"
257,"[[247.0, 146.0, 260.0, 158.0, 0.4425019919872284, 2.0], [291.0, 146.0, 300.0, 153.0, 0.4253644645214081, 2.0], [569.0, 120.0, 590.0, 127.0, 0.3555145263671875, 2.0], [399.0, 151.0, 412.0, 163.0, 0.2882482409477234, 2.0], [398.0, 151.0, 413.0, 174.0, 0.2676096260547638, 2.0]]"
258,"[[246.0, 147.0, 259.0, 159.0, 0.5382799506187439, 2.0], [289.0, 146.0, 299.0, 153.0, 0.47047653794288635, 2.0], [396.0, 152.0, 412.0, 174.0, 0.3436434864997864, 2.0], [567.0, 120.0, 589.0, 127.0, 0.32447126507759094, 2.0]]"
259,"[[245.0, 146.0, 259.0, 159.0, 0.5904895663261414, 2.0], [289.0, 146.0, 299.0, 155.0, 0.4234086573123932, 2.0], [566.0, 119.0, 588.0, 128.0, 0.39473509788513184, 2.0]]"
260,"[[244.0, 147.0, 258.0, 159.0, 0.6529623866081238, 2.0], [394.0, 152.0, 409.0, 172.0, 0.47777724266052246, 2.0], [289.0, 147.0, 299.0, 155.0, 0.42616701126098633, 2.0], [564.0, 119.0, 585.0, 128.0, 0.42435649037361145, 2.0]]"
261,"[[244.0, 145.0, 257.0, 160.0, 0.6175541281700134, 2.0], [563.0, 119.0, 584.0, 129.0, 0.5265712141990662, 2.0], [479.0, 336.0, 568.0, 360.0, 0.4871559739112854, 2.0], [393.0, 151.0, 408.0, 171.0, 0.46253299713134766, 2.0], [288.0, 146.0, 298.0, 156.0, 0.3882438838481903, 2.0]]"
262,"[[242.0, 146.0, 257.0, 160.0, 0.626922607421875, 2.0], [288.0, 148.0, 298.0, 156.0, 0.4897409677505493, 2.0], [563.0, 119.0, 583.0, 129.0, 0.46867987513542175, 2.0], [392.0, 152.0, 406.0, 171.0, 0.3325238823890686, 2.0]]"
263,"[[457.0, 309.0, 553.0, 360.0, 0.8400559425354004, 2.0], [241.0, 148.0, 256.0, 161.0, 0.687437117099762, 2.0], [287.0, 147.0, 298.0, 157.0, 0.6088712811470032, 2.0], [391.0, 153.0, 405.0, 170.0, 0.6051774621009827, 2.0], [561.0, 120.0, 582.0, 129.0, 0.5853936672210693, 2.0], [274.0, 144.0, 285.0, 151.0, 0.47289958596229553, 2.0], [344.0, 135.0, 352.0, 143.0, 0.2790166735649109, 2.0]]"
264,"[[448.0, 297.0, 537.0, 360.0, 0.9011872410774231, 2.0], [240.0, 148.0, 254.0, 161.0, 0.6979644298553467, 2.0], [287.0, 148.0, 298.0, 157.0, 0.6628848314285278, 2.0], [560.0, 120.0, 579.0, 129.0, 0.605029284954071, 2.0], [390.0, 152.0, 404.0, 169.0, 0.5512867569923401, 2.0], [345.0, 135.0, 352.0, 143.0, 0.27690261602401733, 2.0], [274.0, 144.0, 284.0, 152.0, 0.27672818303108215, 2.0]]"
265,"[[440.0, 286.0, 520.0, 347.0, 0.8039359450340271, 2.0], [240.0, 148.0, 253.0, 161.0, 0.7020202875137329, 2.0], [286.0, 148.0, 299.0, 158.0, 0.6762491464614868, 2.0], [389.0, 152.0, 402.0, 169.0, 0.5579249858856201, 2.0], [273.0, 144.0, 283.0, 152.0, 0.4257093667984009, 2.0], [557.0, 120.0, 577.0, 128.0, 0.3933318555355072, 2.0]]"
266,"[[431.0, 276.0, 507.0, 331.0, 0.7363898754119873, 2.0], [387.0, 151.0, 402.0, 168.0, 0.7022795677185059, 2.0], [285.0, 149.0, 297.0, 158.0, 0.6334635019302368, 2.0], [239.0, 147.0, 253.0, 162.0, 0.6332280039787292, 2.0], [273.0, 145.0, 283.0, 152.0, 0.40115886926651, 2.0], [556.0, 120.0, 575.0, 128.0, 0.3298811614513397, 2.0]]"
267,"[[425.0, 268.0, 494.0, 318.0, 0.7083666324615479, 2.0], [285.0, 150.0, 297.0, 159.0, 0.6444101929664612, 2.0], [238.0, 148.0, 252.0, 162.0, 0.6227834820747375, 2.0], [272.0, 145.0, 283.0, 153.0, 0.48662441968917847, 2.0], [385.0, 152.0, 402.0, 169.0, 0.44426682591438293, 2.0], [556.0, 119.0, 574.0, 128.0, 0.34771743416786194, 2.0]]"
268,"[[419.0, 260.0, 482.0, 307.0, 0.8667957186698914, 2.0], [237.0, 148.0, 252.0, 163.0, 0.5529441237449646, 2.0], [284.0, 150.0, 296.0, 160.0, 0.5044846534729004, 2.0], [385.0, 152.0, 401.0, 168.0, 0.47330328822135925, 2.0], [273.0, 145.0, 282.0, 153.0, 0.3501998484134674, 2.0]]"
269,"[[414.0, 251.0, 473.0, 297.0, 0.8673591017723083, 2.0], [283.0, 151.0, 296.0, 161.0, 0.7063738107681274, 2.0], [236.0, 147.0, 250.0, 166.0, 0.6067683100700378, 2.0], [271.0, 146.0, 282.0, 153.0, 0.4992402195930481, 2.0], [384.0, 151.0, 399.0, 168.0, 0.4156227111816406, 2.0], [343.0, 136.0, 351.0, 143.0, 0.3009642958641052, 2.0]]"
270,"[[410.0, 246.0, 464.0, 287.0, 0.8817875385284424, 2.0], [235.0, 148.0, 249.0, 166.0, 0.6084418892860413, 2.0], [283.0, 151.0, 295.0, 161.0, 0.5047821402549744, 2.0], [271.0, 145.0, 281.0, 153.0, 0.5023472309112549, 2.0], [383.0, 152.0, 398.0, 167.0, 0.39806464314460754, 2.0], [553.0, 120.0, 572.0, 129.0, 0.3559691905975342, 2.0]]"
271,"[[404.0, 240.0, 456.0, 280.0, 0.8526296019554138, 2.0], [233.0, 150.0, 248.0, 166.0, 0.5936426520347595, 2.0], [282.0, 151.0, 294.0, 161.0, 0.5637932419776917, 2.0], [383.0, 151.0, 397.0, 167.0, 0.5578747987747192, 2.0], [271.0, 146.0, 281.0, 155.0, 0.41551098227500916, 2.0], [553.0, 121.0, 571.0, 128.0, 0.3150579035282135, 2.0]]"
272,"[[401.0, 236.0, 449.0, 272.0, 0.8713303804397583, 2.0], [232.0, 152.0, 248.0, 167.0, 0.6445146799087524, 2.0], [282.0, 152.0, 294.0, 163.0, 0.5694369077682495, 2.0], [382.0, 150.0, 396.0, 166.0, 0.5251120924949646, 2.0], [269.0, 145.0, 281.0, 155.0, 0.45706087350845337, 2.0]]"
273,"[[397.0, 231.0, 443.0, 264.0, 0.8314319849014282, 2.0], [231.0, 150.0, 246.0, 168.0, 0.6813258528709412, 2.0], [282.0, 153.0, 293.0, 163.0, 0.5846381783485413, 2.0], [382.0, 151.0, 395.0, 165.0, 0.5131571888923645, 2.0], [269.0, 147.0, 280.0, 156.0, 0.46003344655036926, 2.0], [549.0, 122.0, 565.0, 130.0, 0.28724297881126404, 2.0]]"
274,"[[395.0, 225.0, 436.0, 259.0, 0.786582887172699, 2.0], [231.0, 151.0, 246.0, 168.0, 0.5770540237426758, 2.0], [281.0, 154.0, 293.0, 164.0, 0.4995274841785431, 2.0], [381.0, 152.0, 394.0, 166.0, 0.48845747113227844, 2.0], [268.0, 147.0, 279.0, 156.0, 0.3275660276412964, 2.0]]"
275,"[[391.0, 222.0, 432.0, 255.0, 0.8370681405067444, 2.0], [280.0, 155.0, 293.0, 165.0, 0.467985063791275, 2.0], [230.0, 149.0, 244.0, 168.0, 0.447833389043808, 2.0], [380.0, 151.0, 394.0, 165.0, 0.3863055408000946, 2.0], [267.0, 148.0, 279.0, 156.0, 0.3520505726337433, 2.0], [547.0, 122.0, 563.0, 130.0, 0.3010128438472748, 2.0]]"
276,"[[388.0, 219.0, 428.0, 248.0, 0.8301451802253723, 2.0], [279.0, 156.0, 293.0, 165.0, 0.5035048723220825, 2.0], [378.0, 152.0, 393.0, 165.0, 0.40281838178634644, 2.0], [228.0, 155.0, 243.0, 170.0, 0.35515058040618896, 2.0]]"
277,"[[386.0, 215.0, 423.0, 244.0, 0.8519406914710999, 2.0], [279.0, 156.0, 292.0, 166.0, 0.6254566311836243, 2.0], [379.0, 152.0, 392.0, 165.0, 0.4689246416091919, 2.0], [226.0, 152.0, 242.0, 171.0, 0.37342461943626404, 2.0], [266.0, 149.0, 277.0, 158.0, 0.33494076132774353, 2.0]]"
278,"[[383.0, 212.0, 418.0, 240.0, 0.8429442644119263, 2.0], [279.0, 157.0, 292.0, 167.0, 0.5167238116264343, 2.0], [225.0, 158.0, 241.0, 171.0, 0.4547579884529114, 2.0], [377.0, 153.0, 392.0, 164.0, 0.31757140159606934, 2.0]]"
279,"[[381.0, 209.0, 415.0, 235.0, 0.8374642729759216, 2.0], [279.0, 157.0, 291.0, 168.0, 0.683664083480835, 2.0], [223.0, 153.0, 240.0, 173.0, 0.5125063061714172, 2.0], [266.0, 151.0, 276.0, 160.0, 0.3969639539718628, 2.0], [376.0, 153.0, 390.0, 164.0, 0.3732130229473114, 2.0], [227.0, 151.0, 239.0, 164.0, 0.2564730942249298, 2.0]]"
280,"[[379.0, 207.0, 411.0, 233.0, 0.7972872853279114, 2.0], [279.0, 158.0, 290.0, 169.0, 0.6071711182594299, 2.0], [223.0, 160.0, 239.0, 174.0, 0.5568612813949585, 2.0], [376.0, 154.0, 390.0, 164.0, 0.45702269673347473, 2.0], [266.0, 152.0, 276.0, 160.0, 0.35095614194869995, 2.0]]"
281,"[[377.0, 204.0, 409.0, 229.0, 0.7399352788925171, 2.0], [278.0, 159.0, 290.0, 169.0, 0.5998193621635437, 2.0], [222.0, 157.0, 238.0, 175.0, 0.5697070956230164, 2.0], [375.0, 152.0, 389.0, 165.0, 0.5651777386665344, 2.0], [264.0, 152.0, 276.0, 161.0, 0.4870619475841522, 2.0]]"
282,"[[375.0, 202.0, 406.0, 225.0, 0.8108667135238647, 2.0], [375.0, 152.0, 388.0, 164.0, 0.5891553163528442, 2.0], [264.0, 152.0, 276.0, 161.0, 0.5579389929771423, 2.0], [278.0, 159.0, 289.0, 171.0, 0.49962738156318665, 2.0], [222.0, 154.0, 238.0, 174.0, 0.2552899420261383, 2.0]]"
283,"[[374.0, 200.0, 403.0, 222.0, 0.8374218344688416, 2.0], [264.0, 153.0, 275.0, 161.0, 0.5156850218772888, 2.0], [276.0, 159.0, 289.0, 172.0, 0.5111644864082336, 2.0], [375.0, 151.0, 389.0, 163.0, 0.3770872950553894, 2.0]]"
284,"[[372.0, 198.0, 400.0, 220.0, 0.8234732747077942, 2.0], [276.0, 161.0, 289.0, 173.0, 0.6292997002601624, 2.0], [263.0, 153.0, 275.0, 162.0, 0.5364362597465515, 2.0], [375.0, 151.0, 388.0, 163.0, 0.4219963848590851, 2.0], [216.0, 164.0, 235.0, 178.0, 0.4176476299762726, 2.0], [221.0, 153.0, 235.0, 163.0, 0.3145138919353485, 2.0]]"
285,"[[370.0, 196.0, 397.0, 217.0, 0.7770718336105347, 2.0], [276.0, 161.0, 289.0, 174.0, 0.6536197066307068, 2.0], [263.0, 154.0, 274.0, 163.0, 0.5459131598472595, 2.0], [374.0, 152.0, 386.0, 163.0, 0.39936795830726624, 2.0], [221.0, 153.0, 234.0, 163.0, 0.3849014937877655, 2.0], [215.0, 165.0, 234.0, 179.0, 0.3752247989177704, 2.0]]"
286,"[[369.0, 194.0, 395.0, 214.0, 0.7522823214530945, 2.0], [275.0, 162.0, 289.0, 175.0, 0.6518130302429199, 2.0], [214.0, 166.0, 232.0, 179.0, 0.5452933311462402, 2.0], [262.0, 154.0, 274.0, 164.0, 0.5394393801689148, 2.0], [220.0, 154.0, 232.0, 165.0, 0.35708361864089966, 2.0], [375.0, 152.0, 385.0, 163.0, 0.34549522399902344, 2.0], [243.0, 149.0, 254.0, 158.0, 0.29417991638183594, 2.0]]"
287,"[[368.0, 193.0, 392.0, 212.0, 0.714930534362793, 2.0], [274.0, 162.0, 288.0, 176.0, 0.6494073271751404, 2.0], [212.0, 166.0, 232.0, 182.0, 0.5724778175354004, 2.0], [262.0, 154.0, 273.0, 164.0, 0.5553022027015686, 2.0], [373.0, 152.0, 386.0, 163.0, 0.44389593601226807, 2.0], [219.0, 154.0, 233.0, 165.0, 0.4253841042518616, 2.0], [242.0, 150.0, 252.0, 158.0, 0.31568217277526855, 2.0]]"
